decision_at,cik10,company_name,score,intended_weight
2023-04-01 00:00:00+00:00,0001173489,CEVA INC,0.9386560156898752,0.05
2023-04-01 00:00:00+00:00,0001827075,CVENT HOLDING CORP.,0.933711157167569,0.05
2023-04-01 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,0.9294117647058824,0.05
2023-04-01 00:00:00+00:00,0001834494,"MERIDIANLINK, INC.",0.9226377218103892,0.05
2023-04-01 00:00:00+00:00,0001509991,KOSMOS ENERGY LTD.,0.9176470588235294,0.05
2023-04-01 00:00:00+00:00,0001107843,"QUALYS, INC.",0.9075991658954736,0.05
2023-04-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",0.894397499407458,0.05
2023-04-01 00:00:00+00:00,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",0.8926917455491074,0.05
2023-04-01 00:00:00+00:00,0001280263,AMBARELLA INC,0.8882798661257372,0.05
2023-04-01 00:00:00+00:00,0001373715,"SERVICENOW, INC.",0.8779032638539302,0.05
2023-04-01 00:00:00+00:00,0001628945,CUE HEALTH INC.,0.8727372520232946,0.05
2023-04-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.8667132843324049,0.05
2023-04-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,0.8633927858226924,0.05
2023-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.862527197535624,0.05
2023-04-01 00:00:00+00:00,0000732834,"CONTINENTAL RESOURCES, INC",0.8588235294117647,0.05
2023-07-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9860925422218124,0.05
2023-07-01 00:00:00+00:00,0001353283,SPLUNK INC,0.9787323344410842,0.05
2023-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9740096151827516,0.05
2023-07-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.9655172413793104,0.05
2023-07-01 00:00:00+00:00,0001314727,SONOS INC,0.9516019519848524,0.05
2023-07-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9495517813280708,0.05
2023-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9495064353179692,0.05
2023-07-01 00:00:00+00:00,0000917273,RAMBUS INC,0.947150288985428,0.05
2023-07-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9436717102190564,0.05
2023-07-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,0.919338576325872,0.05
2023-07-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,0.9167118808058586,0.05
2023-07-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9122775720181324,0.05
2023-07-01 00:00:00+00:00,0001108524,"SALESFORCE, INC.",0.9080795407347656,0.05
2023-07-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9080459770114944,0.05
2023-07-01 00:00:00+00:00,0000769397,"AUTODESK, INC.",0.9014387151398808,0.05
2023-07-01 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",0.8874614185279893,0.05
2023-07-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.8796045145706981,0.05
2023-07-01 00:00:00+00:00,0001124610,"VMWARE, INC.",0.8772170181272565,0.05
2023-07-01 00:00:00+00:00,0001856314,"CLEAR SECURE, INC.",0.8664788051271831,0.05
2023-07-01 00:00:00+00:00,0001671933,"TRADE DESK, INC.",0.8613600335704654,0.05
2023-10-01 00:00:00+00:00,0000033213,EQT CORP,0.988095238095238,0.05
2023-10-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9787878787878788,0.05
2023-10-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,0.9785083036682184,0.05
2023-10-01 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,0.9609926044894062,0.05
2023-10-01 00:00:00+00:00,0001803696,ADEIA INC.,0.9574359700159274,0.05
2023-10-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.954662730462304,0.05
2023-10-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9538568238994678,0.05
2023-10-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9534883720930232,0.05
2023-10-01 00:00:00+00:00,0001353283,SPLUNK INC,0.9526686296409111,0.05
2023-10-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9312555958611396,0.05
2023-10-01 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,0.924972314507198,0.05
2023-10-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.920475159760874,0.05
2023-10-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,0.906423034330011,0.05
2023-10-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.9006867333093345,0.05
2023-10-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,0.8895093179741368,0.05
2023-10-01 00:00:00+00:00,0001314727,SONOS INC,0.8837076727268626,0.05
2023-10-01 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",0.8796124510410225,0.05
2023-10-01 00:00:00+00:00,0001701732,ALTAIR ENGINEERING INC.,0.8621071102947436,0.05
2023-10-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.8604651162790697,0.05
2023-10-01 00:00:00+00:00,0000769397,"AUTODESK, INC.",0.8575566816504981,0.05
2024-01-01 00:00:00+00:00,0000033213,EQT CORP,0.988095238095238,0.05
2024-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9859813084112148,0.05
2024-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.962622268697035,0.05
2024-01-01 00:00:00+00:00,0001314727,SONOS INC,0.9507070294770176,0.05
2024-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9490237847075096,0.05
2024-01-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,0.9447821872947956,0.05
2024-01-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.943637700455828,0.05
2024-01-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9411764705882352,0.05
2024-01-01 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,0.9287035624010072,0.05
2024-01-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",0.9176470588235296,0.05
2024-01-01 00:00:00+00:00,0001353283,SPLUNK INC,0.9129123221194833,0.05
2024-01-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.9109108816305796,0.05
2024-01-01 00:00:00+00:00,0001280263,AMBARELLA INC,0.9082249015442122,0.05
2024-01-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.901727008056334,0.05
2024-01-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.8977591036414566,0.05
2024-01-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.8966357186831887,0.05
2024-01-01 00:00:00+00:00,0001803696,ADEIA INC.,0.895214591189446,0.05
2024-01-01 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",0.8949251682896542,0.05
2024-01-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,0.8828751142253545,0.05
2024-01-01 00:00:00+00:00,0001013462,ANSYS INC,0.8738807921050912,0.05
2024-04-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.988993710691824,0.05
2024-04-01 00:00:00+00:00,0000033213,EQT CORP,0.9887005649717514,0.05
2024-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9613888348570316,0.05
2024-04-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,0.9601082798417948,0.05
2024-04-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,0.9438202247191012,0.05
2024-04-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9352428191661804,0.05
2024-04-01 00:00:00+00:00,0001280263,AMBARELLA INC,0.9350645140374766,0.05
2024-04-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.9295046359333462,0.05
2024-04-01 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",0.9245283018867924,0.05
2024-04-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",0.9213483146067416,0.05
2024-04-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.92094598975556,0.05
2024-04-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,0.9141866044219672,0.05
2024-04-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.9024947629023043,0.05
2024-04-01 00:00:00+00:00,0001701732,ALTAIR ENGINEERING INC.,0.8990468780392921,0.05
2024-04-01 00:00:00+00:00,0001013462,ANSYS INC,0.8985849056603773,0.05
2024-04-01 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,0.8884458276599881,0.05
2024-04-01 00:00:00+00:00,0000769397,"AUTODESK, INC.",0.8873435777734552,0.05
2024-04-01 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,0.8571700628451723,0.05
2024-04-01 00:00:00+00:00,0001314727,SONOS INC,0.8567399338650068,0.05
2024-04-01 00:00:00+00:00,0001451809,SITIME CORP,0.8510827984179472,0.05
2024-07-01 00:00:00+00:00,0001314727,SONOS INC,0.9825213456492246,0.05
2024-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9823791767200408,0.05
2024-07-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9808429118773946,0.05
2024-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9779353821907012,0.05
2024-07-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.955444257593852,0.05
2024-07-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9411176915015476,0.05
2024-07-01 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",0.9391151405847612,0.05
2024-07-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.9386973180076628,0.05
2024-07-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.933806146572104,0.05
2024-07-01 00:00:00+00:00,0001108524,"SALESFORCE, INC.",0.9234968682215886,0.05
2024-07-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.9083172885541826,0.05
2024-07-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.898731040757801,0.05
2024-07-01 00:00:00+00:00,0001657788,"KIMBELL ROYALTY PARTNERS, LP",0.8965517241379309,0.05
2024-07-01 00:00:00+00:00,0001013462,ANSYS INC,0.8936170212765957,0.05
2024-07-01 00:00:00+00:00,0000351817,"SILVERBOW RESOURCES, INC.",0.8773946360153256,0.05
2024-07-01 00:00:00+00:00,0001114995,IMPINJ INC,0.8716295808859967,0.05
2024-07-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.8677666479816074,0.05
2024-07-01 00:00:00+00:00,0001928446,"GRANITE RIDGE RESOURCES, INC.",0.8620689655172413,0.05
2024-07-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,0.8614868432810964,0.05
2024-07-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",0.8614746573728805,0.05
2024-10-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.980952380952381,0.05
2024-10-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9776424264796358,0.05
2024-10-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9632213608957796,0.05
2024-10-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9599114064230344,0.05
2024-10-01 00:00:00+00:00,0001314727,SONOS INC,0.9518395471883844,0.05
2024-10-01 00:00:00+00:00,0001897982,"ASPEN TECHNOLOGY, INC.",0.9437676879537346,0.05
2024-10-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9369747899159664,0.05
2024-10-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.930952380952381,0.05
2024-10-01 00:00:00+00:00,0000033213,EQT CORP,0.9288515406162464,0.05
2024-10-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.9225544481358436,0.05
2024-10-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.9176470588235294,0.05
2024-10-01 00:00:00+00:00,0001114995,IMPINJ INC,0.9016857388950412,0.05
2024-10-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",0.8971945367294204,0.05
2024-10-01 00:00:00+00:00,0001657788,"KIMBELL ROYALTY PARTNERS, LP",0.8939775910364146,0.05
2024-10-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.8920265780730897,0.05
2024-10-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,0.8901960784313726,0.05
2024-10-01 00:00:00+00:00,0001701732,ALTAIR ENGINEERING INC.,0.886723268118617,0.05
2024-10-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.8830441737418481,0.05
2024-10-01 00:00:00+00:00,0001459417,"2U, INC.",0.8815183954718838,0.05
2024-10-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,0.8604774209425372,0.05
2025-01-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9792913023469856,0.05
2025-01-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9722901385493072,0.05
2025-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9721470807539578,0.05
2025-01-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.9696587421318212,0.05
2025-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9653409977630965,0.05
2025-01-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,0.959349593495935,0.05
2025-01-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9589640881582828,0.05
2025-01-01 00:00:00+00:00,0001314727,SONOS INC,0.945638037767258,0.05
2025-01-01 00:00:00+00:00,0001114995,IMPINJ INC,0.9286228302901036,0.05
2025-01-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.9203298132445508,0.05
2025-01-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.9157259532851272,0.05
2025-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9144254278728606,0.05
2025-01-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.905230713208136,0.05
2025-01-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",0.8957368776985902,0.05
2025-01-01 00:00:00+00:00,0001459417,"2U, INC.",0.8903310270682688,0.05
2025-01-01 00:00:00+00:00,0001701732,ALTAIR ENGINEERING INC.,0.8821247117168669,0.05
2025-01-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.8780487804878049,0.05
2025-01-01 00:00:00+00:00,0000033213,EQT CORP,0.8749808252799509,0.05
2025-01-01 00:00:00+00:00,0001657788,"KIMBELL ROYALTY PARTNERS, LP",0.8610216290842153,0.05
2025-01-01 00:00:00+00:00,0001585521,"ZOOM COMMUNICATIONS, INC.",0.8512979243614419,0.05
2025-04-01 00:00:00+00:00,0000785786,PLEXUS CORP,1.0,0.05
2025-04-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9794848757112908,0.05
2025-04-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.969100817438692,0.05
2025-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9663669391462308,0.05
2025-04-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9615168029064488,0.05
2025-04-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,0.9603174603174603,0.05
2025-04-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9578837420526796,0.05
2025-04-01 00:00:00+00:00,0001114995,IMPINJ INC,0.9304677565849228,0.05
2025-04-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.9203178928247048,0.05
2025-04-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.9172842870118076,0.05
2025-04-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9125,0.05
2025-04-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.904868301544051,0.05
2025-04-01 00:00:00+00:00,0001124804,VERADIGM INC.,0.8894187102633969,0.05
2025-04-01 00:00:00+00:00,0001459417,"2U, INC.",0.8859536784741145,0.05
2025-04-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.8809523809523809,0.05
2025-04-01 00:00:00+00:00,0000033213,EQT CORP,0.8755615453728662,0.05
2025-04-01 00:00:00+00:00,0001657788,"KIMBELL ROYALTY PARTNERS, LP",0.8637316561844863,0.05
2025-04-01 00:00:00+00:00,0001585521,"ZOOM COMMUNICATIONS, INC.",0.8630517711171661,0.05
2025-04-01 00:00:00+00:00,0001373715,"SERVICENOW, INC.",0.8541189827429609,0.05
2025-04-01 00:00:00+00:00,0001044777,ONESPAN INC.,0.8503360581289736,0.05
2025-07-01 00:00:00+00:00,0001070412,CNX RESOURCES CORP,1.0,0.05
2025-07-01 00:00:00+00:00,0000785786,PLEXUS CORP,0.9983164983164984,0.05
2025-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.977655341291705,0.05
2025-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.967707376798286,0.05
2025-07-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",0.9647058823529412,0.05
2025-07-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9640342822161004,0.05
2025-07-01 00:00:00+00:00,0001855747,"BLEND LABS, INC.",0.9621977349250076,0.05
2025-07-01 00:00:00+00:00,0001819974,"SKYWATER TECHNOLOGY, INC",0.9600550964187328,0.05
2025-07-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.9529411764705884,0.05
2025-07-01 00:00:00+00:00,0000033213,EQT CORP,0.948205697373289,0.05
2025-07-01 00:00:00+00:00,0001013462,ANSYS INC,0.9393939393939394,0.05
2025-07-01 00:00:00+00:00,0001314727,SONOS INC,0.92363024181206,0.05
2025-07-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9227119681665136,0.05
2025-07-01 00:00:00+00:00,0000851310,HARMONIC INC,0.9072543617998164,0.05
2025-07-01 00:00:00+00:00,0001108524,"SALESFORCE, INC.",0.9043464952555862,0.05
2025-07-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.8939393939393939,0.05
2025-07-01 00:00:00+00:00,0001653482,GITLAB INC.,0.8858279767370677,0.05
2025-07-01 00:00:00+00:00,0001528129,"VITAL ENERGY, INC.",0.8823529411764706,0.05
2025-07-01 00:00:00+00:00,0001834494,"MERIDIANLINK, INC.",0.8760330578512397,0.05
2025-07-01 00:00:00+00:00,0001107843,"QUALYS, INC.",0.874349556167738,0.05
2025-10-01 00:00:00+00:00,0000785786,PLEXUS CORP,1.0,0.05
2025-10-01 00:00:00+00:00,0001528129,"VITAL ENERGY, INC.",1.0,0.05
2025-10-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9808543916181433,0.05
2025-10-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9775990728701456,0.05
2025-10-01 00:00:00+00:00,0001819974,"SKYWATER TECHNOLOGY, INC",0.9685115043247216,0.05
2025-10-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9654022273729436,0.05
2025-10-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9567527842161796,0.05
2025-10-01 00:00:00+00:00,0001855747,"BLEND LABS, INC.",0.9458184936024272,0.05
2025-10-01 00:00:00+00:00,0001520006,MATADOR RESOURCES CO,0.927710843373494,0.05
2025-10-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.927710843373494,0.05
2025-10-01 00:00:00+00:00,0000851310,HARMONIC INC,0.9251182467446812,0.05
2025-10-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9158163265306124,0.05
2025-10-01 00:00:00+00:00,0000917273,RAMBUS INC,0.892711101060923,0.05
2025-10-01 00:00:00+00:00,0001834494,"MERIDIANLINK, INC.",0.8922211543897337,0.05
2025-10-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",0.8908125577100646,0.05
2025-10-01 00:00:00+00:00,0001650372,ATLASSIAN CORP,0.881724989164641,0.05
2025-10-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.8810466014660712,0.05
2025-10-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.8804624342811916,0.05
2025-10-01 00:00:00+00:00,0001658566,PERMIAN RESOURCES CORP,0.8795180722891566,0.05
2025-10-01 00:00:00+00:00,0001724965,TALOS ENERGY INC.,0.8795180722891566,0.05
2026-01-01 00:00:00+00:00,0000785786,PLEXUS CORP,1.0,0.05
2026-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.983949530516432,0.05
2026-01-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.980619131455399,0.05
2026-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9699188184663536,0.05
2026-01-01 00:00:00+00:00,0000917273,RAMBUS INC,0.9633998435054774,0.05
2026-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9505208333333331,0.05
2026-01-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.949367088607595,0.05
2026-01-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.9367088607594936,0.05
2026-01-01 00:00:00+00:00,0000851310,HARMONIC INC.,0.9360817683881064,0.05
2026-01-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.9324677230046948,0.05
2026-01-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.91191803599374,0.05
2026-01-01 00:00:00+00:00,0000033213,EQT CORP,0.909367088607595,0.05
2026-01-01 00:00:00+00:00,0001107843,"QUALYS, INC.",0.9053990610328638,0.05
2026-01-01 00:00:00+00:00,0001124804,VERADIGM INC.,0.9019610719874804,0.05
2026-01-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",0.8993397887323944,0.05
2026-01-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.8973200312989046,0.05
2026-01-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.8922535211267606,0.05
2026-01-01 00:00:00+00:00,0001044777,ONESPAN INC.,0.8763448748043818,0.05
2026-01-01 00:00:00+00:00,0001314727,SONOS INC,0.8684076682316119,0.05
2026-01-01 00:00:00+00:00,0001653482,GITLAB INC.,0.8668133802816902,0.05
2026-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9909872496526902,0.05
2026-04-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.989385422383064,0.05
2026-04-01 00:00:00+00:00,0000917273,RAMBUS INC,0.9755671902268762,0.05
2026-04-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9581151832460733,0.05
2026-04-01 00:00:00+00:00,0000851310,HARMONIC INC.,0.9534777944222792,0.05
2026-04-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.949367088607595,0.05
2026-04-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.94795544547113,0.05
2026-04-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.9367088607594936,0.05
2026-04-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.9344239601718504,0.05
2026-04-01 00:00:00+00:00,0001107843,"QUALYS, INC.",0.929618478362972,0.05
2026-04-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.9236660091264604,0.05
2026-04-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",0.923379262269552,0.05
2026-04-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9214906881430176,0.05
2026-04-01 00:00:00+00:00,0001124804,VERADIGM INC.,0.9155382189065056,0.05
2026-04-01 00:00:00+00:00,0000033213,EQT CORP,0.9085507620769828,0.05
2026-04-01 00:00:00+00:00,0001044777,ONESPAN INC.,0.9038953077337606,0.05
2026-04-01 00:00:00+00:00,0001653482,GITLAB INC.,0.888930088149939,0.05
2026-04-01 00:00:00+00:00,0001373715,"SERVICENOW, INC.",0.8786022573899115,0.05
2026-04-01 00:00:00+00:00,0001855747,"BLEND LABS, INC.",0.8631574784074673,0.05
2026-04-01 00:00:00+00:00,0001861795,DEFINITIVE HEALTHCARE CORP.,0.855247220285857,0.05
