stage,expected_rows,actual_rows,expected_columns,actual_columns,index_equal,columns_equal,maximum_absolute_difference,first_run_hash,second_run_hash
raw_hrp_sleeve_weights,1110,1110,7,7,True,True,1.9984014443252818e-15,5819003ff580c8231094b366bea1a1c88d7273eb43ff57506d54adcf1b0ac31e,5819003ff580c8231094b366bea1a1c88d7273eb43ff57506d54adcf1b0ac31e
post_state_tilt_sleeve_weights,1110,1110,7,7,True,True,1.9984014443252818e-15,065f0a358faa3b217a2f8966b509a6e0ec42ae62a187247c0fd3e0ebcc329c29,065f0a358faa3b217a2f8966b509a6e0ec42ae62a187247c0fd3e0ebcc329c29
post_layer3_expression_sleeve_weights,1110,1110,7,7,True,True,1.9984014443252818e-15,f5f953842c2d576762e1ef63a22ff5cacfcfe0b03e2d8630ff4e238e7c75ab42,f5f953842c2d576762e1ef63a22ff5cacfcfe0b03e2d8630ff4e238e7c75ab42
post_overlay_pre_lookthrough_sleeve_weights,1110,1110,7,7,True,True,1.8318679906315083e-15,bebd8fb25e70ee90146283d5fb22eb1e215601c2fba3f8ed61f8f6331cda3fe8,bebd8fb25e70ee90146283d5fb22eb1e215601c2fba3f8ed61f8f6331cda3fe8
final_sleeve_weights,1110,1110,7,7,True,True,1.8318679906315083e-15,bebd8fb25e70ee90146283d5fb22eb1e215601c2fba3f8ed61f8f6331cda3fe8,bebd8fb25e70ee90146283d5fb22eb1e215601c2fba3f8ed61f8f6331cda3fe8
final_etf_weights,1110,1110,35,35,True,True,1.4432899320127035e-15,2c4c314d071cf0e109839170b05476debd34ee8cf8c2a24ad1e6a7e9b28fdb0d,2c4c314d071cf0e109839170b05476debd34ee8cf8c2a24ad1e6a7e9b28fdb0d
