model_name,target,model_type,sequence_length,epoch,train_loss,validation_loss,best_epoch_so_far,early_stop_triggered
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,1,1.0681608319282532,1.0659486413002015,1,False
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,2,1.0217585694044828,1.0604339361190795,2,False
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,3,0.9955009967088699,1.073109221458435,2,False
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,4,0.9716001693159342,1.10206880569458,2,False
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,5,0.9501602128148079,1.130061721801758,2,False
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,6,0.9281917084008455,1.1835592269897461,2,False
lstm_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,lstm,26,7,0.9132756814360619,1.224801731109619,2,True
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,1,1.0822954960167408,1.0667502641677857,1,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,2,1.0418282207101583,1.0621020078659058,2,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,3,1.0261901076883078,1.058298933506012,3,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,4,1.014034353196621,1.060874915122986,3,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,5,0.9996805880218744,1.0600419521331788,3,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,6,0.9788888432085514,1.0780291557312012,3,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,7,0.9624028820544481,1.1007330656051635,3,False
gru_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,gru,26,8,0.9467281717807055,1.1357242822647096,3,True
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,1,1.0864771753549576,1.0735182523727418,1,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,2,1.0541452281177044,1.0695612907409668,2,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,3,1.0312972590327263,1.0688961744308472,3,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,4,1.0251611061394215,1.0670218825340272,4,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,5,1.0121643245220184,1.0704106569290162,4,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,6,1.0067361053079367,1.0801716327667237,4,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,7,1.0086341034621,1.0819827556610107,4,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,8,0.9984548892825842,1.0890594363212585,4,False
temporal_cnn_classifier_top_quintile_forward_4w_seq26,top_quintile_forward_4w,tcn,26,9,0.9920698050409555,1.0975013971328735,4,True
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,1,0.7272966261953115,0.7197023391723633,1,False
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,2,0.7156090438365936,0.7143638968467713,2,False
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,3,0.707057049497962,0.7154006958007812,2,False
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,4,0.6951207406818867,0.7293145537376404,2,False
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,5,0.6814945600926876,0.7601576566696167,2,False
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,6,0.6670475080609322,0.8230999946594239,2,False
gru_classifier_beats_SPY_4w_seq26,beats_SPY_4w,gru,26,7,0.6548431310802698,0.8714147567749023,2,True
