scope,market_state,variant,spearman_ic,n_observations,mean_forward_4w_return
full_period,ALL,deployment_quality_composite,-0.049506690262855015,1106,0.008711575114522576
full_period,calm_trend,deployment_quality_composite,-0.18463480118065115,295,0.006636532343721663
full_period,neutral_mixed,deployment_quality_composite,-0.10852609339669621,491,0.010065347144625699
full_period,recovery_confirmed,deployment_quality_composite,-0.132890365448505,43,0.009551396023005
full_period,recovery_fragile,deployment_quality_composite,0.23030612244897955,49,0.015258597685108486
full_period,stressed_panic,deployment_quality_composite,0.16760438888422027,228,0.006915606454795316
full_period,ALL,r2a,0.1738105509367878,1106,0.008711575114522576
full_period,calm_trend,r2a,0.20681135752291785,295,0.006636532343721663
full_period,neutral_mixed,r2a,0.09715159419634309,491,0.010065347144625699
full_period,recovery_confirmed,r2a,-0.04334038054968287,43,0.009551396023005
full_period,recovery_fragile,r2a,0.2383673469387755,49,0.015258597685108486
full_period,stressed_panic,r2a,0.36278661951224944,228,0.006915606454795316
full_period,ALL,r2b,0.03752707822675542,1106,0.008711575114522576
full_period,calm_trend,r2b,-0.20685482905169614,295,0.006636532343721663
full_period,neutral_mixed,r2b,-0.10183439161667374,491,0.010065347144625699
full_period,recovery_confirmed,r2b,-0.016460283902144365,43,0.009551396023005
full_period,recovery_fragile,r2b,0.26051020408163267,49,0.015258597685108486
full_period,stressed_panic,r2b,0.3741850827750368,228,0.006915606454795316
full_period,ALL,r2c,-0.05176972189976044,1106,0.008711575114522576
full_period,calm_trend,r2c,-0.07831746176159436,295,0.006636532343721663
full_period,neutral_mixed,r2c,0.03316170234589036,491,0.010065347144625699
full_period,recovery_confirmed,r2c,0.08926144188805053,43,0.009551396023005
full_period,recovery_fragile,r2c,-0.06676876827031385,49,0.015258597685108486
full_period,stressed_panic,r2c,-0.15604689341138073,228,0.006915606454795316
full_period,ALL,r2d,0.037964550948073814,1106,0.008711575114522576
full_period,calm_trend,r2d,,295,0.006636532343721663
full_period,neutral_mixed,r2d,,491,0.010065347144625699
full_period,recovery_confirmed,r2d,0.026435092176769395,43,0.009551396023005
full_period,recovery_fragile,r2d,0.2687585154871748,49,0.015258597685108486
full_period,stressed_panic,r2d,,228,0.006915606454795316
development,ALL,deployment_quality_composite,-0.05112349388394712,1006,0.008405766892763485
development,calm_trend,deployment_quality_composite,-0.16194300896080863,277,0.006179150189334936
development,neutral_mixed,deployment_quality_composite,-0.12828347765710346,435,0.011008225099088022
development,recovery_confirmed,deployment_quality_composite,-0.15599694423223834,34,0.007759639305368891
development,recovery_fragile,deployment_quality_composite,0.14084321475625822,45,0.012467948347760518
development,stressed_panic,deployment_quality_composite,0.15996039508319446,215,0.0052609933094848104
development,ALL,r2a,0.1697963089703099,1006,0.008405766892763485
development,calm_trend,r2a,0.1856459657046557,277,0.006179150189334936
development,neutral_mixed,r2a,0.11496313872756915,435,0.011008225099088022
development,recovery_confirmed,r2a,-0.06279602750190985,34,0.007759639305368891
development,recovery_fragile,r2a,0.1483530961791831,45,0.012467948347760518
development,stressed_panic,r2a,0.3564816827259774,215,0.0052609933094848104
development,ALL,r2b,0.03511294223317734,1006,0.008405766892763485
development,calm_trend,r2b,-0.18564257803546097,277,0.006179150189334936
development,neutral_mixed,r2b,-0.11923566426856845,435,0.011008225099088022
development,recovery_confirmed,r2b,-0.044461420932009166,34,0.007759639305368891
development,recovery_fragile,r2b,0.1691699604743083,45,0.012467948347760518
development,stressed_panic,r2b,0.3669673259436354,215,0.0052609933094848104
development,ALL,r2c,-0.08490397856808225,1006,0.008405766892763485
development,calm_trend,r2c,-0.0819034243942445,277,0.006179150189334936
development,neutral_mixed,r2c,-0.021128190859074008,435,0.011008225099088022
development,recovery_confirmed,r2c,0.044475013540376855,34,0.007759639305368891
development,recovery_fragile,r2c,-0.06038234667231131,45,0.012467948347760518
development,stressed_panic,r2c,-0.17326001988266865,215,0.0052609933094848104
development,ALL,r2d,0.025968801277073926,1006,0.008405766892763485
development,calm_trend,r2d,,277,0.006179150189334936
development,neutral_mixed,r2d,,435,0.011008225099088022
development,recovery_confirmed,r2d,-0.024049022836125783,34,0.007759639305368891
development,recovery_fragile,r2d,0.17379501628890898,45,0.012467948347760518
development,stressed_panic,r2d,,215,0.0052609933094848104
holdout,ALL,deployment_quality_composite,-0.036315631563156314,100,0.011788005825419048
holdout,calm_trend,deployment_quality_composite,-0.413828689370485,18,0.013675135497339638
holdout,neutral_mixed,deployment_quality_composite,0.06452494873547505,56,0.0027412058912130027
holdout,recovery_confirmed,deployment_quality_composite,,9,0.016320254734074738
holdout,recovery_fragile,deployment_quality_composite,,4,0.04665340273027313
holdout,stressed_panic,deployment_quality_composite,0.3131868131868132,13,0.034280362319545996
holdout,ALL,r2a,0.21758175817581754,100,0.011788005825419048
holdout,calm_trend,r2a,0.41589267285861714,18,0.013675135497339638
holdout,neutral_mixed,r2a,-0.057279562542720444,56,0.0027412058912130027
holdout,recovery_confirmed,r2a,,9,0.016320254734074738
holdout,recovery_fragile,r2a,,4,0.04665340273027313
holdout,stressed_panic,r2a,0.5989010989010989,13,0.034280362319545996
holdout,ALL,r2b,0.06843084308430843,100,0.011788005825419048
holdout,calm_trend,r2b,-0.41589267285861714,18,0.013675135497339638
holdout,neutral_mixed,r2b,0.0634313055365687,56,0.0027412058912130027
holdout,recovery_confirmed,r2b,,9,0.016320254734074738
holdout,recovery_fragile,r2b,,4,0.04665340273027313
holdout,stressed_panic,r2b,0.6098901098901099,13,0.034280362319545996
holdout,ALL,r2c,0.2943534353435343,100,0.011788005825419048
holdout,calm_trend,r2c,-0.021671826625386997,18,0.013675135497339638
holdout,neutral_mixed,r2c,0.4222829801777171,56,0.0027412058912130027
holdout,recovery_confirmed,r2c,,9,0.016320254734074738
holdout,recovery_fragile,r2c,,4,0.04665340273027313
holdout,stressed_panic,r2c,0.2582417582417582,13,0.034280362319545996
holdout,ALL,r2d,0.0866828404648729,100,0.011788005825419048
holdout,calm_trend,r2d,,18,0.013675135497339638
holdout,neutral_mixed,r2d,,56,0.0027412058912130027
holdout,recovery_confirmed,r2d,,9,0.016320254734074738
holdout,recovery_fragile,r2d,,4,0.04665340273027313
holdout,stressed_panic,r2d,,13,0.034280362319545996
