variant,ann_return,ann_vol,sharpe,max_drawdown,cvar_5,avg_turnover,avg_BIL,avg_SPY,avg_offense,avg_defense,sharpe_calm_trend,ann_return_calm_trend,capture_calm_trend,sharpe_neutral_mixed,ann_return_neutral_mixed,capture_neutral_mixed,sharpe_recovery_confirmed,ann_return_recovery_confirmed,capture_recovery_confirmed,sharpe_recovery_fragile,ann_return_recovery_fragile,capture_recovery_fragile,sharpe_stressed_panic,ann_return_stressed_panic,capture_stressed_panic,hidden_beta_spy
ggg_baseline_no_modifier,0.07138099253495311,0.07624804196475425,0.9361682043972889,-0.11773854403501682,-0.02537714571816087,0.06183881682725351,0.2665801265614856,0.06025656512327496,0.4162378001730258,0.5447233297452163,0.5136249379525288,0.040850501925236316,0.47348866999573624,1.4615605918081227,0.11211233905762019,0.9456616483785811,0.3442672689903927,0.025704515117367377,0.380472165017826,1.1421213151968135,0.0666705276141002,0.24764069057396362,0.48068706208748657,0.035802805834723506,0.46401861979458403,0.24314482514415692
phase1b_r2a_offense_scale_008,0.07132173101562667,0.07541549350405646,0.945717222042582,-0.1160345788576096,-0.025024731417981092,0.06802723205238285,0.27440306738452347,0.059310612449689944,0.40895284808596016,0.5520580589209554,0.5286347338003082,0.04054225522552146,0.4699158541672875,1.468748189747995,0.11219806378373276,0.9463847319078682,0.323528592510104,0.02485723521261729,0.3679309278746848,1.1607105643344504,0.06776670101903304,0.2517123118540234,0.47912759717759495,0.03568525022167224,0.4624950522404386,0.24117520766602168
phase1b_r2a_offense_scale_004,0.0713807923037244,0.07581894853554948,0.9414637591585151,-0.11631668907605242,-0.025190851094281323,0.06468295757104994,0.27038954638315954,0.05979744413555349,0.41267096370365086,0.5483074814994622,0.5216345641722745,0.04074019245281013,0.4722100985480072,1.4657282112492016,0.11217639584554151,0.9462019639956193,0.33479461068262234,0.025360234070638255,0.3753761982343433,1.152812848543405,0.067311602043018,0.2500218943827204,0.4799660502658401,0.03574850031460031,0.46331479863008873,0.24217900953371505
phase1b_r2a_offense_scale_012,0.07120577250203519,0.07500812750871615,0.9493074266353455,-0.11604381101972117,-0.024859755243145574,0.07134126902543317,0.27877518085276465,0.058790084835656224,0.4049926840620465,0.5560594829532972,0.535178271317557,0.04031233057142525,0.46725085095957924,1.4723432727684342,0.11225749387061734,0.9468860215464482,0.30013939409535495,0.02326156388258993,0.3443121775181691,1.1632933742099236,0.06780751589755218,0.25186391444461154,0.4782523507313644,0.035619154548663046,0.4616384259998668,0.24008040613443354
