scope,market_state,variant,spearman_ic,n_observations,mean_forward_4w_return,overfitting_warning
full_period,ALL,variant_a_original_equal_weight,-0.049506690262855015,1106,0.008711575114522576,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
full_period,ALL,variant_b_flip_negative_full_ic,0.1052954184239028,1106,0.008711575114522576,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
full_period,ALL,variant_c_flip_negative_3plus_states,-0.008355331271015905,1106,0.008711575114522576,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
full_period,ALL,variant_d_exclude_state_persistence,-0.03779874572909103,1106,0.008711575114522576,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
full_period,ALL,variant_e_exclude_credit_confirmation,-0.043753903425722274,1106,0.008711575114522576,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
full_period,ALL,variant_f_exclude_persistence_and_credit,-0.0340428161199734,1106,0.008711575114522576,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
calm_trend,calm_trend,variant_a_original_equal_weight,-0.18463480118065115,295,0.006636532343721663,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
calm_trend,calm_trend,variant_b_flip_negative_full_ic,0.07101846324918606,295,0.006636532343721663,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
calm_trend,calm_trend,variant_c_flip_negative_3plus_states,0.0017863060929018545,295,0.006636532343721663,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
calm_trend,calm_trend,variant_d_exclude_state_persistence,-0.09999971953937617,295,0.006636532343721663,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
calm_trend,calm_trend,variant_e_exclude_credit_confirmation,-0.2034528313479461,295,0.006636532343721663,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
calm_trend,calm_trend,variant_f_exclude_persistence_and_credit,-0.10681399933064223,295,0.006636532343721663,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
neutral_mixed,neutral_mixed,variant_a_original_equal_weight,-0.10852609339669621,491,0.010065347144625699,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
neutral_mixed,neutral_mixed,variant_b_flip_negative_full_ic,0.13494342788057964,491,0.010065347144625699,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
neutral_mixed,neutral_mixed,variant_c_flip_negative_3plus_states,0.003159439687610605,491,0.010065347144625699,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
neutral_mixed,neutral_mixed,variant_d_exclude_state_persistence,-0.098651371464997,491,0.010065347144625699,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
neutral_mixed,neutral_mixed,variant_e_exclude_credit_confirmation,-0.09972174380077405,491,0.010065347144625699,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
neutral_mixed,neutral_mixed,variant_f_exclude_persistence_and_credit,-0.08896396539572894,491,0.010065347144625699,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_confirmed,recovery_confirmed,variant_a_original_equal_weight,-0.132890365448505,43,0.009551396023005,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_confirmed,recovery_confirmed,variant_b_flip_negative_full_ic,0.015403201449713078,43,0.009551396023005,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_confirmed,recovery_confirmed,variant_c_flip_negative_3plus_states,0.10178193899124131,43,0.009551396023005,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_confirmed,recovery_confirmed,variant_d_exclude_state_persistence,-0.11371186952582302,43,0.009551396023005,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_confirmed,recovery_confirmed,variant_e_exclude_credit_confirmation,-0.02114164904862579,43,0.009551396023005,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_confirmed,recovery_confirmed,variant_f_exclude_persistence_and_credit,-0.0066445182724252485,43,0.009551396023005,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_fragile,recovery_fragile,variant_a_original_equal_weight,0.23030612244897955,49,0.015258597685108486,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_fragile,recovery_fragile,variant_b_flip_negative_full_ic,0.0360204081632653,49,0.015258597685108486,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_fragile,recovery_fragile,variant_c_flip_negative_3plus_states,-0.008061224489795918,49,0.015258597685108486,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_fragile,recovery_fragile,variant_d_exclude_state_persistence,0.20163265306122446,49,0.015258597685108486,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_fragile,recovery_fragile,variant_e_exclude_credit_confirmation,0.26030612244897955,49,0.015258597685108486,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
recovery_fragile,recovery_fragile,variant_f_exclude_persistence_and_credit,0.24132653061224485,49,0.015258597685108486,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
stressed_panic,stressed_panic,variant_a_original_equal_weight,0.16760438888422027,228,0.006915606454795316,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
stressed_panic,stressed_panic,variant_b_flip_negative_full_ic,0.12869392744134567,228,0.006915606454795316,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
stressed_panic,stressed_panic,variant_c_flip_negative_3plus_states,-0.10591935007032027,228,0.006915606454795316,"diagnostic variant; signs/exclusions are full-history diagnostics, not selected signals"
