variant,year,sessions,total_return,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,hit_rate,mean_session_bps,traded_share
orb_momentum,2023,61,-0.0022017600575165996,-0.00906449128700726,0.02837747520323846,-0.3069180608591053,-0.01724388051978243,0.45901639344262296,-0.3456174468831465,1.0
orb_momentum,2024,252,-0.07015419420861602,-0.07015419420861602,0.02944227411763528,-2.455430476270864,-0.07291346958840905,0.43253968253968256,-2.868787982506449,1.0
orb_momentum,2025,250,0.005328222915842451,0.005370962966341208,0.054038305817101694,0.12564855131219432,-0.05327463958820766,0.492,0.26943789052714884,1.0
orb_momentum,2026,167,-0.04505652666148863,-0.06720404116107892,0.05054839473539363,-1.3508921745274165,-0.05047621611547537,0.46107784431137727,-2.7097393207526235,1.0
orb_long_only,2023,61,0.012291180099177401,0.05176232233221678,0.029440689205557497,1.7288369501888867,-0.012431660402743017,0.4918032786885246,2.0197679102220194,1.0
orb_long_only,2024,252,-0.022394264742896075,-0.022394264742896075,0.028403811316963123,-0.7831697068981269,-0.03300983641343125,0.5238095238095238,-0.8827382771387184,1.0
orb_long_only,2025,250,0.030198379617512483,0.030443607430967967,0.05906572348482153,0.5366249557509384,-0.0323582204266617,0.56,1.2577833829936313,1.0
orb_long_only,2026,167,-0.02022292413691429,-0.030358453096110405,0.03545486641387322,-0.8518275513321251,-0.036693037765115344,0.49101796407185627,-1.1984695254022708,1.0
orb_breakout,2023,61,0.007895625103683246,0.03302345576878318,0.031097833893940136,1.0601238502522172,-0.009334452887918676,0.5573770491803278,1.3082363254820522,1.0
orb_breakout,2024,252,-0.006702808898123802,-0.006702808898123802,0.029236129245370574,-0.2154528850044456,-0.031110695393419707,0.4523809523809524,-0.24996065048721963,1.0
orb_breakout,2025,250,0.024395451378303568,0.024592995460751554,0.04509931783289936,0.5611879826450605,-0.04143579580140233,0.5,1.0043331425917934,1.0
orb_breakout,2026,167,-0.011472639133859208,-0.01726136545586754,0.04006579871455098,-0.41470926032288746,-0.03590837557995008,0.41317365269461076,-0.6593514979824258,1.0
