variant,symbol,cost_bps,sessions,total_return,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,hit_rate,mean_session_bps,traded_share
orb_momentum,BIL,0.0,730,-0.007052915869904419,-0.002440349169743894,0.0008139787284780253,-3.0012934174214285,-0.00730864322835445,0.26301369863013696,-0.09694400792468894,0.6712328767123288
orb_momentum,BIL,1.0,730,-0.06319630591395664,-0.022283511063282524,0.001081497910329504,-20.83586818669511,-0.06316099662659092,0.023287671232876714,-0.8942042818972916,0.7972602739726027
orb_momentum,BIL,2.0,730,-0.11617037150352694,-0.041733884324559045,0.001578758587049894,-26.99900235385023,-0.11604866040838924,0.0013698630136986301,-1.6914645558698949,0.7972602739726027
orb_momentum,BIL,5.0,730,-0.2578131296781646,-0.09780488694179623,0.0033698054889889023,-30.535229364566153,-0.25748813980051355,0.0,-4.083245377787703,0.7972602739726027
orb_momentum,BIL,10.0,730,-0.4453268099215738,-0.1840938057486945,0.006514808620322824,-31.21389896342366,-0.4448062103604813,0.0,-8.069546747650717,0.7972602739726027
orb_momentum,DBA,0.0,729,0.2506621326647285,0.08038677523522342,0.08315065115965012,0.9715073062005436,-0.09757019455544225,0.5253772290809328,3.2056136951163805,0.9478737997256516
orb_momentum,DBA,1.0,729,0.1657806756269724,0.05445499302800516,0.08314770332325579,0.6792758944820367,-0.10576880893029217,0.52400548696845,2.241278990040936,0.9643347050754458
orb_momentum,DBA,2.0,729,0.0866524201431842,0.029143133591281734,0.08314579921942786,0.38701890273743866,-0.11558906195591367,0.5171467764060357,1.2769442849654902,0.9643347050754458
orb_momentum,DBA,5.0,729,-0.11997758833258876,-0.04321876672977598,0.08314634982387765,-0.4897954968418627,-0.2068353123794413,0.48010973936899864,-1.616059830260852,0.9643347050754458
orb_momentum,DBA,10.0,729,-0.3808853152273862,-0.152734268505205,0.08316814111165581,-1.950637328111971,-0.41092868163883334,0.4334705075445816,-6.437733355638081,0.9643347050754458
orb_momentum,DIA,0.0,730,-0.03465563254625981,-0.01210170791073606,0.09800557708714919,-0.0755944580418782,-0.16282759716955875,0.510958904109589,-0.29399517797557767,0.9945205479452055
orb_momentum,DIA,1.0,730,-0.1022637078246399,-0.03655549742351594,0.09800568872171346,-0.331313383097626,-0.18543119477720948,0.5054794520547945,-1.2885157259207831,0.9945205479452055
orb_momentum,DIA,2.0,730,-0.165142902112985,-0.060406329474517184,0.09800594066810492,-0.5870308851608861,-0.23048667495228814,0.4958904109589041,-2.2830362738659886,0.9945205479452055
orb_momentum,DIA,5.0,730,-0.3285969701122704,-0.1284873685797978,0.09800753836440854,-1.3541638708709496,-0.3559674765176961,0.4684931506849315,-5.266597917701609,0.9945205479452055
orb_momentum,DIA,10.0,730,-0.5331198500747697,-0.23120970045561395,0.09801300720862731,-2.6325878974200503,-0.5323639141040063,0.4232876712328767,-10.239200657427634,0.9945205479452055
orb_momentum,EEM,0.0,730,0.0982767902915711,0.032889680490354456,0.09874651868318703,0.37671468598090857,-0.12635276962009678,0.5054794520547945,1.476161261009711,0.9821917808219178
orb_momentum,EEM,1.0,730,0.021576230971198207,0.007396236202825479,0.09874631278666506,0.12361359852987187,-0.1541330100552144,0.5041095890410959,0.4843804390919034,0.9917808219178083
orb_momentum,EEM,2.0,730,-0.049774656981366294,-0.017470442925788254,0.09874631520422712,-0.12948827124098522,-0.18152455328266248,0.49726027397260275,-0.507400382825904,0.9917808219178083
orb_momentum,EEM,5.0,730,-0.23532793448219513,-0.08846151499055388,0.09874757233467271,-0.8887825564637473,-0.28723462194525673,0.4575342465753425,-3.482742848579334,0.9917808219178083
orb_momentum,EEM,10.0,730,-0.46769570203375765,-0.19560581553123257,0.09875383357307597,-2.1541391928691787,-0.4793944750928629,0.4054794520547945,-8.441646958168375,0.9917808219178083
