name,state,n_weeks,bucket_offense,bucket_defense,bucket_composite,bucket_cash
improved_phase2b_regime_confidence_boost,calm_trend,295,0.4860551496231372,0.16945186108466728,0.31097656350895186,0.033516425783243604
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,293,0.4253970555563971,0.15053865180273343,0.2748308920328668,0.14923340060800244
improved_phase2b_regime_confidence_boost,neutral_mixed,200,0.34552910137255316,0.11154105320324462,0.21126220643528348,0.3316676389889186
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.42720297040177857,0.17788775316154726,0.3310716607801548,0.06383761565651912
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.45843794814584216,0.1390698256782358,0.2789790554315232,0.12351317074439862
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.2419112275012731,0.07616459990740157,0.17259945067106483,0.5093247219202602
improved_phase2b_combo_abc,calm_trend,295,0.4852636671881657,0.16917476156035796,0.3106204737215011,0.03494109752997501
improved_phase2b_combo_abc,neutral_healthy_proxy,293,0.4253083045265352,0.15063090490054867,0.27467601693879545,0.1493847736341205
improved_phase2b_combo_abc,neutral_mixed,200,0.3431592965185077,0.11104583341883184,0.20970519646284097,0.33608967359981934
improved_phase2b_combo_abc,recovery_confirmed,44,0.4267179649725545,0.17787439077091516,0.33167395728986526,0.0637336869666649
improved_phase2b_combo_abc,recovery_fragile,49,0.4528004287364051,0.13787432513833636,0.27470801973963593,0.1346172263856224
improved_phase2b_combo_abc,stressed_panic,229,0.2418442928848379,0.07612100785955561,0.172517080932012,0.5095176183235942
improved_phasess_recovery_explicit_bucket,calm_trend,295,0.4900369018512741,0.16746858215511587,0.30902008469106085,0.03347443130254905
improved_phasess_recovery_explicit_bucket,neutral_healthy_proxy,293,0.43887698121258345,0.1594789826077106,0.25280223437999516,0.1488418017997107
improved_phasess_recovery_explicit_bucket,neutral_mixed,200,0.3469137306410604,0.11369259069153267,0.20754532121108252,0.33184835745632424
improved_phasess_recovery_explicit_bucket,recovery_confirmed,44,0.4961445788239267,0.19615161296174755,0.24564820519896113,0.06205560301536424
improved_phasess_recovery_explicit_bucket,recovery_fragile,49,0.4564824412769476,0.16699782210355305,0.25068915622265775,0.1258305803968414
improved_phasess_recovery_explicit_bucket,stressed_panic,229,0.24066117121693978,0.07643307758929115,0.17357731862023307,0.5093284325735358
improved_phasett_recovery_two_stage_bucket,calm_trend,295,0.48985923165771894,0.16709387968901565,0.30790756950768094,0.035139319145584325
improved_phasett_recovery_two_stage_bucket,neutral_healthy_proxy,293,0.43775368449816293,0.15793992009629443,0.24730742662447117,0.15699896878107125
improved_phasett_recovery_two_stage_bucket,neutral_mixed,200,0.345117199335464,0.11666645657294561,0.20529032228722477,0.3329260218043655
improved_phasett_recovery_two_stage_bucket,recovery_confirmed,44,0.5143920408894425,0.18914010099062348,0.2311738539626152,0.06529400415731872
improved_phasett_recovery_two_stage_bucket,recovery_fragile,49,0.4400706321343868,0.19559568240010883,0.2368426911058889,0.12749099435961536
improved_phasett_recovery_two_stage_bucket,stressed_panic,229,0.2392090114778897,0.07826913508380574,0.17269418503007983,0.5098276684082245
improved_phasett_recovery_neutral_two_stage_bucket,calm_trend,295,0.49265326099450163,0.17001800216606977,0.3036977487677824,0.03363098807164612
improved_phasett_recovery_neutral_two_stage_bucket,neutral_healthy_proxy,293,0.4565905746091972,0.17130848933319115,0.22355107479544334,0.148549861262168
improved_phasett_recovery_neutral_two_stage_bucket,neutral_mixed,200,0.348108951540709,0.12033448615392596,0.19968954013887966,0.3318670221664853
improved_phasett_recovery_neutral_two_stage_bucket,recovery_confirmed,44,0.5176284386745974,0.19906405863136714,0.22152659746510428,0.061780905228931225
improved_phasett_recovery_neutral_two_stage_bucket,recovery_fragile,49,0.4387309636702334,0.20052182711390146,0.2342287392008957,0.12651847001496927
improved_phasett_recovery_neutral_two_stage_bucket,stressed_panic,229,0.24125299722778404,0.08011864384083063,0.16932330446083918,0.5093050544705459
improved_phasett_ss1_overlay_coordinated,calm_trend,295,0.48911372296027567,0.16705874329929107,0.3086790132730366,0.03514852046739657
improved_phasett_ss1_overlay_coordinated,neutral_healthy_proxy,293,0.43433097066733317,0.15730046042003995,0.2513690330027852,0.15699953590984148
improved_phasett_ss1_overlay_coordinated,neutral_mixed,200,0.3463388784377291,0.11336394207411299,0.2074308307400352,0.3328663487481225
improved_phasett_ss1_overlay_coordinated,recovery_confirmed,44,0.4942381848738297,0.1952981616959477,0.24497931731672215,0.06548433611350031
improved_phasett_ss1_overlay_coordinated,recovery_fragile,49,0.45595208232639833,0.16668147679072728,0.2506235903737754,0.12674285050909886
improved_phasett_ss1_overlay_coordinated,stressed_panic,229,0.24035749809745813,0.07620082928515771,0.17361211351593425,0.5098295591014496
