Date,source_return,desired_exposure,exposure,outer_turnover,financing_cost,outer_cost,net_return,wealth,drawdown
2023-01-06,0.0398810316109126,1.35,1.25,0.25,0.00028846153846153843,0.000625,0.04893782797517922,1.0489378279751793,0.0
2023-01-13,0.0053489702783335,1.35,1.35,0.10000000000000009,0.00040384615384615394,0.0002500000000000002,0.0065672637219040715,1.0558264793193737,0.0
2023-01-20,0.0255903554144734,1.35,1.35,0.0,0.00040384615384615394,0.0,0.03414313365569294,1.0918757039199949,0.0
2023-01-27,0.0200652585431007,1.35,1.35,0.0,0.00040384615384615394,0.0,0.02668425287933979,1.1210115913162033,0.0
2023-02-03,-0.0098754760923926,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.013735738878576164,1.105613668818027,-0.013735738878576043
2023-02-10,-0.0030374722256475,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.0045044336584702796,1.100633505394938,-0.01817830081251781
2023-02-17,-0.0244495205442011,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.03341069888851764,1.063860570759574,-0.050981649966283626
2023-02-24,0.0272139430764819,1.35,1.35,0.0,0.00040384615384615394,0.0,0.03633497699940441,1.1025159201286965,-0.01649909004579575
2023-03-03,-0.0366762271444246,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.04991675279881937,1.0474819054868694,-0.0655922618453938
2023-03-10,0.0205959411841947,1.35,1.35,0.0,0.00040384615384615394,0.0,0.027400674444816694,1.0761836161659515,-0.03998885961350174
2023-03-17,0.0211607904735846,1.35,1.35,0.0,0.00040384615384615394,0.0,0.028163220985493058,1.1064924131690002,-0.012951853718261686
2023-03-24,0.0391555995673036,1.35,1.35,0.0,0.00040384615384615394,0.0,0.052456213262013704,1.1645348151669934,0.0
2023-03-31,-0.0166608236939949,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.022895958140739272,1.1378716747854964,-0.022895958140739192
2023-04-07,-0.0002409999982516,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.000729196151485814,1.1370419431393581,-0.023608458647664254
2023-04-14,-0.0060097158592011,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.00851696256376764,1.1273577994762065,-0.0319243488529416
2023-04-21,0.0100608036287683,1.35,1.35,0.0,0.00040384615384615394,0.0,0.013178238744991052,1.1422143897087316,-0.019166816798913078
2023-04-28,0.0012671563402333,1.35,1.35,0.0,0.00040384615384615394,0.0,0.0013068149054688012,1.143707052498444,-0.01788504937532731
2023-05-05,-0.0039823065415317,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.005779959984913949,1.1370964715005392,-0.02356163449052373
2023-05-12,0.0293774880193604,1.35,1.35,0.0,0.00040384615384615394,0.0,0.03925576267229039,1.1817340607212632,0.0
2023-05-19,0.0286604208297012,1.35,1.35,0.0,0.00040384615384615394,0.0,0.038287721966250465,1.226979965876207,0.0
2023-05-26,0.0158226905314413,1.35,1.35,0.0,0.00040384615384615394,0.0,0.020956786063599603,1.2526935225253975,0.0
2023-06-02,-0.0036863948411223,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.005380479189361259,1.245953431096802,-0.0053804791893612425
2023-06-09,0.0368814633677738,1.35,1.35,0.0,0.00040384615384615394,0.0,0.049386129392648484,1.307486248462163,0.0
2023-06-16,-0.0272432703726697,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.03718226115695025,1.2588709533127218,-0.037182261156950225
2023-06-23,0.0298677996430154,1.35,1.35,0.0,0.00040384615384615394,0.0,0.03991768336422463,1.3091221654234788,0.0
2023-06-30,-0.0115357144270472,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.015977060630359877,1.2882062412139599,-0.015977060630359863
2023-07-07,0.0316602837427493,1.35,1.35,0.0,0.00040384615384615394,0.0,0.042337536898865394,1.3427457204847046,0.0
2023-07-14,-0.0114331627129928,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.015838615816386438,1.3214784868788503,-0.01583861581638657
2023-07-21,0.0222748421969958,1.35,1.35,0.0,0.00040384615384615394,0.0,0.02966719081209818,1.360683041303168,0.0
2023-07-28,-0.0303438308888208,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.04136801785375424,1.304394280957238,-0.04136801785375421
2023-08-04,-0.0213873420169554,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.029276757876735945,1.266205845417854,-0.06943365428794523
2023-08-11,-0.023653511217461,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.032336086297418506,1.2252617039301266,-0.09952452794836364
2023-08-18,0.015480455470042,1.35,1.35,0.0,0.00040384615384615394,0.0,0.020494768730710548,1.250373159186771,-0.08106949140098774
2023-08-25,0.0375189323771569,1.35,1.35,0.0,0.00040384615384615394,0.0,0.05024671255531567,1.3132002999033108,-0.03489625427710308
2023-09-01,-0.0208282267913091,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.02852195232211344,1.2757452635600834,-0.0624228972985047
2023-09-08,-0.0152037811704661,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.020928950733975393,1.249045253789932,-0.0820454022902477
2023-09-15,-0.027958183029607,1.35,1.35,0.0,0.00040384615384615394,0.0,-0.03814739324381561,1.2013974333142858,-0.11706297730905024
