cik10,company_name,recent_cagr,cagr_change
0001107843,"QUALYS, INC.",0.9225773339298342,-0.13366417129385488
0001327567,PALO ALTO NETWORKS INC,0.9343116748201084,-0.12192983040358074
0001361113,VARONIS SYSTEMS INC,0.9344648032240972,-0.1217767019995919
0001653482,GITLAB INC.,0.9580135659868125,-0.09822793923687656
0001393052,VEEVA SYSTEMS INC,0.9640944102869728,-0.09214709493671625
0001713683,"ZSCALER, INC.",0.9662778072002918,-0.08996369802339732
0001373715,"SERVICENOW, INC.",0.9695981828192362,-0.08664332240445294
0001773383,"DYNATRACE, INC.",0.97335739151994,-0.08288411370374904
0001044777,ONESPAN INC.,0.9759003258932839,-0.08034117933040519
0000851310,HARMONIC INC.,0.9765710258839533,-0.07967047933973581
0001124804,VERADIGM INC.,0.9769939709686781,-0.07924753425501097
0001792849,"HIGHPEAK ENERGY, INC.",0.9786905334115756,-0.07755097181211346
0001493761,TURTLE BEACH CORP,0.9839588916860462,-0.07228261353764287
0001855747,"BLEND LABS, INC.",0.9889984178484463,-0.06724308737524276
0000033213,EQT CORP,1.0130906285601515,-0.04315087666353756
0000874499,GULFPORT ENERGY CORP,1.0179066299887287,-0.038334875234960375
0001070412,CNX RESOURCES CORP,1.0187163084923947,-0.0375251967312944
0001013462,ANSYS INC,1.019676138347962,-0.03656536687572709
0001108524,"SALESFORCE, INC.",1.0201960966127355,-0.03604540861095362
0001528129,"VITAL ENERGY, INC.",1.0232169639646065,-0.03302454125908261
0001104485,"NORTHERN OIL & GAS, INC.",1.044366564660899,-0.011874940562790037
0001031308,BENTLEY SYSTEMS INC,1.051317642959472,-0.004923862264217149
0001013857,PEGASYSTEMS INC,1.054940473572238,-0.0013010316514510123
0001724965,TALOS ENERGY INC.,1.0562415052236895,4.440892098500626e-16
0001658566,PERMIAN RESOURCES CORP,1.0562415052236895,4.440892098500626e-16
0001475115,"EVENTBRITE, INC.",1.0562415052236895,4.440892098500626e-16
0001520006,MATADOR RESOURCES CO,1.0562415052236895,4.440892098500626e-16
0001650372,ATLASSIAN CORP,1.0562415052236895,4.440892098500626e-16
0001171486,NATURAL RESOURCE PARTNERS LP,1.05624150522369,8.881784197001252e-16
0001585521,"ZOOM COMMUNICATIONS, INC.",1.05624150522369,8.881784197001252e-16
0001819974,"SKYWATER TECHNOLOGY, INC",1.0562415052236904,1.3322676295501878e-15
0001459417,"2U, INC.",1.0562415052236909,1.7763568394002505e-15
0001615165,"VERITONE, INC.",1.0562415052236913,2.220446049250313e-15
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.0562415052236913,2.220446049250313e-15
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.0562415052236913,2.220446049250313e-15
0001314727,SONOS INC,1.0562415052236913,2.220446049250313e-15
0001834494,"MERIDIANLINK, INC.",1.0562415052236913,2.220446049250313e-15
0000785786,PLEXUS CORP,1.0562415052236913,2.220446049250313e-15
0001621434,"BLACK STONE MINERALS, L.P.",1.0562415052236918,2.6645352591003757e-15
0001114995,IMPINJ INC,1.0562415052236918,2.6645352591003757e-15
0000917273,RAMBUS INC,1.0638121864138337,0.00757068119014459
0001861795,DEFINITIVE HEALTHCARE CORP.,1.0656220952813245,0.009380590057635363
