signal,select_ic,select_t,select_p,select_clears,evaluate_ic,evaluate_t,evaluate_p,evaluate_clears,sign_repeats,survives_out_of_sample
coskewness,-0.014009515242818951,-1.4488589073778164,0.15022172567453795,False,-0.020802263673334077,-2.279834951516802,0.025092030980499096,False,True,False
idiosyncratic_skewness,-0.0015519588035455179,-0.3009957128929503,0.7640187059971686,False,-0.014882485269316955,-2.154161647193508,0.03402470114674948,False,True,False
trend_consistency,0.011772232486490498,1.30061235134987,0.19610936909304838,False,0.021206380535838638,1.7235979262003378,0.08837388435014724,False,True,False
sector_dispersion,-0.01187299926766546,-1.1342516043280668,0.259089485201285,False,-0.01869642083677878,-1.586118210807332,0.11638280023664072,False,True,False
volatility_of_volatility,-0.015409190916174357,-1.1393476090432557,0.25707892938504767,False,-0.023602669186529302,-1.4158320859663776,0.16043620101738765,False,True,False
downside_beta,0.0007107654903715027,0.04897838736770797,0.9610322972872984,False,0.017540612663987584,1.241876142423988,0.2176584381937716,False,True,False
residual_reversal_skip1,-0.001502117373216733,-0.18361770423283186,0.8546514151649449,False,0.006781677085562689,0.6282095689883943,0.531531453395076,False,False,False
ind_ret_big,-0.002949588253175281,-0.39490516696879874,0.6936572978138407,False,-0.0007078709705620949,-0.06556876517627629,0.9478733401456743,False,True,False
