cik10,covers_first_eligible_decision,first_eligible_decision,first_price_date,issuer_name_match,issuer_name_score,last_eligible_decision,last_price_date,price_file,price_rows,provider_end_date,provider_exchange,provider_name,provider_start_date,sec_company_name,status,terminal,tiingo_symbol,strict_issuer_name_score,strict_issuer_name_match,covers_last_eligible_decision,audit_status
0000867374,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2020-07-01 00:00:00+00:00,2019-07-23,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EFII/prices.csv.gz,1838,2019-07-23,NASDAQ,Electronics For Imaging Inc,1992-10-02,ELECTRONICS FOR IMAGING INC,identity_and_start_validated,True,EFII,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001237746,True,2015-04-01 00:00:00+00:00,2015-04-01,True,1.0,2022-01-01 00:00:00+00:00,2021-02-10,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EIGI/prices.csv.gz,1477,2021-02-10,NASDAQ,Endurance International Group Holdings Inc,2013-10-25,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",identity_and_start_validated,True,EIGI,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000350917,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2016-07-01 00:00:00+00:00,2015-05-05,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/ELX/prices.csv.gz,777,2015-05-05,NYSE,Emulex Corp,1990-03-26,EMULEX CORP /DE/,identity_and_start_validated,True,ELX,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000808326,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2025-10-01 00:00:00+00:00,2025-02-28,/project/data/tiingo_delisted_price_probe_cache_v1/EMKR/prices.csv.gz,3247,2025-02-28,NASDAQ,Emcore Corp,1997-03-07,EMCORE CORP,identity_and_start_validated,True,EMKR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001868912,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/project/data/tiingo_delisted_price_probe_cache_v1/ENFN/prices.csv.gz,553,2026-08-12,NYSE,Enfusion Inc - Class A,2021-10-21,"ENFUSION, INC.",identity_and_start_validated,True,ENFN,1.0,True,True,validated_history_through_last_decision
0001244937,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2018-10-01 00:00:00+00:00,2017-08-08,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/ENOC/prices.csv.gz,1347,2017-08-08,NASDAQ,EnerNOC Inc,2007-05-18,ENERNOC INC,identity_and_start_validated,True,ENOC,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001540400,True,2014-07-01 00:00:00+00:00,2014-07-01,True,1.0,2016-04-01 00:00:00+00:00,2015-03-25,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EOPN/prices.csv.gz,185,2015-03-25,NASDAQ,E2open Inc,2012-07-26,E2OPEN INC,identity_and_start_validated,True,EOPN,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001419583,True,2014-10-01 00:00:00+00:00,2014-10-01,True,1.0,2018-01-01 00:00:00+00:00,2018-01-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EOPT/prices.csv.gz,817,2021-06-23,OTCBB,Eos Petro Inc,2010-03-30,"EOS PETRO, INC.",identity_and_start_validated,True,EOPT,1.0,True,True,validated_history_through_last_decision
0001073349,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2023-07-01 00:00:00+00:00,2022-09-16,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/EPAY/prices.csv.gz,2575,2022-09-16,NASDAQ,Bottomline Technologies (Delaware) Inc,1999-02-12,BOTTOMLINE TECHNOLOGIES INC,identity_and_start_validated,True,EPAY,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001402281,True,2012-04-01 00:00:00+00:00,2012-04-02,False,0.42857142857142855,2019-04-01 00:00:00+00:00,2018-04-26,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/ERN/prices.csv.gz,1527,2018-04-26,NYSE,ERN,2007-06-28,ERIN ENERGY CORP.,rejected_name_mismatch_or_ticker_reuse,True,ERN,0.42857142857142855,False,False,rejected_name_mismatch_or_ticker_reuse
0000033619,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2020-04-01 00:00:00+00:00,2019-03-14,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/ESL/prices.csv.gz,1748,2019-03-14,NYSE,Esterline Technologies Corp,1973-05-03,ESTERLINE TECHNOLOGIES CORP,identity_and_start_validated,True,ESL,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001863105,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2025-01-01 00:00:00+00:00,2024-01-25,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/ESMT/prices.csv.gz,205,2024-01-25,NYSE,Engagesmart Inc,2021-09-23,"ENGAGESMART, INC.",identity_and_start_validated,True,ESMT,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000010254,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2025-01-01 00:00:00+00:00,2023-11-01,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/ESTE/prices.csv.gz,1911,2023-11-01,NYSE,Earthstone Energy Inc - Class A,1997-01-06,EARTHSTONE ENERGY INC,identity_and_start_validated,True,ESTE,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001800347,True,2022-07-01 00:00:00+00:00,2022-07-01,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/project/data/tiingo_delisted_price_probe_cache_v1/ETWO/prices.csv.gz,814,2026-08-12,NYSE,E2open Parent Holdings Inc - Class A,2020-06-15,"E2OPEN PARENT HOLDINGS, INC.",validated_candidate,True,ETWO,1.0,True,True,validated_history_through_last_decision
0001437352,True,2018-07-01 00:00:00+00:00,2018-07-02,True,1.0,2025-07-01 00:00:00+00:00,2024-08-19,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/EVBG/prices.csv.gz,1513,2026-08-13,NASDAQ,Everbridge Inc,2016-09-16,"EVERBRIDGE, INC.",identity_and_start_validated,True,EVBG,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001358483,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2018-01-01 00:00:00+00:00,2016-12-05,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EVDY/prices.csv.gz,141,2016-12-05,NYSE,Everyday Health Inc,2016-01-04,"EVERYDAY HEALTH, INC.",identity_and_start_validated,True,EVDY,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001361937,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2019-01-01 00:00:00+00:00,2018-05-10,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EVEP/prices.csv.gz,1537,2018-05-10,NASDAQ,EV Energy Partners L.P.,2006-09-27,"EV ENERGY PARTNERS, LP",identity_and_start_validated,True,EVEP,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000890264,True,2014-04-01 00:00:00+00:00,2014-04-01,True,1.0,2018-10-01 00:00:00+00:00,2017-11-17,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EXA/prices.csv.gz,918,2017-11-17,NASDAQ,Exa Corp,2012-06-28,EXA CORP,identity_and_start_validated,True,EXA,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000753568,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2018-04-01 00:00:00+00:00,2017-07-14,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EXAR/prices.csv.gz,1328,2017-07-14,NYSE,Exar Corp,1990-03-26,EXAR CORP,identity_and_start_validated,True,EXAR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001343719,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2018-01-01 00:00:00+00:00,2018-01-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/EXXI/prices.csv.gz,1276,2018-03-20,NASDAQ,Energy XXI Bermuda Ltd,2007-06-01,ENERGY XXI LTD,identity_and_start_validated,True,EXXI,1.0,True,True,validated_history_through_last_decision
0000917491,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-07-21,/project/data/tiingo_delisted_price_probe_cache_v1/FARO/prices.csv.gz,3344,2025-07-21,NASDAQ,Faro Technologies Inc,1997-09-18,FARO TECHNOLOGIES INC,validated_candidate,True,FARO,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001036960,False,2012-04-01 00:00:00+00:00,2016-01-04,True,0.8615384615384616,2017-10-01 00:00:00+00:00,2016-09-20,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FCS/prices.csv.gz,181,2016-09-20,NASDAQ,Fairchild Semiconductor Intl Inc,2016-01-04,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,rejected_missing_start_of_eligibility,True,FCS,0.8615384615384616,True,False,rejected_missing_start_of_eligibility
0001540729,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2021-01-01 00:00:00+00:00,2019-11-15,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FELP/prices.csv.gz,915,2019-11-15,NYSE,Foresight Energy LP,2014-06-18,FORESIGHT ENERGY LP,identity_and_start_validated,True,FELP,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001447599,True,2017-04-01 00:00:00+00:00,2017-04-03,True,1.0,2022-01-01 00:00:00+00:00,2021-01-14,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FIT/prices.csv.gz,954,2021-01-14,NYSE,Fitbit Inc - Class A,2015-06-18,"FITBIT, INC.",identity_and_start_validated,True,FIT,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000354908,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2022-07-01 00:00:00+00:00,2021-05-14,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/FLIR/prices.csv.gz,2295,2021-05-14,NASDAQ,Flir Systems Inc,1993-06-22,FLIR SYSTEMS INC,identity_and_start_validated,True,FLIR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001526160,True,2014-04-01 00:00:00+00:00,2014-04-01,True,1.0,2018-01-01 00:00:00+00:00,2016-11-15,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FLTX/prices.csv.gz,664,2016-11-15,NYSE,FleetMatics Group PLC,2012-10-08,FLEETMATICS GROUP PLC,identity_and_start_validated,True,FLTX,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001543916,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2024-10-01 00:00:00+00:00,2023-08-24,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/FORG/prices.csv.gz,100,2023-08-24,NYSE,ForgeRock Inc - Class A,2021-09-16,"FORGEROCK, INC.",identity_and_start_validated,True,FORG,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001145057,True,2019-04-01 00:00:00+00:00,2019-04-01,True,1.0,2021-10-01 00:00:00+00:00,2020-08-17,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FSCT/prices.csv.gz,349,2020-08-17,NASDAQ,ForeScout Technologies Inc,2017-10-27,"FORESCOUT TECHNOLOGIES, INC",identity_and_start_validated,True,FSCT,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001392522,True,2013-04-01 00:00:00+00:00,2013-04-01,True,1.0,2017-01-01 00:00:00+00:00,2015-12-15,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FSL/prices.csv.gz,685,2015-12-15,NYSE,Freescale Semiconductor Ltd,2011-05-26,"FREESCALE SEMICONDUCTOR, LTD.",identity_and_start_validated,True,FSL,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001529463,True,2020-04-01 00:00:00+00:00,2020-04-01,True,1.0,2022-01-01 00:00:00+00:00,2022-01-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FTSI/prices.csv.gz,450,2022-03-04,NYSE MKT,FTS International Inc Class A,2018-02-02,"FTS INTERNATIONAL, INC.",identity_and_start_validated,True,FTSI,1.0,True,True,validated_history_through_last_decision
0000907649,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2017-01-01 00:00:00+00:00,2015-12-31,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FXEN/prices.csv.gz,944,2015-12-31,NASDAQ,FX Energy Inc,1996-06-11,FX ENERGY INC,identity_and_start_validated,True,FXEN,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001799332,False,2023-07-01 00:00:00+00:00,2026-02-06,True,0.75,2026-04-01 00:00:00+00:00,2026-04-10,/project/data/tiingo_delisted_price_probe_cache_v1/GAN/prices.csv.gz,42,2026-08-12,NASDAQ,GARAN INC,2026-02-06,GAN LTD,validated_candidate,True,GAN,0.75,False,True,rejected_name_mismatch_or_ticker_reuse
0000943861,False,2012-04-01 00:00:00+00:00,2016-12-08,True,1.0,2018-01-01 00:00:00+00:00,2018-01-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/GDP/prices.csv.gz,275,2021-12-31,NYSE MKT,Goodrich Petroleum Corp,2016-12-08,GOODRICH PETROLEUM CORP,rejected_missing_start_of_eligibility,True,GDP,1.0,True,True,rejected_missing_start_of_eligibility
0001082506,True,2012-04-01 00:00:00+00:00,2012-04-02,False,0.34146341463414637,2021-07-01 00:00:00+00:00,2020-12-28,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/GEC/prices.csv.gz,2200,2020-12-28,NASDAQ,Forest Investments Inc,1999-06-11,"GREAT ELM CAPITAL GROUP, INC.",rejected_name_mismatch_or_ticker_reuse,True,GEC,0.34146341463414637,False,False,rejected_name_mismatch_or_ticker_reuse
0001484504,True,2015-04-01 00:00:00+00:00,2015-04-01,True,1.0,2019-01-01 00:00:00+00:00,2017-12-27,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/GIMO/prices.csv.gz,692,2017-12-27,NYSE,Gigamon Inc,2013-06-12,GIGAMON INC.,identity_and_start_validated,True,GIMO,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001366246,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2022-04-01 00:00:00+00:00,2021-04-29,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/GLUU/prices.csv.gz,2284,2021-04-29,NASDAQ,Glu Mobile Inc,2007-03-22,GLU MOBILE INC,identity_and_start_validated,True,GLUU,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001112920,True,2019-01-01 00:00:00+00:00,2019-01-02,True,1.0,2021-10-01 00:00:00+00:00,2020-08-28,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/GSB/prices.csv.gz,419,2020-08-28,NYSE MKT,GlobalScape,2003-09-09,GLOBALSCAPE INC,identity_and_start_validated,True,GSB,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001431372,True,2014-04-01 00:00:00+00:00,2014-04-01,True,1.0,2020-01-01 00:00:00+00:00,2018-09-06,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/GST/prices.csv.gz,1118,2018-09-06,NYSE,Gastar Exploration Inc,2006-01-05,GASTAR EXPLORATION INC.,identity_and_start_validated,True,GST,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001682325,True,2019-04-01 00:00:00+00:00,2019-04-01,True,1.0,2022-01-01 00:00:00+00:00,2022-01-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/GTYH/prices.csv.gz,703,2022-09-07,NASDAQ,GTY Technology Holdings Inc,2016-11-18,GTY TECHNOLOGY HOLDINGS INC.,identity_and_start_validated,True,GTYH,1.0,True,True,validated_history_through_last_decision
0001720671,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2026-01-01 00:00:00+00:00,2025-02-27,/project/data/tiingo_delisted_price_probe_cache_v1/HCP/prices.csv.gz,478,2025-02-27,NASDAQ,HashiCorp Inc - Class A,2021-12-09,"HASHICORP, INC.",identity_and_start_validated,True,HCP,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001330849,False,2012-04-01 00:00:00+00:00,2016-01-04,True,1.0,2017-01-01 00:00:00+00:00,2016-12-12,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/HEROQ/prices.csv.gz,226,2016-12-12,NASDAQ,Hercules Offshore Inc,2016-01-04,"HERCULES OFFSHORE, INC.",rejected_missing_start_of_eligibility,True,HEROQ,1.0,True,False,rejected_missing_start_of_eligibility
0000004447,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-07-18,/project/data/tiingo_delisted_price_probe_cache_v1/HES/prices.csv.gz,3343,2025-07-18,NYSE,Hess Corporation,1983-04-06,HESS CORP,validated_candidate,True,HES,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001725526,True,2018-07-01 00:00:00+00:00,2018-07-02,True,1.0,2022-01-01 00:00:00+00:00,2021-04-01,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/HPR/prices.csv.gz,693,2021-04-01,NYSE,HighPoint Resources Corp,2018-03-19,HIGHPOINT RESOURCES CORP,identity_and_start_validated,True,HPR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000772897,False,2012-04-01 00:00:00+00:00,2016-01-04,True,1.0,2017-10-01 00:00:00+00:00,2016-10-06,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/HTCH/prices.csv.gz,178,2016-10-06,NASDAQ,Hutchinson Technology Inc,2016-01-04,HUTCHINSON TECHNOLOGY INC,rejected_missing_start_of_eligibility,True,HTCH,1.0,True,False,rejected_missing_start_of_eligibility
0001024732,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2016-07-01 00:00:00+00:00,2015-07-01,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/IGTE/prices.csv.gz,817,2015-07-01,NASDAQ,iGATE Corp,1996-12-17,IGATE CORP,identity_and_start_validated,True,IGTE,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000088790,True,2019-04-01 00:00:00+00:00,2019-04-01,True,1.0,2023-07-01 00:00:00+00:00,2022-05-24,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/IIN/prices.csv.gz,795,2022-05-24,NASDAQ,IntriCon Corporation,1980-03-17,INTRICON CORP,identity_and_start_validated,True,IIN,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001018003,False,2012-04-01 00:00:00+00:00,2016-01-04,True,1.0,2018-01-01 00:00:00+00:00,2016-12-13,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/IM/prices.csv.gz,240,2016-12-13,NYSE,Ingram Micro Inc,2016-01-04,INGRAM MICRO INC,rejected_missing_start_of_eligibility,True,IM,1.0,True,False,rejected_missing_start_of_eligibility
0001328015,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2017-10-01 00:00:00+00:00,2016-09-26,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/IMPR/prices.csv.gz,124,2016-09-26,NYSE,Imprivata Inc,2014-06-24,IMPRIVATA INC,identity_and_start_validated,True,IMPR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001595262,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2017-10-01 00:00:00+00:00,2016-10-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/IMS/prices.csv.gz,135,2016-10-11,NYSE,IMS Health Holdings Inc,2014-04-03,"IMS HEALTH HOLDINGS, INC.",identity_and_start_validated,True,IMS,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001868778,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2026-04-01 00:00:00+00:00,2025-11-17,/project/data/tiingo_delisted_price_probe_cache_v1/INFA/prices.csv.gz,660,2026-08-12,NYSE,Informatica Inc - Class A,2021-10-27,INFORMATICA INC.,identity_and_start_validated,True,INFA,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001080099,False,2012-04-01 00:00:00+00:00,,True,1.0,2016-10-01 00:00:00+00:00,,,0,2026-09-04,NYSE,Informatica Inc - Class A,2021-10-27,INFORMATICA CORP,rejected_missing_start_of_eligibility,True,INFA,1.0,True,False,rejected_missing_start_of_eligibility
0001138639,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-02-28,/project/data/tiingo_delisted_price_probe_cache_v1/INFN/prices.csv.gz,3247,2025-02-28,NASDAQ,Infinera Corp,2007-06-07,INFINERA CORP,validated_candidate,True,INFN,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001841804,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2026-01-01 00:00:00+00:00,2024-11-13,/project/data/tiingo_delisted_price_probe_cache_v1/INST/prices.csv.gz,408,2024-11-13,NYSE,Instructure Holdings Inc,2021-07-22,"INSTRUCTURE HOLDINGS, INC.",identity_and_start_validated,True,INST,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001355754,False,2017-04-01 00:00:00+00:00,,True,1.0,2021-04-01 00:00:00+00:00,,,0,2024-11-13,NYSE,Instructure Holdings Inc,2021-07-22,INSTRUCTURE INC,rejected_missing_start_of_eligibility,True,INST,1.0,True,False,rejected_missing_start_of_eligibility
0001395848,True,2018-04-01 00:00:00+00:00,2018-04-02,True,1.0,2021-07-01 00:00:00+00:00,2020-06-29,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/IOTS/prices.csv.gz,566,2020-06-29,NASDAQ,Adesto Technologies Corp,2015-10-27,ADESTO TECHNOLOGIES CORP,identity_and_start_validated,True,IOTS,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001160958,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2022-04-01 00:00:00+00:00,2021-04-20,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/IPHI/prices.csv.gz,2277,2021-04-20,NYSE,Inphi Corp,2010-11-12,INPHI CORP,identity_and_start_validated,True,IPHI,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001096325,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2018-04-01 00:00:00+00:00,2017-02-27,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/ISIL/prices.csv.gz,1234,2017-02-27,NASDAQ,Intersil Corp,2001-01-02,INTERSIL CORP/DE,identity_and_start_validated,True,ISIL,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000350868,True,2017-07-01 00:00:00+00:00,2017-07-03,True,1.0,2025-10-01 00:00:00+00:00,2024-11-01,/project/data/tiingo_delisted_price_probe_cache_v1/ITI/prices.csv.gz,1847,2024-11-01,NASDAQ,Iteris Inc,1994-01-04,"ITERIS, INC.",identity_and_start_validated,True,ITI,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000945699,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2019-01-01 00:00:00+00:00,2018-01-17,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/IXYS/prices.csv.gz,1458,2018-01-17,NASDAQ,IXYS Corp,1998-09-24,IXYS CORP /DE/,identity_and_start_validated,True,IXYS,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001685715,True,2019-04-01 00:00:00+00:00,2019-04-01,True,1.0,2021-01-01 00:00:00+00:00,2020-01-14,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/JAG/prices.csv.gz,200,2020-01-14,NYSE,Jagged Peak Energy Inc,2017-01-27,JAGGED PEAK ENERGY INC.,identity_and_start_validated,True,JAG,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001721947,True,2022-04-01 00:00:00+00:00,2022-04-01,True,1.0,2026-04-01 00:00:00+00:00,2026-01-30,/project/data/tiingo_delisted_price_probe_cache_v1/JAMF/prices.csv.gz,961,2026-01-30,NASDAQ,Jamf Holding Corp,2020-07-22,JAMF HOLDING CORP.,validated_candidate,True,JAMF,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001043604,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-07-02,/project/data/tiingo_delisted_price_probe_cache_v1/JNPR/prices.csv.gz,3332,2025-07-02,NYSE,Juniper Networks Inc,1999-06-25,JUNIPER NETWORKS INC,validated_candidate,True,JNPR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001719489,True,2020-01-01 00:00:00+00:00,2020-01-02,True,1.0,2024-10-01 00:00:00+00:00,2023-10-05,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/KLR/prices.csv.gz,947,2023-10-05,NYSE,Kaleyra Inc,2018-01-17,"KALEYRA, INC.",identity_and_start_validated,True,KLR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000825410,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2018-10-01 00:00:00+00:00,2017-11-01,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/LDR/prices.csv.gz,1407,2017-11-01,NYSE,Landauer Inc,1992-03-17,LANDAUER INC,identity_and_start_validated,True,LDR,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000713425,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-04-04,/project/data/tiingo_delisted_price_probe_cache_v1/LGTY/prices.csv.gz,3272,2025-04-04,NASDAQ,Logility Supply Chain Solutions Inc,1984-09-07,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",validated_candidate,True,LGTY,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001271024,True,2013-04-01 00:00:00+00:00,2013-04-01,True,1.0,2018-01-01 00:00:00+00:00,2016-12-16,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/LNKD/prices.csv.gz,939,2016-12-16,NYSE,LinkedIn Corp,2011-05-19,LINKEDIN CORP,identity_and_start_validated,True,LNKD,1.0,True,False,validated_early_delisting_needs_terminal_audit
