Date,layer,asset,side,before_weight,after_weight,weight_change,notional_on_10000,turnover,cost_on_10000
2023-07-14,broad_residual_momentum,0000002488,BUY,0.0,0.05,0.05,500.0,0.24999999999999994,12.499999999999996
2023-07-14,broad_residual_momentum,0000031235,BUY,0.0,0.05,0.05,500.0,0.24999999999999994,12.499999999999996
2023-07-14,broad_residual_momentum,0000065770,BUY,0.0,0.05,0.05,500.0,0.24999999999999994,12.499999999999996
2023-07-14,broad_residual_momentum,0000917273,BUY,0.0,0.05,0.05,500.0,0.24999999999999994,12.499999999999996
2023-07-14,broad_residual_momentum,0001045810,BUY,0.0,0.05,0.05,500.0,0.24999999999999994,12.499999999999996
2023-07-14,broad_residual_momentum,cash::USD,SELL,1.0,0.7500000000000001,-0.2499999999999999,2499.999999999999,0.24999999999999994,12.499999999999996
2023-10-13,broad_residual_momentum,0000002488,SELL,0.047722279834903875,0.0,-0.047722279834903875,452.6420201496556,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,0000031235,SELL,0.03489135693168171,0.0,-0.03489135693168171,330.9417392034978,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,0000065770,SELL,0.02626124729731207,0.0,-0.02626124729731207,249.08583725312636,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,0000751978,BUY,0.0,0.05,0.05,474.2460143517653,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,0000844965,BUY,0.0,0.05,0.05,474.2460143517653,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,0000917273,SELL,0.04874026152661316,0.0,-0.04874026152661316,462.2974953491796,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,0001045810,SELL,0.05264442715057544,0.0,-0.05264442715057544,499.3281950798453,0.21025957274108642,9.97147643517653
2023-10-13,broad_residual_momentum,cash::USD,BUY,0.7897404272589137,0.9000000000000002,0.11025957274108655,1045.8032583317768,0.21025957274108642,9.97147643517653
2024-01-12,broad_residual_momentum,0000751978,SELL,0.03704514053293503,0.0,-0.03704514053293503,339.885430557077,0.07056701815615649,3.2372263951611533
2024-01-12,broad_residual_momentum,0000844965,SELL,0.03352187762322137,0.0,-0.03352187762322137,307.5598484751528,0.07056701815615649,3.2372263951611533
2024-01-12,broad_residual_momentum,0001158114,BUY,0.0,0.05,0.05,458.74496042861745,0.07056701815615649,3.2372263951611533
2024-01-12,broad_residual_momentum,cash::USD,BUY,0.9294329818438437,0.9500000000000003,0.02056701815615658,188.70031860361414,0.07056701815615649,3.2372263951611533
2024-04-12,broad_residual_momentum,0001045810,BUY,0.0,0.05,0.05,450.443972982266,0.049999999999999864,2.252219864911324
2024-04-12,broad_residual_momentum,0001158114,SELL,0.032834336157122404,0.0,-0.032834336157122404,295.80057657698967,0.049999999999999864,2.252219864911324
