decision_at,cik10,company_name_as_filed,sector,decision_time,assets,assets__period_end,assets__available_at,capital_expenditure,capital_expenditure__period_end,capital_expenditure__available_at,capital_expenditure__prior_year,capital_expenditure__yoy_growth,cash,cash__period_end,cash__available_at,diluted_shares,diluted_shares__period_end,diluted_shares__available_at,diluted_shares__prior_year,diluted_shares__yoy_growth,equity,equity__period_end,equity__available_at,liabilities,liabilities__period_end,liabilities__available_at,net_income,net_income__period_end,net_income__available_at,net_income__prior_year,net_income__yoy_growth,operating_cash_flow,operating_cash_flow__period_end,operating_cash_flow__available_at,operating_cash_flow__prior_year,operating_cash_flow__yoy_growth,operating_income,operating_income__period_end,operating_income__available_at,operating_income__prior_year,operating_income__yoy_growth,revenue,revenue__period_end,revenue__available_at,revenue__prior_year,revenue__yoy_growth,shares_outstanding,shares_outstanding__period_end,shares_outstanding__available_at,stock_compensation,stock_compensation__period_end,stock_compensation__available_at,stock_compensation__prior_year,stock_compensation__yoy_growth,operating_margin,net_margin,operating_cash_flow_margin,capital_expenditure_to_revenue,stock_compensation_to_revenue,free_cash_flow_margin,liabilities_to_assets,cash_to_assets,equity_to_assets,debt_to_assets,debt_current,debt_current__period_end,debt_current__available_at,debt_noncurrent,debt_noncurrent__period_end,debt_noncurrent__available_at,gross_profit,gross_profit__period_end,gross_profit__available_at,gross_profit__prior_year,gross_profit__yoy_growth,share_repurchases,share_repurchases__period_end,share_repurchases__available_at,gross_margin,repurchases_to_revenue,share_repurchases__prior_year,share_repurchases__yoy_growth,cash_conversion_spread,operating_margin_change,operating_cash_flow_margin_change,free_cash_flow_margin_change,equity_to_assets_change,debt_to_assets_change,price_date,raw_close,adjusted_close_audit_only,shares_basis,shares_cross_check_ratio,split_events_after_fact,split_multiplier,normalized_shares,market_cap,naive_adjusted_market_cap,naive_to_normalized_cap_ratio,earnings_yield,free_cash_flow_yield,sales_yield,negative_dilution,price_before_decision,shares_available_before_decision
2023-07-01 00:00:00+00:00,0001273441,GRAN TIERRA ENERGY INC.,energy,2023-07-01 00:00:00+00:00,1326416000.0,2023-03-31,2023-05-04 00:00:00+00:00,,,,,,112536000.0,2023-03-31,2023-05-04 00:00:00+00:00,344513998.0,2023-03-31 00:00:00+00:00,2023-05-04 00:00:00+00:00,367386664.0,-0.0622577470585595,397767000.0,2023-03-31,2023-05-04 00:00:00+00:00,,,,-9700000.0,2023-03-31,2023-05-04 00:00:00+00:00,14119000.0,-1.68701749415681,49253000.0,2023-03-31,2023-05-04 00:00:00+00:00,103825000.0,-0.5256152179147604,,,,,,144190000.0,2023-03-31,2023-05-04 00:00:00+00:00,174569000.0,-0.1740228792053572,368904496.0,2023-04-26 00:00:00+00:00,2023-05-04 00:00:00+00:00,1500000.0,2023-03-31,2023-05-04 00:00:00+00:00,4557000.0,-0.6708360763660303,,-0.0672723489839794,0.3415840210832929,,0.0104029405645329,,,0.0848421611319525,0.2998810327981568,0.4445008202554855,0.0,2022-12-31,2023-02-23 00:00:00+00:00,589593000.0,2022-12-31,2023-02-23 00:00:00+00:00,,,,,,10718000.0,2023-03-31,2023-05-04 00:00:00+00:00,,0.0743324779804424,,,0.4088563700672723,,-0.2749649673191133,,-0.0127596332645411,0.0030598307450744,2023-06-30,4.909999847412109,4.909999847412109,shares_outstanding_cross_checked,1.0707968272453185,1,0.1,36890449.6,181132101.90696412,1811321019.069641,10.0,-0.05355207551769186,,0.7960488421542257,0.0622577470585595,True,True
2025-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,technology,2025-01-01 00:00:00+00:00,20374600000.0,2024-10-31,2024-11-22 00:00:00+00:00,,,,,,2292900000.0,2024-10-31,2024-11-22 00:00:00+00:00,326800000.0,2024-10-31 00:00:00+00:00,2024-11-22 00:00:00+00:00,310100000.0,0.053853595614318,5911800000.0,2024-10-31,2024-11-22 00:00:00+00:00,14462800000.0,2024-10-31,2024-11-22 00:00:00+00:00,350700000.0,2024-10-31,2024-11-22 00:00:00+00:00,194200000.0,0.805870236869207,1509600000.0,2024-10-31,2024-11-22 00:00:00+00:00,1526000000.0,-0.0107470511140236,286500000.0,2024-10-31,2024-11-22 00:00:00+00:00,215200000.0,0.3313197026022305,2138800000.0,2024-10-31,2024-11-22 00:00:00+00:00,1878100000.0,0.1388104999733772,328100000.0,2024-11-13 00:00:00+00:00,2024-11-22 00:00:00+00:00,294300000.0,2024-10-31,2024-11-22 00:00:00+00:00,271000000.0,0.0859778597785978,0.1339536188516925,0.1639704507200299,0.7058163456143632,,0.137600523658126,,0.7098446104463401,0.1125371786439979,0.2901553895536599,0.0,,,,,,,1584700000.0,2024-10-31,2024-11-22 00:00:00+00:00,1405300000.0,0.127659574468085,0.0,2024-10-31,2024-11-22 00:00:00+00:00,0.7409294931737422,0.0,66700000.0,-1.0,0.5418458948943333,0.0449270166751508,-0.0630268627693529,,0.0315527253414433,0.0,2024-12-31,181.9600067138672,181.9600067138672,shares_outstanding_cross_checked,1.0039779681762546,1,2.0,656200000.0,119402156405.63965,59701078202.819824,0.5,0.002937132884004058,,0.017912574315106584,-0.053853595614318,True,True
2026-01-01 00:00:00+00:00,0001373715,"SERVICENOW, INC.",technology,2026-01-01 00:00:00+00:00,21789000000.0,2025-09-30,2025-10-31 00:00:00+00:00,205000000.0,2025-03-31,2025-04-24 00:00:00+00:00,135000000.0,0.5185185185185186,2734000000.0,2025-09-30,2025-10-31 00:00:00+00:00,207630000.0,2025-09-30 00:00:00+00:00,2025-10-31 00:00:00+00:00,206158000.0,0.0071401546386751,11301000000.0,2025-09-30,2025-10-31 00:00:00+00:00,10488000000.0,2025-09-30,2025-10-31 00:00:00+00:00,502000000.0,2025-09-30,2025-10-31 00:00:00+00:00,432000000.0,0.1620370370370369,1677000000.0,2025-03-31,2025-04-24 00:00:00+00:00,1341000000.0,0.2505592841163311,572000000.0,2025-09-30,2025-10-31 00:00:00+00:00,418000000.0,0.368421052631579,3407000000.0,2025-09-30,2025-10-31 00:00:00+00:00,2797000000.0,0.2180908115838398,207564000.0,2025-09-30 00:00:00+00:00,2025-10-31 00:00:00+00:00,470000000.0,2025-03-31,2025-04-24 00:00:00+00:00,422000000.0,0.1137440758293839,0.1678896389785735,0.1473437041385383,0.4922218960962723,0.0601702377458174,0.1379512767830936,0.4320516583504549,0.4813437973289274,0.1254761576942493,0.5186562026710726,0.0681077607967323,0.0,2022-12-31,2023-02-01 00:00:00+00:00,1484000000.0,2021-09-30,2021-10-29 00:00:00+00:00,2633000000.0,2025-09-30,2025-10-31 00:00:00+00:00,2213000000.0,0.1897876186172615,298000000.0,2025-03-31,2025-04-24 00:00:00+00:00,0.772820663340182,0.0874669797475785,175000000.0,0.7028571428571428,0.344878191957734,0.0565366063191645,-0.029395522255205,-0.0258021519139307,0.0228963731848814,0.0008092255829097,2025-12-31,153.19000244140625,153.19000244140625,shares_outstanding_cross_checked,0.9996821268602804,1,5.0,1037820000.0,158983648333.74023,31796729666.748047,0.2,0.003157557429718785,0.00925881381782082,0.021429876818828488,-0.0071401546386751,True,True
2026-04-01 00:00:00+00:00,0001373715,"SERVICENOW, INC.",technology,2026-04-01 00:00:00+00:00,26038000000.0,2025-12-31,2026-01-30 00:00:00+00:00,205000000.0,2025-03-31,2025-04-24 00:00:00+00:00,135000000.0,0.5185185185185186,3732000000.0,2025-12-31,2026-01-30 00:00:00+00:00,207630000.0,2025-09-30 00:00:00+00:00,2025-10-31 00:00:00+00:00,206158000.0,0.0071401546386751,12964000000.0,2025-12-31,2026-01-30 00:00:00+00:00,13074000000.0,2025-12-31,2026-01-30 00:00:00+00:00,502000000.0,2025-09-30,2025-10-31 00:00:00+00:00,432000000.0,0.1620370370370369,1677000000.0,2025-03-31,2025-04-24 00:00:00+00:00,1341000000.0,0.2505592841163311,572000000.0,2025-09-30,2025-10-31 00:00:00+00:00,418000000.0,0.368421052631579,3407000000.0,2025-09-30,2025-10-31 00:00:00+00:00,2797000000.0,0.2180908115838398,1046000000.0,2026-01-23 00:00:00+00:00,2026-01-30 00:00:00+00:00,470000000.0,2025-03-31,2025-04-24 00:00:00+00:00,422000000.0,0.1137440758293839,0.1678896389785735,0.1473437041385383,0.4922218960962723,0.0601702377458174,0.1379512767830936,0.4320516583504549,0.5021122974114756,0.1433289807204854,0.4978877025885244,0.056993624702358,0.0,2022-12-31,2023-02-01 00:00:00+00:00,1484000000.0,2021-09-30,2021-10-29 00:00:00+00:00,2633000000.0,2025-09-30,2025-10-31 00:00:00+00:00,2213000000.0,0.1897876186172615,298000000.0,2025-03-31,2025-04-24 00:00:00+00:00,0.772820663340182,0.0874669797475785,175000000.0,0.7028571428571428,0.344878191957734,0.0,0.0,0.0,-0.0207685000825481,-0.0111141360943742,2026-03-31,104.5500030517578,104.5500030517578,diluted_shares_fallback,5.037807638587872,1,5.0,1038150000.0,108538585668.18236,21707717133.63647,0.19999999999999998,0.004625083300188601,0.013561997246768168,0.03138975857319235,-0.0071401546386751,True,True
2023-10-01 00:00:00+00:00,0001411690,"BIONANO GENOMICS, INC.",technology,2023-10-01 00:00:00+00:00,271381000.0,2023-06-30,2023-08-09 23:59:59+00:00,24000.0,2021-03-31,2021-05-13 23:59:59+00:00,,,15256000.0,2023-06-30,2023-08-09 23:59:59+00:00,31498000.0,2023-06-30 00:00:00+00:00,2023-08-09 23:59:59+00:00,285554000.0,-0.8896951189617375,214756000.0,2023-06-30,2023-08-09 23:59:59+00:00,56625000.0,2023-06-30,2023-08-09 23:59:59+00:00,-38912000.0,2023-06-30,2023-08-09 23:59:59+00:00,-32158000.0,0.2100254990982026,-32413000.0,2023-03-31,2023-05-09 23:59:59+00:00,-32494000.0,-0.0024927678956114,-39238000.0,2023-06-30,2023-08-09 23:59:59+00:00,-32079000.0,0.2231678044826834,8662000.0,2023-06-30,2023-08-09 23:59:59+00:00,6670000.0,0.2986506746626687,35348440.0,2023-08-04 00:00:00+00:00,2023-08-09 23:59:59+00:00,3882000.0,2023-03-31,2023-05-09 23:59:59+00:00,5102000.0,-0.2391219129753038,-4.52990071577003,-4.492265065804664,-3.741976448857077,0.0027707226968367,0.4481643962133456,-3.7447471715539136,0.208654990585192,0.0562161684126744,0.791345009414808,0.0,0.0,2020-12-31,2021-03-23 23:59:59+00:00,0.0,2021-12-31,2022-03-02 00:00:00+00:00,,,,,,,,,,,,,0.7502886169475872,0.5736731210472321,0.6292979948381356,0.6297639545418381,-0.0010089445336638,0.0,2023-09-29,181.8000030517578,181.8000030517578,shares_outstanding_cross_checked,1.1222439519969523,1,0.1,3534844.0,642634649.9874878,6426346499.874878,10.0,-0.06055073438812803,-0.050475024962677556,0.01347888726536711,0.8896951189617375,True,True
2025-01-01 00:00:00+00:00,0001596532,"ARISTA NETWORKS, INC.",technology,2025-01-01 00:00:00+00:00,12846723000.0,2024-09-30,2024-11-09 00:00:00+00:00,9395000.0,2024-03-31,2024-05-09 00:00:00+00:00,5631000.0,0.668442550168709,3176538000.0,2024-09-30,2024-11-09 00:00:00+00:00,314482000.0,2024-09-30 00:00:00+00:00,2024-11-09 00:00:00+00:00,310185000.0,0.0138530231958347,9245889000.0,2024-09-30,2024-11-09 00:00:00+00:00,3600834000.0,2024-09-30,2024-11-09 00:00:00+00:00,747938000.0,2024-09-30,2024-11-09 00:00:00+00:00,545327000.0,0.3715403785251785,513805000.0,2024-03-31,2024-05-09 00:00:00+00:00,374483000.0,0.3720382500674262,785250000.0,2024-09-30,2024-11-09 00:00:00+00:00,602695000.0,0.3028978173039431,1810936000.0,2024-09-30,2024-11-09 00:00:00+00:00,1509456000.0,0.1997275839772738,314939883.0,2024-11-04 00:00:00+00:00,2024-11-09 00:00:00+00:00,77215000.0,2024-03-31,2024-05-09 00:00:00+00:00,62881000.0,0.2279543900383263,0.4336155446686133,0.4130118347639011,0.2837234446717057,0.0051879249183847,0.0426381716416262,0.2785355197533209,0.2802920246665239,0.2472644580255992,0.7197079753334761,0.0,0.0,2014-06-30,2014-08-08 23:59:59+00:00,0.0,2014-06-30,2014-08-08 23:59:59+00:00,1161717000.0,2024-09-30,2024-11-09 00:00:00+00:00,942419000.0,0.2326969214330356,62653000.0,2024-03-31,2024-05-09 00:00:00+00:00,0.6415008592241802,0.0345970260682873,82275000.0,-0.2384928593132786,-0.1292883900921954,0.0197649767556933,-0.0202312406098844,-0.0198613093995423,-0.0056329473958673,0.0,2024-12-31,110.52999877929688,110.52999877929688,shares_outstanding_cross_checked,1.0014559911219083,1,4.0,1259759532.0,139241219534.1676,34810304883.5419,0.25,0.005371527213724725,0.003622562353931594,0.01300574647405774,-0.0138530231958347,True,True
2025-04-01 00:00:00+00:00,0001596532,"ARISTA NETWORKS, INC.",technology,2025-04-01 00:00:00+00:00,14043921000.0,2024-12-31,2025-02-20 00:00:00+00:00,9395000.0,2024-03-31,2024-05-09 00:00:00+00:00,5631000.0,0.668442550168709,2763768000.0,2024-12-31,2025-02-20 00:00:00+00:00,314482000.0,2024-09-30 00:00:00+00:00,2024-11-09 00:00:00+00:00,310185000.0,0.0138530231958347,9994807000.0,2024-12-31,2025-02-20 00:00:00+00:00,4049114000.0,2024-12-31,2025-02-20 00:00:00+00:00,747938000.0,2024-09-30,2024-11-09 00:00:00+00:00,545327000.0,0.3715403785251785,513805000.0,2024-03-31,2024-05-09 00:00:00+00:00,374483000.0,0.3720382500674262,785250000.0,2024-09-30,2024-11-09 00:00:00+00:00,602695000.0,0.3028978173039431,1810936000.0,2024-09-30,2024-11-09 00:00:00+00:00,1509456000.0,0.1997275839772738,1261122596.0,2025-02-12 00:00:00+00:00,2025-02-20 00:00:00+00:00,77215000.0,2024-03-31,2024-05-09 00:00:00+00:00,62881000.0,0.2279543900383263,0.4336155446686133,0.4130118347639011,0.2837234446717057,0.0051879249183847,0.0426381716416262,0.2785355197533209,0.2883179134943866,0.1967946131283421,0.7116820865056134,0.0,0.0,2014-06-30,2014-08-08 23:59:59+00:00,0.0,2014-06-30,2014-08-08 23:59:59+00:00,1161717000.0,2024-09-30,2024-11-09 00:00:00+00:00,942419000.0,0.2326969214330356,62653000.0,2024-03-31,2024-05-09 00:00:00+00:00,0.6415008592241802,0.0345970260682873,82275000.0,-0.2384928593132786,-0.1292883900921954,0.0,0.0,0.0,-0.0080258888278627,0.0,2025-03-31,77.4800033569336,77.4800033569336,diluted_shares_fallback,4.010158279329183,1,4.0,1257928000.0,97464265662.78076,24366066415.69519,0.25,0.0076739715311436385,0.005175332688035857,0.01858051243381555,-0.0138530231958347,True,True
2025-07-01 00:00:00+00:00,0001659166,FORTIVE CORP,technology,2025-07-01 00:00:00+00:00,17137000000.0,2025-03-28,2025-05-02 00:00:00+00:00,26700000.0,2025-03-28,2025-05-02 00:00:00+00:00,26400000.0,0.0113636363636364,892100000.0,2025-03-28,2025-05-02 00:00:00+00:00,341100000.0,2025-03-28 00:00:00+00:00,2025-05-02 00:00:00+00:00,351700000.0,-0.0301393232868922,10243300000.0,2025-03-28,2025-05-02 00:00:00+00:00,,,,171900000.0,2025-03-28,2025-05-02 00:00:00+00:00,207400000.0,-0.1711668273866924,241700000.0,2025-03-28,2025-05-02 00:00:00+00:00,256700000.0,-0.0584339696143357,233600000.0,2025-03-28,2025-05-02 00:00:00+00:00,302200000.0,-0.2270019854401058,1474200000.0,2025-03-28,2025-05-02 00:00:00+00:00,1524500000.0,-0.032994424401443,339882279.0,2025-04-28 00:00:00+00:00,2025-05-02 00:00:00+00:00,27500000.0,2025-03-28,2025-05-02 00:00:00+00:00,28900000.0,-0.0484429065743944,0.1584588251254917,0.1166056166056166,0.1639533306199972,0.0181115181115181,0.0186541853208519,0.1458418125084791,,0.052056952792204,0.597730057769738,0.2254128493902083,933800000.0,2025-03-28,2025-05-02 00:00:00+00:00,2929100000.0,2025-03-28,2025-05-02 00:00:00+00:00,880900000.0,2025-03-28,2025-05-02 00:00:00+00:00,904200000.0,-0.0257686352576863,202600000.0,2025-03-28,2025-05-02 00:00:00+00:00,0.5975444308777642,0.1374304707638041,,,0.0473477140143806,-0.0340994962611888,-0.0033215292783475,-0.0042298674081114,-0.0014436659389849,0.007542714635476,2025-06-30,52.130001068115234,51.90028762817383,shares_outstanding_cross_checked,0.9964300175901495,1,1.327,451023784.233,23511870353.811665,17639988039.819225,0.7502588171153083,0.007311200572868596,0.009144317179562234,0.06270024365632859,0.0301393232868922,True,True
2023-07-01 00:00:00+00:00,0001801661,SKILLZ INC.,technology,2023-07-01 00:00:00+00:00,612162000.0,2023-03-31,2023-05-11 00:00:00+00:00,,,,,,418249000.0,2023-03-31,2023-05-11 00:00:00+00:00,417665863.0,2023-03-31 00:00:00+00:00,2023-05-11 00:00:00+00:00,401653954.0,0.0398649355758613,254386000.0,2023-03-31,2023-05-11 00:00:00+00:00,357776000.0,2023-03-31,2023-05-11 00:00:00+00:00,-35593000.0,2023-03-31,2023-05-11 00:00:00+00:00,-148113000.0,-0.7596902365086117,-14699000.0,2023-03-31,2023-05-11 00:00:00+00:00,-83450000.0,-0.823858597962852,-32068000.0,2023-03-31,2023-05-11 00:00:00+00:00,-144604000.0,-0.7782357334513568,44383000.0,2023-03-31,2023-05-11 00:00:00+00:00,93438000.0,-0.5250005351141933,369797524.0,2020-12-16 00:00:00+00:00,2023-04-01 00:00:00+00:00,10548000.0,2023-03-31,2023-05-11 00:00:00+00:00,77925000.0,-0.8646390760346487,-0.7225288961989951,-0.8019511975305861,-0.3311853637654057,,0.2376585629632967,,0.5844466007364064,0.6832325430196582,0.4155533992635936,0.4469682861726144,0.0,2022-06-30,2022-08-05 00:00:00+00:00,273617000.0,2023-03-31,2023-05-11 00:00:00+00:00,,,,,,,,,,,,,0.4707658337651804,0.5269607727081496,1.0537619435119987,,-0.1441218526091067,0.0948669519140432,2023-06-30,9.100000381469728,9.100000381469728,diluted_shares_fallback,0.885390827356173,1,0.05,20883293.150000002,190037975.6313442,3800759512.6268835,19.999999999999996,-0.18729414414015372,,0.23354805718462737,-0.0398649355758613,True,True
2025-01-01 00:00:00+00:00,0001828161,"FTC SOLAR, INC.",technology,2025-01-01 00:00:00+00:00,91693000.0,2024-09-30,2024-11-13 00:00:00+00:00,432000.0,2024-03-31,2024-05-11 00:00:00+00:00,28000.0,14.428571428571429,8255000.0,2024-09-30,2024-11-13 00:00:00+00:00,127380292.0,2024-09-30 00:00:00+00:00,2024-11-13 00:00:00+00:00,119793821.0,0.0633294016057806,30408000.0,2024-09-30,2024-11-13 00:00:00+00:00,61285000.0,2024-09-30,2024-11-13 00:00:00+00:00,-15359000.0,2024-09-30,2024-11-13 00:00:00+00:00,-16937000.0,-0.0931688020310562,-11857000.0,2024-03-31,2024-05-11 00:00:00+00:00,-8316000.0,0.4258056758056758,-14976000.0,2024-09-30,2024-11-13 00:00:00+00:00,-16277000.0,-0.079928733796154,10136000.0,2024-09-30,2024-11-13 00:00:00+00:00,30548000.0,-0.6681943171402382,127767183.0,2024-10-31 00:00:00+00:00,2024-11-13 00:00:00+00:00,1639000.0,2024-03-31,2024-05-11 00:00:00+00:00,4890000.0,-0.6648261758691206,-1.47750591949487,-1.5152920284135754,-1.1697908445146017,0.042620363062352,0.1617008681925809,-1.2124112075769535,0.668371631422246,0.0900286826693422,0.331628368577754,0.0,0.0,2022-12-31,2023-02-28 23:59:59+00:00,0.0,2021-12-31,2022-03-21 23:59:59+00:00,-4306000.0,2024-09-30,2024-11-13 00:00:00+00:00,3379000.0,-2.274341521160107,,,,-0.4248224151539068,,,,0.3455011838989739,-0.4342863219445636,-0.1324330142433853,-0.1372581017151861,-0.1092385970425748,0.0,2024-12-31,5.510000228881836,5.510000228881836,shares_outstanding_cross_checked,1.0030372908864111,1,0.1,12776718.3,70399720.75735874,703997207.5735874,10.0,-0.21816847900486244,-0.17456035148712512,0.14397784381751974,-0.0633294016057806,True,True
2025-04-01 00:00:00+00:00,0001828161,"FTC SOLAR, INC.",technology,2025-04-01 00:00:00+00:00,89928000.0,2024-12-31,2025-03-31 23:59:59+00:00,432000.0,2024-03-31,2024-05-11 00:00:00+00:00,28000.0,14.428571428571429,11247000.0,2024-12-31,2025-03-31 23:59:59+00:00,127380292.0,2024-09-30 00:00:00+00:00,2024-11-13 00:00:00+00:00,119793821.0,0.0633294016057806,19036000.0,2024-12-31,2025-03-31 23:59:59+00:00,70892000.0,2024-12-31,2025-03-31 23:59:59+00:00,-15359000.0,2024-09-30,2024-11-13 00:00:00+00:00,-16937000.0,-0.0931688020310562,-11857000.0,2024-03-31,2024-05-11 00:00:00+00:00,-8316000.0,0.4258056758056758,-14976000.0,2024-09-30,2024-11-13 00:00:00+00:00,-16277000.0,-0.079928733796154,10136000.0,2024-09-30,2024-11-13 00:00:00+00:00,30548000.0,-0.6681943171402382,12867671.0,2025-02-28 00:00:00+00:00,2025-03-31 23:59:59+00:00,1639000.0,2024-03-31,2024-05-11 00:00:00+00:00,4890000.0,-0.6648261758691206,-1.47750591949487,-1.5152920284135754,-1.1697908445146017,0.042620363062352,0.1617008681925809,-1.2124112075769535,0.7883195445245085,0.1250667200427008,0.2116804554754915,0.0,0.0,2022-12-31,2023-02-28 23:59:59+00:00,0.0,2021-12-31,2022-03-21 23:59:59+00:00,-4306000.0,2024-09-30,2024-11-13 00:00:00+00:00,3379000.0,-2.274341521160107,,,,-0.4248224151539068,,,,0.3455011838989739,0.0,0.0,0.0,-0.1199479131022625,0.0,2025-03-31,2.869999885559082,2.869999885559082,diluted_shares_fallback,0.10101775398662141,1,0.1,12738029.200000001,36558142.34624825,365581423.46248245,10.0,-0.42012528575802227,-0.33614946524385286,0.2772569761340786,-0.0633294016057806,True,True
