effective_date,scenario,selected,available,missing,missing_ciks,turnover,cost,adverse_loss,candidate,cost_bps
2023-01-06,base,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,composite_value__top10,50
2023-04-07,base,10,10,0,,0.0661677972849179,0.0003514172393265433,0.0,composite_value__top10,50
2023-07-07,base,10,10,0,,0.3539502665866275,0.002048148127971894,0.0,composite_value__top10,50
2023-10-06,base,10,10,0,,0.24803667051981138,0.0013734739753041294,0.0,composite_value__top10,50
2024-01-05,base,10,10,0,,0.49999999999999994,0.003089827140979658,0.0,composite_value__top10,50
2024-04-05,base,10,10,0,,0.4609105388496057,0.0031864719012611106,0.0,composite_value__top10,50
2024-07-05,base,10,10,0,,0.525536110716752,0.0036296552334017912,0.0,composite_value__top10,50
2024-10-04,base,10,10,0,,0.465111180293352,0.0036101936194208556,0.0,composite_value__top10,50
2025-01-03,base,10,10,0,,0.3767937773404397,0.0031397162931782914,0.0,composite_value__top10,50
2025-04-04,base,10,10,0,,0.3474920969017013,0.002464760932714046,0.0,composite_value__top10,50
2025-07-04,base,10,10,0,,0.4468742836309232,0.004185407219846163,0.0,composite_value__top10,50
2025-10-03,base,10,10,0,,0.33911110822061996,0.003480336201974057,0.0,composite_value__top10,50
2026-01-02,base,10,10,0,,0.576073382749106,0.005611887538480633,0.0,composite_value__top10,50
2026-04-03,base,10,10,0,,0.3465888916149656,0.0031067607274847314,0.0,composite_value__top10,50
2026-07-03,base,10,10,0,,0.5571594263747122,0.005512209896850205,0.0,composite_value__top10,50
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,composite_value__top10,50
2023-04-07,adverse,10,10,0,,0.0661677972849179,0.0003514172393265433,0.0,composite_value__top10,50
2023-07-07,adverse,10,10,0,,0.3539502665866275,0.002048148127971894,0.0,composite_value__top10,50
2023-10-06,adverse,10,10,0,,0.24803667051981138,0.0013734739753041294,0.0,composite_value__top10,50
2024-01-05,adverse,10,10,0,,0.49999999999999994,0.003089827140979658,0.0,composite_value__top10,50
2024-04-05,adverse,10,10,0,,0.4609105388496057,0.0031864719012611106,0.0,composite_value__top10,50
2024-07-05,adverse,10,10,0,,0.525536110716752,0.0036296552334017912,0.0,composite_value__top10,50
2024-10-04,adverse,10,10,0,,0.465111180293352,0.0036101936194208556,0.0,composite_value__top10,50
2025-01-03,adverse,10,10,0,,0.3767937773404397,0.0031397162931782914,0.0,composite_value__top10,50
2025-04-04,adverse,10,10,0,,0.3474920969017013,0.002464760932714046,0.0,composite_value__top10,50
2025-07-04,adverse,10,10,0,,0.4468742836309232,0.004185407219846163,0.0,composite_value__top10,50
2025-10-03,adverse,10,10,0,,0.33911110822061996,0.003480336201974057,0.0,composite_value__top10,50
2026-01-02,adverse,10,10,0,,0.576073382749106,0.005611887538480633,0.0,composite_value__top10,50
2026-04-03,adverse,10,10,0,,0.3465888916149656,0.0031067607274847314,0.0,composite_value__top10,50
2026-07-03,adverse,10,10,0,,0.5571594263747122,0.005512209896850205,0.0,composite_value__top10,50
2023-01-06,base,20,20,0,,1.0000000000000002,0.005000000000000002,0.0,composite_value__top20,50
2023-04-07,base,20,20,0,,0.23463383150544218,0.0012146548944762948,0.0,composite_value__top20,50
2023-07-07,base,20,20,0,,0.4741490165434006,0.0026289994465497923,0.0,composite_value__top20,50
2023-10-06,base,20,20,0,,0.3398315446275958,0.0018141996364478225,0.0,composite_value__top20,50
2024-01-05,base,20,20,0,,0.4279748488674359,0.0025228019423000547,0.0,composite_value__top20,50
2024-04-05,base,20,20,0,,0.23034139090410535,0.0015643542547443094,0.0,composite_value__top20,50
2024-07-05,base,20,20,0,,0.4353733887432778,0.0028998097914474277,0.0,composite_value__top20,50
2024-10-04,base,20,20,0,,0.3974123869369371,0.0028136491360892008,0.0,composite_value__top20,50
2025-01-03,base,20,20,0,,0.4477611917587962,0.0034424197479839343,0.0,composite_value__top20,50
2025-04-04,base,20,20,0,,0.3195582028128436,0.001946593862875908,0.0,composite_value__top20,50
2025-07-04,base,20,20,0,,0.44292091544850054,0.003395543717427964,0.0,composite_value__top20,50
2025-10-03,base,20,20,0,,0.3368313801602919,0.002908790862425798,0.0,composite_value__top20,50
2026-01-02,base,20,20,0,,0.41577185484569246,0.003400391490060626,0.0,composite_value__top20,50
2026-04-03,base,20,20,0,,0.4266655243068294,0.0034146420877288583,0.0,composite_value__top20,50
2026-07-03,base,20,20,0,,0.565306759627393,0.005161412693510057,0.0,composite_value__top20,50
2023-01-06,adverse,20,20,0,,1.0000000000000002,0.005000000000000002,0.0,composite_value__top20,50
2023-04-07,adverse,20,20,0,,0.23463383150544218,0.0012146548944762948,0.0,composite_value__top20,50
2023-07-07,adverse,20,20,0,,0.4741490165434006,0.0026289994465497923,0.0,composite_value__top20,50
2023-10-06,adverse,20,20,0,,0.3398315446275958,0.0018141996364478225,0.0,composite_value__top20,50
2024-01-05,adverse,20,20,0,,0.4279748488674359,0.0025228019423000547,0.0,composite_value__top20,50
2024-04-05,adverse,20,20,0,,0.23034139090410535,0.0015643542547443094,0.0,composite_value__top20,50
2024-07-05,adverse,20,20,0,,0.4353733887432778,0.0028998097914474277,0.0,composite_value__top20,50
2024-10-04,adverse,20,20,0,,0.3974123869369371,0.0028136491360892008,0.0,composite_value__top20,50
2025-01-03,adverse,20,20,0,,0.4477611917587962,0.0034424197479839343,0.0,composite_value__top20,50
2025-04-04,adverse,20,20,0,,0.3195582028128436,0.001946593862875908,0.0,composite_value__top20,50
2025-07-04,adverse,20,20,0,,0.44292091544850054,0.003395543717427964,0.0,composite_value__top20,50
2025-10-03,adverse,20,20,0,,0.3368313801602919,0.002908790862425798,0.0,composite_value__top20,50
2026-01-02,adverse,20,20,0,,0.41577185484569246,0.003400391490060626,0.0,composite_value__top20,50
2026-04-03,adverse,20,20,0,,0.4266655243068294,0.0034146420877288583,0.0,composite_value__top20,50
2026-07-03,adverse,20,20,0,,0.565306759627393,0.005161412693510057,0.0,composite_value__top20,50
2023-01-06,base,30,30,0,,1.0000000000000007,0.005000000000000004,0.0,composite_value__top30,50
2023-04-07,base,30,30,0,,0.24948293379008432,0.0013242181624866292,0.0,composite_value__top30,50
2023-07-07,base,30,30,0,,0.4572089690850603,0.002586328587057453,0.0,composite_value__top30,50
2023-10-06,base,30,30,0,,0.3402053452628654,0.001835824128468044,0.0,composite_value__top30,50
2024-01-05,base,30,30,0,,0.43738086782835145,0.0026591802001837356,0.0,composite_value__top30,50
2024-04-05,base,30,30,0,,0.32564912278276903,0.002215002386046318,0.0,composite_value__top30,50
