security_id,permanent_id_source,ticker,first_observed_date,last_observed_date,delisting_date,knowledge_at_utc
yahoo-ticker:BIL,synthetic_ticker_id_not_permanent,BIL,2007-05-30,2026-09-11,,2026-09-11T21:01:39.326477+00:00
yahoo-ticker:DBA,synthetic_ticker_id_not_permanent,DBA,2007-01-05,2026-09-11,,2026-09-11T21:01:39.760596+00:00
yahoo-ticker:EEM,synthetic_ticker_id_not_permanent,EEM,2003-04-14,2026-09-11,,2026-09-11T21:01:40.337264+00:00
yahoo-ticker:EFA,synthetic_ticker_id_not_permanent,EFA,2001-08-27,2026-09-11,,2026-09-11T21:01:40.967920+00:00
yahoo-ticker:EWJ,synthetic_ticker_id_not_permanent,EWJ,1996-03-18,2026-09-11,,2026-09-11T21:01:41.505803+00:00
yahoo-ticker:GLD,synthetic_ticker_id_not_permanent,GLD,2004-11-18,2026-09-11,,2026-09-11T21:01:42.283921+00:00
yahoo-ticker:HYG,synthetic_ticker_id_not_permanent,HYG,2007-04-11,2026-09-11,,2026-09-11T21:01:43.076803+00:00
yahoo-ticker:IAU,synthetic_ticker_id_not_permanent,IAU,2005-01-28,2026-09-11,,2026-09-11T21:01:43.497231+00:00
yahoo-ticker:IEF,synthetic_ticker_id_not_permanent,IEF,2002-07-30,2026-09-11,,2026-09-11T21:01:44.090119+00:00
yahoo-ticker:IWM,synthetic_ticker_id_not_permanent,IWM,2000-05-26,2026-09-11,,2026-09-11T21:01:44.959912+00:00
yahoo-ticker:LQD,synthetic_ticker_id_not_permanent,LQD,2002-07-30,2026-09-11,,2026-09-11T21:01:45.570407+00:00
yahoo-ticker:MBB,synthetic_ticker_id_not_permanent,MBB,2007-03-16,2026-09-11,,2026-09-11T21:01:46.193404+00:00
yahoo-ticker:PDBC,synthetic_ticker_id_not_permanent,PDBC,2014-11-07,2026-09-11,,2026-09-11T21:01:46.719031+00:00
yahoo-ticker:QQQ,synthetic_ticker_id_not_permanent,QQQ,1999-03-10,2026-09-11,,2026-09-11T21:01:47.284442+00:00
yahoo-ticker:SHY,synthetic_ticker_id_not_permanent,SHY,2002-07-30,2026-09-11,,2026-09-11T21:01:47.907358+00:00
yahoo-ticker:SLV,synthetic_ticker_id_not_permanent,SLV,2006-04-28,2026-09-11,,2026-09-11T21:01:48.348099+00:00
yahoo-ticker:SPY,synthetic_ticker_id_not_permanent,SPY,1993-01-29,2026-09-11,,2026-09-11T21:01:49.149604+00:00
yahoo-ticker:TIP,synthetic_ticker_id_not_permanent,TIP,2003-12-05,2026-09-11,,2026-09-11T21:01:49.968511+00:00
yahoo-ticker:TLT,synthetic_ticker_id_not_permanent,TLT,2002-07-30,2026-09-11,,2026-09-11T21:01:50.538472+00:00
yahoo-ticker:USO,synthetic_ticker_id_not_permanent,USO,2006-04-10,2026-09-11,,2026-09-11T21:01:51.188645+00:00
yahoo-ticker:UUP,synthetic_ticker_id_not_permanent,UUP,2007-03-01,2026-09-11,,2026-09-11T21:01:51.591575+00:00
yahoo-ticker:VEA,synthetic_ticker_id_not_permanent,VEA,2007-07-26,2026-09-11,,2026-09-11T21:01:52.054746+00:00
yahoo-ticker:VNQ,synthetic_ticker_id_not_permanent,VNQ,2004-09-29,2026-09-11,,2026-09-11T21:01:52.614346+00:00
yahoo-ticker:VTV,synthetic_ticker_id_not_permanent,VTV,2004-01-30,2026-09-11,,2026-09-11T21:01:53.066117+00:00
yahoo-ticker:VUG,synthetic_ticker_id_not_permanent,VUG,2004-01-30,2026-09-11,,2026-09-11T21:01:53.609595+00:00
yahoo-ticker:VWO,synthetic_ticker_id_not_permanent,VWO,2005-03-10,2026-09-11,,2026-09-11T21:01:54.099823+00:00
yahoo-ticker:XLB,synthetic_ticker_id_not_permanent,XLB,1998-12-22,2026-09-11,,2026-09-11T21:01:54.759745+00:00
yahoo-ticker:XLE,synthetic_ticker_id_not_permanent,XLE,1998-12-22,2026-09-11,,2026-09-11T21:01:55.466741+00:00
yahoo-ticker:XLF,synthetic_ticker_id_not_permanent,XLF,1998-12-22,2026-09-11,,2026-09-11T21:01:56.012894+00:00
yahoo-ticker:XLI,synthetic_ticker_id_not_permanent,XLI,1998-12-22,2026-09-11,,2026-09-11T21:01:56.620098+00:00
yahoo-ticker:XLK,synthetic_ticker_id_not_permanent,XLK,1998-12-22,2026-09-11,,2026-09-11T21:01:57.264812+00:00
yahoo-ticker:XLP,synthetic_ticker_id_not_permanent,XLP,1998-12-22,2026-09-11,,2026-09-11T21:01:57.811462+00:00
yahoo-ticker:XLU,synthetic_ticker_id_not_permanent,XLU,1998-12-22,2026-09-11,,2026-09-11T21:01:58.323868+00:00
yahoo-ticker:XLV,synthetic_ticker_id_not_permanent,XLV,1998-12-22,2026-09-11,,2026-09-11T21:01:58.885755+00:00
yahoo-ticker:XLY,synthetic_ticker_id_not_permanent,XLY,1998-12-22,2026-09-11,,2026-09-11T21:01:59.621742+00:00
