variant,cost_bps,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_allocation_turnover,full_mean_ml_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_allocation_turnover,oos_2016_2020_mean_ml_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_allocation_turnover,oos_2021_present_mean_ml_weight
core_only,10,761,14.6346154,1.93850539,0.0764345244,0.0917303942,0.849754391,1.19002867,-0.233902684,97,0.326779167,-0.0298721268,0.600525624,-0.110963015,0.103979965,0,0,261,5.01923077,0.359078343,0.0630331192,0.109632901,0.613376057,0.814800676,-0.233902684,80,0.269484377,-0.0373200469,0.616858238,-0.110963015,0.103979965,0,0,293,5.63461538,0.686196618,0.0971610963,0.0877400139,1.10156902,1.68652394,-0.0853387923,60,1.13853376,-0.0259558154,0.57337884,-0.0618870823,0.0441563777,0,0
core_only,50,761,14.6346154,1.44559634,0.0630134896,0.091758529,0.712624196,0.98655641,-0.235004324,103,0.268137576,-0.0301055994,0.593955322,-0.110963015,0.103979965,0,0,261,5.01923077,0.276822764,0.0498924128,0.109510052,0.500241514,0.659959829,-0.235004324,91,0.212304233,-0.0373724278,0.61302682,-0.110963015,0.103979965,0,0,293,5.63461538,0.556987178,0.0817469314,0.0878943123,0.938574297,1.4095873,-0.0858492419,93,0.952214949,-0.0263247043,0.566552901,-0.0634870823,0.0439301416,0,0
core_only,100,761,14.6346154,0.943319251,0.0464453484,0.0920275076,0.539954331,0.737043944,-0.236381373,113,0.196484807,-0.0304793461,0.584756899,-0.110963015,0.103979965,0,0,261,5.01923077,0.180814616,0.0336679064,0.109555865,0.357813537,0.467872857,-0.236381373,102,0.142430455,-0.0374732717,0.593869732,-0.110963015,0.103979965,0,0,293,5.63461538,0.40905982,0.0627501178,0.0883813465,0.733185468,1.07632385,-0.0874574874,98,0.717492804,-0.0268000406,0.563139932,-0.0654870823,0.0436473464,0,0
batch19_strong_guarded,10,761,14.6346154,2.10493414,0.0804943556,0.0927253647,0.882288214,1.23762465,-0.233902684,97,0.344136092,-0.0303657572,0.605781866,-0.110963015,0.103979965,0.614980289,0.0434954008,261,5.01923077,0.352065976,0.0619380821,0.109975079,0.602423055,0.801145952,-0.233902684,82,0.264802785,-0.0373200469,0.609195402,-0.110963015,0.103979965,0.398467433,0.0222222222,293,5.63461538,0.790938703,0.108958643,0.0899958903,1.19526428,1.82725325,-0.0887622078,60,1.22753417,-0.0272805223,0.593856655,-0.0618870823,0.0441563777,1.24232082,0.0931740614
batch19_strong_guarded,50,761,14.6346154,1.46505927,0.0635894282,0.0927263738,0.712002393,0.985282126,-0.235004324,103,0.270588333,-0.0306288539,0.596583443,-0.110963015,0.103979965,0.614980289,0.0434954008,261,5.01923077,0.25673671,0.0465809153,0.109815082,0.47035827,0.620656338,-0.235004324,98,0.198213014,-0.0373918013,0.601532567,-0.110963015,0.103979965,0.398467433,0.0222222222,293,5.63461538,0.594461151,0.086322534,0.090144194,0.964280142,1.43976116,-0.091753057,96,0.94081371,-0.0276548485,0.583617747,-0.0634870823,0.0439301416,1.24232082,0.0931740614
batch19_strong_guarded,100,761,14.6346154,0.846516688,0.0427980759,0.0929821961,0.497783784,0.677316455,-0.243630727,167,0.175667809,-0.0310164331,0.583442838,-0.110963015,0.103979965,0.614980289,0.0434954008,261,5.01923077,0.146804508,0.02766672,0.109826441,0.304148685,0.397270842,-0.243630727,152,0.11356006,-0.0375715632,0.586206897,-0.110963015,0.103979965,0.398467433,0.0222222222,293,5.63461538,0.378576414,0.0586329462,0.0906527403,0.674204491,0.978250384,-0.102174395,101,0.573851658,-0.0281756378,0.566552901,-0.0654870823,0.0436473464,1.24232082,0.0931740614
buffered_strong_guarded,10,761,14.6346154,2.10437947,0.0804811652,0.0926730492,0.882596686,1.23930421,-0.233902684,97,0.344079699,-0.0302308813,0.609724047,-0.110963015,0.103979965,0.614980289,0.0428383706,261,5.01923077,0.350300466,0.0616616673,0.109926457,0.600271084,0.797520352,-0.233902684,82,0.263621033,-0.0373200469,0.616858238,-0.110963015,0.103979965,0.47816092,0.0291187739,293,5.63461538,0.792959992,0.109180665,0.0899066294,1.19857739,1.84166219,-0.0887622078,60,1.23003549,-0.0269242233,0.597269625,-0.0618870823,0.0441563777,1.17133106,0.0853242321
buffered_strong_guarded,50,761,14.6346154,1.46818682,0.0636815818,0.0926891024,0.713182118,0.987967455,-0.235004324,109,0.270980469,-0.030505362,0.601839685,-0.110963015,0.103979965,0.614980289,0.0428383706,261,5.01923077,0.252527503,0.0458815971,0.109789107,0.464350789,0.612086758,-0.235004324,97,0.195237247,-0.0373918013,0.61302682,-0.110963015,0.103979965,0.47816092,0.0291187739,293,5.63461538,0.601849222,0.0872141658,0.0900669735,0.974138901,1.46213295,-0.091753057,94,0.950531445,-0.0272945533,0.587030717,-0.0634870823,0.0439301416,1.17133106,0.0853242321
buffered_strong_guarded,100,761,14.6346154,0.852212138,0.0430175436,0.0929621745,0.500131543,0.68131341,-0.240531391,166,0.178843782,-0.0309071711,0.58869908,-0.110963015,0.103979965,0.614980289,0.0428383706,261,5.01923077,0.140038181,0.0264558233,0.109830052,0.293402301,0.382785736,-0.240531391,152,0.109989067,-0.0375715632,0.593869732,-0.110963015,0.103979965,0.47816092,0.0291187739,293,5.63461538,0.391035866,0.0603247142,0.0905870827,0.692260443,1.01007407,-0.101296023,101,0.595528949,-0.0278131242,0.57337884,-0.0654870823,0.0436473464,1.17133106,0.0853242321
persistent_unbuffered_guarded,10,761,14.6346154,1.99023685,0.0777189189,0.0924594978,0.856695569,1.2012754,-0.233902684,97,0.332270316,-0.0302884078,0.599211564,-0.110963015,0.103979965,0.150328515,0.0137976347,261,5.01923077,0.359090337,0.0630349883,0.109742295,0.612889054,0.814629717,-0.233902684,80,0.269492368,-0.0373200469,0.61302682,-0.110963015,0.103979965,0.0796934866,0.00689655172,293,5.63461538,0.715866434,0.100562765,0.0895767611,1.1154182,1.70644541,-0.0853387923,60,1.17839452,-0.027038146,0.57337884,-0.0618870823,0.0441563777,0.319453925,0.0296928328
persistent_unbuffered_guarded,50,761,14.6346154,1.45639859,0.0633336701,0.092384699,0.711682929,0.9856285,-0.235004324,103,0.269500021,-0.0305107693,0.590013141,-0.110963015,0.103979965,0.150328515,0.0137976347,261,5.01923077,0.273719235,0.0493834853,0.109597625,0.495500139,0.653904371,-0.235004324,91,0.210138625,-0.0373724278,0.605363985,-0.110963015,0.103979965,0.0796934866,0.00689655172,293,5.63461538,0.567674915,0.0830610649,0.0894836939,0.937068138,1.40408637,-0.0858492419,93,0.967522404,-0.027378146,0.563139932,-0.0634870823,0.0439301416,0.319453925,0.0296928328
persistent_unbuffered_guarded,100,761,14.6346154,0.920303728,0.0455937797,0.0925290827,0.528723787,0.721209677,-0.236381373,113,0.192882287,-0.0308706271,0.582128778,-0.110963015,0.103979965,0.150328515,0.0137976347,261,5.01923077,0.174349619,0.0325378904,0.109619168,0.347684386,0.454609964,-0.236381373,106,0.137649977,-0.0374732717,0.590038314,-0.110963015,0.103979965,0.0796934866,0.00689655172,293,5.63461538,0.400036996,0.0615391667,0.0896662519,0.711229449,1.03966357,-0.0892827997,98,0.689261167,-0.0278173711,0.559726962,-0.0654870823,0.0436473464,0.319453925,0.0296928328
persistent_cost_aware_buffered_guarded,10,761,14.6346154,2.0316573,0.0787324728,0.0923379761,0.867892841,1.21906274,-0.233902684,97,0.336603545,-0.0301257936,0.601839685,-0.110963015,0.103979965,0.163994744,0.0160315375,261,5.01923077,0.364165486,0.0638246889,0.109682185,0.61994456,0.823757764,-0.233902684,80,0.272868561,-0.0373200469,0.620689655,-0.110963015,0.103979965,0.0796934866,0.00689655172,293,5.63461538,0.733162419,0.102523501,0.0893093644,1.13844759,1.75323289,-0.0853387923,60,1.20137043,-0.0266520279,0.57337884,-0.0618870823,0.0441563777,0.354948805,0.0354948805
persistent_cost_aware_buffered_guarded,50,761,14.6346154,1.48963588,0.064310666,0.0922889661,0.722284785,1.00199122,-0.235004324,103,0.273657374,-0.0303759323,0.593955322,-0.110963015,0.103979965,0.163994744,0.0160315375,261,5.01923077,0.278680522,0.0501965806,0.109544655,0.502765039,0.663332116,-0.235004324,91,0.213598541,-0.0373724278,0.616858238,-0.110963015,0.103979965,0.0796934866,0.00689655172,293,5.63461538,0.582722083,0.0848987862,0.08927911,0.958019031,1.44431564,-0.0858492419,93,0.988928781,-0.0270136972,0.563139932,-0.0634870823,0.0439301416,0.354948805,0.0354948805
persistent_cost_aware_buffered_guarded,100,761,14.6346154,0.945517255,0.0465261818,0.0924654447,0.538668536,0.735973704,-0.236381373,113,0.196826769,-0.0307664514,0.584756899,-0.110963015,0.103979965,0.163994744,0.0160315375,261,5.01923077,0.179160758,0.0333793012,0.109574348,0.355221446,0.464391253,-0.236381373,102,0.141209524,-0.0374732717,0.597701149,-0.110963015,0.103979965,0.0796934866,0.00689655172,293,5.63461538,0.41263209,0.0632277894,0.0895405997,0.7298634,1.07286806,-0.0884538756,98,0.714810843,-0.0275289732,0.559726962,-0.0654870823,0.0436473464,0.354948805,0.0354948805
