decision_date,separation,agreement,member_std,family_std,disagreement,raw_confidence,prior_confidence_observations,threshold_p60,threshold_p80,threshold_p95,desired_weight,guarded_weight,extreme_only_weight,trailing_annualized_volatility,trailing_drawdown,volatility_cap_active,drawdown_stop_active,future_rank_ic_evaluation_only,strong_threshold_p80,strong_threshold_p95,strong_desired_weight,buffered_strong_guarded_weight,persistent_buffered_pre_risk_weight,persistent_buffered_guarded_weight,persistent_unbuffered_guarded_weight,buffered_cost_persistence_pass,buffered_cost_cost_history_observations,buffered_cost_trailing_high_cost_mean_excess,buffered_cost_cost_hurdle_pass,unbuffered_cost_persistence_pass,unbuffered_cost_cost_history_observations,unbuffered_cost_trailing_high_cost_mean_excess,unbuffered_cost_cost_hurdle_pass,buffered_strong_volatility_cap,buffered_strong_drawdown_stop,primary_volatility_cap,primary_drawdown_stop,unbuffered_persistent_volatility_cap,unbuffered_persistent_drawdown_stop
2021-07-02,0.0223841922,1,0.0139449324,0.0139449324,0.0278898648,0.802592349,114,0.47914239,0.637251279,1.14085647,0.2,0.2,0,0.122128173,-0.0375647241,False,False,-0.220701339,0.637251279,1.14085647,0.2,0.2,0,0,0,False,26,8.27454969e-05,True,False,26,-0.000713769035,False,False,False,False,False,False,False
2021-08-06,0.0203291962,1,0.0161302953,0.0161302953,0.0322605905,0.630155736,115,0.491341091,0.646794666,1.13974808,0.1,0.1,0,0.118955571,-0.0375647241,False,False,0.400397749,0.646794666,1.13974808,0,0,0,0,0,False,26,0.000968287686,True,False,26,0.000312873914,True,False,False,False,False,False,False
2021-09-03,0.027516576,1,0.0101289466,0.0101289466,0.0202578931,1.35831381,116,0.508028612,0.64178034,1.13863969,0.3,0.3,0.3,0.139763933,-0.0352094826,False,False,0.034425579,0.64178034,1.13863969,0.3,0.3,0,0,0,False,26,0.00111407109,True,False,26,0.000540098008,True,False,False,False,False,False,False
2021-10-01,0.0196048734,1,0.0253447835,0.0253447835,0.0506895669,0.386763482,117,0.508203545,0.661837646,1.17236403,0,0,0,0.12019626,-0.0352094826,False,False,0.495970932,0.661837646,1.17236403,0,0,0,0,0,False,26,0.000992615301,True,False,26,0.000752828451,True,False,False,False,False,False,False
2021-11-05,0.0142868867,1,0.0121229485,0.0121229485,0.0242458969,0.589249666,118,0.508086923,0.65682332,1.1680894,0.1,0.1,0,0.116542858,-0.0352094826,False,False,-0.591947238,0.65682332,1.1680894,0,0,0,0,0,False,26,0.00181399381,True,False,26,0.0022060171,True,False,False,False,False,False,False
2021-12-03,0.0316098188,1,0.0254872388,0.0254872388,0.0509744775,0.620110698,119,0.508261856,0.651808993,1.16381478,0.1,0.1,0,0.0901856858,-0.0362467639,False,False,0.290487663,0.651808993,1.16381478,0,0,0,0,0,False,26,0.000521213509,True,False,26,0.000799522276,True,False,False,False,False,False,False
2022-01-07,0.0431343628,0.933333333,0.0195870335,0.0195870335,0.0391740671,1.02768851,120,0.510358267,0.646794666,1.15954015,0.2,0.2,0,0.115290958,-0.0362467639,False,False,-0.0908511707,0.646794666,1.15954015,0.2,0.2,0,0,0,False,26,0.00279682349,True,False,26,0.00352362214,True,False,False,False,False,False,False
2022-02-04,0.0173130918,1,0.0218412126,0.0218412126,0.0436824252,0.396339986,121,0.513415416,0.666851973,1.15526552,0,0,0,0.147945334,-0.0379116395,False,False,-0.183512786,0.666851973,1.15526552,0,0,0,0,0,False,26,0.00519642511,True,False,26,0.00532973073,True,False,False,False,False,False,False
2022-03-04,0.0132748645,1,0.00823301412,0.00823301412,0.0164660282,0.806197114,122,0.511377316,0.661837646,1.15415714,0.2,0.2,0,0.141539436,-0.0379116395,False,False,0.657096991,0.661837646,1.15415714,0.2,0.2,0,0,0,False,26,0.00236214485,True,False,26,0.00244861343,True,False,False,False,False,False,False
2022-04-01,0.0242832485,1,0.0183813783,0.0183813783,0.0367627566,0.660539381,123,0.513840113,0.681616776,1.15304875,0.1,0.1,0,0.165545933,-0.0433879924,False,False,-0.0800941464,0.681616776,1.15304875,0,0,0,0,0,False,26,0.00278252315,True,False,26,0.00330438902,True,False,False,False,False,False,False
2022-05-06,0.0118502207,1,0.0196822769,0.0196822769,0.0393645538,0.301037852,124,0.515114202,0.676695175,1.15194036,0,0,0,0.15120345,-0.0721790585,False,False,-0.350159507,0.676695175,1.15194036,0,0,0,0,0,False,26,-0.000485155008,False,False,26,4.53925568e-05,True,False,False,False,False,False,False
2022-06-03,0.0199853859,1,0.0188550998,0.0188550998,0.0377101996,0.529972955,125,0.514264809,0.671773574,1.15083197,0.1,0.1,0,0.177122604,-0.101086907,False,False,-0.279357028,0.671773574,1.15083197,0,0,0,0,0,False,26,-3.95227203e-06,False,False,26,0.000504736363,True,False,False,False,False,True,False
2022-07-01,0.0146303558,1,0.00607615802,0.00607615802,0.012152316,1.20391502,126,0.515538898,0.666851973,1.14972358,0.3,0,0.3,0.187919173,-0.149719939,True,True,0.158032171,0.666851973,1.14972358,0.3,0,0,0,0,False,26,-0.000711691483,False,False,26,-0.000303703685,False,True,True,True,True,True,True
2022-08-05,0.0362580786,1,0.0202251018,0.0202251018,0.0404502036,0.896363317,127,0.517267207,0.686538377,1.18932017,0.2,0,0,0.204933434,-0.149719939,True,True,0.472977405,0.686538377,1.18932017,0.2,0,0,0,0,True,26,-0.00315589734,False,True,26,-0.0013955848,False,True,True,True,True,True,True
2022-09-02,0.0359682748,1,0.0214161955,0.0214161955,0.0428323909,0.839744737,128,0.520276515,0.699037939,1.1868877,0.2,0,0,0.222298111,-0.149719939,True,True,0.200240088,0.699037939,1.1868877,0.2,0,0,0,0,True,26,-0.000283170314,False,True,26,0.00191528452,True,True,True,True,True,True,True
2022-10-07,0.0176964596,1,0.0141701648,0.0141701648,0.0283403296,0.624426739,129,0.525847821,0.708076587,1.18445522,0.1,0,0,0.201936519,-0.154448564,True,True,0.505439872,0.708076587,1.18445522,0,0,0,0,0,False,26,-0.00286718305,False,False,26,-0.00113145723,False,True,True,True,True,True,True
2022-11-04,0.0187278013,0.866666667,0.0213471729,0.0213471729,0.0426943457,0.380161842,130,0.528529373,0.70608325,1.18202275,0,0,0,0.2195606,-0.0996220527,True,False,0.0382488618,0.70608325,1.18202275,0,0,0,0,0,False,26,0.00090032617,True,False,26,0.00263605199,True,True,False,True,False,True,False
2022-12-02,0.0156168025,0.866666667,0.0165827248,0.0165827248,0.0331654495,0.408092228,131,0.527704922,0.704089913,1.17959027,0,0,0,0.185858741,-0.0996220527,True,False,0.605893427,0.704089913,1.17959027,0,0,0,0,0,False,26,0.00276178421,True,False,26,0.00452337775,True,True,False,True,False,True,False
2023-01-06,0.0443561199,0.866666667,0.0283427272,0.0283427272,0.0566854544,0.678162872,132,0.523990719,0.701563926,1.1771578,0.1,0.1,0,0.136394115,-0.0996220527,False,False,-0.299269091,0.701563926,1.1771578,0,0,0,0,0,False,26,0.00340397824,True,False,26,0.00486257191,True,False,False,False,False,False,False
2023-02-03,0.0259631298,1,0.0116806991,0.0116806991,0.0233613982,1.11136883,133,0.528117148,0.699037939,1.17472532,0.2,0.2,0,0.0804967132,-0.0996220527,False,False,0.205654016,0.699037939,1.17472532,0.2,0.2,0,0,0,False,26,0.00137443767,True,False,26,0.00202244638,True,False,False,False,False,False,False
2023-03-03,0.0161521498,1,0.0173037743,0.0173037743,0.0346075485,0.466723315,134,0.529353823,0.708076587,1.17229285,0,0,0,0.0801199506,-0.0652484097,False,False,-0.0178861469,0.708076587,1.17229285,0,0,0,0,0,False,26,0.0016312661,True,False,26,0.00180652886,True,False,False,False,False,False,False
2023-04-07,0.0140360806,1,0.031694749,0.031694749,0.0633894981,0.221425963,135,0.528529373,0.70608325,1.16986037,0,0,0,0.115865184,-0.0382457348,False,False,-0.0523356364,0.70608325,1.16986037,0,0,0,0,0,False,26,0.00422315255,True,False,26,0.0035362992,True,False,False,False,False,False,False
2023-05-05,0.0265539542,0.933333333,0.0177507283,0.0177507283,0.0355014566,0.698103486,136,0.527704922,0.704089913,1.1674279,0.1,0.1,0,0.109833073,-0.0382457348,False,False,0.0808943192,0.704089913,1.1674279,0,0,0,0,0,False,26,0.00240089748,True,False,26,0.00185156519,True,False,False,False,False,False,False
2023-06-02,0.0445927065,0.866666667,0.0247913849,0.0247913849,0.0495827698,0.779444401,137,0.528941598,0.702892627,1.16499542,0.2,0.2,0,0.0922400585,-0.0382457348,False,False,-0.307227997,0.702892627,1.16499542,0.2,0.2,0,0,0,False,26,0.00144801441,True,False,26,0.000975210701,True,False,False,False,False,False,False
2023-07-07,0.0204772903,1,0.00989584668,0.00989584668,0.0197916934,1.03464064,138,0.529807429,0.710069924,1.16256295,0.2,0.2,0,0.0672146212,-0.0382457348,False,False,0.321713171,0.710069924,1.16256295,0.2,0.2,0.2,0.2,0.2,True,26,0.00122293744,True,True,26,0.000606361325,True,False,False,False,False,False,False
2023-08-04,0.0238949047,1,0.00670195969,0.00670195969,0.0134039194,1.78268043,139,0.529931573,0.722333803,1.16013047,0.3,0.3,0.3,0.0983239985,-0.0277703785,False,False,0.0625370269,0.722333803,1.16013047,0.3,0.3,0.2,0.2,0.2,True,26,0.00204821621,True,True,26,0.00144127581,True,False,False,False,False,False,False
2023-09-01,0.0251588598,1,0.0245588769,0.0245588769,0.0491177537,0.512215195,140,0.529992184,0.736232891,1.20575717,0,0,0,0.113017914,-0.0507880779,False,False,-0.507763879,0.736232891,1.20575717,0,0,0,0,0,False,26,0.00225057288,True,False,26,0.00147355062,True,False,False,False,False,False,False
2023-10-06,0.0212660516,1,0.014447691,0.014447691,0.028895382,0.735967137,141,0.529972955,0.73474961,1.20391502,0.2,0.2,0,0.126294732,-0.0767816602,False,False,0.0281706882,0.73474961,1.20391502,0.2,0.2,0,0,0,False,26,-0.000958059021,False,False,26,-0.000973526636,False,False,False,False,False,False,False
2023-11-03,0.0238577557,1,0.0279680686,0.0279680686,0.0559361373,0.426517755,142,0.530001798,0.735723632,1.20148254,0,0,0,0.154770605,-0.101873416,False,False,0.550722273,0.735723632,1.20148254,0,0,0,0,0,False,26,-0.000702382742,False,False,26,-0.000780000879,False,False,False,False,False,False,False
2023-12-01,0.0183711322,1,0.00669962169,0.00669962169,0.0133992434,1.37105743,143,0.529982569,0.735480126,1.19905007,0.3,0.3,0.3,0.15862394,-0.101873416,False,False,-0.0737301612,0.735480126,1.19905007,0.3,0.3,0,0,0,False,26,0.000594030882,True,False,26,0.000123155355,True,False,False,False,False,False,False
2024-01-05,0.0168653202,1,0.0139986176,0.0139986176,0.0279972353,0.602392346,144,0.530011413,0.738446689,1.2352316,0.1,0.1,0,0.13657957,-0.101873416,False,False,0.129441405,0.738446689,1.2352316,0,0,0,0,0,False,26,0.000811554733,True,False,26,0.00015162779,True,False,False,False,False,False,False
2024-02-02,0.0146910454,1,0.00496966268,0.00496966268,0.00993932536,1.46910454,145,0.53078,0.737206913,1.23338944,0.3,0.3,0.3,0.0744853646,-0.0834247628,False,False,0.406404586,0.737206913,1.23338944,0.3,0.3,0,0,0,False,26,6.25807297e-05,True,False,26,-0.000672395254,False,False,False,False,False,False,False
2024-03-01,0.0175661946,1,0.0203381511,0.0203381511,0.0406763023,0.431853281,146,0.531918459,0.742166016,1.27737366,0,0,0,0.0597891975,-0.0834247628,False,False,0.196032214,0.742166016,1.27737366,0,0,0,0,0,False,26,0.000257755757,True,False,26,-0.000307138371,False,False,False,False,False,False,False
2024-04-05,0.0148745522,0.866666667,0.00695215123,0.00695215123,0.0139043025,0.927143135,147,0.531159486,0.74092624,1.27493262,0.2,0.2,0,0.0625637988,-0.0428626096,False,False,-0.333409674,0.74092624,1.27493262,0.2,0.2,0,0,0,False,26,0.00323588533,True,False,26,0.00277155266,True,False,False,False,False,False,False
2024-05-03,0.0278922698,1,0.0128391304,0.0128391304,0.0256782608,1.08622115,148,0.534274332,0.764533047,1.27249158,0.2,0.2,0,0.113904294,-0.0461950869,False,False,0.279518639,0.764533047,1.27249158,0.2,0.2,0.2,0.2,0.2,True,26,0.00287643203,True,True,26,0.00233672884,True,False,False,False,False,False,False
2024-06-07,0.024520886,1,0.00903371672,0.00903371672,0.0180674334,1.35718701,149,0.54134195,0.788703581,1.27005054,0.3,0.3,0.3,0.113150052,-0.0461950869,False,False,0.040749447,0.788703581,1.27005054,0.3,0.3,0.2,0.2,0.2,True,26,0.00221066755,True,True,26,0.00229159477,True,False,False,False,False,False,False
2024-07-05,0.0270513082,1,0.00752693357,0.00752693357,0.0150538671,1.79696738,150,0.546524358,0.802777922,1.32676334,0.3,0.3,0.3,0.10359176,-0.0461950869,False,False,-0.342041059,0.802777922,1.32676334,0.3,0.3,0.3,0.3,0.3,True,26,0.00231418424,True,True,26,0.00142887025,True,False,False,False,False,False,False
2024-08-02,0.0392970874,1,0.0113247762,0.0113247762,0.0226495524,1.73500503,151,0.55076416,0.803520214,1.35775041,0.3,0.3,0.3,0.0646519523,-0.0461950869,False,False,0.622578143,0.803520214,1.35775041,0.3,0.3,0.3,0.3,0.3,True,26,0.00366748475,True,True,26,0.00285263988,True,False,False,False,False,False,False
2024-09-06,0.0291447292,1,0.0164682776,0.0164682776,0.0329365551,0.884874848,152,0.552200105,0.805661734,1.36404844,0.2,0.2,0,0.159196855,-0.0581455168,False,False,0.644183307,0.805661734,1.36404844,0.2,0.2,0.2,0.2,0.2,True,26,0.00183953083,True,True,26,0.00102468596,True,False,False,False,False,False,False
2024-10-04,0.0183712754,1,0.011763028,0.011763028,0.023526056,0.780890573,153,0.553277316,0.811691086,1.36341126,0.1,0.1,0,0.190892876,-0.0581455168,True,False,0.0397407979,0.811691086,1.36341126,0,0,0,0,0,False,26,0.00318115604,True,False,26,0.0016999203,True,True,False,True,False,True,False
2024-11-01,0.0155483672,1,0.0133091022,0.0133091022,0.0266182044,0.58412532,154,0.553637058,0.809859762,1.36277408,0.1,0.1,0,0.198348866,-0.0581455168,True,False,0.490372099,0.809859762,1.36277408,0,0,0,0,0,False,26,0.00264717434,True,False,26,0.00138933669,True,True,False,True,False,True,False
2024-12-06,0.0155413793,1,0.0126849269,0.0126849269,0.0253698538,0.612592388,155,0.553762829,0.808028438,1.3621369,0.1,0.1,0,0.155656031,-0.0581455168,False,False,-0.227206473,0.808028438,1.3621369,0,0,0,0,0,False,26,0.0026789558,True,False,26,0.00135698575,True,False,False,False,False,False,False
2025-01-03,0.0182900148,1,0.0113786506,0.0113786506,0.0227573013,0.80369876,156,0.553771615,0.806197114,1.36149972,0.1,0.1,0,0.129386649,-0.0648847808,False,False,0.3360193,0.806197114,1.36149972,0,0,0,0,0,False,26,0.00133663275,True,False,26,0.00127862843,True,False,False,False,False,False,False
2025-02-07,0.0321995099,1,0.0101719585,0.0101719585,0.020343917,1.58275862,157,0.55639044,0.805697444,1.36086254,0.3,0.3,0.3,0.133348252,-0.0692863987,False,False,-0.400659613,0.805697444,1.36086254,0.3,0.3,0,0,0,False,26,0.000919526543,True,False,26,0.000768157064,True,False,False,False,False,False,False
2025-03-07,0.0164819678,1,0.011808396,0.011808396,0.0236167921,0.697891896,158,0.558191106,0.811691086,1.3857645,0.1,0.1,0,0.124454899,-0.0693135615,False,False,-0.42041083,0.811691086,1.3857645,0,0,0,0,0,False,26,0.00030122873,True,False,26,0.000149859251,True,False,False,False,False,False,False
2025-04-04,0.017825195,1,0.00759506896,0.00759506896,0.0151901379,1.17347157,159,0.558355456,0.809859762,1.38086214,0.2,0,0,0.18249721,-0.162934123,True,True,0.433320436,0.809859762,1.38086214,0.2,0,0,0,0,False,26,-0.00367978286,False,False,26,-0.00310728156,False,True,True,True,True,True,True
2025-05-02,0.0239439976,1,0.0109574851,0.0109574851,0.0219149701,1.09258637,160,0.559037679,0.817519075,1.37595979,0.2,0,0,0.205136169,-0.162934123,True,True,0.60790719,0.817519075,1.37595979,0.2,0,0,0,0,True,26,-0.00221542912,False,True,26,-0.00187498072,False,True,True,True,True,True,True
2025-06-06,0.0121445227,0.933333333,0.0189306293,0.0189306293,0.0378612586,0.299379585,161,0.559978837,0.826180438,1.37105743,0,0,0,0.245254499,-0.143514286,True,True,0.0996577123,0.826180438,1.37105743,0,0,0,0,0,False,26,-0.000861262654,False,False,26,-0.00101766828,False,True,True,True,True,True,True
2025-07-04,0.0151697144,1,0.0123275567,0.0123275567,0.0246551134,0.615276602,162,0.559351398,0.824015097,1.37042025,0.1,0,0,0.167410238,-0.142079911,False,True,-0.216094465,0.824015097,1.37042025,0,0,0,0,0,False,26,-0.000187523394,False,False,26,-0.0007976298,False,False,True,False,True,False,True
2025-08-01,0.0234624887,1,0.00633888444,0.00633888444,0.0126777689,1.85067963,163,0.561322376,0.821849756,1.36978307,0.3,0,0.3,0.152346853,-0.14110695,False,True,0.226512185,0.821849756,1.36978307,0.3,0,0,0,0,False,26,-0.000240595867,False,False,26,-0.000943083778,False,False,True,False,True,False,True
2025-09-05,0.0103460913,1,0.00690279176,0.00690279176,0.0138055835,0.749413547,164,0.565352992,0.827056251,1.45439748,0.1,0.1,0,0.0669886036,-0.100593022,False,False,0.68782197,0.827056251,1.45439748,0,0,0,0,0,False,26,0.00123432798,True,False,26,0.000535107047,True,False,False,False,False,False,False
2025-10-03,0.0185643817,1,0.00887199941,0.00887199941,0.0177439988,1.04623438,165,0.573668046,0.826618344,1.44949512,0.2,0.2,0,0.069887742,-0.0291774112,False,False,0.397877278,0.826618344,1.44949512,0.2,0.2,0,0,0,False,26,0.00373306123,True,False,26,0.00352306112,True,False,False,False,False,False,False
2025-11-07,0.0105004624,1,0.00922732933,0.00922732933,0.0184546587,0.568987084,166,0.58412532,0.828369971,1.44459276,0,0,0,0.109955156,-0.0291774112,False,False,0.403511853,0.828369971,1.44459276,0,0,0,0,0,False,26,0.00383251517,True,False,26,0.00381793707,True,False,False,False,False,False,False
2025-12-05,0.018109153,1,0.0178831513,0.0178831513,0.0357663026,0.506318844,167,0.578070026,0.827932065,1.43969041,0,0,0,0.132945893,-0.0398759681,False,False,0.409905441,0.827932065,1.43969041,0,0,0,0,0,False,26,0.00164298809,True,False,26,0.00181537447,True,False,False,False,False,False,False
2026-01-02,0.00935116373,1,0.0140095841,0.0140095841,0.0280191683,0.33374166,168,0.572014731,0.827494158,1.43478805,0,0,0,0.141011312,-0.0398759681,False,False,0.334815857,0.827494158,1.43478805,0,0,0,0,0,False,26,0.00329529105,True,False,26,0.00346767743,True,False,False,False,False,False,False
2026-02-06,0.00896440234,1,0.00863908338,0.00863908338,0.0172781668,0.518828327,169,0.568528973,0.827056251,1.4298857,0,0,0,0.104165069,-0.0398759681,False,False,-0.302293258,0.827056251,1.4298857,0,0,0,0,0,False,26,0.00333903707,True,False,26,0.00369848305,True,False,False,False,False,False,False
2026-03-06,0.00764319395,1,0.013800662,0.013800662,0.0276013241,0.276914033,170,0.567612752,0.826618344,1.42498334,0,0,0,0.122223493,-0.0433002492,False,False,-0.346563046,0.826618344,1.42498334,0,0,0,0,0,False,26,0.00266071564,True,False,26,0.0033961135,True,False,False,False,False,False,False
2026-04-03,0.0196932096,1,0.00848448392,0.00848448392,0.0169689678,1.16054257,171,0.566696531,0.826180438,1.42008099,0.2,0,0,0.19004074,-0.126349739,True,True,0.385420589,0.826180438,1.42008099,0.2,0,0,0,0,False,26,0.00160709474,True,False,26,0.00273368412,True,True,True,True,True,False,False
2026-05-01,0.0220315871,1,0.0098490894,0.0098490894,0.0196981788,1.11845807,172,0.568070863,0.827932065,1.41517863,0.2,0,0,0.226765828,-0.126349739,True,True,0.0632844556,0.827932065,1.41517863,0.2,0,0.2,0,0.2,True,26,0.00333910889,True,True,26,0.00436673708,True,True,True,True,True,False,False
2026-06-05,0.0125463194,1,0.0171008183,0.0171008183,0.0342016366,0.36683389,173,0.572014731,0.829133043,1.41027628,0,0,0,0.253559559,-0.126349739,True,True,-0.257400548,0.829133043,1.41027628,0,0,0,0,0,False,26,0.00399462899,True,False,26,0.0051454317,True,True,True,True,True,True,False
2026-07-03,0.0146398908,1,0.0112546897,0.0112546897,0.0225093795,0.650390687,174,0.568528973,0.828878686,1.40537392,0.1,0,0,0.220874202,-0.126349739,True,True,-0.00840177901,0.828878686,1.40537392,0,0,0,0,0,False,26,0.000107146552,True,False,26,0.000384043259,True,True,True,True,True,True,False
