variant,cost_bps,decision_date,realization_date,ml_weight,winner_net_return,ml_net_return,allocation_turnover,allocation_cost,net_return
persistent_cost_aware_buffered_guarded,10,2012-01-06,2012-01-13,0,0.00576492301,0.0155265493,0,0,0.00576492301
persistent_cost_aware_buffered_guarded,10,2012-01-13,2012-01-20,0,-0.00314798591,0.0219993244,0,0,-0.00314798591
persistent_cost_aware_buffered_guarded,10,2012-01-20,2012-01-27,0,0.00892225382,0.0160827072,0,0,0.00892225382
persistent_cost_aware_buffered_guarded,10,2012-01-27,2012-02-03,0,0.00321481732,0.0246623203,0,0,0.00321481732
persistent_cost_aware_buffered_guarded,10,2012-02-03,2012-02-10,0,8.09867919e-05,-0.00146885154,0,0,8.09867919e-05
persistent_cost_aware_buffered_guarded,10,2012-02-10,2012-02-17,0,0.00198224298,0.0111757273,0,0,0.00198224298
persistent_cost_aware_buffered_guarded,10,2012-02-17,2012-02-24,0,0.00781987468,0.00611095665,0,0,0.00781987468
persistent_cost_aware_buffered_guarded,10,2012-02-24,2012-03-02,0,0.00157648066,-0.0050863573,0,0,0.00157648066
persistent_cost_aware_buffered_guarded,10,2012-03-02,2012-03-09,0,-0.00196870526,0.00309448463,0,0,-0.00196870526
persistent_cost_aware_buffered_guarded,10,2012-03-09,2012-03-16,0,-0.000578222086,0.0308997052,0,0,-0.000578222086
persistent_cost_aware_buffered_guarded,10,2012-03-16,2012-03-23,0,0.0014765411,-0.0021121702,0,0,0.0014765411
persistent_cost_aware_buffered_guarded,10,2012-03-23,2012-03-30,0,0.00383654323,0.00580351316,0,0,0.00383654323
persistent_cost_aware_buffered_guarded,10,2012-03-30,2012-04-06,0,-0.00778865309,-0.00707674424,0,0,-0.00778865309
persistent_cost_aware_buffered_guarded,10,2012-04-06,2012-04-13,0,-0.00458702127,-0.00327564697,0,0,-0.00458702127
persistent_cost_aware_buffered_guarded,10,2012-04-13,2012-04-20,0,0.00166299091,-0.00058790563,0,0,0.00166299091
persistent_cost_aware_buffered_guarded,10,2012-04-20,2012-04-27,0,0.0103964055,0.0128892461,0,0,0.0103964055
persistent_cost_aware_buffered_guarded,10,2012-04-27,2012-05-04,0,-0.00873606144,-0.0230093378,0,0,-0.00873606144
persistent_cost_aware_buffered_guarded,10,2012-05-04,2012-05-11,0,0.000724550296,-0.00212676595,0,0,0.000724550296
persistent_cost_aware_buffered_guarded,10,2012-05-11,2012-05-18,0,-0.0276305641,-0.0259389594,0,0,-0.0276305641
persistent_cost_aware_buffered_guarded,10,2012-05-18,2012-05-25,0,0.0112424689,0.00566120519,0,0,0.0112424689
persistent_cost_aware_buffered_guarded,10,2012-05-25,2012-06-01,0,0.00152578349,-0.0113348354,0,0,0.00152578349
persistent_cost_aware_buffered_guarded,10,2012-06-01,2012-06-08,0,0.00999659077,0.00120115529,0,0,0.00999659077
persistent_cost_aware_buffered_guarded,10,2012-06-08,2012-06-15,0,0.0056259953,0.00188728104,0,0,0.0056259953
persistent_cost_aware_buffered_guarded,10,2012-06-15,2012-06-22,0,-0.00191407267,-0.00748030474,0,0,-0.00191407267
persistent_cost_aware_buffered_guarded,10,2012-06-22,2012-06-29,0,0.0134723288,0.00687256678,0,0,0.0134723288
persistent_cost_aware_buffered_guarded,10,2012-06-29,2012-07-06,0,0.00314883928,0.0105872031,0,0,0.00314883928
persistent_cost_aware_buffered_guarded,10,2012-07-06,2012-07-13,0,0.00229423332,-0.00105141372,0,0,0.00229423332
persistent_cost_aware_buffered_guarded,10,2012-07-13,2012-07-20,0,0.00350535,0.00485137575,0,0,0.00350535
persistent_cost_aware_buffered_guarded,10,2012-07-20,2012-07-27,0,0.00285858514,0.0244848821,0,0,0.00285858514
persistent_cost_aware_buffered_guarded,10,2012-07-27,2012-08-03,0,0.00171768677,-0.00158147899,0,0,0.00171768677
persistent_cost_aware_buffered_guarded,10,2012-08-03,2012-08-10,0,-0.00282660308,-0.00060958422,0,0,-0.00282660308
persistent_cost_aware_buffered_guarded,10,2012-08-10,2012-08-17,0,-0.00616330787,-0.00919321691,0,0,-0.00616330787
