variant,avg_BIL,avg_SPY,avg_offense,avg_defense,max_offense,max_single_weight
b8_asymmetric_breadth_gate,0.2682271894836442,0.0599464237484424,0.41459073725086765,0.5463703926673749,0.9194573889021438,1.0
b8_calm_neutral_confirmation,0.2695637713433109,0.059675223289225955,0.4132541553912009,0.5477069745270416,0.9194573889021438,1.0
b8_recovery_safe_sector_gate,0.2678041856216738,0.059997845510773966,0.41501857781171914,0.5459425521065234,0.9194573889021438,1.0
b8_soft_etf_breadth_95_103,0.2649095481438517,0.06047950322186854,0.41848008872669185,0.5425275795671867,0.934718330444484,1.0
b8_soft_etf_breadth_90_105,0.26388349831925323,0.06062027542685043,0.4198912369592272,0.5411496713376838,0.9456093958598345,1.0
b8_sector_soft_95_103,0.2634188033356271,0.06079951437939508,0.4200508448421936,0.5409588744873175,0.939614723966537,1.0
b8_sector_soft_90_105,0.26140039392359504,0.06115323420916016,0.4225119329763903,0.5385366813624993,0.9531154004028466,1.0
b8_market_quality_composite_mild,0.2782030750284416,0.058515356119430886,0.40538472017460364,0.5560416141348965,0.9357735863772957,1.0
b8_market_quality_composite_medium,0.2813006664917757,0.05801319679317884,0.40228712871126954,0.5591392055982304,0.9357735863772957,1.0
