candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week,cagr_delta,sharpe_delta,drawdown_delta
cash_rel_8w_00_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9552362922178914,2.5308509397312555,4.923251852186873,-0.11057976323854946,1.0105852450864408,0.9806112219439931,0.28183114464276154,0.660377358490566,0.11529536904474091,-0.0724939435810179,0.03213209808745998,0.09771248131580235,0.023839123546240626
cash_rel_8w_00_20,base,50,ytd,32,2026-01-02,2026-08-07,0.9601359067534008,2.320282343932256,4.547660898681488,-0.11057976323854946,1.031346971113194,0.5131027519787876,0.31194210934702676,0.625,0.11529536904474091,-0.0724939435810179,0.07702287065777891,0.17374276725881543,0.023839123546240626
cash_rel_8w_05_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.36663153242283086,1.5118410147788377,2.4668322095745143,-0.21829343055387684,1.2679600409805096,2.093371774317228,0.2236796958894523,0.6117021276595744,0.10928498555828203,-0.12571027160248693,-0.019312374955840816,-0.026997881229058773,-0.0058779195696819775
cash_rel_8w_05_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.539578664054122,1.8050941785436698,3.0093379871092454,-0.2182934305538764,1.031474478504958,1.390053652159216,0.2583593897919154,0.6571428571428571,0.10928498555828203,-0.12571027160248693,-0.019003528442066653,0.003983763432141574,-0.005877919569681422
cash_rel_8w_05_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9367782790427479,2.5711674222959284,4.992996327445356,-0.10765981124233259,0.8279000949984429,0.9615558286280266,0.2727375233060132,0.6792452830188679,0.10928498555828203,-0.07027644761635177,0.013674084912316475,0.13802896388047525,0.02675907554245749
cash_rel_8w_05_20,base,50,ytd,32,2026-01-02,2026-08-07,0.949668945922689,2.37693688465622,4.681196328330675,-0.10765981124233237,0.854183547677279,0.5081254232688366,0.30087441384388486,0.625,0.10928498555828203,-0.07027644761635177,0.06655590982706716,0.23039730798277924,0.02675907554245771
cash_rel_8w_05_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.35958308720719745,1.4900009675338086,2.431012772895232,-0.21829343055387662,2.075313796298107,2.036079284942422,0.2234270233841932,0.601063829787234,0.10928498555828225,-0.12571027160248704,-0.02636082017147423,-0.048837928474087855,-0.0058779195696817554
cash_rel_8w_05_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5365582104154634,1.800388790400824,3.0037805400106263,-0.21829343055387662,1.680702211613377,1.3805949951630376,0.25786195279064605,0.6571428571428571,0.10928498555828225,-0.12571027160248704,-0.022023982080725313,-0.0007216247107042495,-0.005877919569681644
cash_rel_8w_05_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9519898511789608,2.606579609451353,5.11333482344052,-0.09567784958457803,1.3271751713956905,0.977259460554301,0.2719880417197071,0.6981132075471698,0.10928498555828225,-0.07027644761635177,0.028885657048529412,0.17344115103589974,0.03874103720021205
cash_rel_8w_05_30,base,50,ytd,32,2026-01-02,2026-08-07,0.9876773348488084,2.4503939310134073,4.899814906164653,-0.09567784958457815,1.3585009804042176,0.526150868048318,0.2996855960452421,0.65625,0.10928498555828225,-0.07027644761635177,0.10456429875318651,0.30385435433996655,0.038741037200211936
cash_rel_8w_10_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.35393862126309417,1.4904239420886238,2.417100247773355,-0.22414084172827142,1.7182254860616755,1.9907555396348084,0.22007606828549717,0.5957446808510638,0.10327742772697523,-0.12572386728948481,-0.032005286115577514,-0.04841495391927264,-0.011725330744076556
cash_rel_8w_10_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5227813633355516,1.7949324702077165,2.9696425669298847,-0.22414084172827142,1.401469632410011,1.337692409566281,0.2529115664186472,0.6476190476190476,0.10327742772697523,-0.12572386728948481,-0.03580082916063709,-0.0061779449038117384,-0.011725330744076445
cash_rel_8w_10_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9332085542771591,2.6458137305883023,5.186038674957001,-0.0936571828008278,1.138015249257248,0.9578709742960136,0.2634242666288978,0.6981132075471698,0.10327742772697523,-0.06805679705282619,0.010104360146727664,0.2126752721728491,0.04076170398396228
cash_rel_8w_10_30,base,50,ytd,32,2026-01-02,2026-08-07,0.9766912460195847,2.511296806170486,5.0557319591186,-0.09365718280082769,1.1744167893271935,0.5209544525233596,0.28899339288356835,0.65625,0.10327742772697523,-0.06805679705282619,0.09357820992396282,0.36475722949704537,0.040761703983962394
cash_rel_13w_00_10,base,50,full_recent,188,2023-01-06,2026-08-07,0.38731948077089173,1.547820408710144,2.547580105950947,-0.21548521775479834,0.5326126994741689,2.2660488445160345,0.22900436308575153,0.6117021276595744,0.11529536904474091,-0.12569620363330747,0.001375573392220053,0.008981512702247452,-0.0030697067706034753
cash_rel_13w_00_10,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5659635523008391,1.8245598986896747,3.0680626860666673,-0.21238320825479484,0.5548445234016548,1.4734839706952836,0.26606962697253655,0.6571428571428571,0.11529536904474091,-0.12569620363330747,0.007381359804650378,0.02344948357814647,3.2302729400135455e-05
cash_rel_13w_00_10,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9531589625293568,2.4968816024185814,4.805963847692312,-0.1287647362225901,0.11737684474707745,0.9784664876247797,0.28566923356435575,0.660377358490566,0.11529536904474091,-0.0724939435810178,0.030054768398925402,0.0637431440031282,0.005654150562199978
cash_rel_13w_00_10,base,50,ytd,32,2026-01-02,2026-08-07,0.9321056132900711,2.2384801936049277,4.31588190500597,-0.12876473622258988,0.19440539911234705,0.49975041973602874,0.3176057492324327,0.625,0.11529536904474091,-0.0724939435810178,0.04899257719444927,0.09194061693148692,0.0056541505622002
cash_rel_13w_00_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.3885904389917565,1.5544849441474045,2.5673825678954163,-0.2197117185919416,1.0635666684034357,2.2768794367444936,0.22854382505017332,0.6117021276595744,0.11529536904474091,-0.12569620363330747,0.0026465316130848127,0.015646048139507984,-0.007296207607746741
cash_rel_13w_00_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5732213015905709,1.8453831401153324,3.1102081354419235,-0.21236021448231956,1.1073434178876531,1.4966867469527028,0.26551424891843006,0.6571428571428571,0.11529536904474091,-0.12569620363330747,0.014639109094382263,0.04427272500380419,5.5296501875412574e-05
cash_rel_13w_00_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9834116041272369,2.556666418204467,4.990779803828518,-0.12316427265011909,0.23035986419754945,1.0097050678339525,0.28499756964446843,0.660377358490566,0.11529536904474091,-0.0724939435810178,0.060307409996805506,0.12352795978901376,0.011254614134670993
cash_rel_13w_00_20,base,50,ytd,32,2026-01-02,2026-08-07,0.9819229190843375,2.326043550989636,4.570739107596895,-0.12316427265011909,0.3815335250771913,0.5234304133440624,0.3165876236569157,0.625,0.11529536904474091,-0.0724939435810178,0.09880988298871562,0.17950397431619525,0.011254614134670993
cash_rel_13w_05_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.37951062817906567,1.5500938429752864,2.541985911163397,-0.220869810751829,0.8554081608714416,2.2000723617481164,0.22433989208829425,0.6117021276595744,0.10928498555828203,-0.12571027160248693,-0.006433279199606012,0.011254946967389934,-0.008454299767634121
cash_rel_13w_05_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5543127250815578,1.8347327932256188,3.064275179880884,-0.21823812944848664,0.8921809025608631,1.4364653302511097,0.2595936727636698,0.6571428571428571,0.10928498555828203,-0.12571027160248693,-0.0042694674146308564,0.03362237811409052,-0.005822618464291662
cash_rel_13w_05_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9575674959889897,2.5919513793157116,5.049598177251921,-0.11715583562270582,0.2660708684820129,0.9830181201622139,0.2749512810998845,0.6792452830188679,0.10928498555828203,-0.07027644761635177,0.03446330185855828,0.15881292090025845,0.017263051162084264
cash_rel_13w_05_20,base,50,ytd,32,2026-01-02,2026-08-07,0.9658387100662396,2.3820961674568992,4.70346942415974,-0.1171558356227057,0.3928831716283371,0.5158102898222494,0.30413335158272586,0.625,0.10928498555828203,-0.07027644761635177,0.0827256739706177,0.23555659078345847,0.017263051162084375
cash_rel_13w_05_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.38067002117993987,1.5544481729380124,2.556646284338303,-0.2251177111199003,1.3847361124270012,2.2098064927396055,0.22423669774705274,0.6117021276595744,0.10928498555828203,-0.12571027160248693,-0.005273886198731814,0.015609276930115934,-0.012702200135705444
cash_rel_13w_05_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5613607479433964,1.8531808490408972,3.099653629776115,-0.2190574498648904,1.4423751351562384,1.4588256264861852,0.2594509393562148,0.6666666666666666,0.10928498555828203,-0.12571027160248693,0.002778555447207731,0.05207043392936894,-0.006641938880695419
cash_rel_13w_05_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9876185804449138,2.6492883832093734,5.225685382957868,-0.11157169754843788,0.37470605082534725,1.0140498791640686,0.2748049681516254,0.6792452830188679,0.10928498555828203,-0.07027644761635166,0.06451438631448236,0.21614992479392026,0.022847189236352206
cash_rel_13w_05_30,base,50,ytd,32,2026-01-02,2026-08-07,1.0160724453949879,2.4678658688339015,4.957599667716415,-0.11157169754843776,0.5728101923844845,0.5395308293009549,0.30388340119070484,0.625,0.10928498555828203,-0.07027644761635166,0.132959409299366,0.3213262921604607,0.022847189236352317
cash_rel_13w_10_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.37152917727134604,1.5471918193676146,2.5274538388966215,-0.22629248844456396,1.1723227089656194,2.133639483241657,0.22044240761992875,0.6063829787234043,0.10327742772697523,-0.12572386728948481,-0.014414730107325635,0.008352923359718156,-0.013876977460369089
cash_rel_13w_10_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5423992428171471,1.8389170464285733,3.0485284944519915,-0.22440886863626042,1.2212408564598989,1.398903488575436,0.2540355493187535,0.6571428571428571,0.10327742772697523,-0.12572386728948481,-0.016182949679041547,0.03780663131704509,-0.01199335765206544
cash_rel_13w_10_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9613009066346787,2.6829334630819215,5.285511301608383,-0.10642919968600684,0.40154915203303787,0.9868728698684905,0.26541889844380273,0.6792452830188679,0.10327742772697523,-0.06805679705282641,0.03819671250424728,0.2497950046664683,0.027989687098783245
cash_rel_13w_10_30,base,50,ytd,32,2026-01-02,2026-08-07,0.9992296178960709,2.527790719077308,5.111773127912582,-0.10642919968600673,0.5744401024589062,0.5316031921345667,0.29198394196694905,0.625,0.10327742772697523,-0.06805679705282641,0.11611658180044904,0.38125114240386715,0.027989687098783356
cash_rel_26w_00_10,base,50,full_recent,188,2023-01-06,2026-08-07,0.3821946817055999,1.5258365864037122,2.498086511988948,-0.21640853565990814,0.42786569607635144,2.222639950651636,0.23002004184264435,0.6170212765957447,0.11529536904474091,-0.12569620363330747,-0.0037492256730717877,-0.013002309604184248,-0.003993024675713275
cash_rel_26w_00_10,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5592368082619787,1.7983695836105789,3.0136612459758423,-0.21371217577421442,0.360719827511917,1.4520764398582906,0.26778383660879357,0.6571428571428571,0.11529536904474091,-0.12569620363330747,0.0006546157657900675,-0.002740831500949392,-0.0012966647900194417
cash_rel_26w_00_10,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9370440710741315,2.454461148430625,4.673525902185145,-0.13609067384326867,0.10991854243700154,0.9618301981223325,0.28739258405415996,0.660377358490566,0.11529536904474091,-0.0724939435810178,0.013939876943700025,0.02132269001517173,-0.001671787058478591
cash_rel_26w_00_10,base,50,ytd,32,2026-01-02,2026-08-07,0.90577456864314,2.179547552039499,4.1423569714463495,-0.13609067384326845,0.18205258591128382,0.4871394999553762,0.32019909153654436,0.625,0.11529536904474091,-0.0724939435810178,0.022661532547518126,0.03300797536605815,-0.001671787058478369
cash_rel_26w_00_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.3783922220337761,1.511147038535436,2.4704971930264326,-0.22151458123297785,0.8528390744824859,2.1907026048165963,0.2304935004772637,0.6170212765957447,0.11529536904474091,-0.12569620363330747,-0.007551685344895587,-0.0276918574724605,-0.009099070248782981
cash_rel_26w_00_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5598133606126638,1.794014122817186,3.0040028530099345,-0.21501904489864831,0.7183104716603356,1.4539076089905816,0.26879068195526534,0.6571428571428571,0.11529536904474091,-0.12569620363330747,0.0012311681164751676,-0.007096292294342277,-0.0026035339144533376
cash_rel_26w_00_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9509369376788599,2.472913632064525,4.72943535674695,-0.1377945939976034,0.21721171420412108,0.976172411671614,0.2882717617409111,0.660377358490566,0.11529536904474091,-0.0724939435810178,0.027832743548428462,0.03977517364907168,-0.003375707212813328
cash_rel_26w_00_20,base,50,ytd,32,2026-01-02,2026-08-07,0.9284664134598155,2.2090703316216236,4.223426828558878,-0.13779459399760352,0.3597569016505755,0.4980114257246624,0.3215258973275475,0.625,0.11529536904474091,-0.0724939435810178,0.04535337736419365,0.06253075494818283,-0.003375707212813439
cash_rel_26w_05_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.37259268471875684,1.519902938693222,2.473627215110621,-0.22225975637062922,0.6977293082787184,2.1424333394295982,0.22567083069247995,0.6170212765957447,0.10928498555828181,-0.12571027160248693,-0.013351222659914841,-0.018935957314674567,-0.009844245386434358
cash_rel_26w_05_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5443946020941848,1.795424063513641,2.9847388966324937,-0.22023489761022574,0.6002657975330767,1.405174090916904,0.2620344892632395,0.6571428571428571,0.10928498555828181,-0.12571027160248693,-0.014187590402003902,-0.005686351597887329,-0.007819386626030767
cash_rel_26w_05_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9336002459932722,2.5265900151005716,4.845367988577057,-0.1281713986854236,0.24896969793622778,0.9582752923353242,0.27739626541024354,0.6792452830188679,0.10928498555828181,-0.07027644761635177,0.01049605186284075,0.0934515566851184,0.006247488099366483
cash_rel_26w_05_20,base,50,ytd,32,2026-01-02,2026-08-07,0.9261355992861424,2.2899232159961636,4.424175602364821,-0.1281713986854235,0.3645593579118809,0.49689698154837747,0.3078450583138964,0.625,0.10928498555828181,-0.07027644761635177,0.04302256319052056,0.1433836393227228,0.006247488099366594
cash_rel_26w_05_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.36875433395635615,1.5031386409793188,2.442833564619357,-0.22734567770129643,1.1198144825939993,2.110778880660393,0.22642608204853304,0.6170212765957447,0.10928498555828203,-0.12571027160248682,-0.01718957342231553,-0.035700255028577654,-0.014930166717101567
cash_rel_26w_05_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5448889370222287,1.7891397283355615,2.9710738844425366,-0.22154304140006675,0.95473036827799,1.4067288615566684,0.26332212387862974,0.6666666666666666,0.10928498555828203,-0.12571027160248682,-0.013693255473959942,-0.011970686775966799,-0.009127530415871776
cash_rel_26w_05_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9473213211134988,2.542090809604744,4.893317299789126,-0.12992660230949682,0.3536394205734993,0.9724396629946026,0.2786528063042865,0.6792452830188679,0.10928498555828203,-0.07027644761635177,0.024217126983067327,0.10895235118929092,0.004492284475293262
cash_rel_26w_05_30,base,50,ytd,32,2026-01-02,2026-08-07,0.9488260657234038,2.3160045613625044,4.497231480164579,-0.12992660230949682,0.5379185860298611,0.5077241639003149,0.30973758297357457,0.625,0.10928498555828203,-0.07027644761635177,0.06571302962778192,0.16946498468906368,0.004492284475293262
cash_rel_26w_10_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.3628791527851809,1.5092349211518798,2.4421579415209234,-0.228112730801875,0.9606877289330551,2.062774544504269,0.22200519528835394,0.6117021276595744,0.10327742772697546,-0.12572386728948493,-0.023064754593490777,-0.029603974856016624,-0.01569721981768013
cash_rel_26w_10_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5294042370372758,1.7868455561919019,2.946253501092684,-0.2267260121151916,0.8309368722762249,1.3582675961113666,0.25709967961251845,0.6571428571428571,0.10327742772697546,-0.12572386728948493,-0.029177955458912885,-0.014264858919626366,-0.014310501130996633
cash_rel_26w_10_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9295664001407211,2.593974671295132,5.009814554240054,-0.12116321379113215,0.37697724002347005,0.9541114894838096,0.2684673838587497,0.6792452830188679,0.10327742772697546,-0.06805679705282619,0.006462206010289684,0.16083621287967897,0.01325567299365793
cash_rel_26w_10_30,base,50,ytd,32,2026-01-02,2026-08-07,0.9459378803834377,2.4002865471966754,4.7170175065689985,-0.12116321379113226,0.5337428731930597,0.5063487153449993,0.296658383640684,0.625,0.10327742772697546,-0.06805679705282619,0.06282484428781587,0.2537469705232347,0.013255672993657819
cash_rel_39w_00_10,base,50,full_recent,188,2023-01-06,2026-08-07,0.3767787099926925,1.5115221538260033,2.4724981241654316,-0.22316504862962205,0.3865015849065603,2.1772199522817517,0.22950874165756907,0.6170212765957447,0.11529536904474091,-0.12569620363330747,-0.009165197385979207,-0.027316742181893172,-0.010749537645427187
cash_rel_39w_00_10,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5469142422505278,1.7750581846432418,2.966003548586854,-0.21933522950663709,0.39117285418544906,1.4131040994620947,0.26662290106102277,0.6571428571428571,0.11529536904474091,-0.12569620363330747,-0.011667950245660919,-0.02605223046828642,-0.006919718522442109
cash_rel_39w_00_10,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9231041941304325,2.4331384584154536,4.608076981179563,-0.13441888678479008,0.0,0.9474414418697321,0.28684550654384433,0.660377358490566,0.11529536904474091,-0.07249394358101768,1.1102230246251565e-15,4.440892098500626e-16,0.0
cash_rel_39w_00_10,base,50,ytd,32,2026-01-02,2026-08-07,0.883113036095623,2.1465395766734425,4.050310444818284,-0.13441888678479008,0.0,0.47623229310385917,0.3193675169064503,0.625,0.11529536904474091,-0.07249394358101768,1.1102230246251565e-15,1.7763568394002505e-15,0.0
cash_rel_39w_00_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.3676278499040364,1.4830737321860548,2.4215325539543917,-0.2349257843787118,0.7731365160554101,2.101532841195887,0.22936620810124828,0.6063829787234043,0.11529536904474091,-0.12569620363330758,-0.018316057474635272,-0.05576516382184171,-0.022510273394516944
cash_rel_39w_00_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5352715099697147,1.7479193849661736,2.9120080902252194,-0.2262305656704794,0.7834058086205876,1.3765713976330138,0.26636800189616927,0.6476190476190476,0.11529536904474091,-0.12569620363330758,-0.023310682526473947,-0.053191030145354645,-0.013815054686284411
cash_rel_39w_00_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9231041941304328,2.4331384584154536,4.608076981179564,-0.1344188867847902,0.0,0.9474414418697323,0.28684550654384433,0.660377358490566,0.11529536904474091,-0.0724939435810178,1.3322676295501878e-15,4.440892098500626e-16,-1.1102230246251565e-16
cash_rel_39w_00_20,base,50,ytd,32,2026-01-02,2026-08-07,0.8831130360956234,2.1465395766734443,4.050310444818286,-0.1344188867847902,0.0,0.4762322931038594,0.31936751690645027,0.625,0.11529536904474091,-0.0724939435810178,1.5543122344752192e-15,3.552713678800501e-15,-1.1102230246251565e-16
cash_rel_39w_05_20,base,50,full_recent,188,2023-01-06,2026-08-07,0.3632805094985141,1.494447384659015,2.428670226443341,-0.23230345024684051,0.6365964435640685,2.066036739828431,0.22480398378573233,0.6063829787234043,0.10928498555828203,-0.12571027160248682,-0.022663397880157587,-0.04439151134888153,-0.01988793926264565
cash_rel_39w_05_20,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5261518701458199,1.7606749952703926,2.915647124063403,-0.22856422478464156,0.6490797559773885,1.3481521421906826,0.26012537774146843,0.6476190476190476,0.10928498555828203,-0.12571027160248682,-0.0324303223503688,-0.040435419841135634,-0.01614871380044658
cash_rel_39w_05_20,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9128525368970772,2.4972079887634995,4.752464215404716,-0.1256345761320029,0.0949516135854257,0.9368609490882764,0.2761566056474689,0.6792452830188679,0.10928498555828203,-0.07027644761635166,-0.010251657233354194,0.0640695303480463,0.008784310652787175
cash_rel_39w_05_20,base,50,ytd,32,2026-01-02,2026-08-07,0.8920255343487014,2.243077940922644,4.288622041920869,-0.1256345761320029,0.10946690570586493,0.48052795218166366,0.305970244338444,0.625,0.10928498555828203,-0.07027644761635166,0.008912498253079493,0.09653836424920303,0.008784310652787175
cash_rel_39w_05_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.35417377091018887,1.4643608564343953,2.3754101404618093,-0.24398742631127235,1.023375535376871,1.9926339021378707,0.22482203650207322,0.5957446808510638,0.10928498555828203,-0.12571027160248704,-0.03177013646848281,-0.07447803957350119,-0.03157191532707748
cash_rel_39w_05_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5146042987433812,1.731898288668295,2.858936511641507,-0.23541371124653165,1.042392861628953,1.3124143843046783,0.2600113510069869,0.6571428571428571,0.10928498555828203,-0.12571027160248704,-0.04397789375280747,-0.06921212644323327,-0.022998200262336677
cash_rel_39w_05_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9128525368970781,2.4972079887634977,4.7524642154047125,-0.12563457613200313,0.09495161358542516,0.9368609490882773,0.2761566056474693,0.6792452830188679,0.10928498555828203,-0.07027644761635166,-0.010251657233353306,0.06406953034804452,0.008784310652786953
cash_rel_39w_05_30,base,50,ytd,32,2026-01-02,2026-08-07,0.8920255343487062,2.2430779409226465,4.288622041920874,-0.12563457613200302,0.10946690570586441,0.4805279521816661,0.30597024433844444,0.625,0.10928498555828203,-0.07027644761635166,0.008912498253084378,0.0965383642492057,0.008784310652787064
cash_rel_39w_10_30,base,50,full_recent,188,2023-01-06,2026-08-07,0.349751876596446,1.4729073095072758,2.3782688860004635,-0.24141656541799938,0.8822972248890695,1.9574546281034504,0.22067465716958248,0.5957446808510638,0.10327742772697523,-0.12572386728948481,-0.03619203078222566,-0.0659315865006207,-0.02900105443380452
cash_rel_39w_10_30,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5053927306187285,1.7408929703017442,2.8564522073317495,-0.23772884699575936,0.901381310839268,1.2841045118202712,0.2543247686060257,0.6476190476190476,0.10327742772697523,-0.12572386728948481,-0.05318946187746021,-0.06021744480978408,-0.02531333601156438
cash_rel_39w_10_30,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9021839338782163,2.5593953361797372,4.896700295346937,-0.11771746769840474,0.17993095023923172,0.9258512943604802,0.2662178249487235,0.6792452830188679,0.10327742772697523,-0.06805679705282641,-0.02092026025221516,0.12625687776428407,0.01670141908638534
cash_rel_39w_10_30,base,50,ytd,32,2026-01-02,2026-08-07,0.9004141967299732,2.343185139613471,4.54559141605896,-0.11771746769840474,0.20738495573791493,0.4845640275989225,0.29325620432307853,0.625,0.10327742772697523,-0.06805679705282641,0.017301160634351387,0.19664556294003033,0.01670141908638534
rotate_return_8w_10,base,50,full_recent,188,2023-01-06,2026-08-07,0.3477402252401558,1.4298100448959326,2.3239946266511136,-0.2178681460799875,2.3058603007068132,1.9415499530739977,0.22727200454652857,0.6117021276595744,0.11471177237474928,-0.12569620363330736,-0.03820368213851588,-0.10902885111196392,-0.005452635095792635
rotate_return_8w_10,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5219561383031468,1.7302835546488167,2.885607871243405,-0.2163929251585568,2.286428838856196,1.3351350711242844,0.2635814970951681,0.6571428571428571,0.11471177237474928,-0.12569620363330736,-0.03662605419304188,-0.07082686046271158,-0.003977414174361815
rotate_return_8w_10,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.9055732743601888,2.4602763546598805,4.648445886320869,-0.12163899857162475,1.6411415759069499,0.9293488561981353,0.27904244253966265,0.6792452830188679,0.11471177237474928,-0.0724939435810178,-0.01753091977024268,0.027137896244427306,0.012779888213165336
rotate_return_8w_10,base,50,ytd,32,2026-01-02,2026-08-07,0.8902452404036396,2.202418301838179,4.195511745115197,-0.12163899857162475,1.532371141183277,0.4796705065728528,0.31197271753510003,0.625,0.11471177237474928,-0.0724939435810178,0.007132204308017753,0.05587872516473835,0.012779888213165336
