implementation,cost_bps,window,weeks,start,end,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover
corrected_causal_same_history,100,post_2024,119,2024-01-05,2026-04-10,0.13277049389600148,0.12814826097878143,0.08194745570105995,1.5637857195500933,2.46830617147879,-0.07495278289112584,3.700300848483851
corrected_causal_current,10,full,1127,2005-01-07,2026-08-07,0.06886710967296628,0.06953711461821235,0.07604539177055962,0.9144158902884777,1.343377131869277,-0.1164553441283337,3.2231739239537602
corrected_causal_current,10,trailing_1y,53,2025-08-08,2026-08-07,0.15304539375324588,0.14670003840996107,0.09137641025312727,1.6054475986042622,2.5834734462709052,-0.07268334294791334,3.913379588955296
corrected_causal_current,10,trailing_2y,105,2024-08-09,2026-08-07,0.14400492657178932,0.13830528189007105,0.08519637203329496,1.623370556624418,2.59883262465988,-0.07268334294791357,3.9024299032726018
corrected_causal_current,10,trailing_3y,157,2023-08-11,2026-08-07,0.13939010663474227,0.13388696590519936,0.08064026030992677,1.66029927719266,2.7004217540191737,-0.07268334294791334,3.5994971413391292
corrected_causal_current,10,post_2024,136,2024-01-05,2026-08-07,0.14129389001544967,0.13544310302582077,0.07918731865933108,1.7104140576915563,2.7736583911242088,-0.07268334294791357,3.7538540614862796
corrected_causal_current,50,full,1127,2005-01-07,2026-08-07,0.055196624765595725,0.05665585875886209,0.07610760584929767,0.7444178295536926,1.0742702306762142,-0.1187273285482241,3.2231739239537602
corrected_causal_current,50,trailing_1y,53,2025-08-08,2026-08-07,0.13521173016813615,0.13104652005413991,0.09106898461019981,1.4389807969755555,2.2695228145089943,-0.07709418907424204,3.913379588955296
corrected_causal_current,50,trailing_2y,105,2024-08-09,2026-08-07,0.12630146875692239,0.1226955622769806,0.08546789142315725,1.4355749303502372,2.2495731804011427,-0.07709418907424204,3.9024299032726018
corrected_causal_current,50,trailing_3y,157,2023-08-11,2026-08-07,0.12313150740436418,0.11948897733984283,0.08073164483231036,1.4800760914513293,2.3560446865832336,-0.07709418907424193,3.5994971413391292
corrected_causal_current,50,post_2024,136,2024-01-05,2026-08-07,0.12429827798857618,0.12042768677987564,0.07947939618821577,1.5152063623469145,2.4037880770642404,-0.07709418907424193,3.7538540614862796
corrected_causal_current,100,full,1127,2005-01-07,2026-08-07,0.038334240746891846,0.040554288934674276,0.07637754939444774,0.5309713293527374,0.7495232122600577,-0.13244359481282264,3.2231739239537602
corrected_causal_current,100,trailing_1y,53,2025-08-08,2026-08-07,0.11328379823306789,0.11147962210936344,0.09084571163707968,1.2271313648212074,1.8885128046995887,-0.08449042283657948,3.913379588955296
corrected_causal_current,100,trailing_2y,105,2024-08-09,2026-08-07,0.10453041377807581,0.10318341276061763,0.08601059142630971,1.1996593797290753,1.83178278989975,-0.08449042283657926,3.9024299032726018
corrected_causal_current,100,trailing_3y,157,2023-08-11,2026-08-07,0.10311063137880172,0.10149149163314722,0.08104145602435438,1.25234042688778,1.941922890726688,-0.08449042283657904,3.5994971413391292
corrected_causal_current,100,post_2024,136,2024-01-05,2026-08-07,0.10338446781241561,0.10165841647244427,0.08004882954035716,1.2699550643797044,1.9615078066078455,-0.08449042283657959,3.7538540614862796
