implementation,cost_bps,window,weeks,start,end,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover
legacy_saved_meta,10,full,1110,2005-01-07,2026-04-10,0.07079898001966267,0.0713602169261038,0.07624227897798382,0.9359664727061766,1.3773252774763698,-0.11645533666874597,3.209759437668418
legacy_saved_meta,10,trailing_1y,53,2025-04-11,2026-04-10,0.22469663684259888,0.2067950869895681,0.08689411763779045,2.3798513939870247,3.985276371598473,-0.07264584011748598,3.9272765401532648
legacy_saved_meta,10,trailing_2y,105,2024-04-12,2026-04-10,0.17090632181972332,0.1614602911614487,0.08336984237676061,1.9366750201084204,3.1864923367337368,-0.07264584011748587,3.7265823621027354
legacy_saved_meta,10,trailing_3y,157,2023-04-14,2026-04-10,0.14507258501260978,0.13886338489887534,0.08050700769124426,1.7248608398344156,2.83451510867115,-0.07264584011748587,3.5664257736832283
legacy_saved_meta,10,post_2024,119,2024-01-05,2026-04-10,0.17099030463335674,0.161311959528323,0.08061683559340065,2.0009711165285196,3.3157468753296917,-0.07264584011748587,3.6968547783754016
legacy_saved_meta,50,full,1110,2005-01-07,2026-04-10,0.05715980161663281,0.0585327458761064,0.07631986841198422,0.76693981651199,1.1087557607765077,-0.11872732187122248,3.209759437668418
legacy_saved_meta,50,trailing_1y,53,2025-04-11,2026-04-10,0.20567058142860506,0.19108598082895495,0.0869533019845181,2.1975701493541613,3.599907385782408,-0.07364740799161307,3.9272765401532648
legacy_saved_meta,50,trailing_2y,105,2024-04-12,2026-04-10,0.15358641430648134,0.14655396171303775,0.08382775985680908,1.7482748192648214,2.816852143885776,-0.07364740799161296,3.7265823621027354
legacy_saved_meta,50,trailing_3y,157,2023-04-14,2026-04-10,0.1288735233396061,0.12459768180414243,0.08070915646662914,1.5437861979843626,2.483668936498169,-0.07364740799161307,3.5664257736832283
legacy_saved_meta,50,post_2024,119,2024-01-05,2026-04-10,0.15380721844103684,0.14652454041482144,0.08107769124307387,1.8072115543539038,2.9300202404801925,-0.07364740799161296,3.6968547783754016
legacy_saved_meta,100,full,1110,2005-01-07,2026-04-10,0.04033496837843065,0.042498407063609654,0.07660861401720612,0.554747107865241,0.7845856399814094,-0.13300464199396533,3.209759437668418
legacy_saved_meta,100,trailing_1y,53,2025-04-11,2026-04-10,0.18227218420344693,0.17144959812818866,0.08725787574527352,1.9648610129897133,3.136392492401758,-0.07489893667139869,3.9272765401532648
legacy_saved_meta,100,trailing_2y,105,2024-04-12,2026-04-10,0.13227036663406033,0.1279210499025241,0.08459870475905786,1.5120922981841254,2.3742009363562473,-0.07489893667139869,3.7265823621027354
legacy_saved_meta,100,trailing_3y,157,2023-04-14,2026-04-10,0.10892284240108774,0.10676555293572629,0.08115891527409115,1.3155123201826442,2.061718177936216,-0.07489893667139857,3.5664257736832283
legacy_saved_meta,100,post_2024,119,2024-01-05,2026-04-10,0.1326570320287308,0.12804026652294437,0.08185410633159677,1.5642497641382118,2.468995188307261,-0.07489893667139869,3.6968547783754016
corrected_causal_same_history,10,full,1110,2005-01-07,2026-04-10,0.07075401127896863,0.07131592081393011,0.07621280430800924,0.9357472338337179,1.376927521900423,-0.11645530726143127,3.2092925005525137
corrected_causal_same_history,10,trailing_1y,53,2025-04-11,2026-04-10,0.2249697720186401,0.20702489996866077,0.08696406768064399,2.3805797669091704,3.9875299586990116,-0.07268334457852466,3.932764471862627
corrected_causal_same_history,10,trailing_2y,105,2024-04-12,2026-04-10,0.17107075790920634,0.16160910923471064,0.08346632342639014,1.9362193349421395,3.1858383282230105,-0.07268334457852466,3.730706531612314
corrected_causal_same_history,10,trailing_3y,157,2023-04-14,2026-04-10,0.14520122683727577,0.1389814085390167,0.0805744615230008,1.7248816301346679,2.834632075083964,-0.07268334457852466,3.5695055826834006
corrected_causal_same_history,10,post_2024,119,2024-01-05,2026-04-10,0.1711442485220982,0.1614509686151361,0.0807063347717824,2.0004745485181505,3.3149782128343666,-0.07268334457852466,3.700300848483851
corrected_causal_same_history,50,full,1110,2005-01-07,2026-04-10,0.05711734897145049,0.05849031582974005,0.0762906143476086,0.7666777405047005,1.1083027256242568,-0.11872729312588637,3.2092925005525137
corrected_causal_same_history,50,trailing_1y,53,2025-04-11,2026-04-10,0.2059126593300502,0.19129384208121025,0.0870281326683866,2.1980690176373128,3.6014725043920315,-0.0736921770116502,3.932764471862627
corrected_causal_same_history,50,trailing_2y,105,2024-04-12,2026-04-10,0.15372923671428773,0.1466862831082614,0.08392624049963593,1.7477999995591096,2.816165870833799,-0.0736921770116502,3.730706531612314
corrected_causal_same_history,50,trailing_3y,157,2023-04-14,2026-04-10,0.12898633495073297,0.12470338620828308,0.08077827048001585,1.5437739068594456,2.4837115074941924,-0.0736921770116502,3.5695055826834006
corrected_causal_same_history,50,post_2024,119,2024-01-05,2026-04-10,0.1539428649698329,0.14664976522120066,0.08116899063984281,1.8067215578903082,2.929273909340897,-0.0736921770116502,3.700300848483851
corrected_causal_same_history,100,full,1110,2005-01-07,2026-04-10,0.040295607576395165,0.04245830959950249,0.0765794019506424,0.554435115944991,0.7840833528577094,-0.13244380558346247,3.2092925005525137
corrected_causal_same_history,100,trailing_1y,53,2025-04-11,2026-04-10,0.18247664179418832,0.17163001972189712,0.08733890189151527,1.9651039342706744,3.1372348819209006,-0.07495278289112595,3.932764471862627
corrected_causal_same_history,100,trailing_2y,105,2024-04-12,2026-04-10,0.13238699343496818,0.12803275045019982,0.08469950173539188,1.5116116131377553,2.37350999961175,-0.07495278289112606,3.730706531612314
corrected_causal_same_history,100,trailing_3y,157,2023-04-14,2026-04-10,0.10901644158527368,0.10685585829486609,0.08122997375438172,1.3154732588978837,2.061700486627278,-0.07495278289112595,3.5695055826834006
