trial,start,end,weeks,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,calmar,worst_rolling_52w,cvar_5_weekly,total_return
49,2023-01-06,2026-07-31,180,0.36418038194981417,0.13590117290415457,2.3591607452078076,-0.14894187880753829,2.445117416709948,-0.053083542189666155,-0.03213754862365689,1.9299750496969605
50,2023-01-06,2026-07-31,180,0.36188329653709195,0.13683630863751037,2.331572977571405,-0.14840343451211813,2.4385102523185997,-0.0543949597991884,-0.032163747819290704,1.9129323581322466
51,2023-01-06,2026-07-31,180,0.3622765755976789,0.13615097468516515,2.3447517823800386,-0.1485361410205147,2.43897931579927,-0.05370128892911574,-0.03187052729908847,1.9158451861383843
52,2023-01-06,2026-07-31,180,0.37047524901892603,0.1358619752535377,2.3938835887166072,-0.14616479326154208,2.534640803384238,-0.048151320512067275,-0.03188032688980037,1.9770416527874635
53,2023-01-06,2026-07-31,180,0.372955107349777,0.13623395904603208,2.401066584396996,-0.14749639299617867,2.5285710367130094,-0.049878502069137354,-0.031863708120044736,1.9957302508373056
54,2023-01-06,2026-07-31,180,0.3709559843299932,0.13656742939590394,2.3848000591044376,-0.14881876327597077,2.492669446809535,-0.0482922751806556,-0.032062085717355936,1.9806580521862331
55,2023-01-06,2026-07-31,180,0.3681872129864052,0.13580899559091508,2.3823966837460127,-0.14716509781491294,2.501865037656334,-0.05103103354036531,-0.03195415449816357,1.9598723302619625
56,2023-01-06,2026-07-31,180,0.366548531496365,0.13630648378103516,2.365343940493877,-0.14707822643691615,2.4922011937204225,-0.04893738460173569,-0.03193029802255458,1.9476190921990253
57,2023-01-06,2026-07-31,180,0.36908621284666565,0.1361629867370388,2.3814118692314024,-0.14811701796719468,2.4918555471351156,-0.05358434132257883,-0.032332081092485136,1.9666099643961643
58,2023-01-06,2026-07-31,180,0.3661351276583884,0.13599158714101975,2.368268503204465,-0.15013192614240012,2.4387559466272966,-0.05593642124801157,-0.03212626325339528,1.944533572948305
59,2023-01-06,2026-07-31,180,0.36648750922676787,0.13640536786710378,2.3634024552766486,-0.150161444470569,2.44062322734647,-0.05414245843285592,-0.03209107229988195,1.9471634961489017
60,2023-01-06,2026-07-31,180,0.3667184102212635,0.13626002393843506,2.3670300606729975,-0.14935487564580718,2.4553494396187685,-0.05263023166423342,-0.032136916880737866,1.9488876810811142
61,2023-01-06,2026-07-31,180,0.36766128525709707,0.13604455287527178,2.375665633813461,-0.15047921477415216,2.443269562569849,-0.055576993080298065,-0.03206573884004897,1.9559357672671576
62,2023-01-06,2026-07-31,180,0.3744442560723953,0.13647061099075214,2.4051333932462993,-0.14841551409717257,2.5229455178603106,-0.05264381116565786,-0.0321963368265764,2.0069927111771095
63,2023-01-06,2026-07-31,180,0.37005212707615787,0.13583911086479036,2.3919925180609605,-0.1483626132214252,2.4942410964672757,-0.051708467273782976,-0.03206311856046298,1.97386124073613
64,2023-01-06,2026-07-31,180,0.3697217441142615,0.13612391661036943,2.3854676704703324,-0.14908946664186296,2.4798649592220556,-0.05153057779511605,-0.031798709407947136,1.971379585125511
65,2023-01-06,2026-07-31,180,0.3730271389652311,0.13636475605662274,2.3992741256117456,-0.1495353407208787,2.494575109582424,-0.050475825449405876,-0.03181715420494119,1.996274335805177
66,2023-01-06,2026-07-31,180,0.36879145691274773,0.13637184413840683,2.3763730736933653,-0.14933390110855205,2.4695762594768764,-0.052395213159201814,-0.031920594220570205,1.9643996894992837
67,2023-01-06,2026-07-31,180,0.3678449476728616,0.13599228186109574,2.3775029152023146,-0.14852972850342738,2.4765745644271706,-0.04894696183016267,-0.031884612034356996,1.9573100550055926
68,2023-01-06,2026-07-31,180,0.36805900150259974,0.1368406874247611,2.364759745585522,-0.15096346640453617,2.4380667075854867,-0.0553452338198982,-0.03228402173534076,1.9589123253617986
69,2023-01-06,2026-07-31,180,0.36892575002026784,0.13596312254745463,2.383838750098936,-0.14450744162736173,2.552987900592752,-0.04732449727954191,-0.03206644373839159,1.96540656274055
70,2023-01-06,2026-07-31,180,0.36527115491064066,0.13600219057167537,2.3634263576273487,-0.14974453020507583,2.4392954748357094,-0.05483894309418569,-0.03215232059573963,1.9380925626982868
71,2023-01-06,2026-07-31,180,0.36430777099998357,0.1359307741462003,2.3593563066561236,-0.14994014624265972,2.4296879796982203,-0.053058797262551805,-0.03193754670368849,1.9309222532023327
72,2023-01-06,2026-07-31,180,0.36781930992399525,0.13672167635582588,2.365412144323344,-0.14824004122871437,2.481241281878084,-0.0531006310342681,-0.03216945001168484,1.9571181885639097
73,2023-01-06,2026-07-31,180,0.36546046541122723,0.13616960023626176,2.3616949854632376,-0.14787974043644136,2.4713355888550668,-0.05194212570205092,-0.031921744450046356,1.9395030349283409
74,2023-01-06,2026-07-31,180,0.37126731471638763,0.1361302979460629,2.393699208890803,-0.14849030106545458,2.5002798974239595,-0.04919866872233847,-0.032021932607475496,1.9830017450405641
75,2023-01-06,2026-07-31,180,0.36647014565682023,0.1354186148792532,2.3795347367115722,-0.14659809318904138,2.4998288701084888,-0.046048784933935494,-0.03181353757046551,1.9470338678107098
76,2023-01-06,2026-07-31,180,0.3648901547148322,0.13614395011790273,2.3590267731930923,-0.1511128045370418,2.4146871989619374,-0.05491164584919195,-0.03197612578693751,1.935255350952768
77,2023-01-06,2026-07-31,180,0.3679003401884031,0.13597505852667702,2.3780920451957948,-0.14512340521188383,2.5350861885528344,-0.04742546613242771,-0.03205799990345451,1.957724628836511
78,2023-01-06,2026-07-31,180,0.36614482685054006,0.1362994082436684,2.3632807353796705,-0.15091751875719772,2.426125408539275,-0.052343238363055766,-0.03199645936686461,1.9446059384157035
79,2023-01-06,2026-07-31,180,0.3701350031228572,0.13640355537864693,2.3830869723779404,-0.15015540811048178,2.465012800940997,-0.05472102061382911,-0.03205731619932979,1.974483991301558
80,2023-01-06,2026-07-31,180,0.36455383170651423,0.1365448305949807,2.35069495091309,-0.14883261127905167,2.4494217266872984,-0.05192126582475132,-0.032261081765298134,1.9327524583582338
81,2023-01-06,2026-07-31,180,0.3721261014628987,0.13674986670717051,2.388064721123102,-0.14811041262671387,2.5124911534800516,-0.0507985654726294,-0.031841771719233074,1.9894734782230938
82,2023-01-06,2026-07-31,180,0.37097479544483924,0.13618272740140658,2.391262501457898,-0.14852932722158896,2.4976535098108053,-0.05015268454422206,-0.03215678607330953,1.9807996249383177
83,2023-01-06,2026-07-31,180,0.3624813092750523,0.13585912924139154,2.3506145028602417,-0.14586030532690175,2.485126494577535,-0.05041564157940304,-0.031819536580168374,1.9173623690807218
84,2023-01-06,2026-07-31,180,0.36825555725608394,0.13620478999780772,2.376226153926301,-0.1503041303880801,2.45006944456723,-0.05339321037937028,-0.03192874297004578,1.960384159887926
85,2023-01-06,2026-07-31,180,0.36727659675250846,0.1356856245823856,2.3794929682687203,-0.14947829160871062,2.4570564247143563,-0.050525876139942416,-0.03199166164742219,1.953058736819568
86,2023-01-06,2026-07-31,180,0.36866114121201043,0.13601511332525407,2.3815556690333377,-0.15046151299393262,2.450202273500179,-0.053733882726748616,-0.03215793201244206,1.9634228696206595
87,2023-01-06,2026-07-31,180,0.36458778440008177,0.1354582379954701,2.3686432443181666,-0.14712144421836637,2.4781416899288926,-0.05216659040859517,-0.0319522075042135,1.933005063059654
88,2023-01-06,2026-07-31,180,0.3659200930848554,0.13662334864675962,2.3567999079799806,-0.15099265504603798,2.4234297553962847,-0.056777109029639616,-0.032115846934122345,1.9429295293483353
89,2023-01-06,2026-07-31,180,0.36899831938738203,0.1366413604398089,2.3730638904755823,-0.14694272039706957,2.511171144717291,-0.050320224540267744,-0.03197767820997751,1.9659507585386233
90,2023-01-06,2026-07-31,180,0.3637562125194711,0.13587332261144228,2.3573063879654796,-0.14825972721330072,2.4535065547243073,-0.05398668187042277,-0.031997394173491865,1.9268226995976474
91,2023-01-06,2026-07-31,180,0.3672163532875079,0.13571303981775298,2.3787155763648475,-0.14592275999620663,2.5165118402163853,-0.049837631097649715,-0.03216003151167512,1.9526083649482175
92,2023-01-06,2026-07-31,180,0.3624842015215899,0.13651962228116477,2.339918329068186,-0.1503197575651355,2.411420876357659,-0.05393496120064489,-0.032145022816432195,1.917383806150886
93,2023-01-06,2026-07-31,180,0.37032106341712256,0.13660075164847513,2.3808352063392713,-0.146515235858797,2.5275259685212315,-0.04658015840017449,-0.03213880570698613,1.9758824309348344
94,2023-01-06,2026-07-31,180,0.37143431120506376,0.13597003381304643,2.397268557543547,-0.14671405331737586,2.5316887019784455,-0.05168597895376692,-0.03196375145886148,1.984259433216391
95,2023-01-06,2026-07-31,180,0.36832766470411005,0.13592470675682,2.3812338335324714,-0.15147171245467717,2.4316597385424013,-0.055899026842126665,-0.031970692574723125,1.9609242401516744
96,2023-01-06,2026-07-31,180,0.36549045128670477,0.13623663618789256,2.3607691202502616,-0.1492078180484796,2.4495395487115297,-0.05267403771946355,-0.03207639034092599,1.9397264911315166
97,2023-01-06,2026-07-31,180,0.3686279787294131,0.13597600546413596,2.382000818193439,-0.14899529951717994,2.4740913298872784,-0.05461197154772035,-0.031810396249826615,1.9631743269638866
98,2023-01-06,2026-07-31,180,0.3676065950891574,0.13618130626066097,2.37311693217158,-0.1490801747807623,2.4658315274298586,-0.05162457931261477,-0.03203020931267494,1.9555266258141004
99,2023-01-06,2026-07-31,180,0.36705483001643624,0.13625136222173287,2.36897527135924,-0.1505832639666439,2.437553950867631,-0.05558542479985418,-0.0319934961258532,1.951401080197177
100,2023-01-06,2026-07-31,180,0.36321555251647086,0.1360149136251068,2.352061043739055,-0.14989191346278807,2.4231831065832794,-0.05660854777980695,-0.03196392751145868,1.9228081099784218
101,2023-01-06,2026-07-31,180,0.3689196018313694,0.13579520516499968,2.3865788548543105,-0.14494725909734096,2.5451988821921585,-0.047986842996170065,-0.03207158888204269,1.9653604608946447
102,2023-01-06,2026-07-31,180,0.37043123442826253,0.13609537990930898,2.3897756826304244,-0.1504307349631886,2.462470415496604,-0.050716752179578495,-0.03187715857164681,1.9767107027942625
103,2023-01-06,2026-07-31,180,0.3711404453873701,0.13671004854732283,2.383454015602149,-0.14599665418207408,2.5421161016780336,-0.04878618998984263,-0.032211512584315094,1.9820465155241611
104,2023-01-06,2026-07-31,180,0.36848843374352525,0.13614192297808883,2.3785282962020937,-0.1470644354178734,2.505625732669431,-0.047183574462841826,-0.03203707557827699,1.9621286424268414
105,2023-01-06,2026-07-31,180,0.3688397121038205,0.13605956953915252,2.3817786634725175,-0.1466120018387319,2.5157538774317487,-0.04965837110090987,-0.032071448513262296,1.964761458639638
106,2023-01-06,2026-07-31,180,0.36947095589057466,0.13612753544740244,2.384070209111182,-0.15004814718726234,2.4623493379726265,-0.05310331394291745,-0.032016424288761426,1.9694967850081095
107,2023-01-06,2026-07-31,180,0.37343157100460234,0.13633279054125633,2.4019740697037593,-0.1464608579653982,2.5497021947859038,-0.04672041588204501,-0.031892305771652474,1.9993304853834717
108,2023-01-06,2026-07-31,180,0.36661624421144623,0.13617123287052998,2.367920503881042,-0.14723827485265373,2.4899520493453986,-0.04847684494086246,-0.031996467190173884,1.9481246981486762
109,2023-01-06,2026-07-31,180,0.3678293308315703,0.13583776051491903,2.3799637013574557,-0.14862280904661462,2.4749184407906255,-0.053173496860363656,-0.03177513283758341,1.957193181453166
110,2023-01-06,2026-07-31,180,0.36630556478364285,0.13575542760443055,2.373080835744952,-0.14746994692421433,2.4839336585093466,-0.047730232194896804,-0.03203972414963577,1.9458053848890455
111,2023-01-06,2026-07-31,180,0.3702835954763408,0.13625081938193565,2.386414307398776,-0.14500265741302742,2.553633168402013,-0.04759059690608092,-0.032123877773314644,1.9756007821981294
112,2023-01-06,2026-07-31,180,0.3654478375969381,0.13580344081767795,2.367635892711191,-0.14874509630917854,2.456873178779122,-0.05244028061759631,-0.03191531490671647,1.939408935456231
113,2023-01-06,2026-07-31,180,0.36721299789165673,0.1360408194215644,2.373301444274142,-0.1511549551831194,2.429381143653478,-0.0554825481006298,-0.03223848535505044,1.9525832819056994
114,2023-01-06,2026-07-31,180,0.36623636258489567,0.13624111227038563,2.3647111573503623,-0.14754666330129185,2.4821731267283025,-0.053142797735481806,-0.031931816164491734,1.9452889468820151
115,2023-01-06,2026-07-31,180,0.3710661759325884,0.1363236253767673,2.389410048585528,-0.14505227547625688,2.558154808080394,-0.04804676836786648,-0.032098744840436094,1.9814874239900426
116,2023-01-06,2026-07-31,180,0.3683964892064484,0.1362811548183248,2.3757363182065254,-0.14922925286917366,2.468661352405311,-0.05079378527713496,-0.03221416746310537,1.961439796707999
117,2023-01-06,2026-07-31,180,0.3739953037523822,0.1364193615549388,2.403573315755961,-0.1472482924280628,2.5398956930865273,-0.04976769671676873,-0.031954603593270216,2.0035941114112723
118,2023-01-06,2026-07-31,180,0.3662669398154401,0.13628223031155484,2.364214557120232,-0.14808235125479463,2.4734003526539836,-0.0486324467654613,-0.032025304064603244,1.9455171288595325
119,2023-01-06,2026-07-31,180,0.36646971783050497,0.13631896382696326,2.3647220193410505,-0.14760300256003955,2.4828066602604397,-0.052112656079733366,-0.0322853320727089,1.947030673909584
120,2023-01-06,2026-07-31,180,0.369584589695942,0.13619216644820253,2.3835972991713215,-0.14829483765288343,2.4922282902459205,-0.051422877796818534,-0.03195610988400502,1.9703497890659816
121,2023-01-06,2026-07-31,180,0.37098202010104253,0.13600629773055725,2.3942363953990844,-0.14849004708437386,2.4983628693325555,-0.0500172783384093,-0.032164011830062046,1.9808539990876795
122,2023-01-06,2026-07-31,180,0.3693046989996749,0.13584000670879787,2.3879353218415766,-0.14577078812899935,2.533461633430012,-0.051376288058913366,-0.032148542299830524,1.9682490741428356
123,2023-01-06,2026-07-31,180,0.3657229717304229,0.13605946518807002,2.3649210403877854,-0.14814421133339473,2.4686956610634807,-0.04842727940962732,-0.03202185411869861,1.9414596548150627
124,2023-01-06,2026-07-31,180,0.36735982478734375,0.13589022340352833,2.376566233675078,-0.14941583424102856,2.4586405226285533,-0.053764129932064586,-0.03194185723924633,1.9536810185393665
125,2023-01-06,2026-07-31,180,0.368288743860715,0.13632994948009883,2.3743454289317785,-0.1466636130126725,2.511111899506341,-0.047315299054138116,-0.03207525102492587,1.9606327167733961
126,2023-01-06,2026-07-31,180,0.3747160628861552,0.13616432788708996,2.41169617841487,-0.14682809265555996,2.5520733540085647,-0.046694989999588654,-0.031909142592325426,2.0090516358016997
127,2023-01-06,2026-07-31,180,0.36693928662262576,0.13612608858212685,2.3704220080824734,-0.14946342773478305,2.4550439675031743,-0.0511493666108197,-0.03211281531172558,1.9505376814747741
128,2023-01-06,2026-07-31,180,0.36740657792813547,0.13639341179732117,2.3685533559029484,-0.1493036129231401,2.4608016560005983,-0.05114087595886663,-0.03219757020317341,1.9540306246425203
129,2023-01-06,2026-07-31,180,0.3654508389490636,0.13577643374336976,2.3680887722793273,-0.1497205741814176,2.440885903271009,-0.055985748387234247,-0.031962855134196784,1.9394313006251807
130,2023-01-06,2026-07-31,180,0.37040746360493637,0.1358983851424532,2.3929107707528967,-0.15027541470167882,2.464857370982842,-0.05212242888491703,-0.03183560231967706,1.9765319785395135
131,2023-01-06,2026-07-31,180,0.37101834487036345,0.13580187554319517,2.3978192078279905,-0.14907302899629749,2.4888361588170214,-0.04701506625543583,-0.031911886848157794,1.9811273969625427
132,2023-01-06,2026-07-31,180,0.3672497493315028,0.13585926991688035,2.3764867511091294,-0.14911600424928073,2.462845964659586,-0.05014077362076752,-0.03219293963886979,1.9528580231532007
133,2023-01-06,2026-07-31,180,0.3680548736204958,0.13605958605083543,2.3775202479049717,-0.14918835217228243,2.4670483202030864,-0.048419371165158376,-0.03178123144951303,1.9588814208346927
134,2023-01-06,2026-07-31,180,0.36919249953231903,0.13668911614010976,2.373319546556704,-0.15023753521165484,2.4573918828753425,-0.05645685637098141,-0.03195193309263042,1.9674072596449612
135,2023-01-06,2026-07-31,180,0.3659832421288427,0.13592792806418327,2.368501842273058,-0.14885052185573389,2.458729990100768,-0.049534091575252126,-0.032164870676272606,1.943400523182988
136,2023-01-06,2026-07-31,180,0.372881868955796,0.13680683748895647,2.3911901621076073,-0.1442243689839341,2.5854290199552428,-0.04657654488991603,-0.03220455174016731,1.9951771226018011
137,2023-01-06,2026-07-31,180,0.36826337291859335,0.13634906418630438,2.3739077478271446,-0.1505649213183844,2.4458776300215646,-0.054106465270720716,-0.03225417787932757,1.96044269532472
138,2023-01-06,2026-07-31,180,0.3688202313458284,0.1364482744723209,2.375275897213882,-0.15039501672284217,2.452343431202342,-0.05064549640989213,-0.032042182986330964,1.964615407629306
139,2023-01-06,2026-07-31,180,0.3656456411006812,0.13602842722722533,2.3650169472794236,-0.14852113188934413,2.4619098740312992,-0.05191069227432643,-0.032231071977556015,1.9408831662144506
140,2023-01-06,2026-07-31,180,0.36242675039245387,0.13612618842137952,2.3459733490764414,-0.14936841783559107,2.426394787091973,-0.05458721045364634,-0.032047002155739066,1.9169580045556947
141,2023-01-06,2026-07-31,180,0.36510415718637423,0.13619029820662398,2.3594329945372476,-0.15030573218536236,2.4290767349851623,-0.05463882122669017,-0.032022797179435875,1.9368487330877975
142,2023-01-06,2026-07-31,180,0.3676937609644084,0.13606452654354295,2.375513063670633,-0.14946224148451914,2.4601113787156272,-0.0525405243242264,-0.032165510726737796,1.956178739649277
143,2023-01-06,2026-07-31,180,0.3643292546132215,0.13624074701433195,2.3544257889972626,-0.14990995189003464,2.430320669307349,-0.05480243802380125,-0.03208675180111051,1.931082016438571
144,2023-01-06,2026-07-31,180,0.36749910695163757,0.13613616729156403,2.373270174846815,-0.1474574155751346,2.4922388983847625,-0.05403957477825727,-0.031905785798263975,1.9547226159484143
145,2023-01-06,2026-07-31,180,0.3671924504839432,0.13634513548697386,2.368190148146703,-0.14950333970800322,2.456081925668759,-0.05634533449107093,-0.032224586246580963,1.9524296844065017
146,2023-01-06,2026-07-31,180,0.3682544132891188,0.13621713388150847,2.376017901575234,-0.1492128623719221,2.4679803566211493,-0.055831129365326415,-0.03202029105328763,1.9603755922116428
147,2023-01-06,2026-07-31,180,0.36737398482940375,0.13595892142386481,2.375526898929475,-0.14756600422707877,2.489557040956928,-0.05242949330202251,-0.03206200216221573,1.9537869000226635
148,2023-01-06,2026-07-31,180,0.3752096126707716,0.13665147074246506,2.406231956872662,-0.15098591743403256,2.4850636340617984,-0.05215823223314442,-0.03204990533240199,2.012792816234626
149,2023-01-06,2026-07-31,180,0.36971596712312826,0.13620460985926627,2.38410516656661,-0.1480074305737914,2.4979554451409833,-0.05109592781327332,-0.031990294436678446,1.971336204641521
