trial,start,end,weeks,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,calmar,worst_rolling_52w,cvar_5_weekly,total_return
0,2023-01-06,2026-07-31,180,0.3696929180450881,0.13642705612342684,2.380332368109343,-0.15056161798714884,2.4554260440841116,-0.052822371900292486,-0.03211945094907141,1.9711631293780543
1,2023-01-06,2026-07-31,180,0.36721951802129427,0.13637185743269642,2.3679008080487396,-0.148781232683583,2.468184403353276,-0.05522415427880256,-0.03212181101918322,1.9526320228477823
2,2023-01-06,2026-07-31,180,0.3687773995225745,0.13641884837532856,2.3755280471368034,-0.14985800101405444,2.4608455806639826,-0.052806684908946355,-0.032030260895542936,1.9642943071577
3,2023-01-06,2026-07-31,180,0.367356734017126,0.1363123874135356,2.369613356797621,-0.15003197854519335,2.4485228921144238,-0.05408181700670489,-0.03205158244201828,1.9536579077143865
4,2023-01-06,2026-07-31,180,0.36503197772953544,0.13575978946287054,2.3661055773472097,-0.14809202315041736,2.464899661467733,-0.05078486031646623,-0.0319409662836913,1.9363112432007283
5,2023-01-06,2026-07-31,180,0.3645412668594923,0.13598589030757827,2.35973313397002,-0.1501373679191388,2.4280515364824264,-0.054516355439088504,-0.03209521056421042,1.9326589810540362
6,2023-01-06,2026-07-31,180,0.37266975898883614,0.13555487455686244,2.4108715539769174,-0.14890273361467687,2.502773118680363,-0.05005301847206234,-0.031823715974628346,1.9935755855379158
7,2023-01-06,2026-07-31,180,0.36795899702894386,0.13614165123368369,2.375672695308941,-0.14844599254550617,2.4787398482053726,-0.05136715064559383,-0.03211347640347465,1.9581636788842576
8,2023-01-06,2026-07-31,180,0.3692562329525142,0.1363851854696574,2.3786550750380018,-0.14552155006811285,2.53746770000512,-0.0487279806421238,-0.03195497704961615,1.9678854203802256
9,2023-01-06,2026-07-31,180,0.36755772367748873,0.13585634793186954,2.3781982277028124,-0.14800085238817262,2.4834838296300368,-0.05188886558323036,-0.03184710825721134,1.9551610490081046
10,2023-01-06,2026-07-31,180,0.3650214978540034,0.1361269327541796,2.3600247142892363,-0.14854273121871764,2.457350116422308,-0.051238587070704944,-0.031964337781340814,1.9362332098160016
11,2023-01-06,2026-07-31,180,0.37194541908878587,0.13606716366557448,2.3984206635760876,-0.14983184250048165,2.48241904311889,-0.05188011344348642,-0.03198513690505296,1.9881110449470598
12,2023-01-06,2026-07-31,180,0.36979387110008455,0.13639619411425558,2.3813718068357654,-0.1471222715757451,2.5135138761754248,-0.05122626641950967,-0.032314666306180434,1.9719212377807014
13,2023-01-06,2026-07-31,180,0.3679948931481223,0.13636720363564608,2.3721589915582535,-0.1471252391754141,2.5012356493733225,-0.05043192339863278,-0.032093756461507056,1.9584323863952724
14,2023-01-06,2026-07-31,180,0.3698036923753767,0.13675928944122132,2.375470207873099,-0.1480225878575535,2.498292306112427,-0.051925093730608274,-0.03234876901165135,1.9719949981283982
15,2023-01-06,2026-07-31,180,0.369323463236122,0.13605682777627454,2.3844368674635334,-0.14668710453688272,2.5177636739244518,-0.05125115649324807,-0.03222706189117707,1.9683898757543674
16,2023-01-06,2026-07-31,180,0.36439877678252786,0.1361831160651231,2.355744965949176,-0.1502637166127836,2.425061651586534,-0.05309060443198943,-0.03221907423691807,1.9315990616174057
17,2023-01-06,2026-07-31,180,0.370729394092002,0.1363153598489053,2.387751158163614,-0.1474562597286666,2.5141651820965687,-0.04992440567948464,-0.03215145797776503,1.9789531060820895
18,2023-01-06,2026-07-31,180,0.3668009502421614,0.13614720795973087,2.3693120812006705,-0.14811229116590596,2.476505814303381,-0.050760828763354415,-0.031884529722402605,1.9495041982896115
19,2023-01-06,2026-07-31,180,0.3668980591515829,0.1362584534752164,2.3680150276550287,-0.14871527588963462,2.4671174965500335,-0.05261330953746213,-0.03199766328669432,1.9502296524255551
20,2023-01-06,2026-07-31,180,0.36457869725383363,0.13631685466002735,2.354548676915954,-0.15039061321549851,2.424211787283689,-0.053606369077945804,-0.03236223672414706,1.932937454068886
21,2023-01-06,2026-07-31,180,0.3669209469855501,0.13549557455615654,2.3807161573180933,-0.14778863824589739,2.482741240061029,-0.05024403028948665,-0.03193626983362932,1.9504006549425412
22,2023-01-06,2026-07-31,180,0.3695328918991705,0.1364061809239088,2.379817002282482,-0.1505132781211198,2.455151442531223,-0.055375880318014326,-0.032155133549459286,1.9699616925409869
23,2023-01-06,2026-07-31,180,0.3667349316982804,0.13633144932634433,2.3659340201122996,-0.15016013843225762,2.442292179050748,-0.05045641904368947,-0.0320433907249533,1.9490110778193621
24,2023-01-06,2026-07-31,180,0.37143244886225335,0.1366357973127025,2.3862347115336973,-0.14987658350574873,2.47825537635108,-0.05217862809055984,-0.032059329876008284,1.984245405414399
25,2023-01-06,2026-07-31,180,0.3661198942752628,0.13581808680967628,2.371027404692664,-0.14711697541316615,2.4886311946466044,-0.04915550707743521,-0.031933892927572344,1.9444199195520788
26,2023-01-06,2026-07-31,180,0.3724033826473956,0.13648467368559278,2.393954089924728,-0.14765733066372544,2.522078524468971,-0.048633436893838256,-0.03216727069782966,1.9915651727212693
27,2023-01-06,2026-07-31,180,0.36778975136251213,0.1367735239581835,2.364410682186173,-0.1483156942008148,2.479776353704931,-0.050972204691375866,-0.03216823898406333,1.9568969907364524
28,2023-01-06,2026-07-31,180,0.3672702153673757,0.135711547431865,2.379038732609495,-0.14787120595260395,2.483716914333505,-0.05209377524984493,-0.031976315158507795,1.9530110281475532
29,2023-01-06,2026-07-31,180,0.3704231031400562,0.13632379267614725,2.3859631358209183,-0.1472275457683132,2.5159904772370383,-0.04800223425425343,-0.03214582380455488,1.9766495657096477
30,2023-01-06,2026-07-31,180,0.3653913793435055,0.13552159239534112,2.371969171117315,-0.14666877331654982,2.4912690757622604,-0.04892932762407909,-0.031785580241616755,1.9389882481622727
31,2023-01-06,2026-07-31,180,0.3640469090686622,0.13547193808202493,2.3654854803316225,-0.1465429908856346,2.4842328307109036,-0.0507203708920293,-0.0320588028894937,1.928982843304265
32,2023-01-06,2026-07-31,180,0.36531955984212683,0.13589768419521198,2.3653854787805786,-0.14720225511635554,2.481752467401815,-0.05009946223917561,-0.032059882657671394,1.9384531615017204
33,2023-01-06,2026-07-31,180,0.3644085863213449,0.13626581793266887,2.3544348551362826,-0.14798035871074822,2.462546985939134,-0.05308568040740491,-0.03208548249946736,1.93167202162107
34,2023-01-06,2026-07-31,180,0.36820426080860025,0.13613676375851408,2.3770751611355982,-0.1467970431046388,2.5082539336036866,-0.05095166735703094,-0.032092354685656126,1.9599999953591976
35,2023-01-06,2026-07-31,180,0.3707450868377533,0.13594328080950324,2.393979155965386,-0.1468890509941393,2.523980407855897,-0.051583205553799694,-0.031843128234482126,1.9790711615644812
36,2023-01-06,2026-07-31,180,0.36498998302481245,0.1354962242711539,2.370210918597745,-0.14660065940071643,2.4896885492660257,-0.05092998022464745,-0.032050896907236594,1.9359985585867623
37,2023-01-06,2026-07-31,180,0.36936354231099155,0.13581250443890436,2.388705276087383,-0.14674904574000058,2.5169740658171182,-0.04385155606528257,-0.032106399999414385,1.968690633891704
38,2023-01-06,2026-07-31,180,0.36635907653251,0.1363953113964754,2.3628745366481305,-0.1508714061891423,2.428287014659479,-0.05590201875548495,-0.03207606685277812,1.946204773296678
39,2023-01-06,2026-07-31,180,0.3637622052013061,0.13626300008532113,2.350985715001321,-0.14728180781406774,2.469837996967885,-0.05143662360779688,-0.03202511995485989,1.926867219315524
40,2023-01-06,2026-07-31,180,0.3671868893640897,0.13611411720467043,2.3719421040241153,-0.14768025914678506,2.4863640644016516,-0.05053489385597165,-0.03203997882130722,1.9523881144898243
41,2023-01-06,2026-07-31,180,0.3711165561561023,0.13610704072528768,2.3932746436731858,-0.1489285171565038,2.4919106376793425,-0.04967300337857106,-0.03191227673272094,1.9818666721279627
42,2023-01-06,2026-07-31,180,0.3693898927268999,0.13630518037858788,2.3806922128014105,-0.14665453069472678,2.51877586718282,-0.051271168359795616,-0.03192523276895499,1.9688883823483283
43,2023-01-06,2026-07-31,180,0.3655255739017351,0.13605889353024267,2.363878144376023,-0.14863769888099987,2.459171372091658,-0.05250878942357462,-0.03215897112853347,1.9399882419281265
44,2023-01-06,2026-07-31,180,0.36409712865983757,0.13582941708370205,2.359879665751,-0.14980307387989178,2.4305050572711293,-0.05562124215426367,-0.03199136965369654,1.9293561360371596
45,2023-01-06,2026-07-31,180,0.36531519827421777,0.13668518564517487,2.3525156390477098,-0.14873395704754755,2.456165394412475,-0.05030249133317932,-0.03208142264749356,1.9384206681468852
46,2023-01-06,2026-07-31,180,0.37335908655896133,0.1364632783041379,2.3994290378059575,-0.1475215911990112,2.53087757205173,-0.053519406574108475,-0.031897720955314526,1.9987825831525203
47,2023-01-06,2026-07-31,180,0.36558530184935223,0.13632018832321274,2.3599004289686216,-0.14844401698591925,2.4627823288023123,-0.05194920976138029,-0.03189191233492338,1.9404334016763491
48,2023-01-06,2026-07-31,180,0.3727844521721666,0.13614455518901888,2.4016402289846805,-0.14891150758907423,2.503395863809777,-0.05309960264786007,-0.031930606326435844,1.99444150119322
