strategy,correlation_to_cross_asset_trend
sec-residual-controlled-1.25x-5pct-v1,0.20248732692254484
sec-sector-ensemble-fragile-1.35x-v1,-0.06620670907912463
candidate-return-first-60-40-forward-v1,0.24154439980721798
sec-growth-survivorship-aware-v1,0.1942965767366951
sec-cash-conversion-breadth20-dynamic-v1,-0.055746146007167555
sec-sector-aware-signal-ensemble-v1,0.21503685048614266
