lookbacks,trend_weight,start,end,weeks,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,calmar,worst_rolling_52w,cvar_5_weekly,total_return
8/26/52,0.1,2023-01-06,2026-07-31,180,0.40937674715670336,0.15080893204255397,2.3573875884133013,-0.1653162813390533,2.476324436049329,-0.06285264737238372,-0.035953428176043356,2.279918445268533
8/26/52,0.2,2023-01-06,2026-07-31,180,0.36510618327588995,0.1354345484564225,2.371864658319663,-0.14930332499796972,2.4453988769563892,-0.05252089238613855,-0.031914565107034526,1.936863821528933
8/26/52,0.3,2023-01-06,2026-07-31,180,0.32184824963658887,0.12037477470727916,2.383802869640652,-0.13305607270432762,2.418891848339672,-0.042308594684430045,-0.027979749427844463,1.6270889047080868
13/26/52,0.1,2023-01-06,2026-07-31,180,0.4102616046270613,0.15061638811012315,2.364410449832858,-0.1650181064123225,2.4861611464742004,-0.0627263907487815,-0.0359937277589317,2.287052131247318
13/26/52,0.2,2023-01-06,2026-07-31,180,0.3668131284966103,0.13505672286484205,2.387442304603393,-0.14869310745571063,2.4669141345766037,-0.05226165714574105,-0.031995164272811225,1.9495951692363533
13/26/52,0.3,2023-01-06,2026-07-31,180,0.32431693125747696,0.11982321837375487,2.4098944205694255,-0.13211960735602168,2.4547221850542034,-0.04190965408902969,-0.028100648176509504,1.644111486819952
13/39/65,0.1,2023-01-06,2026-07-31,180,0.4078669725822488,0.15074322609085622,2.351198750542709,-0.1647724464828949,2.4753348104507853,-0.06211438601849273,-0.03599678228963262,2.2677721302496328
13/39/65,0.2,2023-01-06,2026-07-31,180,0.3621679701053897,0.13536573592015166,2.356998078337236,-0.14819297995557057,2.443894239888897,-0.051026899780238666,-0.03200127333421304,1.9150405908058703
13/39/65,0.3,2023-01-06,2026-07-31,180,0.31756070877319686,0.12038946937862034,2.3564043890186586,-0.13135603411829988,2.417557068502846,-0.0400417668361015,-0.028140200185473918,1.597709964266679
