regime,start,end,weeks,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,calmar,worst_rolling_52w,cvar_5_weekly,total_return
calendar_2008,2008-01-04,2008-12-26,52,-0.028902216853474827,0.1009065230420378,-0.2407868035020062,-0.1468056546442249,-0.19687400273182729,-0.028902216853474827,-0.03157782186757788,-0.028902216853474827
global_financial_crisis_2008_2009,2008-01-04,2009-12-25,104,0.0031345088196712556,0.08808395905121634,0.07932613904174031,-0.1647421879040606,0.01902675240355962,-0.16061732481703772,-0.026933255018721246,0.006278842784883221
covid_2020,2020-01-03,2020-12-25,52,0.08862115291689898,0.09435185246655914,0.947129389247626,-0.0606705749969455,1.4606941325570206,0.08862115291689898,-0.030442214466568685,0.08862115291689898
rates_inflation_2022,2022-01-07,2022-12-30,52,-0.028007690692086862,0.14143093681902333,-0.13321105252619744,-0.14560855862174304,-0.19234920637353664,-0.028007690692086862,-0.026942988258148077,-0.028007690692086862
saved_strategy_common_window,2023-01-06,2026-07-31,187,0.051028740858928945,0.05363073199942981,0.9552059026466491,-0.054835532787405605,0.9305780078177522,-0.02193282404695651,-0.016396494311964816,0.1959950956468579
