strategy,anomaly,months,correlation
cash_conversion_sleeve_b20,InvestPPEInv,24,-0.136688528053186
cash_conversion_sleeve_b20,ChTax,24,-0.13780022799846076
cash_conversion_sleeve_b20,RIO_MB,24,-0.14072913472489093
cash_conversion_sleeve_b20,IntanEP,24,-0.14285034403628175
cash_conversion_sleeve_b20,FEPS,24,-0.14496439147974235
cash_conversion_sleeve_b20,RDAbility,24,0.14607888417111106
cash_conversion_sleeve_b20,NOA,24,-0.1482288405747008
cash_conversion_sleeve_b20,Coskewness,24,0.15206538675598627
cash_conversion_sleeve_b20,Mom6mJunk,24,-0.1538717521004044
cash_conversion_sleeve_b20,DolVol,24,0.1574363786150013
cash_conversion_sleeve_b20,CashProd,24,0.15778537442996363
cash_conversion_sleeve_b20,ReturnSkew,24,-0.15908484960783945
cash_conversion_sleeve_b20,BMdec,24,-0.16144030848173224
cash_conversion_sleeve_b20,BM,24,-0.16220013073976614
cash_conversion_sleeve_b20,ChForecastAccrual,24,-0.17039892247640623
cash_conversion_sleeve_b20,MomRev,24,-0.17558832916620337
cash_conversion_sleeve_b20,DelBreadth,24,-0.17730324174057652
cash_conversion_sleeve_b20,Recomm_ShortInterest,24,0.17765521072473167
cash_conversion_sleeve_b20,Cash,24,0.18185791955018324
cash_conversion_sleeve_b20,OrderBacklogChg,24,-0.1841690240712633
cash_conversion_sleeve_b20,ExclExp,24,-0.1927402388133365
cash_conversion_sleeve_b20,CompEquIss,24,0.19392090458367695
cash_conversion_sleeve_b20,ChNWC,24,0.19619532953411217
cash_conversion_sleeve_b20,AccrualsBM,24,0.19805152717350497
cash_conversion_sleeve_b20,ExchSwitch,24,0.20640996958928437
cash_conversion_sleeve_b20,LRreversal,24,0.20731391481558353
cash_conversion_sleeve_b20,AOP,24,-0.21042224376361537
cash_conversion_sleeve_b20,DelFINL,24,-0.21390031400293408
cash_conversion_sleeve_b20,iomom_supp,24,0.2181301287384913
cash_conversion_sleeve_b20,BetaLiquidityPS,24,-0.22156129090769316
cash_conversion_sleeve_b20,MRreversal,24,0.22701819896596986
cash_conversion_sleeve_b20,PayoutYield,24,-0.22994789266922758
cash_conversion_sleeve_b20,Size,24,0.23255110851864266
cash_conversion_sleeve_b20,PctTotAcc,24,-0.23297038329754044
cash_conversion_sleeve_b20,RDIPO,24,-0.23613611184149638
cash_conversion_sleeve_b20,RDS,24,0.23626421798595812
cash_conversion_sleeve_b20,CoskewACX,24,-0.23770152008025033
cash_conversion_sleeve_b20,Spinoff,24,0.23891437283016892
cash_conversion_sleeve_b20,CustomerMomentum,24,-0.24654764979687266
cash_conversion_sleeve_b20,TotalAccruals,24,0.24835420973815703
cash_conversion_sleeve_b20,IntanSP,24,0.2484424905702301
cash_conversion_sleeve_b20,ShareRepurchase,24,-0.2493900570202231
cash_conversion_sleeve_b20,BrandInvest,24,0.25014600392806907
cash_conversion_sleeve_b20,AdExp,24,0.2516436605160268
cash_conversion_sleeve_b20,EarnSupBig,24,0.2527087513008424
cash_conversion_sleeve_b20,RDcap,24,0.2560686230911561
cash_conversion_sleeve_b20,IO_ShortInterest,24,0.2635082271073488
cash_conversion_sleeve_b20,sfe,24,-0.26738245558136214
cash_conversion_sleeve_b20,EarningsForecastDisparity,24,-0.26743265699074265
cash_conversion_sleeve_b20,ChInvIA,24,0.2684421544367474
cash_conversion_sleeve_b20,OrderBacklog,24,0.26920438133883245
cash_conversion_sleeve_b20,AnalystValue,24,-0.2705423651790713
cash_conversion_sleeve_b20,EarningsSurprise,24,-0.2732662791958427
cash_conversion_sleeve_b20,REV6,24,-0.273672216879004
cash_conversion_sleeve_b20,NetDebtFinance,24,-0.2737836516285178
cash_conversion_sleeve_b20,Investment,24,-0.2740980404701942
cash_conversion_sleeve_b20,MomOffSeason16YrPlus,24,0.27617818072066824
cash_conversion_sleeve_b20,roaq,24,-0.2766971622199981
cash_conversion_sleeve_b20,ChNAnalyst,24,-0.2785322122485391
cash_conversion_sleeve_b20,EntMult,24,-0.27995342082677427
cash_conversion_sleeve_b20,DivInit,24,-0.281629172404139
cash_conversion_sleeve_b20,iomom_cust,24,0.28185448196636986
cash_conversion_sleeve_b20,ShareIss5Y,24,-0.28895944054530404
cash_conversion_sleeve_b20,Frontier,24,0.29332757248918867
cash_conversion_sleeve_b20,ShortInterest,24,-0.29555114867057747
cash_conversion_sleeve_b20,IntMom,24,-0.3011937157562369
cash_conversion_sleeve_b20,UpRecomm,24,-0.30401774128822945
cash_conversion_sleeve_b20,NumEarnIncrease,24,-0.30447019874498643
cash_conversion_sleeve_b20,RoE,24,-0.3062089891234415
cash_conversion_sleeve_b20,EarningsConsistency,24,-0.30778758428587183
cash_conversion_sleeve_b20,MS,24,0.3084508186650564
cash_conversion_sleeve_b20,DebtIssuance,24,0.3122472956786406
cash_conversion_sleeve_b20,DelDRC,24,0.31493469993271817
cash_conversion_sleeve_b20,GrAdExp,24,-0.3207059426102672
cash_conversion_sleeve_b20,CompositeDebtIssuance,24,-0.32313600706929957
cash_conversion_sleeve_b20,CBOperProf,24,-0.32795182160736935
cash_conversion_sleeve_b20,AnalystRevision,24,0.3285137861063564
cash_conversion_sleeve_b20,ChangeInRecommendation,24,-0.3315832759768472
cash_conversion_sleeve_b20,MomVol,24,-0.3399437855834759
cash_conversion_sleeve_b20,betaVIX,24,0.34557557445035786
cash_conversion_sleeve_b20,Mom6m,24,-0.34939600599416115
cash_conversion_sleeve_b20,DelLTI,24,0.35039507311625306
cash_conversion_sleeve_b20,FirmAgeMom,24,-0.35147492000857583
cash_conversion_sleeve_b20,MomSeason11YrPlus,24,0.3532897031942907
cash_conversion_sleeve_b20,Tax,24,0.35792032654343203
cash_conversion_sleeve_b20,GrLTNOA,24,0.35897247759696943
cash_conversion_sleeve_b20,NetEquityFinance,24,-0.3603572488115206
cash_conversion_sleeve_b20,EquityDuration,24,-0.36057927716737637
cash_conversion_sleeve_b20,OPLeverage,24,0.3624278464004922
cash_conversion_sleeve_b20,HerfBE,24,0.362903885307637
cash_conversion_sleeve_b20,OperProfRD,24,-0.3669513304266107
cash_conversion_sleeve_b20,RD,24,0.371669775672648
cash_conversion_sleeve_b20,ConvDebt,24,-0.3731239643085044
cash_conversion_sleeve_b20,HerfAsset,24,0.3734884359012712
cash_conversion_sleeve_b20,OScore,24,0.38009430472823097
cash_conversion_sleeve_b20,MomOffSeason11YrPlus,24,-0.39039294842910893
cash_conversion_sleeve_b20,Herf,24,0.39146635988979084
cash_conversion_sleeve_b20,NetPayoutYield,24,-0.39587332664616537
cash_conversion_sleeve_b20,GrSaleToGrOverhead,24,-0.3966444344896511
cash_conversion_sleeve_b20,BookLeverage,24,0.3969198055260585
cash_conversion_sleeve_b20,DelNetFin,24,-0.3978227004707871
cash_conversion_sleeve_b20,Price,24,0.4042872634106596
cash_conversion_sleeve_b20,FR,24,-0.40481736230205995
cash_conversion_sleeve_b20,RevenueSurprise,24,-0.4091032244245185
cash_conversion_sleeve_b20,VolSD,24,-0.41184388690907603
cash_conversion_sleeve_b20,Mom12m,24,-0.41452312568813776
cash_conversion_sleeve_b20,grcapx,24,-0.41579550482059774
cash_conversion_sleeve_b20,std_turn,24,-0.41929763030809963
cash_conversion_sleeve_b20,VarCF,24,-0.4210002356294731
cash_conversion_sleeve_b20,retConglomerate,24,-0.42604515941683285
cash_conversion_sleeve_b20,dNoa,24,-0.4321660767197084
cash_conversion_sleeve_b20,hire,24,-0.43228103504404336
cash_conversion_sleeve_b20,Mom12mOffSeason,24,-0.436805541611289
cash_conversion_sleeve_b20,InvGrowth,24,-0.4389731961648101
cash_conversion_sleeve_b20,zerotrade1M,24,-0.4410459874521306
cash_conversion_sleeve_b20,ShareIss1Y,24,-0.4452044770765743
cash_conversion_sleeve_b20,OrgCap,24,0.4454124952712637
cash_conversion_sleeve_b20,ResidualMomentum,24,-0.4524243424326602
cash_conversion_sleeve_b20,PS,24,-0.45388169932822403
cash_conversion_sleeve_b20,PriceDelaySlope,20,-0.45568624576835765
cash_conversion_sleeve_b20,XFIN,24,-0.45996071168148167
cash_conversion_sleeve_b20,TrendFactor,24,0.4621351608783416
cash_conversion_sleeve_b20,PriceDelayTstat,20,-0.4647074886706984
cash_conversion_sleeve_b20,cfp,24,-0.4682693165823867
cash_conversion_sleeve_b20,AgeIPO,24,0.4874435002033211
cash_conversion_sleeve_b20,IdioVolAHT,24,-0.49204173994125894
cash_conversion_sleeve_b20,OperProf,24,-0.5047425008216266
cash_conversion_sleeve_b20,ForecastDispersion,24,-0.5089926054015835
cash_conversion_sleeve_b20,MaxRet,24,-0.5111550223417067
cash_conversion_sleeve_b20,AnnouncementReturn,24,-0.5117389028543377
cash_conversion_sleeve_b20,zerotrade6M,24,-0.5121793409366301
cash_conversion_sleeve_b20,zerotrade12M,24,-0.5152886769670956
cash_conversion_sleeve_b20,BidAskSpread,24,0.5170504380726141
cash_conversion_sleeve_b20,grcapx3y,24,-0.518782520233267
cash_conversion_sleeve_b20,ChNNCOA,24,-0.5223559159861648
cash_conversion_sleeve_b20,FirmAge,24,0.5266843894241007
cash_conversion_sleeve_b20,GrSaleToGrInv,24,-0.530677766973055
cash_conversion_sleeve_b20,High52,24,-0.5312617223566307
cash_conversion_sleeve_b20,STreversal,24,0.5619545339243379
cash_conversion_sleeve_b20,MomOffSeason,24,0.5630359971284077
cash_conversion_sleeve_b20,BetaTailRisk,24,0.5636238381201315
cash_conversion_sleeve_b20,VolMkt,24,-0.5639537671689858
cash_conversion_sleeve_b20,MomSeasonShort,24,-0.5646782548562655
cash_conversion_sleeve_b20,Beta,24,0.5676391952851212
cash_conversion_sleeve_b20,BetaFP,24,0.5767630515121999
cash_conversion_sleeve_b20,fgr5yrLag,24,-0.5810142409661465
cash_conversion_sleeve_b20,VolumeTrend,24,-0.5835712107306907
cash_conversion_sleeve_b20,RealizedVol,24,-0.6144420193405292
cash_conversion_sleeve_b20,CF,24,-0.6296448904255721
cash_conversion_sleeve_b20,realestate,24,0.6504549633764622
cash_conversion_sleeve_b20,IdioVol3F,24,-0.655799444067509
cash_conversion_composite,FEPS,24,0.0009108647980286692
cash_conversion_composite,ChAssetTurnover,24,-0.001377625050422288
cash_conversion_composite,BrandInvest,24,0.0030830632465102723
cash_conversion_composite,ConsRecomm,24,0.005067342337603032
cash_conversion_composite,MomRev,24,0.005568309802524802
cash_conversion_composite,Spinoff,24,0.007782126467706753
cash_conversion_composite,ChTax,24,-0.008889346408905058
cash_conversion_composite,NOA,24,-0.011023441088491574
cash_conversion_composite,REV6,24,-0.01226118621930793
cash_conversion_composite,AccrualsBM,24,0.012727759055284863
cash_conversion_composite,OperProfRD,24,-0.015510604597699368
cash_conversion_composite,Recomm_ShortInterest,24,0.01794321110376328
cash_conversion_composite,CBOperProf,24,-0.018625583136122247
cash_conversion_composite,AbnormalAccruals,24,0.022264827048387933
cash_conversion_composite,BPEBM,24,-0.02566672997011797
cash_conversion_composite,ReturnSkew3F,24,0.02567411504645621
cash_conversion_composite,InvestPPEInv,24,-0.027358164310360974
cash_conversion_composite,CitationsRD,24,0.030625289131521502
cash_conversion_composite,DelCOA,24,0.03323361166953912
cash_conversion_composite,ChForecastAccrual,24,-0.033845703843990875
cash_conversion_composite,DelEqu,24,-0.03395179359695881
cash_conversion_composite,ShareVol,24,-0.03863723532279029
cash_conversion_composite,BetaLiquidityPS,24,-0.039912224759543875
cash_conversion_composite,EarningsForecastDisparity,24,-0.04019039283567999
cash_conversion_composite,EarningsConsistency,24,-0.04128586678592652
cash_conversion_composite,ChInv,24,0.04439250344745749
cash_conversion_composite,ChEQ,24,-0.04481867490442994
cash_conversion_composite,PriceDelayRsq,20,0.047611163656162234
cash_conversion_composite,sinAlgo,24,0.051090521677551994
cash_conversion_composite,ReturnSkew,24,-0.05554392185114361
cash_conversion_composite,SurpriseRD,24,0.056221571234735104
cash_conversion_composite,RIO_Turnover,24,-0.06229001690408233
cash_conversion_composite,MomVol,24,-0.06314713460450243
cash_conversion_composite,Frontier,24,0.06550034986161225
cash_conversion_composite,tang,24,0.06635129655251452
cash_conversion_composite,OrderBacklog,24,0.06851586959015524
cash_conversion_composite,NumEarnIncrease,24,-0.06938979531320576
cash_conversion_composite,IO_ShortInterest,24,0.07094700308075388
cash_conversion_composite,NetDebtPrice,24,0.07133567674816932
cash_conversion_composite,IntanSP,24,-0.07516553145578667
cash_conversion_composite,DolVol,24,0.07571198613663385
cash_conversion_composite,Size,24,0.07783336164193834
cash_conversion_composite,MomSeason,24,-0.07954813863768331
cash_conversion_composite,MeanRankRevGrowth,24,-0.08234000279360298
cash_conversion_composite,PayoutYield,24,-0.08560529584216715
cash_conversion_composite,EarningsSurprise,24,-0.08763723911671478
cash_conversion_composite,CoskewACX,24,-0.09397054896567422
cash_conversion_composite,IntMom,24,0.0953556674485061
cash_conversion_composite,IndIPO,24,-0.09647731995318132
cash_conversion_composite,MomSeason06YrPlus,24,-0.10165245525236795
cash_conversion_composite,betaVIX,24,0.10167581355031506
cash_conversion_composite,CredRatDG,24,0.10309239989182833
cash_conversion_composite,LRreversal,24,0.10818397350817488
cash_conversion_composite,DivInit,24,-0.1094736265628257
cash_conversion_composite,TotalAccruals,24,0.10948861220256578
cash_conversion_composite,ShareIss5Y,24,-0.11144283872627717
cash_conversion_composite,iomom_supp,24,0.11636506918875417
cash_conversion_composite,PriceDelaySlope,20,-0.12139683979805509
cash_conversion_composite,Tax,24,0.1230856370208223
cash_conversion_composite,DelBreadth,24,0.12408578946785132
cash_conversion_composite,PriceDelayTstat,20,-0.12481066733488869
cash_conversion_composite,NetEquityFinance,24,-0.12771788413594692
cash_conversion_composite,RDS,24,0.13033924725612464
cash_conversion_composite,CustomerMomentum,24,-0.13134936748581447
cash_conversion_composite,FR,24,-0.1320744867808887
cash_conversion_composite,NetDebtFinance,24,-0.13259315252977721
cash_conversion_composite,ResidualMomentum,24,-0.13311929606616427
cash_conversion_composite,HerfBE,24,0.13535269505785263
cash_conversion_composite,IndRetBig,24,-0.135771372889036
cash_conversion_composite,AdExp,24,0.13601583623853913
cash_conversion_composite,ConvDebt,24,-0.13628187307362216
cash_conversion_composite,RoE,24,-0.13831867726066283
cash_conversion_composite,MomSeason16YrPlus,24,-0.13905704556919143
cash_conversion_composite,ShortInterest,24,-0.1391730248005151
cash_conversion_composite,ExchSwitch,24,0.1437991146440778
cash_conversion_composite,Mom6m,24,-0.1451899524925496
cash_conversion_composite,EarningsStreak,24,0.14709828822481627
cash_conversion_composite,roaq,24,-0.1481737908375474
cash_conversion_composite,Mom12mOffSeason,24,-0.14918715698755156
cash_conversion_composite,IndMom,24,-0.1499134456334845
cash_conversion_composite,Price,24,0.1546234486778976
cash_conversion_composite,OrderBacklogChg,24,-0.15586939362923952
cash_conversion_composite,EarnSupBig,24,0.1582275309270629
cash_conversion_composite,Accruals,24,0.15924991876194602
cash_conversion_composite,VolSD,24,-0.1598305143621044
cash_conversion_composite,ShareRepurchase,24,-0.16133008999414133
cash_conversion_composite,MRreversal,24,0.16281029098634733
cash_conversion_composite,Cash,24,0.16348979575982062
cash_conversion_composite,CashProd,24,-0.16352938734720218
cash_conversion_composite,MomOffSeason16YrPlus,24,0.1636781789919716
cash_conversion_composite,DelFINL,24,-0.1677313469641724
cash_conversion_composite,AgeIPO,24,0.168101722880091
cash_conversion_composite,ChNWC,24,0.17107466658788617
cash_conversion_composite,VarCF,24,-0.17577989671645694
cash_conversion_composite,BMdec,24,-0.17612635532040502
cash_conversion_composite,DelCOL,24,0.17823832296739864
cash_conversion_composite,High52,24,-0.17840666421207693
cash_conversion_composite,Herf,24,0.17883617384550016
cash_conversion_composite,HerfAsset,24,0.18059665500251737
cash_conversion_composite,EP,24,-0.18076236081698005
cash_conversion_composite,FirmAgeMom,24,-0.1820694292279324
cash_conversion_composite,Mom12m,24,-0.18270796139859236
cash_conversion_composite,Illiquidity,24,-0.18400173149501867
cash_conversion_composite,retConglomerate,24,-0.18555357433184122
cash_conversion_composite,Mom6mJunk,24,0.18625737480295634
cash_conversion_composite,SP,24,-0.1885805494575708
cash_conversion_composite,RIO_Disp,24,-0.19046887375923832
cash_conversion_composite,MS,24,0.19238251282244798
cash_conversion_composite,std_turn,24,-0.19252098096338902
cash_conversion_composite,AnalystValue,24,-0.19381618602137288
cash_conversion_composite,DelDRC,24,0.19583463259018824
cash_conversion_composite,RIO_Volatility,24,-0.2000571711033408
cash_conversion_composite,hire,24,-0.2000909578998992
cash_conversion_composite,NetPayoutYield,24,-0.20119256064612853
cash_conversion_composite,RDcap,24,0.20156201498642115
cash_conversion_composite,RD,24,0.20885319527786084
cash_conversion_composite,EquityDuration,24,-0.21006463245190107
cash_conversion_composite,MomSeason11YrPlus,24,0.21015533265864195
cash_conversion_composite,RevenueSurprise,24,-0.2116842741566892
cash_conversion_composite,MomOffSeason06YrPlus,24,-0.21559968498175447
cash_conversion_composite,IdioVolAHT,24,-0.21809612650204405
cash_conversion_composite,iomom_cust,24,0.21967998639316952
cash_conversion_composite,PS,24,-0.22004458015109468
cash_conversion_composite,grcapx,24,-0.22210575805061514
cash_conversion_composite,DebtIssuance,24,0.22357290698969404
cash_conversion_composite,Investment,24,-0.22490716413775103
cash_conversion_composite,AssetGrowth,24,0.22533499639371268
cash_conversion_composite,GP,24,0.22585341067132708
cash_conversion_composite,sfe,24,-0.2294108045965587
cash_conversion_composite,ForecastDispersion,24,-0.23114748952440423
cash_conversion_composite,DivOmit,24,0.23144146248067138
cash_conversion_composite,RIO_MB,24,-0.23189992326848508
cash_conversion_composite,ShareIss1Y,24,-0.23412691115030626
cash_conversion_composite,ChInvIA,24,0.2356810379471613
cash_conversion_composite,BidAskSpread,24,0.23706577438569415
cash_conversion_composite,ChNAnalyst,24,-0.2374750266691379
cash_conversion_composite,zerotrade1M,24,-0.23913256196482657
cash_conversion_composite,PredictedFE,24,-0.24122803504582582
cash_conversion_composite,OperProf,24,-0.24403068348609508
cash_conversion_composite,DownRecomm,24,-0.24524727266470392
cash_conversion_composite,XFIN,24,-0.2513664637629744
cash_conversion_composite,TrendFactor,24,0.253033124541042
cash_conversion_composite,grcapx3y,24,-0.25368320063038363
cash_conversion_composite,BM,24,-0.2662066080130617
cash_conversion_composite,PctTotAcc,24,-0.2664428285540727
cash_conversion_composite,zerotrade6M,24,-0.2665050423129516
cash_conversion_composite,DivYieldST,24,-0.2699099416742893
cash_conversion_composite,ExclExp,24,-0.2702127209435766
cash_conversion_composite,STreversal,24,0.2716899675974663
cash_conversion_composite,AM,24,-0.27170956619459163
cash_conversion_composite,MomOffSeason,24,0.2720078927083008
cash_conversion_composite,Beta,24,0.2728865000636361
cash_conversion_composite,FirmAge,24,0.27772867568845416
cash_conversion_composite,EBM,24,-0.27793948216393255
cash_conversion_composite,UpRecomm,24,-0.2789022314195161
cash_conversion_composite,RDAbility,24,0.28247635892073997
cash_conversion_composite,InvGrowth,24,-0.28426775107817975
cash_conversion_composite,DivSeason,24,0.2851220112419689
cash_conversion_composite,BetaFP,24,0.2884427488932921
cash_conversion_composite,zerotrade12M,24,-0.28958142800553927
cash_conversion_composite,VolumeTrend,24,-0.2958055711878695
cash_conversion_composite,BetaTailRisk,24,0.303683636563468
cash_conversion_composite,OrgCap,24,0.3042781473879492
cash_conversion_composite,DelLTI,24,0.30487203439998
cash_conversion_composite,IntanCFP,24,-0.3080471441328692
cash_conversion_composite,Leverage,24,-0.30823647455316483
cash_conversion_composite,OScore,24,0.31047923273771566
cash_conversion_composite,DelNetFin,24,-0.31749858957922583
cash_conversion_composite,dNoa,24,-0.32269714477862743
cash_conversion_composite,GrSaleToGrOverhead,24,-0.32477618663927627
cash_conversion_composite,IntanBM,24,-0.32504379697820124
cash_conversion_composite,RDIPO,24,-0.32600391453230726
cash_conversion_composite,VolMkt,24,-0.33320436906048995
cash_conversion_composite,cfp,24,-0.33468257422297326
cash_conversion_composite,GrAdExp,24,-0.33824026499253296
cash_conversion_composite,CompositeDebtIssuance,24,-0.3417505446741602
cash_conversion_composite,AnnouncementReturn,24,-0.34709185497199335
cash_conversion_composite,PctAcc,24,0.3473902041630235
cash_conversion_composite,AnalystRevision,24,0.3499428450167273
cash_conversion_composite,OPLeverage,24,0.3525794095054478
cash_conversion_composite,Coskewness,24,0.3571591278484689
cash_conversion_composite,MaxRet,24,-0.3586353946684996
cash_conversion_composite,CF,24,-0.3655742827836288
cash_conversion_composite,GrLTNOA,24,0.3798504902976479
cash_conversion_composite,IdioVol3F,24,-0.3830675492120733
cash_conversion_composite,RealizedVol,24,-0.38566963244826774
cash_conversion_composite,BookLeverage,24,0.3858896316716585
cash_conversion_composite,fgr5yrLag,24,-0.40963247623344967
cash_conversion_composite,MomOffSeason11YrPlus,24,-0.41495282248188253
cash_conversion_composite,IntanEP,24,-0.42374698396282545
cash_conversion_composite,ChangeInRecommendation,24,-0.43859435296382443
cash_conversion_composite,MomSeasonShort,24,-0.4464553001295338
cash_conversion_composite,AOP,24,-0.46448369550880353
cash_conversion_composite,EntMult,24,-0.46953175359408683
cash_conversion_composite,ChNNCOA,24,-0.4713863934919977
cash_conversion_composite,CompEquIss,24,0.4731337749563699
cash_conversion_composite,realestate,24,0.5031054499004954
cash_conversion_composite,GrSaleToGrInv,24,-0.5635870721564298
growth_leader_sleeve,BPEBM,24,-0.00018332134598999446
growth_leader_sleeve,ChTax,24,0.0007065665531386569
growth_leader_sleeve,NOA,24,0.0031782706847777774
growth_leader_sleeve,CBOperProf,24,0.005576802974738564
growth_leader_sleeve,BetaLiquidityPS,24,-0.006676092406853352
growth_leader_sleeve,Spinoff,24,0.008244163804151805
growth_leader_sleeve,AccrualsBM,24,0.012369794354721362
growth_leader_sleeve,ConsRecomm,24,-0.01435767780035147
growth_leader_sleeve,ChAssetTurnover,24,-0.014463024083262041
growth_leader_sleeve,EarningsForecastDisparity,24,-0.017050624180617858
growth_leader_sleeve,DelEqu,24,-0.017510801081195283
growth_leader_sleeve,OperProfRD,24,0.019562276351604495
growth_leader_sleeve,FEPS,24,-0.020446995481864683
growth_leader_sleeve,sinAlgo,24,0.020525116408305778
growth_leader_sleeve,BrandInvest,24,-0.0218301358829191
growth_leader_sleeve,ChForecastAccrual,24,-0.023375273416541935
growth_leader_sleeve,REV6,24,0.02549972905937847
growth_leader_sleeve,ChInv,24,0.025874278243838006
growth_leader_sleeve,MomRev,24,0.026095733170614564
growth_leader_sleeve,OrderBacklog,24,0.026269972629780647
growth_leader_sleeve,EarningsConsistency,24,-0.0270929654318247
growth_leader_sleeve,ReturnSkew,24,-0.03128934642516073
growth_leader_sleeve,MomVol,24,-0.03398496093091176
growth_leader_sleeve,PriceDelayRsq,20,0.03574105351826355
growth_leader_sleeve,ChEQ,24,-0.040016927313504994
growth_leader_sleeve,DelCOA,24,0.042133122056383907
growth_leader_sleeve,Recomm_ShortInterest,24,-0.04220042134547191
growth_leader_sleeve,InvestPPEInv,24,-0.0455244436522812
growth_leader_sleeve,CitationsRD,24,0.04800233881823579
growth_leader_sleeve,ReturnSkew3F,24,0.04881970079535867
growth_leader_sleeve,IO_ShortInterest,24,0.05025517399094702
growth_leader_sleeve,Size,24,0.054858384846894016
growth_leader_sleeve,RIO_Turnover,24,-0.057528100702717466
growth_leader_sleeve,Frontier,24,0.05922768350991465
growth_leader_sleeve,ShareVol,24,-0.0610854251685973
growth_leader_sleeve,DivInit,24,-0.061306591434305
growth_leader_sleeve,DolVol,24,0.061451296861142216
growth_leader_sleeve,NumEarnIncrease,24,-0.06506388934490538
growth_leader_sleeve,EarningsSurprise,24,-0.06591220914678966
growth_leader_sleeve,AbnormalAccruals,24,0.06878527229652501
growth_leader_sleeve,betaVIX,24,0.07411808505559536
growth_leader_sleeve,PayoutYield,24,-0.07440468346052363
growth_leader_sleeve,MeanRankRevGrowth,24,-0.07672967699930024
growth_leader_sleeve,iomom_supp,24,0.07919451969552543
growth_leader_sleeve,IntanSP,24,-0.08592399836803216
growth_leader_sleeve,NetDebtPrice,24,0.08758568522253618
growth_leader_sleeve,MomSeason,24,-0.09124272852900803
growth_leader_sleeve,Tax,24,0.09451078005181791
growth_leader_sleeve,SurpriseRD,24,0.09460282094062161
growth_leader_sleeve,CustomerMomentum,24,-0.09596319456760946
growth_leader_sleeve,tang,24,0.0992765946121939
growth_leader_sleeve,LRreversal,24,0.10137484076370668
growth_leader_sleeve,IndIPO,24,-0.10604883701408321
growth_leader_sleeve,CredRatDG,24,0.10791234502839615
growth_leader_sleeve,ResidualMomentum,24,-0.11122098322668388
growth_leader_sleeve,RDS,24,0.11269242725845205
growth_leader_sleeve,Mom6m,24,-0.11463860746352103
growth_leader_sleeve,TotalAccruals,24,0.11545738671717075
growth_leader_sleeve,EarnSupBig,24,0.11640701449041763
growth_leader_sleeve,FR,24,-0.11750889080478652
growth_leader_sleeve,MomSeason06YrPlus,24,-0.11950601218956014
growth_leader_sleeve,IndMom,24,-0.1223597197808092
growth_leader_sleeve,CoskewACX,24,-0.12355517099929274
growth_leader_sleeve,ShareIss5Y,24,-0.12544465221477508
growth_leader_sleeve,ExchSwitch,24,0.12709759121889871
growth_leader_sleeve,PriceDelaySlope,20,-0.12722360225667245
growth_leader_sleeve,NetEquityFinance,24,-0.12797201036723
growth_leader_sleeve,PriceDelayTstat,20,-0.12852402167169608
growth_leader_sleeve,IntMom,24,0.1286347945542586
growth_leader_sleeve,ConvDebt,24,-0.12987727122097503
growth_leader_sleeve,AdExp,24,0.13169209436488177
growth_leader_sleeve,HerfBE,24,0.13197487713446546
growth_leader_sleeve,Mom12mOffSeason,24,-0.13245083179459496
growth_leader_sleeve,IndRetBig,24,-0.1328129605435979
growth_leader_sleeve,VolSD,24,-0.13666379271719037
growth_leader_sleeve,Price,24,0.13928432612957453
growth_leader_sleeve,MomSeason16YrPlus,24,-0.14247680161335247
growth_leader_sleeve,OrderBacklogChg,24,-0.1438133998521468
growth_leader_sleeve,DelCOL,24,0.14726532672751003
growth_leader_sleeve,retConglomerate,24,-0.1485624667964739
growth_leader_sleeve,ShortInterest,24,-0.15135122953380595
growth_leader_sleeve,High52,24,-0.15239337332400152
growth_leader_sleeve,RoE,24,-0.15667319631588303
growth_leader_sleeve,DelBreadth,24,0.15707103656250834
growth_leader_sleeve,ChNWC,24,0.15774981541078903
growth_leader_sleeve,Mom12m,24,-0.15882692988264857
growth_leader_sleeve,VarCF,24,-0.16042990445994182
growth_leader_sleeve,ShareRepurchase,24,-0.16110754895230087
growth_leader_sleeve,MS,24,0.16163433974917737
growth_leader_sleeve,roaq,24,-0.1616353182475326
growth_leader_sleeve,Herf,24,0.16199690331742472
growth_leader_sleeve,MomOffSeason16YrPlus,24,0.1662953923566204
growth_leader_sleeve,Accruals,24,0.16715684726837846
growth_leader_sleeve,RevenueSurprise,24,-0.16740905074734733
growth_leader_sleeve,NetDebtFinance,24,-0.167725293004967
growth_leader_sleeve,EarningsStreak,24,0.16781709503541423
growth_leader_sleeve,AgeIPO,24,0.17112773150097327
growth_leader_sleeve,RIO_Volatility,24,-0.1742700363149304
growth_leader_sleeve,iomom_cust,24,0.17660858569318635
growth_leader_sleeve,MRreversal,24,0.18058488974544537
growth_leader_sleeve,CashProd,24,-0.18103830223617137
growth_leader_sleeve,HerfAsset,24,0.1827798035725521
growth_leader_sleeve,EP,24,-0.1830153856900687
growth_leader_sleeve,RIO_Disp,24,-0.18388971697875592
growth_leader_sleeve,std_turn,24,-0.18432151425350715
growth_leader_sleeve,Cash,24,0.18558207934358315
growth_leader_sleeve,DelDRC,24,0.1863616571541521
growth_leader_sleeve,BMdec,24,-0.1911777585732359
growth_leader_sleeve,RD,24,0.1953486398023428
growth_leader_sleeve,FirmAgeMom,24,-0.1972317923129881
growth_leader_sleeve,PS,24,-0.19766594614251312
