portfolio,state,label,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,worst_4w,worst_13w
ggg1,calm_trend,ggg1,295,0.04085050192523543,0.07953371985417827,0.5136249379525201,-0.13932214620799088,0.29320896237307914,-0.027025855044929395,-0.0671860052550783,-0.0744074126360933
ggg1,neutral_mixed,ggg1,493,0.11211233905761886,0.07670728102960378,1.461560591808112,-0.09121696089228515,1.2290733868014778,-0.02470568782041674,-0.07053592921169222,-0.06817310660097112
ggg1,recovery_confirmed,ggg1,44,0.02570451511736649,0.07466441754032846,0.34426726899038246,-0.053798275665570494,0.47779440510612337,-0.022095707267119336,-0.033816737795466276,-0.048169733198372075
ggg1,recovery_fragile,ggg1,49,0.0666705276141002,0.05837429590621985,1.1421213151968206,-0.032194211382499116,2.0708855645503563,-0.017134665795987398,-0.027488511643348194,-0.02044807094519
ggg1,stressed_panic,ggg1,229,0.035802805834722395,0.07448256601549053,0.4806870620874729,-0.12162167458993178,0.29437849754525797,-0.023120023505570523,-0.1114212440122295,-0.10185444956016229
phase2_best,calm_trend,phase2_best,295,0.04126819180250041,0.07980623126085717,0.5171048820437328,-0.13979281294256896,0.2952096816268703,-0.027137273321946997,-0.06718593374158979,-0.0743478800762705
phase2_best,neutral_mixed,phase2_best,493,0.11743509383550688,0.07995350135295932,1.4687923836766437,-0.09721342895708773,1.2080130810666647,-0.02560171385260939,-0.07312828188887169,-0.07144565101442
phase2_best,recovery_confirmed,phase2_best,44,0.026741123419163015,0.07715655770751557,0.3465826394242864,-0.053930184791240565,0.49584705712905985,-0.022877000513945266,-0.035128173452165304,-0.04861925530975761
phase2_best,recovery_fragile,phase2_best,49,0.06960552174468737,0.06017886931536476,1.1566438940539518,-0.03238666567345683,2.1492030839634735,-0.017249188645400964,-0.027488551478950095,-0.019219213173601302
phase2_best,stressed_panic,phase2_best,229,0.03556258865431161,0.07781226839908992,0.4570306120869694,-0.13039410072754665,0.2727315764738333,-0.024113200260261893,-0.11950637818094612,-0.10993272098400081
phase3_best,calm_trend,phase3_best,295,0.04357799840298493,0.0741167462815261,0.5879642670423988,-0.12200617617820797,0.35717862626341845,-0.025019963852958425,-0.06508150957556741,-0.0729082822350989
phase3_best,neutral_mixed,phase3_best,493,0.11271353278171592,0.07712147198104165,1.4615065024877076,-0.093329458971663,1.2076951267438332,-0.024880423738692068,-0.0703331611484912,-0.0695495476887748
phase3_best,recovery_confirmed,phase3_best,44,0.02460581692515218,0.07629159549831707,0.3225232971526328,-0.054833640143954976,0.4487357917613062,-0.02262162274318773,-0.034921775950289266,-0.05020223570256566
phase3_best,recovery_fragile,phase3_best,49,0.06771943234743705,0.05766254702625426,1.1744093148816996,-0.03129608947340212,2.1638304812807476,-0.0165357051789356,-0.02725903279105828,-0.019656484282053976
phase3_best,stressed_panic,phase3_best,229,0.03718311115620154,0.07560362017028631,0.4918165436053448,-0.12214499091541509,0.3044178142511853,-0.023467816583786452,-0.11430801735761212,-0.10231703802141251
phase4_best,calm_trend,phase4_best,295,0.04679626304322637,0.08534889568802966,0.5482937144761398,-0.13664290263459633,0.34247123078442365,-0.028384249381095593,-0.06943454301594909,-0.08602092771535558
phase4_best,neutral_mixed,phase4_best,493,0.11512294063098438,0.0826001008438335,1.3937384997705953,-0.1067971837830276,1.0779585804890852,-0.025886316802661485,-0.0811070073016659,-0.07818498162645413
phase4_best,recovery_confirmed,phase4_best,44,0.03965012190226447,0.08096708258079306,0.4897066886743704,-0.056432386381230715,0.7026128867634066,-0.024900932934337868,-0.0368231032961203,-0.0447128957881472
phase4_best,recovery_fragile,phase4_best,49,0.08033434338894785,0.06098322176412678,1.3173187815440135,-0.030419330209198736,2.6408978381994395,-0.017123344554792464,-0.0271975080551465,-0.0230825692257732
phase4_best,stressed_panic,phase4_best,229,0.040364462856485206,0.08138645459530819,0.4959604525986092,-0.1377271184662734,0.2930756361273154,-0.025599346959991772,-0.1261878174332162,-0.1188218239528512
phase4b_best,calm_trend,phase4b_best,295,0.043870128816315024,0.08600895244485092,0.5100646801208819,-0.13591572131770835,0.3227744987187087,-0.02904072905893889,-0.0730989808476386,-0.08446921607986813
phase4b_best,neutral_mixed,phase4b_best,493,0.12073582151274342,0.08189854238890727,1.474212092071329,-0.10624050292025955,1.1364387234063036,-0.025705693408837865,-0.0813058795292403,-0.0806099373546577
phase4b_best,recovery_confirmed,phase4b_best,44,0.04365987598661958,0.07755240908084873,0.5629725305000385,-0.05287395870262812,0.8257349564493541,-0.023321608231782698,-0.03419962119020976,-0.04360151286693866
phase4b_best,recovery_fragile,phase4b_best,49,0.07713379897162476,0.060382415798953516,1.2774215465052916,-0.030083544995943456,2.5639863580580573,-0.016976259856055668,-0.028008628138135254,-0.01934379154459145
phase4b_best,stressed_panic,phase4b_best,229,0.03817355921349175,0.07643326245724719,0.4994364755114838,-0.12420639424750646,0.30733972630606426,-0.023639724615028713,-0.11373930064548801,-0.1035194284565323
prod_pin,calm_trend,prod_pin,295,0.03558351868547227,0.09259919250188255,0.3842746110852841,-0.16468334175541033,0.21607236230560187,-0.031200121149341665,-0.07889829150066582,-0.09380136678806679
prod_pin,neutral_mixed,prod_pin,493,0.11043252730450281,0.07552528138271734,1.4621928615518325,-0.08966981616920844,1.2315462663168038,-0.023941949335295348,-0.07392380919036551,-0.06330185828893259
prod_pin,recovery_confirmed,prod_pin,44,0.026147257209693242,0.06797205185156094,0.38467659129658577,-0.049659472655325,0.5265311090026137,-0.020330486395663264,-0.0400197722208404,-0.0458304810901442
prod_pin,recovery_fragile,prod_pin,49,0.06973508185847388,0.052956380045192736,1.3168400445604906,-0.03088452173353262,2.2579297960362967,-0.014782139062603802,-0.025233981158017005,-0.018827398296377
prod_pin,stressed_panic,prod_pin,229,0.03369319983341135,0.0678304263539729,0.49672693574979865,-0.12080985474854333,0.2788944652200867,-0.020652243634167195,-0.10449256051418282,-0.09995058008304
official_shadow,calm_trend,official_shadow,295,0.035658624830249064,0.0925134702293442,0.3854425170934574,-0.16253511824370914,0.21939027833222877,-0.031253937256500025,-0.0799507334685785,-0.09380224263798409
official_shadow,neutral_mixed,official_shadow,493,0.10953598886437232,0.07528686323279656,1.4549150298063702,-0.0914439238430027,1.1978487389980261,-0.02388715449312065,-0.0758050870177193,-0.06518479366094292
official_shadow,recovery_confirmed,official_shadow,44,0.025594242377825482,0.06830042937731844,0.3747303290940211,-0.050068777267215814,0.511181693957287,-0.020535640069080697,-0.0399903155603194,-0.04619318005608199
official_shadow,recovery_fragile,official_shadow,49,0.06769593570471377,0.05269820545182556,1.2845966029450187,-0.031330278053035676,2.160719275779122,-0.014916658225441968,-0.0252339918526688,-0.019502146778955405
official_shadow,stressed_panic,official_shadow,229,0.03433145625197587,0.06679537507633644,0.513979541438917,-0.11744619380382038,0.29231646543882384,-0.020307572027016628,-0.1008862922735025,-0.09634414319048251
