portfolio,signal_active_windows_improve,signal_improves_beyond_etf_sector_breadth,active_weeks,reason
improved_phase5_stock_breadth_neutral_risk_on,False,False,0,NOT_BUILT_NO_LOCAL_STOCK_PRICES_OR_POINT_IN_TIME_MEMBERSHIP
improved_phase5_broad_stock_bull_aggressive,False,False,0,NOT_BUILT_NO_LOCAL_STOCK_PRICES_OR_POINT_IN_TIME_MEMBERSHIP
improved_phase5_narrow_bull_caution_overlay,False,False,0,NOT_BUILT_NO_LOCAL_STOCK_PRICES_OR_POINT_IN_TIME_MEMBERSHIP
improved_phase5_recovery_stock_breadth_rerisk,False,False,0,NOT_BUILT_NO_LOCAL_STOCK_PRICES_OR_POINT_IN_TIME_MEMBERSHIP
improved_phase5_stock_breadth_aggression_score,False,False,0,NOT_BUILT_NO_LOCAL_STOCK_PRICES_OR_POINT_IN_TIME_MEMBERSHIP
