name,kind,ann_return,cagr,arithmetic_ann_return,ann_vol,sharpe,arithmetic_sharpe,sortino,max_drawdown,calmar,var_5,cvar_5,hit_rate,n_weeks,avg_weekly_turnover,annualized_turnover,total_cost,avg_weekly_cost,annualized_cost,avg_turnover,cost_drag,avg_BIL,avg_cash,avg_SPY,avg_offense,avg_defense,avg_equity,max_single_etf_weight,fold,test_start,test_end
track_c_residual_xsmom_top5,standalone_sleeve,0.10992514582550506,0.10992514582550506,0.12530335109179658,0.2025840800469983,0.5426149270959647,0.6185251628001912,0.5855190826803792,-0.23902686531700912,0.45988615413467,-0.042260329251744944,-0.07381767032491814,0.6153846153846154,104,,,,,,,,,,,,,,,1,2010-01-01,2011-12-23
track_c_residual_xsmom_top5,standalone_sleeve,0.012361952875846738,0.012361952875846738,0.025836749233820785,0.16228085870032397,0.07617628458988465,0.1592100845456594,0.0741315673549722,-0.23902686531700923,0.051717838743572636,-0.026023490619705485,-0.05943349461656263,0.5480769230769231,104,,,,,,,,,,,,,,,2,2010-12-31,2012-12-21
track_c_residual_xsmom_top5,standalone_sleeve,0.08494108230484909,0.08494108230484909,0.08588056134223002,0.09320531653332899,0.9113330168722219,0.921412689066082,1.5945251339662527,-0.08483902088583051,1.0012030009063393,-0.01894175914802875,-0.02330539744730069,0.5480769230769231,104,,,,,,,,,,,,,,,3,2011-12-30,2013-12-20
track_c_residual_xsmom_top5,standalone_sleeve,0.06350194505151574,0.06350194505151574,0.06647836687284554,0.09918009112910678,0.6402690734459264,0.6702793485671226,0.9902126210239035,-0.08483902088583051,0.7484992682432241,-0.022100898692530818,-0.02749131779620177,0.5576923076923077,104,,,,,,,,,,,,,,,4,2012-12-28,2014-12-19
track_c_residual_xsmom_top5,standalone_sleeve,-0.028916490376455828,-0.028916490376455828,-0.022784036671387276,0.11448040280592466,-0.25258899923227146,-0.19902128323231358,-0.3048073508883594,-0.11549645006960574,-0.2503669191479812,-0.024662959470502253,-0.04137082148715003,0.5288461538461539,104,,,,,,,,,,,,,,,5,2013-12-27,2015-12-18
track_c_residual_xsmom_top5,standalone_sleeve,-0.0050126836093044025,-0.0050126836093044025,0.006756483145188102,0.1536832652256662,-0.03261697753456665,0.04396368814305828,-0.04429093091800846,-0.19720907111134645,-0.02541811885759649,-0.03788367436722486,-0.04957979309273306,0.5096153846153846,104,,,,,,,,,,,,,,,6,2014-12-26,2016-12-16
track_c_residual_xsmom_top5,standalone_sleeve,0.011605885740216593,0.011605885740216593,0.019932116926175324,0.12983561713464709,0.08938907517326786,0.1535180974686211,0.1162257487390643,-0.11629396284638915,0.09979783521133098,-0.025237375010470978,-0.041537081972135494,0.5288461538461539,104,,,,,,,,,,,,,,,7,2015-12-25,2017-12-15
track_c_residual_xsmom_top5,standalone_sleeve,-0.06169921417932123,-0.06169921417932123,-0.05784365954664502,0.10771175033334165,-0.5728178586679464,-0.5370227423436438,-0.6893865313691439,-0.1793789636736528,-0.3439601440198509,-0.028979501371982557,-0.03956373600025597,0.5288461538461539,104,,,,,,,,,,,,,,,8,2016-12-23,2018-12-14
track_c_residual_xsmom_top5,standalone_sleeve,0.037951659879637,0.037951659879637,0.04330055043811221,0.10988875953180584,0.34536434883180567,0.3940398510511846,0.4111475926550062,-0.17937896367365302,0.2115725227885866,-0.028979501371982557,-0.03915631587517029,0.5961538461538461,104,,,,,,,,,,,,,,,9,2017-12-22,2019-12-13
track_c_residual_xsmom_top5,standalone_sleeve,0.2561569783757627,0.2561569783757627,0.24373046504648022,0.17501064521727122,1.463665127671236,1.3926607992553544,1.7340428140809052,-0.1805731362379992,1.41857744575108,-0.025193854405164657,-0.055880886497099456,0.625,104,,,,,,,,,,,,,,,10,2018-12-21,2020-12-11
