name,kind,cost_multiplier,cost_bps_per_one_way_turnover,ann_return,ann_vol,sharpe,max_drawdown,cvar_5,calmar,annualized_cost,avg_weekly_turnover
track_c_residual_xsmom_top5,standalone_sleeve,1.0,10.0,0.0773714631974205,0.17010112543080946,0.454855680710309,-0.5218629154992939,-0.05828357662154243,0.14826012904824848,0.007982702702702703,0.15365193868349863
track_c_residual_xsmom_top5,standalone_sleeve,2.0,20.0,0.06882689659040997,0.1700365609659125,0.4047770444158054,-0.5243739477009517,-0.05840699377903692,0.13125537012693406,0.015965405405405406,0.15365193868349863
track_c_residual_xsmom_top5,standalone_sleeve,3.0,30.0,0.06034752576604041,0.1699791005011869,0.3550290923302011,-0.5268726046284791,-0.05853199377903693,0.11453912242902455,0.023948108108108112,0.15365193868349863
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,1.0,10.0,0.07092932732372237,0.14531878946066065,0.48809467507244614,-0.4395504442326973,-0.049792996337768146,0.16136788906570299,0.007851531531531532,0.15112714156898105
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,2.0,20.0,0.06256911260176579,0.14527689044227965,0.4306886829094493,-0.4420281887988394,-0.04992656776633957,0.14155005085035444,0.015703063063063065,0.15112714156898105
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,3.0,30.0,0.0542716980760547,0.1452429680713649,0.37366145016665037,-0.444495681340224,-0.050060139194911,0.12209724493254252,0.023554594594594594,0.15112714156898105
track_c_carry_value_top5,standalone_sleeve,1.0,10.0,0.04983346008774392,0.17317827606214015,0.28775814854435083,-0.4970005471977458,-0.05644099195226796,0.10026842096798791,0.003944504504504505,0.07592425608656449
track_c_carry_value_top5,standalone_sleeve,2.0,20.0,0.045695684378255885,0.1732102457176197,0.26381628978664695,-0.5002820992573831,-0.0565588490951251,0.09133983495728988,0.00788900900900901,0.07592425608656449
track_c_carry_value_top5,standalone_sleeve,3.0,30.0,0.04157323456971285,0.17324590468700618,0.2399666222692012,-0.5035429847209089,-0.056677291515634276,0.08256144128937674,0.011833513513513513,0.07592425608656449
track_c_neutral_reversal_top5,standalone_sleeve,1.0,10.0,0.04683531630731297,0.177669411387308,0.2636093401875181,-0.5369190862064743,-0.0601288889683214,0.08722974748061436,0.020116036036036036,0.38719567177637515
track_c_neutral_reversal_top5,standalone_sleeve,2.0,20.0,0.025992886262070636,0.17768153732784597,0.14628917924156812,-0.5440564795692064,-0.060539603254035686,0.04777608067944024,0.04023207207207207,0.38719567177637515
track_c_neutral_reversal_top5,standalone_sleeve,3.0,30.0,0.0055515973649777894,0.17772722639713134,0.031236617357504638,-0.55108730331259,-0.060950317539749964,0.010073898149362352,0.06034810810810811,0.38719567177637515
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,1.0,10.0,0.02785794781773454,0.09211418554882207,0.3024284224167553,-0.3581208429213705,-0.02894658589355486,0.07778923893533633,0.0038882882882882884,0.07484220018034266
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,2.0,20.0,0.02386797511187866,0.09214607353706918,0.2590232464140415,-0.36519423015039765,-0.029049276084510023,0.06535693376658533,0.007776576576576577,0.07484220018034266
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,3.0,30.0,0.019889518560525232,0.09221700564425733,0.2156816784666855,-0.37219668606830414,-0.02915641894165288,0.05343819358153872,0.011664864864864864,0.07484220018034266
track_c_canary_breadth_timing,standalone_sleeve,1.0,10.0,0.06146170133076012,0.05887041399142871,1.0440168017114453,-0.09510100755242201,-0.018633898115860737,0.6462781300911131,0.0023282882882882877,0.04481514878268711
track_c_canary_breadth_timing,standalone_sleeve,2.0,20.0,0.05899466244017848,0.058890636024720874,1.0017664338930545,-0.1001557911097295,-0.01868568383014645,0.5890289696333647,0.0046565765765765755,0.04481514878268711
track_c_canary_breadth_timing,standalone_sleeve,3.0,30.0,0.05653230131075926,0.05892607112484094,0.9593767280189064,-0.10518413000956373,-0.018737469544432166,0.5374603688371918,0.006984864864864865,0.04481514878268711
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,1.0,10.0,0.07166910622961531,0.0767100386955488,0.9342858828954549,-0.11562819184879392,-0.025412053001036446,0.6198238083955896,0.0036705411897754005,0.0706509801042293
