name,kind,market_state,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,cvar_5,calmar
track_c_residual_xsmom_top5,standalone_sleeve,calm_trend,295,0.016801780290547796,0.13759907387815146,0.12210678325804962,-0.3170479052231875,-0.0486116928467425,0.05299445293202646
track_c_residual_xsmom_top5,standalone_sleeve,neutral_mixed,493,0.14547507988940445,0.14575165222516825,0.9981024411624745,-0.19546389739309378,-0.04665358142094306,0.7442554959233328
track_c_residual_xsmom_top5,standalone_sleeve,recovery_confirmed,44,0.0891572390341222,0.11877630403628969,0.7506315317479656,-0.08316485931280992,-0.032550606440138526,1.0720542278412688
track_c_residual_xsmom_top5,standalone_sleeve,recovery_fragile,49,0.14304934095184185,0.1190658259226623,1.2014307198839551,-0.04948372450683469,-0.03005769381786272,2.890836176490391
track_c_residual_xsmom_top5,standalone_sleeve,stressed_panic,229,0.0023543085194239755,0.2540326885984492,0.009267738464735314,-0.5379778030855589,-0.08661248442256436,0.0043762186951225406
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,calm_trend,295,0.013746471315694064,0.13627274648265428,0.10087469189918917,-0.31704790522318704,-0.048066971303766644,0.043357710583254556
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,neutral_mixed,493,0.13842563424809917,0.1338967341007552,1.0338238283238188,-0.19731380398584464,-0.04271627512950901,0.7015506845026913
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,recovery_confirmed,44,0.08469878410627718,0.11442578169909892,0.7402071705221671,-0.07495786820494432,-0.03193590541585856,1.1299518800974964
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,recovery_fragile,49,0.1130538307385367,0.10762150257567302,1.0504762341433023,-0.04731542357528573,-0.027772308083018022,2.3893652892835586
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,stressed_panic,229,-0.00306962454662163,0.18671755752778774,-0.016439935200870445,-0.44947094516861974,-0.06599635582600209,-0.006829417072709907
track_c_carry_value_top5,standalone_sleeve,calm_trend,295,0.026951528313967188,0.12697046060342337,0.21226613013673293,-0.21724766463257317,-0.04226725316880611,0.1240590013225219
track_c_carry_value_top5,standalone_sleeve,neutral_mixed,493,0.052644249372052476,0.13416037805692824,0.3923978907521709,-0.3209618989516291,-0.04308550905475544,0.16402024521915695
track_c_carry_value_top5,standalone_sleeve,recovery_confirmed,44,0.047850771527143454,0.1375590133463362,0.3478563153594903,-0.10200517779475404,-0.03959258467628344,0.4691013981998504
