name,ic_type,observations,mean_ic,median_ic,ic_tstat,positive_ic_share
track_c_residual_xsmom_top5,cross_sectional_rank_ic,1054,0.012966923130823748,0.016503667674354683,1.3067411032646326,0.5123339658444023
track_c_vol_managed_residual_xsmom_top5,cross_sectional_rank_ic,1054,0.012966923130823748,0.016503667674354683,1.3067411032646326,0.5123339658444023
track_c_carry_value_top5,cross_sectional_rank_ic,1103,-0.037138287740246474,-0.024193548387096777,-3.5850766963520058,0.47778785131459656
track_c_neutral_reversal_top5,cross_sectional_rank_ic,785,0.0028063634971811197,-0.004103967408267043,0.19404810799834132,0.4968152866242038
track_c_hyg_lqd_pair_mean_reversion,time_series_pair_ic,965,-0.02398215561142358,-0.02398215561142358,,0.0
track_c_canary_breadth_timing,time_series_spy_timing_ic,1109,0.0023914656849002938,0.0023914656849002938,,1.0
