name,kind,Date,Ticker,weight
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-01-07,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-01-14,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-01-21,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-01-28,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-02-04,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-02-11,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-02-18,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-02-25,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-03-04,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-03-11,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-03-18,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-03-25,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-04-01,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-04-08,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-04-15,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-04-22,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-04-29,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-05-06,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-05-13,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-05-20,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-05-27,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-06-03,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-06-10,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-06-17,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-06-24,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-07-01,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-07-08,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-07-15,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-07-22,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-07-29,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-08-05,BIL,1.0
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,2005-08-12,BIL,1.0
