name,kind,research_status,ann_return,cagr,arithmetic_ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,var_5,cvar_5,hit_rate,avg_weekly_turnover,annualized_turnover,annualized_cost,avg_BIL,avg_cash,avg_SPY,avg_offense,avg_defense,avg_equity,max_single_etf_weight,spy_beta,ief_beta,track_a_corr,holdout_ann_return,holdout_ann_vol,holdout_sharpe,holdout_max_drawdown,holdout_cvar_5,psr_zero_benchmark,dsr_proxy_trial_adjusted,multiple_testing_adjusted_support,delta_ann_return_vs_track_a,delta_sharpe_vs_track_a,delta_max_drawdown_vs_track_a,delta_cvar_5_vs_track_a,delta_avg_BIL_vs_track_a,delta_avg_offense_vs_track_a,delta_avg_equity_vs_track_a,delta_spy_beta_vs_track_a,max_abs_existing_sleeve_corr,beta_adjusted_residual_ann,positive_return_or_sharpe,positive_beta_adjusted_residual,turnover_realistic,survives_2x_cost_return,survives_2x_cost_sharpe,not_track_a_clone,not_existing_sleeve_clone,drawdown_not_extreme,standalone_gate_score,standalone_sanity_pass
track_c_residual_xsmom_top5,standalone_sleeve,research_only,0.0773714631974205,0.0773714631974205,0.08911876858704385,0.17010112543080946,0.454855680710309,0.5511339121723736,-0.5218629154992939,0.14826012904824848,-0.035724547856618584,-0.05828357662154243,0.5495495495495496,0.15365193868349863,7.989900811541929,0.007982702702702703,0.04954954954954955,0.04954954954954955,0.0,0.45441441441441444,0.3502702702702703,0.4540540540540541,1.0,0.6589976926053914,-0.13519018415683065,0.6615294214075967,0.23592657903193226,0.1558167017390927,1.51412895022627,-0.1422056204801757,-0.04904217687732968,0.991310631327791,0.10681347714025602,0.0,0.006029768878085706,-0.4933999631305114,-0.4058283366416845,-0.03333564776414251,-0.22651076962818456,0.04725550230439313,0.15914427763963024,0.4187669521158596,0.7318167957387796,0.003935957894556225,True,True,True,True,True,True,True,False,7,False
track_c_vol_managed_residual_xsmom_top5,standalone_sleeve,research_only,0.07092932732372237,0.07092932732372237,0.07919531258977124,0.14531878946066065,0.48809467507244614,0.6059592002694576,-0.4395504442326973,0.16136788906570299,-0.031557040082066785,-0.049792996337768146,0.5504504504504505,0.15112714156898105,7.858611361587014,0.007851531531531532,0.12054054054054053,0.12054054054054053,0.0,0.41924324324324325,0.3954234234234234,0.4188828828828829,1.0,0.5245869364931446,-0.10654560340253122,0.6962788285144903,0.2130189414135235,0.15332650376430823,1.3893158467956317,-0.1422056204801757,-0.04904217687732968,0.9930176941457161,0.12219640851582514,0.0,-0.0004123669956124232,-0.46016096876837426,-0.3235158653750879,-0.024845067480368226,-0.15551977863719357,0.012084331133221937,0.12397310646845905,0.2843561960036128,0.7515106846566467,0.010065834418418691,True,True,True,True,True,True,True,True,8,True
track_c_carry_value_top5,standalone_sleeve,research_only,0.04983346008774392,0.04983346008774392,0.06378002835344375,0.17317827606214015,0.28775814854435083,0.36033408901152475,-0.4970005471977458,0.10026842096798791,-0.032066371722612154,-0.05644099195226796,0.5297297297297298,0.07592425608656449,3.948061316501353,0.003944504504504505,0.005405405405405406,0.005405405405405406,0.0,0.36720720720720723,0.3927927927927928,0.30954954954954955,1.0,0.6884055018408856,-0.20784105329153615,0.4615006383687135,0.13231021784587793,0.0673985741020416,1.9631011428455438,-0.04925002842446713,-0.017594062448406157,0.9531267162345552,0.02580982869455084,0.0,-0.021508234231590873,-0.6604974952964695,-0.3809659683401364,-0.031493063094868046,-0.2706549137723287,-0.03995170490281408,0.014639773135125711,0.44817476135135376,0.4749126753737331,-0.026352683281503822,True,False,True,True,True,True,True,False,6,False
track_c_neutral_reversal_top5,standalone_sleeve,research_only,0.04683531630731297,0.04683531630731297,0.06167490283415867,0.177669411387308,0.2636093401875181,0.2881242171985527,-0.5369190862064743,0.08722974748061436,-0.033200862472743085,-0.0601288889683214,0.5099099099099099,0.38719567177637515,20.134174932371508,0.020116036036036036,0.2927927927927928,0.2927927927927928,0.00018018018018018018,0.31981981981981983,0.5486486486486486,0.3167567567567568,1.0,0.7189698623773423,-0.25787777256595673,0.39845697704131583,0.10946669985086288,0.13822802317232583,0.7919284189892029,-0.15921669549189277,-0.04367508296178587,0.9440128260012904,0.021032922993499126,0.0,-0.024506378012021823,-0.6846463036533024,-0.42088450734886496,-0.03518096011092148,0.016732473615058696,-0.08733909229020148,0.021846980342332956,0.4787391218878105,0.5971101200886115,-0.03220964231379567,True,False,False,True,False,True,True,False,4,False
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,research_only,0.02785794781773454,0.02785794781773454,0.03181876033263917,0.09211418554882207,0.3024284224167553,0.28550241711365854,-0.3581208429213705,0.07778923893533633,-0.014549418271492713,-0.02894658589355486,0.518918918918919,0.07484220018034266,3.891794409377818,0.0038882882882882884,0.12972972972972974,0.12972972972972974,0.0,0.4900900900900901,0.5099099099099099,0.0,1.0,0.26164070124356165,0.41304973024411606,0.5620369093540848,0.05658712878405048,0.04743076397311514,1.1930469603256946,-0.04138755440758268,-0.014110742168262766,0.9328477911527402,0.016797150651697734,0.0,-0.04348374650160025,-0.645827221424065,-0.2420862640637611,-0.003998657036154939,-0.14633058944800437,0.08293117798006877,-0.29490977641442384,0.021409960754029844,0.5271329105395542,-0.008411060054771671,True,False,True,True,True,True,True,True,7,False
track_c_canary_breadth_timing,standalone_sleeve,research_only,0.06146170133076012,0.06146170133076012,0.061414862236540205,0.05887041399142871,1.0440168017114453,1.370119657122109,-0.09510100755242201,0.6462781300911131,-0.012385342945451282,-0.018633898115860737,0.581081081081081,0.04481514878268711,2.3303877366997297,0.0023282882882882877,0.24,0.24,0.3958108108108108,0.3958108108108108,0.6041891891891893,0.3958108108108108,0.7,0.1826483489110146,0.16520270607534338,0.6550932658110188,0.10811611142278732,0.07340206359402551,1.4729301347814876,-0.04270707295693055,-0.01718253566854606,0.999997911295295,0.836482937631421,0.9919062692682326,-0.00987999298857467,0.09576115787062489,0.02093357130518736,0.0063140307415391825,-0.03606031917773411,-0.011348101299210489,0.10090103439638698,-0.05758239157851719,0.6652606200233429,0.03258118573046405,True,True,True,True,True,True,True,True,8,True
