rule_name,rule_formula,target,event_count,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift,state_path_interpretation,rule_family,stability,min_subperiod_events,redundancy_warning,next_recommended_phase,incrementality_flag,max_abs_corr_current_state_engine,closest_state_engine_feature,event_count_inc,event_frequency_inc,precision_lift_inc,stability_inc,rule_family_inc,state_path_interpretation_inc,best_sequence_model,best_sequence_brier,best_sequence_auc,best_sequence_high_risk_precision,state_brier,state_auc,state_high_risk_precision,markov_brier,markov_auc,markov_high_risk_precision,auc_lift_vs_state,brier_improvement_vs_state,precision_lift_vs_state,classification,reason,next_phase_task
calm_old_low_stress,state_lag1 == calm_trend and state_age_lag1 >= 14 and stress_count_last_13w == 0,ggg1_underperformance_4w,50,0.045207956600361664,0.92,0.6772151898734177,0.24278481012658237,0.00013884019198463272,0.005468970801374362,-0.005330130609389729,mature calm trend with no recent stress memory,calm_persistence,1.0,6,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.3609939021336487,state_lag1_calm_trend,50,0.045207956600361664,0.24278481012658237,1.0,calm_persistence,mature calm trend with no recent stress memory,decision_tree_depth3,0.20709779919517227,0.5382993700066872,0.8,0.21612090670084871,0.49022630486045116,0.6705882352941176,0.23038385852499182,0.4613592369689931,0.6,0.048073065146235994,0.009023107505676448,0.12941176470588245,HIGH_PRIORITY_SEQUENCE_SIGNAL,"stable, enough events, model improves over state baseline, and rule is not just current-state identity",SSS2 explicit sequence signal validation with transition/tail/recovery labels
stress_new_state,state_lag1 == stressed_panic and state_age_lag1 <= 2,stress_transition_8w,47,0.0426497277676951,0.40425531914893614,0.18330308529945555,0.2209522338494806,0.0062632861602260346,0.01098717111398922,-0.004723884953763185,new stressed_panic state,stress_dwell,0.6666666666666666,8,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.42151259986843664,state_lag1_stressed_panic,47,0.0426497277676951,0.2209522338494806,0.6666666666666666,stress_dwell,new stressed_panic state,random_forest_depth4,0.13782857318566025,0.6086184535573123,0.35294117647058826,0.14010853867521988,0.5622838438735178,0.3176470588235294,0.3987361825862366,0.5405858860342556,0.29411764705882354,0.04633460968379444,0.0022799654895596377,0.035294117647058865,HIGH_PRIORITY_SEQUENCE_SIGNAL,"stable, enough events, model improves over state baseline, and rule is not just current-state identity",SSS2 explicit sequence signal validation with transition/tail/recovery labels
stress_memory_neutral,state_lag1 == neutral_mixed and stress_count_last_13w > 0,stress_transition_4w,117,0.1057866184448463,0.28205128205128205,0.10759493670886076,0.17445634534242127,0.005253764139176832,0.005468970801374362,-0.00021520666219753022,neutral_mixed with recent stress memory,stress_memory,1.0,18,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.5297033860866327,refined_state_lag1_neutral_deteriorating,117,0.1057866184448463,0.17445634534242127,1.0,stress_memory,neutral_mixed with recent stress memory,random_forest_depth4,0.08589228971424695,0.6615373683462552,0.21176470588235294,0.08870503786666167,0.5800581092390531,0.1411764705882353,0.25028542419447875,0.5460926273902951,0.16470588235294117,0.0814792591072021,0.0028127481524147235,0.07058823529411765,HIGH_PRIORITY_SEQUENCE_SIGNAL,"stable, enough events, model improves over state baseline, and rule is not just current-state identity",SSS2 explicit sequence signal validation with transition/tail/recovery labels
qqq_efa_spy_trend_after_calm_or_recovery,QQQ EFA/SPY trend active and calm/recovery memory,recovery_quality_8w,42,0.052565707133917394,0.6666666666666666,0.49937421777221525,0.16729244889445138,0.019187307962181228,0.013101542185322456,0.006085765776858772,QQQ international leadership rule under calm/recovery sequence,qqq_sequence_overlap,0.6666666666666666,9,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.24855668402344,state_lag1_recovery_fragile,42,0.052565707133917394,0.16729244889445138,0.6666666666666666,qqq_sequence_overlap,QQQ international leadership rule under calm/recovery sequence,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,HIGH_PRIORITY_SEQUENCE_SIGNAL,"stable, enough events, model improves over state baseline, and rule is not just current-state identity",SSS2 explicit sequence signal validation with transition/tail/recovery labels
stress_memory_neutral,state_lag1 == neutral_mixed and stress_count_last_13w > 0,stress_transition_8w,117,0.10617059891107078,0.3162393162393162,0.18330308529945555,0.13293623093986068,0.008473834008132721,0.01098717111398922,-0.002513337105856498,neutral_mixed with recent stress memory,stress_memory,0.6666666666666666,18,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.5297033860866327,refined_state_lag1_neutral_deteriorating,117,0.10617059891107078,0.13293623093986068,0.6666666666666666,stress_memory,neutral_mixed with recent stress memory,random_forest_depth4,0.13782857318566025,0.6086184535573123,0.35294117647058826,0.14010853867521988,0.5622838438735178,0.3176470588235294,0.3987361825862366,0.5405858860342556,0.29411764705882354,0.04633460968379444,0.0022799654895596377,0.035294117647058865,HIGH_PRIORITY_SEQUENCE_SIGNAL,"stable, enough events, model improves over state baseline, and rule is not just current-state identity",SSS2 explicit sequence signal validation with transition/tail/recovery labels
stress_new_state,state_lag1 == stressed_panic and state_age_lag1 <= 2,stress_transition_4w,47,0.042495479204339964,0.23404255319148937,0.10759493670886076,0.1264476164826286,0.0017086881364150631,0.005468970801374362,-0.0037602826649592988,new stressed_panic state,stress_dwell,0.6666666666666666,8,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.42151259986843664,state_lag1_stressed_panic,47,0.042495479204339964,0.1264476164826286,0.6666666666666666,stress_dwell,new stressed_panic state,random_forest_depth4,0.08589228971424695,0.6615373683462552,0.21176470588235294,0.08870503786666167,0.5800581092390531,0.1411764705882353,0.25028542419447875,0.5460926273902951,0.16470588235294117,0.0814792591072021,0.0028127481524147235,0.07058823529411765,HIGH_PRIORITY_SEQUENCE_SIGNAL,"stable, enough events, model improves over state baseline, and rule is not just current-state identity",SSS2 explicit sequence signal validation with transition/tail/recovery labels
high_transition_instability,state_changes_last_8w >= 3,recovery_quality_8w,227,0.28410513141426785,0.5726872246696035,0.49937421777221525,0.07331300689738829,0.017731545749270564,0.013101542185322456,0.0046300035639481076,high recent transition instability,instability,0.6666666666666666,57,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.17386468210364006,state_lag1_recovery_fragile,227,0.28410513141426785,0.07331300689738829,0.6666666666666666,instability,high recent transition instability,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,NEEDS_TRIPLE_BARRIER_VALIDATION,"some lift, but not enough for high-priority sequence signal gate",validate with triple-barrier and GGG1 state/path pass-through diagnostics before portfolio work
stress_new_state,state_lag1 == stressed_panic and state_age_lag1 <= 2,ggg1_tail_risk_4w,47,0.042495479204339964,0.3191489361702128,0.2468354430379747,0.07231349313223809,0.0017086881364150631,0.005468970801374362,-0.0037602826649592988,new stressed_panic state,stress_dwell,1.0,8,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.42151259986843664,state_lag1_stressed_panic,47,0.042495479204339964,0.07231349313223809,1.0,stress_dwell,new stressed_panic state,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,NEEDS_TRIPLE_BARRIER_VALIDATION,"some lift, but not enough for high-priority sequence signal gate",validate with triple-barrier and GGG1 state/path pass-through diagnostics before portfolio work
high_transition_instability,state_changes_last_8w >= 3,recovery_quality_4w,227,0.2830423940149626,0.5638766519823789,0.5,0.06387665198237891,0.010418839888295492,0.006656320352115172,0.0037625195361803195,high recent transition instability,instability,1.0,57,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.17386468210364006,state_lag1_recovery_fragile,227,0.2830423940149626,0.06387665198237891,1.0,instability,high recent transition instability,random_forest_depth4,0.26189857593564686,0.4619386417738786,0.3582089552238806,0.2597959475115798,0.4873039648362622,0.5223880597014925,0.26592415806293973,0.49579622150301794,0.4925373134328358,-0.025365323062383593,-0.0021026284240670545,-0.16417910447761191,NEEDS_TRIPLE_BARRIER_VALIDATION,"some lift, but not enough for high-priority sequence signal gate",validate with triple-barrier and GGG1 state/path pass-through diagnostics before portfolio work
stress_new_state,state_lag1 == stressed_panic and state_age_lag1 <= 2,ggg1_underperformance_4w,47,0.042495479204339964,0.723404255319149,0.6772151898734177,0.046189065445731314,0.0017086881364150631,0.005468970801374362,-0.0037602826649592988,new stressed_panic state,stress_dwell,0.6666666666666666,8,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.42151259986843664,state_lag1_stressed_panic,47,0.042495479204339964,0.046189065445731314,0.6666666666666666,stress_dwell,new stressed_panic state,decision_tree_depth3,0.20709779919517227,0.5382993700066872,0.8,0.21612090670084871,0.49022630486045116,0.6705882352941176,0.23038385852499182,0.4613592369689931,0.6,0.048073065146235994,0.009023107505676448,0.12941176470588245,NEEDS_TRIPLE_BARRIER_VALIDATION,"some lift, but not enough for high-priority sequence signal gate",validate with triple-barrier and GGG1 state/path pass-through diagnostics before portfolio work
