row_type,market_state,prev_market_state,n_weeks,weekly_mean,ann_return,ann_vol,sharpe,max_drawdown,cvar_5,avg_fwd_return_4w,avg_fwd_return_8w,stress_transition_4w_rate,stress_transition_8w_rate,path2_current,path3_current,state_dwell_bucket
current_state_x_previous_state,calm_trend,calm_trend,253,0.0005734113656160768,0.03025757671959739,0.08246566407000071,0.36691121160333284,-0.18520615808259044,-0.028222646715159214,0.005622739885719538,0.010101003407866696,0.02766798418972332,0.06719367588932806,,,
current_state_x_previous_state,calm_trend,neutral_mixed,39,0.002696087979991261,0.15028291229987834,0.05718521824498509,2.628002776103028,-0.020397067484813625,-0.0185577760143577,0.0012542974965044057,0.013718833246363688,0.0,0.02564102564102564,,,
current_state_x_previous_state,calm_trend,recovery_confirmed,3,-0.0016843657806818665,-0.08392850662812223,0.030175243295166156,-2.7813696747083707,-0.008875967143618824,,0.013115015235259412,0.030457559919138417,0.0,0.0,,,
current_state_x_previous_state,neutral_mixed,calm_trend,40,0.0023380315189032224,0.1291167997162359,0.09606818583245277,1.344012053495227,-0.07494138266932893,-0.03491338755544415,0.007386948654203224,0.01633043709837835,0.075,0.1,,,
current_state_x_previous_state,neutral_mixed,neutral_mixed,398,0.0019636157214823254,0.10739221799390797,0.07429975278965888,1.4453913231438764,-0.11036423203422385,-0.023682021550599196,0.005737887004005213,0.00995527126249255,0.163727959697733,0.24619289340101522,,,
current_state_x_previous_state,neutral_mixed,recovery_confirmed,14,0.010586007958794072,0.7290621677034008,0.09855333135371129,7.397641030385586,-0.01325546276219669,,0.01797508442110399,0.02550022471315571,0.0,0.0,,,
current_state_x_previous_state,neutral_mixed,recovery_fragile,16,-0.0004672858256422938,-0.024011564936792906,0.0587918675703698,-0.40841643460386295,-0.03879867616084698,,0.0054073332933542995,0.017966896743581928,0.0625,0.1875,,,
current_state_x_previous_state,neutral_mixed,stressed_panic,24,0.0008565414439641875,0.04552702740330683,0.056559146823700966,0.8049454413663264,-0.03395507468304104,-0.01437762913554785,0.0018954579040018217,0.0032806596597611706,0.5652173913043478,0.6086956521739131,,,
current_state_x_previous_state,recovery_confirmed,calm_trend,2,0.00725694315073085,0.45644478673778033,0.04375825950534505,10.431054431724503,0.0,,0.012706483398583934,0.04016956454865439,0.0,0.0,,,
current_state_x_previous_state,recovery_confirmed,neutral_mixed,12,0.0054399588542696,0.3259261780366216,0.0659420572703848,4.942614645767173,-0.012329676475063889,,0.009590656086203825,0.024012162586615,0.0,0.0,,,
current_state_x_previous_state,recovery_confirmed,recovery_confirmed,25,-0.000817870124880267,-0.041654240130417186,0.06939436788037014,-0.6002539024813293,-0.06412957748983472,-0.0196378509449164,0.021229371438167208,0.038849472814260794,0.0,0.0,,,
current_state_x_previous_state,recovery_confirmed,recovery_fragile,4,-0.008807338855447901,-0.36872288236057205,0.0758818729290274,-4.859169497640628,-0.032681950709356644,,0.012060083973114866,0.01682444870859401,0.0,0.0,,,
current_state_x_previous_state,recovery_confirmed,stressed_panic,1,-0.0003275744082589,-0.016892356524537022,0.0,,0.0,,,,,,,,
current_state_x_previous_state,recovery_fragile,neutral_mixed,16,0.002862939899622681,0.16027862890128386,0.05564444816598031,2.8804064769084077,-0.012898002983873336,,-0.000993862867425345,0.005635566213875079,0.0625,0.125,,,
current_state_x_previous_state,recovery_fragile,recovery_confirmed,1,0.0106760396874375,0.7370904607596502,0.0,,0.0,,-0.012311385109411987,-0.007186925193718996,0.0,0.0,,,
current_state_x_previous_state,recovery_fragile,recovery_fragile,26,8.042200418073402e-05,0.0041905318924966295,0.05490408285365505,0.07632459508824414,-0.0441308874574321,-0.0167774084630047,0.006691387366871804,0.01823506786104724,0.07692307692307693,0.23076923076923078,,,
current_state_x_previous_state,recovery_fragile,stressed_panic,6,0.0006430846120767162,0.033994701638437874,0.06695574936623712,0.5077189331791712,-0.02073203556589087,,0.006291946663920485,0.018174304001189395,0.3333333333333333,0.5,,,
current_state_x_previous_state,stressed_panic,neutral_mixed,28,0.0005092983579434608,0.02683039668904441,0.12490274996257311,0.2148102959869506,-0.09062555555582419,-0.0472180879363639,0.0027913938715678466,0.0031807408482316924,0.2962962962962963,0.38461538461538464,,,
current_state_x_previous_state,stressed_panic,recovery_fragile,3,-0.0022393784533511004,-0.11003955384731234,0.016747919209628356,-6.570341812017504,-0.003924858256053154,,0.0028893403356933245,0.015651747920929937,0.0,0.0,,,
current_state_x_previous_state,stressed_panic,stressed_panic,198,0.0008062103655254957,0.04279650209343555,0.06457700768770043,0.6627204267562669,-0.0691861735274174,-0.018001374394167137,0.003008368971073475,0.007209922110505074,0.08585858585858586,0.22727272727272727,,,
two_state_path,,,1,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,START->neutral_mixed,,
two_state_path,,,253,0.0005734113656160768,0.03025757671959739,0.08246566407000071,0.36691121160333284,-0.18520615808259044,-0.028222646715159214,0.005622739885719538,0.010101003407866696,0.02766798418972332,0.06719367588932806,calm_trend->calm_trend,,
two_state_path,,,40,0.0023380315189032224,0.1291167997162359,0.09606818583245277,1.344012053495227,-0.07494138266932893,-0.03491338755544415,0.007386948654203224,0.01633043709837835,0.075,0.1,calm_trend->neutral_mixed,,
two_state_path,,,2,0.00725694315073085,0.45644478673778033,0.04375825950534505,10.431054431724503,0.0,,0.012706483398583934,0.04016956454865439,0.0,0.0,calm_trend->recovery_confirmed,,
two_state_path,,,39,0.002696087979991261,0.15028291229987834,0.05718521824498509,2.628002776103028,-0.020397067484813625,-0.0185577760143577,0.0012542974965044057,0.013718833246363688,0.0,0.02564102564102564,neutral_mixed->calm_trend,,
two_state_path,,,398,0.0019636157214823254,0.10739221799390797,0.07429975278965888,1.4453913231438764,-0.11036423203422385,-0.023682021550599196,0.005737887004005213,0.00995527126249255,0.163727959697733,0.24619289340101522,neutral_mixed->neutral_mixed,,
two_state_path,,,12,0.0054399588542696,0.3259261780366216,0.0659420572703848,4.942614645767173,-0.012329676475063889,,0.009590656086203825,0.024012162586615,0.0,0.0,neutral_mixed->recovery_confirmed,,
two_state_path,,,16,0.002862939899622681,0.16027862890128386,0.05564444816598031,2.8804064769084077,-0.012898002983873336,,-0.000993862867425345,0.005635566213875079,0.0625,0.125,neutral_mixed->recovery_fragile,,
two_state_path,,,28,0.0005092983579434608,0.02683039668904441,0.12490274996257311,0.2148102959869506,-0.09062555555582419,-0.0472180879363639,0.0027913938715678466,0.0031807408482316924,0.2962962962962963,0.38461538461538464,neutral_mixed->stressed_panic,,
two_state_path,,,3,-0.0016843657806818665,-0.08392850662812223,0.030175243295166156,-2.7813696747083707,-0.008875967143618824,,0.013115015235259412,0.030457559919138417,0.0,0.0,recovery_confirmed->calm_trend,,
two_state_path,,,14,0.010586007958794072,0.7290621677034008,0.09855333135371129,7.397641030385586,-0.01325546276219669,,0.01797508442110399,0.02550022471315571,0.0,0.0,recovery_confirmed->neutral_mixed,,
two_state_path,,,25,-0.000817870124880267,-0.041654240130417186,0.06939436788037014,-0.6002539024813293,-0.06412957748983472,-0.0196378509449164,0.021229371438167208,0.038849472814260794,0.0,0.0,recovery_confirmed->recovery_confirmed,,
two_state_path,,,1,0.0106760396874375,0.7370904607596502,0.0,,0.0,,-0.012311385109411987,-0.007186925193718996,0.0,0.0,recovery_confirmed->recovery_fragile,,
two_state_path,,,16,-0.0004672858256422938,-0.024011564936792906,0.0587918675703698,-0.40841643460386295,-0.03879867616084698,,0.0054073332933542995,0.017966896743581928,0.0625,0.1875,recovery_fragile->neutral_mixed,,
two_state_path,,,4,-0.008807338855447901,-0.36872288236057205,0.0758818729290274,-4.859169497640628,-0.032681950709356644,,0.012060083973114866,0.01682444870859401,0.0,0.0,recovery_fragile->recovery_confirmed,,
two_state_path,,,26,8.042200418073402e-05,0.0041905318924966295,0.05490408285365505,0.07632459508824414,-0.0441308874574321,-0.0167774084630047,0.006691387366871804,0.01823506786104724,0.07692307692307693,0.23076923076923078,recovery_fragile->recovery_fragile,,
two_state_path,,,3,-0.0022393784533511004,-0.11003955384731234,0.016747919209628356,-6.570341812017504,-0.003924858256053154,,0.0028893403356933245,0.015651747920929937,0.0,0.0,recovery_fragile->stressed_panic,,
two_state_path,,,24,0.0008565414439641875,0.04552702740330683,0.056559146823700966,0.8049454413663264,-0.03395507468304104,-0.01437762913554785,0.0018954579040018217,0.0032806596597611706,0.5652173913043478,0.6086956521739131,stressed_panic->neutral_mixed,,
two_state_path,,,1,-0.0003275744082589,-0.016892356524537022,0.0,,0.0,,,,,,stressed_panic->recovery_confirmed,,
two_state_path,,,6,0.0006430846120767162,0.033994701638437874,0.06695574936623712,0.5077189331791712,-0.02073203556589087,,0.006291946663920485,0.018174304001189395,0.3333333333333333,0.5,stressed_panic->recovery_fragile,,
two_state_path,,,198,0.0008062103655254957,0.04279650209343555,0.06457700768770043,0.6627204267562669,-0.0691861735274174,-0.018001374394167137,0.003008368971073475,0.007209922110505074,0.08585858585858586,0.22727272727272727,stressed_panic->stressed_panic,,
three_state_path,,,1,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,START->START->neutral_mixed,
