from_state,horizon_weeks,n_from,None,calm_trend,neutral_mixed,recovery_confirmed,recovery_fragile,stressed_panic
calm_trend,8,295,0.0,0.5932203389830508,0.34915254237288135,0.0,0.010169491525423728,0.04745762711864407
neutral_mixed,8,493,0.010141987829614604,0.19878296146044624,0.5517241379310345,0.060851926977687626,0.030425963488843813,0.14807302231237324
recovery_confirmed,8,44,0.022727272727272728,0.22727272727272727,0.5454545454545454,0.18181818181818182,0.022727272727272728,0.0
recovery_fragile,8,49,0.0,0.22448979591836735,0.4489795918367347,0.02040816326530612,0.1836734693877551,0.12244897959183673
stressed_panic,8,229,0.008733624454148471,0.004366812227074236,0.2794759825327511,0.021834061135371178,0.09170305676855896,0.5938864628820961
