rule_name,rule_formula,target,event_count,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift,state_path_interpretation,rule_family,stability,min_subperiod_events,redundancy_warning,next_recommended_phase,incrementality_flag,max_abs_corr_current_state_engine,closest_state_engine_feature,event_count_inc,event_frequency_inc,precision_lift_inc,stability_inc,rule_family_inc,state_path_interpretation_inc,best_sequence_model,best_sequence_brier,best_sequence_auc,best_sequence_high_risk_precision,state_brier,state_auc,state_high_risk_precision,markov_brier,markov_auc,markov_high_risk_precision,auc_lift_vs_state,brier_improvement_vs_state,precision_lift_vs_state,classification,reason
stress_old_state,state_lag1 == stressed_panic and state_age_lag1 >= 7,qqq_interaction_success_label,1,0.16666666666666666,1.0,0.5,0.5,0.017635709346589756,0.024296361049117515,-0.006660651702527758,mature stressed_panic state,stress_dwell,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.7050100607859543,state_lag1_stressed_panic,1,0.16666666666666666,0.5,0.0,stress_dwell,mature stressed_panic state,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
neutral_after_stress_short_dwell,state_lag1 == neutral_mixed and state_lag2 == stressed_panic and state_age_lag1 <= 6,false_recovery_label,4,0.03125,0.75,0.28125,0.46875,-0.004174406067321723,0.02231219402618693,-0.026486600093508655,neutral_mixed immediately after stress with young dwell,stress_memory,0.0,1,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.24540855904650763,refined_state_lag1_neutral_deteriorating,4,0.03125,0.46875,0.0,stress_memory,neutral_mixed immediately after stress with young dwell,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
refined_neutral_healthy_after_stress,refined_state_lag1 == neutral_healthy and stress_count_last_13w > 0,recovery_quality_8w,11,0.01376720901126408,0.9090909090909091,0.49937421777221525,0.4097166913186938,0.037652369801686465,0.013101542185322456,0.02455082761636401,neutral_healthy despite recent stress memory,refined_state,1.0,0,partly duplicates existing refined Layer 2B state,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.20711383185933946,refined_state_lag1_neutral_healthy,11,0.01376720901126408,0.4097166913186938,1.0,refined_state,neutral_healthy despite recent stress memory,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_confirmed_after_fragile_low_stress,state_lag1 == recovery_confirmed and state_lag2 == recovery_fragile and stress_count_last_13w <= 2,ggg1_underperformance_4w,2,0.0018083182640144665,1.0,0.6772151898734177,0.32278481012658233,-0.006359217758309388,0.005468970801374362,-0.01182818855968375,confirmed recovery that graduates from fragile recovery with limited recent stress,recovery_quality,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.21163773236926464,state_lag1_recovery_confirmed,2,0.0018083182640144665,0.32278481012658233,0.0,recovery_quality,confirmed recovery that graduates from fragile recovery with limited recent stress,decision_tree_depth3,0.20709779919517227,0.5382993700066872,0.8,0.21612090670084871,0.49022630486045116,0.6705882352941176,0.23038385852499182,0.4613592369689931,0.6,0.048073065146235994,0.009023107505676448,0.12941176470588245,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_fragile_after_stress,state_lag1 == recovery_fragile and state_lag2 == stressed_panic,recovery_quality_8w,5,0.006257822277847309,0.8,0.49937421777221525,0.3006257822277848,0.02430356290600244,0.013101542185322456,0.011202020720679984,fragile recovery immediately after stress,recovery_path,0.0,1,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.3430447209444847,state_lag1_recovery_fragile,5,0.006257822277847309,0.3006257822277848,0.0,recovery_path,fragile recovery immediately after stress,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_fragile_after_stress,state_lag1 == recovery_fragile and state_lag2 == stressed_panic,recovery_quality_4w,5,0.006234413965087282,0.8,0.5,0.30000000000000004,0.010372682561782209,0.006656320352115172,0.0037163622096670363,fragile recovery immediately after stress,recovery_path,0.0,1,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.3430447209444847,state_lag1_recovery_fragile,5,0.006234413965087282,0.30000000000000004,0.0,recovery_path,fragile recovery immediately after stress,random_forest_depth4,0.26189857593564686,0.4619386417738786,0.3582089552238806,0.2597959475115798,0.4873039648362622,0.5223880597014925,0.26592415806293973,0.49579622150301794,0.4925373134328358,-0.025365323062383593,-0.0021026284240670545,-0.16417910447761191,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
neutral_after_stress_short_dwell,state_lag1 == neutral_mixed and state_lag2 == stressed_panic and state_age_lag1 <= 6,stress_transition_4w,23,0.020795660036166366,0.391304347826087,0.10759493670886076,0.2837094111172262,0.0023933443264152524,0.005468970801374362,-0.0030756264749591095,neutral_mixed immediately after stress with young dwell,stress_memory,1.0,3,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.24540855904650763,refined_state_lag1_neutral_deteriorating,23,0.020795660036166366,0.2837094111172262,1.0,stress_memory,neutral_mixed immediately after stress with young dwell,random_forest_depth4,0.08589228971424695,0.6615373683462552,0.21176470588235294,0.08870503786666167,0.5800581092390531,0.1411764705882353,0.25028542419447875,0.5460926273902951,0.16470588235294117,0.0814792591072021,0.0028127481524147235,0.07058823529411765,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
refined_neutral_deteriorating,refined_state_lag1 == neutral_deteriorating,false_recovery_label,16,0.125,0.5625,0.28125,0.28125,0.006429335409710447,0.02231219402618693,-0.015882858616476484,Layer 2B neutral deterioration refinement,refined_state,1.0,3,partly duplicates existing refined Layer 2B state,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,1.0,refined_state_lag1_neutral_deteriorating,16,0.125,0.28125,1.0,refined_state,Layer 2B neutral deterioration refinement,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_confirmed_after_fragile_low_stress,state_lag1 == recovery_confirmed and state_lag2 == recovery_fragile and stress_count_last_13w <= 2,ggg1_tail_risk_4w,2,0.0018083182640144665,0.5,0.2468354430379747,0.25316455696202533,-0.006359217758309388,0.005468970801374362,-0.01182818855968375,confirmed recovery that graduates from fragile recovery with limited recent stress,recovery_quality,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.21163773236926464,state_lag1_recovery_confirmed,2,0.0018083182640144665,0.25316455696202533,0.0,recovery_quality,confirmed recovery that graduates from fragile recovery with limited recent stress,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
neutral_after_stress_short_dwell,state_lag1 == neutral_mixed and state_lag2 == stressed_panic and state_age_lag1 <= 6,stress_transition_8w,23,0.020871143375680582,0.43478260869565216,0.18330308529945555,0.2514795233961966,0.002344562476511279,0.01098717111398922,-0.008642608637477942,neutral_mixed immediately after stress with young dwell,stress_memory,1.0,3,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.24540855904650763,refined_state_lag1_neutral_deteriorating,23,0.020871143375680582,0.2514795233961966,1.0,stress_memory,neutral_mixed immediately after stress with young dwell,random_forest_depth4,0.13782857318566025,0.6086184535573123,0.35294117647058826,0.14010853867521988,0.5622838438735178,0.3176470588235294,0.3987361825862366,0.5405858860342556,0.29411764705882354,0.04633460968379444,0.0022799654895596377,0.035294117647058865,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_memory_neutral,state_lag1 == neutral_mixed and stress_count_last_13w > 0,false_recovery_label,21,0.1640625,0.5238095238095238,0.28125,0.24255952380952384,0.00798233670249549,0.02231219402618693,-0.014329857323691441,neutral_mixed with recent stress memory,stress_memory,1.0,6,,SSS2 sequence signal validation,INCREMENTAL_SEQUENCE_SIGNAL,0.5297033860866327,refined_state_lag1_neutral_deteriorating,21,0.1640625,0.24255952380952384,1.0,stress_memory,neutral_mixed with recent stress memory,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
refined_neutral_healthy_after_stress,refined_state_lag1 == neutral_healthy and stress_count_last_13w > 0,recovery_quality_4w,11,0.01371571072319202,0.7272727272727273,0.5,0.2272727272727273,0.015131317698385605,0.006656320352115172,0.008474997346270432,neutral_healthy despite recent stress memory,refined_state,1.0,0,partly duplicates existing refined Layer 2B state,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.20711383185933946,refined_state_lag1_neutral_healthy,11,0.01371571072319202,0.2272727272727273,1.0,refined_state,neutral_healthy despite recent stress memory,random_forest_depth4,0.26189857593564686,0.4619386417738786,0.3582089552238806,0.2597959475115798,0.4873039648362622,0.5223880597014925,0.26592415806293973,0.49579622150301794,0.4925373134328358,-0.025365323062383593,-0.0021026284240670545,-0.16417910447761191,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_new_state,state_lag1 == stressed_panic and state_age_lag1 <= 2,false_recovery_label,4,0.03125,0.5,0.28125,0.21875,0.01781174998825441,0.02231219402618693,-0.004500444037932521,new stressed_panic state,stress_dwell,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.42151259986843664,state_lag1_stressed_panic,4,0.03125,0.21875,0.0,stress_dwell,new stressed_panic state,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_confirmed_after_fragile_low_stress,state_lag1 == recovery_confirmed and state_lag2 == recovery_fragile and stress_count_last_13w <= 2,false_recovery_label,2,0.015625,0.5,0.28125,0.21875,-0.0001623685640813055,0.02231219402618693,-0.022474562590268237,confirmed recovery that graduates from fragile recovery with limited recent stress,recovery_quality,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.21163773236926464,state_lag1_recovery_confirmed,2,0.015625,0.21875,0.0,recovery_quality,confirmed recovery that graduates from fragile recovery with limited recent stress,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
