rule_name,rule_formula,target,event_count,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift,state_path_interpretation,rule_family,stability,min_subperiod_events,redundancy_warning,next_recommended_phase,incrementality_flag,max_abs_corr_current_state_engine,closest_state_engine_feature,event_count_inc,event_frequency_inc,precision_lift_inc,stability_inc,rule_family_inc,state_path_interpretation_inc,best_sequence_model,best_sequence_brier,best_sequence_auc,best_sequence_high_risk_precision,state_brier,state_auc,state_high_risk_precision,markov_brier,markov_auc,markov_high_risk_precision,auc_lift_vs_state,brier_improvement_vs_state,precision_lift_vs_state,classification,reason
stress_old_state,state_lag1 == stressed_panic and state_age_lag1 >= 7,false_recovery_label,2,0.015625,0.5,0.28125,0.21875,0.01889941202705936,0.02231219402618693,-0.0034127819991275725,mature stressed_panic state,stress_dwell,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.7050100607859543,state_lag1_stressed_panic,2,0.015625,0.21875,0.0,stress_dwell,mature stressed_panic state,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_confirmed_after_neutral,state_lag1 == recovery_confirmed and state_lag2 == neutral_mixed,recovery_quality_8w,12,0.015018773466833541,0.6666666666666666,0.49937421777221525,0.16729244889445138,0.02387048138081116,0.013101542185322456,0.010768939195488703,confirmed recovery after neutral_mixed rather than fragile recovery,recovery_path,1.0,3,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.52075978003951,state_lag1_recovery_confirmed,12,0.015018773466833541,0.16729244889445138,1.0,recovery_path,confirmed recovery after neutral_mixed rather than fragile recovery,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
qqq_efa_spy_trend_after_calm_or_recovery,QQQ EFA/SPY trend active and calm/recovery memory,qqq_interaction_success_label,3,0.5,0.6666666666666666,0.5,0.16666666666666663,0.03329689659452861,0.024296361049117515,0.009000535545411099,QQQ international leadership rule under calm/recovery sequence,qqq_sequence_overlap,0.0,0,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.24855668402344,state_lag1_recovery_fragile,3,0.5,0.16666666666666663,0.0,qqq_sequence_overlap,QQQ international leadership rule under calm/recovery sequence,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_fragile_after_stress,state_lag1 == recovery_fragile and state_lag2 == stressed_panic,stress_transition_8w,6,0.0054446460980036296,0.3333333333333333,0.18330308529945555,0.15003024803387777,0.022099101871203824,0.01098717111398922,0.011111930757214604,fragile recovery immediately after stress,recovery_path,0.0,1,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.3430447209444847,state_lag1_recovery_fragile,6,0.0054446460980036296,0.15003024803387777,0.0,recovery_path,fragile recovery immediately after stress,random_forest_depth4,0.13782857318566025,0.6086184535573123,0.35294117647058826,0.14010853867521988,0.5622838438735178,0.3176470588235294,0.3987361825862366,0.5405858860342556,0.29411764705882354,0.04633460968379444,0.0022799654895596377,0.035294117647058865,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_fragile_after_stress,state_lag1 == recovery_fragile and state_lag2 == stressed_panic,ggg1_tail_risk_4w,6,0.0054249547920434,0.3333333333333333,0.2468354430379747,0.08649789029535862,0.006011967560035192,0.005468970801374362,0.0005429967586608299,fragile recovery immediately after stress,recovery_path,0.0,1,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.3430447209444847,state_lag1_recovery_fragile,6,0.0054249547920434,0.08649789029535862,0.0,recovery_path,fragile recovery immediately after stress,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_confirmed_after_neutral,state_lag1 == recovery_confirmed and state_lag2 == neutral_mixed,recovery_quality_4w,12,0.014962593516209476,0.5833333333333334,0.5,0.08333333333333337,0.015450075058834093,0.006656320352115172,0.00879375470671892,confirmed recovery after neutral_mixed rather than fragile recovery,recovery_path,1.0,3,,SSS2 sequence signal validation,INSUFFICIENT_EVIDENCE,0.52075978003951,state_lag1_recovery_confirmed,12,0.014962593516209476,0.08333333333333337,1.0,recovery_path,confirmed recovery after neutral_mixed rather than fragile recovery,random_forest_depth4,0.26189857593564686,0.4619386417738786,0.3582089552238806,0.2597959475115798,0.4873039648362622,0.5223880597014925,0.26592415806293973,0.49579622150301794,0.4925373134328358,-0.025365323062383593,-0.0021026284240670545,-0.16417910447761191,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
neutral_after_stress_short_dwell,state_lag1 == neutral_mixed and state_lag2 == stressed_panic and state_age_lag1 <= 6,ggg1_underperformance_4w,23,0.020795660036166366,0.7391304347826086,0.6772151898734177,0.06191524490919098,0.0023933443264152524,0.005468970801374362,-0.0030756264749591095,neutral_mixed immediately after stress with young dwell,stress_memory,0.5,3,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.24540855904650763,refined_state_lag1_neutral_deteriorating,23,0.020795660036166366,0.06191524490919098,0.5,stress_memory,neutral_mixed immediately after stress with young dwell,decision_tree_depth3,0.20709779919517227,0.5382993700066872,0.8,0.21612090670084871,0.49022630486045116,0.6705882352941176,0.23038385852499182,0.4613592369689931,0.6,0.048073065146235994,0.009023107505676448,0.12941176470588245,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
refined_neutral_deteriorating,refined_state_lag1 == neutral_deteriorating,ggg1_tail_risk_4w,169,0.15280289330922242,0.3076923076923077,0.2468354430379747,0.060856864654333015,0.005615142051870663,0.005468970801374362,0.00014617125049630128,Layer 2B neutral deterioration refinement,refined_state,0.6666666666666666,35,partly duplicates existing refined Layer 2B state,retain as diagnostic only,DUPLICATES_CURRENT_STATE_ENGINE,1.0,refined_state_lag1_neutral_deteriorating,169,0.15280289330922242,0.060856864654333015,0.6666666666666666,refined_state,Layer 2B neutral deterioration refinement,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,DUPLICATIVE_WITH_LAYER2B,mostly restates existing current/refined state engine
recovery_fragile_after_stress,state_lag1 == recovery_fragile and state_lag2 == stressed_panic,stress_transition_4w,6,0.0054249547920434,0.16666666666666666,0.10759493670886076,0.059071729957805894,0.006011967560035192,0.005468970801374362,0.0005429967586608299,fragile recovery immediately after stress,recovery_path,0.0,1,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.3430447209444847,state_lag1_recovery_fragile,6,0.0054249547920434,0.059071729957805894,0.0,recovery_path,fragile recovery immediately after stress,random_forest_depth4,0.08589228971424695,0.6615373683462552,0.21176470588235294,0.08870503786666167,0.5800581092390531,0.1411764705882353,0.25028542419447875,0.5460926273902951,0.16470588235294117,0.0814792591072021,0.0028127481524147235,0.07058823529411765,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
recovery_fragile_after_stress,state_lag1 == recovery_fragile and state_lag2 == stressed_panic,false_recovery_label,6,0.046875,0.3333333333333333,0.28125,0.052083333333333315,0.022099101871203824,0.02231219402618693,-0.00021309215498310774,fragile recovery immediately after stress,recovery_path,0.0,1,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.3430447209444847,state_lag1_recovery_fragile,6,0.046875,0.052083333333333315,0.0,recovery_path,fragile recovery immediately after stress,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_new_state,state_lag1 == stressed_panic and state_age_lag1 <= 2,recovery_quality_8w,13,0.016270337922403004,0.5384615384615384,0.49937421777221525,0.03908732068932319,0.0048148853567270365,0.013101542185322456,-0.00828665682859542,new stressed_panic state,stress_dwell,0.5,1,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.42151259986843664,state_lag1_stressed_panic,13,0.016270337922403004,0.03908732068932319,0.5,stress_dwell,new stressed_panic state,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
high_transition_instability,state_changes_last_8w >= 3,ggg1_underperformance_4w,255,0.23056057866184448,0.7019607843137254,0.6772151898734177,0.024745594440307772,0.009393346016064274,0.005468970801374362,0.003924375214689912,high recent transition instability,instability,0.6666666666666666,62,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.17386468210364006,state_lag1_recovery_fragile,255,0.23056057866184448,0.024745594440307772,0.6666666666666666,instability,high recent transition instability,decision_tree_depth3,0.20709779919517227,0.5382993700066872,0.8,0.21612090670084871,0.49022630486045116,0.6705882352941176,0.23038385852499182,0.4613592369689931,0.6,0.048073065146235994,0.009023107505676448,0.12941176470588245,REJECT,insufficient stable incremental evidence
stress_memory_neutral,state_lag1 == neutral_mixed and stress_count_last_13w > 0,ggg1_underperformance_4w,117,0.1057866184448463,0.7008547008547008,0.6772151898734177,0.02363951098128314,0.005253764139176832,0.005468970801374362,-0.00021520666219753022,neutral_mixed with recent stress memory,stress_memory,0.3333333333333333,18,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.5297033860866327,refined_state_lag1_neutral_deteriorating,117,0.1057866184448463,0.02363951098128314,0.3333333333333333,stress_memory,neutral_mixed with recent stress memory,decision_tree_depth3,0.20709779919517227,0.5382993700066872,0.8,0.21612090670084871,0.49022630486045116,0.6705882352941176,0.23038385852499182,0.4613592369689931,0.6,0.048073065146235994,0.009023107505676448,0.12941176470588245,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_memory_neutral,state_lag1 == neutral_mixed and stress_count_last_13w > 0,recovery_quality_8w,100,0.1251564455569462,0.52,0.49937421777221525,0.020625782227784772,0.009863212223328737,0.013101542185322456,-0.003238329961993719,neutral_mixed with recent stress memory,stress_memory,0.6666666666666666,17,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.5297033860866327,refined_state_lag1_neutral_deteriorating,100,0.1251564455569462,0.020625782227784772,0.6666666666666666,stress_memory,neutral_mixed with recent stress memory,random_forest_depth4,0.264113441707949,0.4889590188991387,0.5223880597014925,0.25752445064867613,0.45450090809372246,0.5970149253731343,0.2592090310079584,0.49151696606786427,0.6716417910447762,0.03445811080541622,-0.006588991059272853,-0.07462686567164178,REJECT,insufficient stable incremental evidence
neutral_after_stress_short_dwell,state_lag1 == neutral_mixed and state_lag2 == stressed_panic and state_age_lag1 <= 6,ggg1_tail_risk_4w,23,0.020795660036166366,0.2608695652173913,0.2468354430379747,0.014034122179416603,0.0023933443264152524,0.005468970801374362,-0.0030756264749591095,neutral_mixed immediately after stress with young dwell,stress_memory,0.5,3,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.24540855904650763,refined_state_lag1_neutral_deteriorating,23,0.020795660036166366,0.014034122179416603,0.5,stress_memory,neutral_mixed immediately after stress with young dwell,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_old_state,state_lag1 == stressed_panic and state_age_lag1 >= 7,stress_transition_8w,127,0.11524500907441017,0.1968503937007874,0.18330308529945555,0.013547308401331865,0.007126503078199454,0.01098717111398922,-0.0038606680357897655,mature stressed_panic state,stress_dwell,0.6666666666666666,28,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.7050100607859543,state_lag1_stressed_panic,127,0.11524500907441017,0.013547308401331865,0.6666666666666666,stress_dwell,mature stressed_panic state,random_forest_depth4,0.13782857318566025,0.6086184535573123,0.35294117647058826,0.14010853867521988,0.5622838438735178,0.3176470588235294,0.3987361825862366,0.5405858860342556,0.29411764705882354,0.04633460968379444,0.0022799654895596377,0.035294117647058865,REJECT,insufficient stable incremental evidence
stress_old_state,state_lag1 == stressed_panic and state_age_lag1 >= 7,stress_transition_4w,127,0.11482820976491863,0.11023622047244094,0.10759493670886076,0.0026412837635801795,0.0035188012001277492,0.005468970801374362,-0.0019501696012466127,mature stressed_panic state,stress_dwell,0.3333333333333333,28,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.7050100607859543,state_lag1_stressed_panic,127,0.11482820976491863,0.0026412837635801795,0.3333333333333333,stress_dwell,mature stressed_panic state,random_forest_depth4,0.08589228971424695,0.6615373683462552,0.21176470588235294,0.08870503786666167,0.5800581092390531,0.1411764705882353,0.25028542419447875,0.5460926273902951,0.16470588235294117,0.0814792591072021,0.0028127481524147235,0.07058823529411765,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_memory_neutral,state_lag1 == neutral_mixed and stress_count_last_13w > 0,ggg1_tail_risk_4w,117,0.1057866184448463,0.24786324786324787,0.2468354430379747,0.0010278048252731764,0.005253764139176832,0.005468970801374362,-0.00021520666219753022,neutral_mixed with recent stress memory,stress_memory,0.3333333333333333,18,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.5297033860866327,refined_state_lag1_neutral_deteriorating,117,0.1057866184448463,0.0010278048252731764,0.3333333333333333,stress_memory,neutral_mixed with recent stress memory,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
stress_old_state,state_lag1 == stressed_panic and state_age_lag1 >= 7,recovery_quality_4w,12,0.014962593516209476,0.5,0.5,0.0,0.004875713677807721,0.006656320352115172,-0.0017806066743074516,mature stressed_panic state,stress_dwell,0.0,3,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.7050100607859543,state_lag1_stressed_panic,12,0.014962593516209476,0.0,0.0,stress_dwell,mature stressed_panic state,random_forest_depth4,0.26189857593564686,0.4619386417738786,0.3582089552238806,0.2597959475115798,0.4873039648362622,0.5223880597014925,0.26592415806293973,0.49579622150301794,0.4925373134328358,-0.025365323062383593,-0.0021026284240670545,-0.16417910447761191,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
high_transition_instability,state_changes_last_8w >= 3,qqq_interaction_success_label,4,0.6666666666666666,0.5,0.5,0.0,0.02768098717704065,0.024296361049117515,0.0033846261279231356,high recent transition instability,instability,0.0,0,,retain as diagnostic only,INSUFFICIENT_EVIDENCE,0.17386468210364006,state_lag1_recovery_fragile,4,0.6666666666666666,0.0,0.0,instability,high recent transition instability,,,,,,,,,,,,,,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
high_transition_instability,state_changes_last_8w >= 3,ggg1_tail_risk_4w,255,0.23056057866184448,0.23137254901960785,0.2468354430379747,-0.01546289401836684,0.009393346016064274,0.005468970801374362,0.003924375214689912,high recent transition instability,instability,0.3333333333333333,62,,retain as diagnostic only,NOT_ACTIONABLE,0.17386468210364006,state_lag1_recovery_fragile,255,0.23056057866184448,-0.01546289401836684,0.3333333333333333,instability,high recent transition instability,random_forest_depth4,0.20130221872121892,0.4567793880837359,0.27058823529411763,0.20135582836943583,0.48709608158883533,0.16470588235294117,0.20699516736571633,0.4713472893183038,0.12941176470588237,-0.030316693505099412,5.3609648216906836e-05,0.10588235294117646,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
high_transition_instability,state_changes_last_8w >= 3,stress_transition_4w,255,0.23056057866184448,0.09019607843137255,0.10759493670886076,-0.017398858277488216,0.009393346016064274,0.005468970801374362,0.003924375214689912,high recent transition instability,instability,0.3333333333333333,62,,retain as diagnostic only,NOT_ACTIONABLE,0.17386468210364006,state_lag1_recovery_fragile,255,0.23056057866184448,-0.017398858277488216,0.3333333333333333,instability,high recent transition instability,random_forest_depth4,0.08589228971424695,0.6615373683462552,0.21176470588235294,0.08870503786666167,0.5800581092390531,0.1411764705882353,0.25028542419447875,0.5460926273902951,0.16470588235294117,0.0814792591072021,0.0028127481524147235,0.07058823529411765,TOO_RARE_OR_UNSTABLE,insufficient event coverage or subperiod stability
