target,model,n_oos,positive_rate,brier,auc,log_loss,high_risk_decile_precision,high_risk_decile_recall,top_decile_avg_forward_return,overall_avg_forward_return,top_decile_return_lift
ggg1_tail_risk_4w,decision_tree_depth3,846,0.26595744680851063,0.23856471612384791,0.44361782071927,0.7235315415228297,0.23529411764705882,0.08888888888888889,0.009351770489491713,0.00561528074388973,0.0037364897456019838
ggg1_tail_risk_4w,hist_gradient_depth3,846,0.26595744680851063,0.2526938470814352,0.4645804258364645,0.756985277675467,0.2,0.07555555555555556,0.010209268848645002,0.00561528074388973,0.004593988104755272
ggg1_tail_risk_4w,logistic_sequence_l2,846,0.26595744680851063,0.25803370722022023,0.4997960279119699,0.8440892682759324,0.23529411764705882,0.08888888888888889,0.006722275247656149,0.00561528074388973,0.0011069945037664192
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,846,0.26595744680851063,0.2718675331206456,0.4784183217033458,0.9576934239032935,0.23529411764705882,0.08888888888888889,0.008392991411130594,0.00561528074388973,0.002777710667240864
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,846,0.26595744680851063,0.259823882111703,0.49343353014850605,0.8583531931745073,0.27058823529411763,0.10222222222222223,0.007006445985166242,0.00561528074388973,0.0013911652412765124
ggg1_tail_risk_4w,random_forest_depth4,846,0.26595744680851063,0.20130221872121892,0.4567793880837359,0.5956521557877419,0.27058823529411763,0.10222222222222223,0.009417997740765177,0.00561528074388973,0.003802716996875448
ggg1_underperformance_4w,decision_tree_depth3,846,0.7269503546099291,0.20709779919517227,0.5382993700066872,0.6905993713637792,0.8,0.11056910569105691,0.008299433222424756,0.00561528074388973,0.0026841524785350263
ggg1_underperformance_4w,hist_gradient_depth3,846,0.7269503546099291,0.22645851734362626,0.5286523774328653,0.7055933767164043,0.7529411764705882,0.1040650406504065,0.01035808232322902,0.00561528074388973,0.00474280157933929
ggg1_underperformance_4w,logistic_sequence_l2,846,0.7269503546099291,0.24294857827058905,0.5364797803822194,0.8062368965445588,0.7411764705882353,0.1024390243902439,0.008446197550641084,0.00561528074388973,0.0028309168067513543
ggg1_underperformance_4w,logistic_sequence_plus_l2b,846,0.7269503546099291,0.2613321658499968,0.5111674233625453,0.9416576968588581,0.7058823529411765,0.0975609756097561,0.008454992639958353,0.00561528074388973,0.002839711896068624
ggg1_underperformance_4w,logistic_sequence_plus_qqq,846,0.7269503546099291,0.2478993752099356,0.5146235877943195,0.8427611280040469,0.7764705882352941,0.1073170731707317,0.00875550753738969,0.00561528074388973,0.0031402267934999596
ggg1_underperformance_4w,random_forest_depth4,846,0.7269503546099291,0.21677213438073883,0.4500862281350086,0.6262301132087623,0.7294117647058823,0.1008130081300813,0.006167356189844138,0.00561528074388973,0.0005520754459544088
recovery_quality_4w,decision_tree_depth3,670,0.4880597014925373,0.30009317690817017,0.49337559401217895,1.0610941851228202,0.3880597014925373,0.07951070336391437,0.0027415407141284853,0.0062151788167554255,-0.00347363810262694
recovery_quality_4w,hist_gradient_depth3,670,0.4880597014925373,0.3189998287419487,0.45961608758837746,0.8905569238918856,0.417910447761194,0.0856269113149847,0.0021562487369450396,0.0062151788167554255,-0.004058930079810386
recovery_quality_4w,logistic_sequence_l2,670,0.4880597014925373,0.31054952711512085,0.5008782018705255,0.952631532596134,0.4925373134328358,0.10091743119266056,0.006782147420862372,0.0062151788167554255,0.0005669686041069469
recovery_quality_4w,logistic_sequence_plus_l2b,670,0.4880597014925373,0.3433250824631343,0.5095978102905645,1.148694055089046,0.43283582089552236,0.08868501529051988,0.004141011193570679,0.0062151788167554255,-0.002074167623184747
recovery_quality_4w,logistic_sequence_plus_qqq,670,0.4880597014925373,0.32219971536759384,0.4838045309867066,1.0206041761905162,0.44776119402985076,0.09174311926605505,0.005133294513781995,0.0062151788167554255,-0.0010818843029734302
recovery_quality_4w,random_forest_depth4,670,0.4880597014925373,0.26189857593564686,0.4619386417738786,0.7181658583109595,0.3582089552238806,0.07339449541284404,-0.00012241115929668915,0.0062151788167554255,-0.006337589976052114
recovery_quality_8w,decision_tree_depth3,667,0.4992503748125937,0.3200605325003141,0.4461032889176602,1.1805463646637804,0.43283582089552236,0.08708708708708708,0.007149838160793539,0.012348044269825921,-0.0051982061090323824
recovery_quality_8w,hist_gradient_depth3,667,0.4992503748125937,0.33294019148496634,0.4721727715739692,0.9603338944013607,0.4626865671641791,0.09309309309309309,0.008100245222192708,0.012348044269825921,-0.004247799047633213
recovery_quality_8w,logistic_sequence_l2,667,0.4992503748125937,0.3096455280177223,0.5070669471867076,0.9895660641158619,0.582089552238806,0.11711711711711711,0.016848703957001592,0.012348044269825921,0.004500659687175671
recovery_quality_8w,logistic_sequence_plus_l2b,667,0.4992503748125937,0.35171986124725935,0.48725971480462493,1.2215719568532664,0.4626865671641791,0.09309309309309309,0.011182147412924788,0.012348044269825921,-0.001165896856901133
recovery_quality_8w,logistic_sequence_plus_qqq,667,0.4992503748125937,0.3118697287839541,0.5180809552067037,1.0151315017773095,0.5522388059701493,0.1111111111111111,0.016035793796546086,0.012348044269825921,0.0036877495267201646
recovery_quality_8w,random_forest_depth4,667,0.4992503748125937,0.264113441707949,0.4889590188991387,0.7250102565719161,0.5223880597014925,0.10510510510510511,0.009823275128311888,0.012348044269825921,-0.0025247691415140328
stress_transition_4w,decision_tree_depth3,846,0.09810874704491726,0.09673633304433066,0.5600593724833804,0.5416252941116486,0.21176470588235294,0.21686746987951808,0.006279077090113449,0.00561528074388973,0.0006637963462237193
stress_transition_4w,hist_gradient_depth3,846,0.09810874704491726,0.09803358134849824,0.5889876675772553,0.4272967283362716,0.24705882352941178,0.25301204819277107,0.002443296140706593,0.00561528074388973,-0.0031719846031831368
stress_transition_4w,logistic_sequence_l2,846,0.09810874704491726,0.10127141666470325,0.5617647523251591,0.45209786816374037,0.16470588235294117,0.1686746987951807,0.0024931859938480605,0.00561528074388973,-0.003122094750041669
stress_transition_4w,logistic_sequence_plus_l2b,846,0.09810874704491726,0.12471541792048214,0.568302041718644,0.542746963582167,0.17647058823529413,0.18072289156626506,0.0036440911728490497,0.00561528074388973,-0.00197118957104068
stress_transition_4w,logistic_sequence_plus_qqq,846,0.09810874704491726,0.10358884359312416,0.5456741777068957,0.4836180568797403,0.17647058823529413,0.18072289156626506,0.0019252906730303932,0.00561528074388973,-0.0036899900708593364
stress_transition_4w,random_forest_depth4,846,0.09810874704491726,0.08589228971424695,0.6615373683462552,0.3156337139213681,0.21176470588235294,0.21686746987951808,0.004063032974948041,0.00561528074388973,-0.0015522477689416886
stress_transition_8w,decision_tree_depth3,842,0.16389548693586697,0.17669185302646737,0.56445055171278,0.8589328510470462,0.29411764705882354,0.18115942028985507,0.007595146241305959,0.011367991301358899,-0.0037728450600529395
stress_transition_8w,hist_gradient_depth3,842,0.16389548693586697,0.16817174628077455,0.6508152173913043,0.6239241818505702,0.32941176470588235,0.2028985507246377,0.005871410562467889,0.011367991301358899,-0.00549658073889101
stress_transition_8w,logistic_sequence_l2,842,0.16389548693586697,0.16824683546969751,0.5627470355731226,0.6343292630266127,0.18823529411764706,0.11594202898550725,0.004263499872843461,0.011367991301358899,-0.007104491428515438
stress_transition_8w,logistic_sequence_plus_l2b,842,0.16389548693586697,0.1959223556866167,0.6233530961791831,0.7295479242388488,0.2,0.12318840579710146,0.004685733268853948,0.011367991301358899,-0.006682258032504951
stress_transition_8w,logistic_sequence_plus_qqq,842,0.16389548693586697,0.17216435514388495,0.5745841567852437,0.6639358748548024,0.2,0.12318840579710146,0.004162753242880998,0.011367991301358899,-0.007205238058477901
stress_transition_8w,random_forest_depth4,842,0.16389548693586697,0.13782857318566025,0.6086184535573123,0.45801092471075905,0.35294117647058826,0.21739130434782608,0.005233910346594216,0.011367991301358899,-0.006134080954764683
