from_state,horizon_weeks,n_from,None,calm_trend,neutral_mixed,recovery_confirmed,recovery_fragile,stressed_panic
calm_trend,1,295,0.0,0.8576271186440678,0.13559322033898305,0.006779661016949152,0.0,0.0
neutral_mixed,1,493,0.0,0.07910750507099391,0.8073022312373225,0.02434077079107505,0.032454361054766734,0.056795131845841784
recovery_confirmed,1,44,0.022727272727272728,0.06818181818181818,0.3181818181818182,0.5681818181818182,0.022727272727272728,0.0
recovery_fragile,1,49,0.0,0.0,0.32653061224489793,0.08163265306122448,0.5306122448979592,0.061224489795918366
stressed_panic,1,229,0.0,0.0,0.10480349344978165,0.004366812227074236,0.026200873362445413,0.8646288209606987
