from_state,horizon_weeks,n_from,None,calm_trend,neutral_mixed,recovery_confirmed,recovery_fragile,stressed_panic
calm_trend,4,295,0.0,0.7220338983050848,0.24745762711864408,0.006779661016949152,0.0,0.023728813559322035
neutral_mixed,4,493,0.004056795131845842,0.1460446247464503,0.6430020283975659,0.0486815415821501,0.058823529411764705,0.09939148073022312
recovery_confirmed,4,44,0.022727272727272728,0.13636363636363635,0.6363636363636364,0.20454545454545456,0.0,0.0
recovery_fragile,4,49,0.0,0.08163265306122448,0.6530612244897959,0.16326530612244897,0.04081632653061224,0.061224489795918366
stressed_panic,4,229,0.004366812227074236,0.0,0.1703056768558952,0.004366812227074236,0.07860262008733625,0.74235807860262
