target,model,n_oos,positive_rate,brier,auc,log_loss,high_risk_decile_precision,high_risk_decile_recall,top_decile_avg_forward_return,overall_avg_forward_return,top_decile_return_lift,transition_window
stress_transition_8w,logistic_sequence_plus_qqq,625,0.184,0.17553378235767603,0.5998124467178176,0.7148046038802719,0.2698412698412698,0.14782608695652175,0.004342396784075751,0.012030065370664584,-0.007687668586588833,around_state_change_pm4w
stress_transition_8w,random_forest_depth4,625,0.184,0.14449536528801307,0.6388832054560954,0.47537347093701426,0.4444444444444444,0.24347826086956523,0.0048761987292787546,0.012030065370664584,-0.007153866641385829,around_state_change_pm4w
ggg1_tail_risk_4w,decision_tree_depth3,217,0.2903225806451613,0.2593316376201978,0.42635539064110495,0.7286734852751527,0.13636363636363635,0.047619047619047616,0.01701468692673229,0.005730340651908911,0.011284346274823378,not_around_state_change_pm4w
ggg1_tail_risk_4w,hist_gradient_depth3,217,0.2903225806451613,0.2548775093515564,0.5567924139352711,0.7283997563103825,0.09090909090909091,0.031746031746031744,0.0167338836483055,0.005730340651908911,0.01100354299639659,not_around_state_change_pm4w
ggg1_tail_risk_4w,logistic_sequence_l2,217,0.2903225806451613,0.25418973089728036,0.49855699855699853,0.7429589609247924,0.22727272727272727,0.07936507936507936,0.015096326955974858,0.005730340651908911,0.009365986304065948,not_around_state_change_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,217,0.2903225806451613,0.270634317353073,0.4964955679241393,0.8956841950642913,0.3181818181818182,0.1111111111111111,0.010687383731107019,0.005730340651908911,0.004957043079198108,not_around_state_change_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,217,0.2903225806451613,0.25272564220831023,0.5089672232529375,0.7363371769393601,0.22727272727272727,0.07936507936507936,0.014155691849724811,0.005730340651908911,0.0084253511978159,not_around_state_change_pm4w
ggg1_tail_risk_4w,random_forest_depth4,217,0.2903225806451613,0.20894851234330564,0.5448361162646876,0.6141131575781761,0.36363636363636365,0.12698412698412698,0.005169031919456436,0.005730340651908911,-0.0005613087324524754,not_around_state_change_pm4w
ggg1_underperformance_4w,decision_tree_depth3,217,0.7603686635944701,0.20702915231675362,0.38566433566433567,0.7845769941089394,0.6818181818181818,0.09090909090909091,0.014669508499204871,0.005730340651908911,0.00893916784729596,not_around_state_change_pm4w
ggg1_underperformance_4w,hist_gradient_depth3,217,0.7603686635944701,0.23125325555016576,0.4453962703962704,0.7119807522006918,0.7727272727272727,0.10303030303030303,0.00635949368730398,0.005730340651908911,0.0006291530353950692,not_around_state_change_pm4w
ggg1_underperformance_4w,logistic_sequence_l2,217,0.7603686635944701,0.23826407186677095,0.5061771561771562,0.7178912958510886,0.9545454545454546,0.12727272727272726,0.01261644824385777,0.005730340651908911,0.006886107591948859,not_around_state_change_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_l2b,217,0.7603686635944701,0.2554179199844814,0.4465034965034965,0.8653598581131045,0.6363636363636364,0.08484848484848485,0.011011067399165454,0.005730340651908911,0.005280726747256543,not_around_state_change_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_qqq,217,0.7603686635944701,0.23025379685720063,0.45722610722610724,0.7157921250228139,0.6363636363636364,0.08484848484848485,0.012175978036528423,0.005730340651908911,0.006445637384619512,not_around_state_change_pm4w
ggg1_underperformance_4w,random_forest_depth4,217,0.7603686635944701,0.2250965465801531,0.40005827505827507,0.642660011234058,0.5454545454545454,0.07272727272727272,0.007429310073615353,0.005730340651908911,0.0016989694217064422,not_around_state_change_pm4w
recovery_quality_4w,decision_tree_depth3,143,0.46853146853146854,0.2597091762985857,0.5754124116260801,0.7908242963203601,0.3333333333333333,0.07462686567164178,0.003460247654148111,0.006382080458944657,-0.0029218328047965455,not_around_state_change_pm4w
recovery_quality_4w,hist_gradient_depth3,143,0.46853146853146854,0.2913223930366541,0.47093479968578156,0.7927851536304161,0.4666666666666667,0.1044776119402985,0.005316469863962962,0.006382080458944657,-0.0010656105949816948,not_around_state_change_pm4w
recovery_quality_4w,logistic_sequence_l2,143,0.46853146853146854,0.2784984733759978,0.5003927729772192,0.8027014468574946,0.4,0.08955223880597014,0.0030705898179960536,0.006382080458944657,-0.003311490640948603,not_around_state_change_pm4w
recovery_quality_4w,logistic_sequence_plus_l2b,143,0.46853146853146854,0.3233605392264307,0.5182639434406914,1.027814249516025,0.6666666666666666,0.14925373134328357,0.009244918599388429,0.006382080458944657,0.0028628381404437724,not_around_state_change_pm4w
recovery_quality_4w,logistic_sequence_plus_qqq,143,0.46853146853146854,0.2912705131238903,0.4915553809897879,0.8370570889073335,0.4666666666666667,0.1044776119402985,0.005399296774088768,0.006382080458944657,-0.0009827836848558882,not_around_state_change_pm4w
recovery_quality_4w,random_forest_depth4,143,0.46853146853146854,0.2623017881667502,0.39238020424194814,0.7181344020401005,0.13333333333333333,0.029850746268656716,-0.011197723714471681,0.006382080458944657,-0.017579804173416338,not_around_state_change_pm4w
recovery_quality_8w,decision_tree_depth3,143,0.4825174825174825,0.33122922728783033,0.4095182138660399,1.101950836566587,0.4666666666666667,0.10144927536231885,0.017798171797619177,0.009539401270688369,0.008258770526930808,not_around_state_change_pm4w
recovery_quality_8w,hist_gradient_depth3,143,0.4825174825174825,0.30062921201811216,0.5037211124167646,0.8413398497314836,0.6666666666666666,0.14492753623188406,0.011298688379866865,0.009539401270688369,0.0017592871091784961,not_around_state_change_pm4w
recovery_quality_8w,logistic_sequence_l2,143,0.4825174825174825,0.2776102907175478,0.5393654524089306,0.8000244203929958,0.6,0.13043478260869565,0.013129818034931517,0.009539401270688369,0.0035904167642431487,not_around_state_change_pm4w
recovery_quality_8w,logistic_sequence_plus_l2b,143,0.4825174825174825,0.3008185070941232,0.5424990207598903,1.013901030503038,0.7333333333333333,0.15942028985507245,0.026043170663901574,0.009539401270688369,0.016503769393213207,not_around_state_change_pm4w
recovery_quality_8w,logistic_sequence_plus_qqq,143,0.4825174825174825,0.27106864712299994,0.572855464159812,0.7948159850085872,0.7333333333333333,0.15942028985507245,0.018876782228953858,0.009539401270688369,0.009337380958265489,not_around_state_change_pm4w
recovery_quality_8w,random_forest_depth4,143,0.4825174825174825,0.2680966930469141,0.4208773991382687,0.7319580579562729,0.5333333333333333,0.11594202898550725,0.008207238068183072,0.009539401270688369,-0.0013321632025052963,not_around_state_change_pm4w
stress_transition_4w,decision_tree_depth3,217,0.0,0.02559384213786803,,,0.0,,0.005129749018446186,0.005730340651908911,-0.0006005916334627251,not_around_state_change_pm4w
stress_transition_4w,hist_gradient_depth3,217,0.0,0.03349923993474462,,,0.0,,0.0017278858496404587,0.005730340651908911,-0.004002454802268452,not_around_state_change_pm4w
stress_transition_4w,logistic_sequence_l2,217,0.0,0.02673992532268666,,,0.0,,0.0009213755533726074,0.005730340651908911,-0.004808965098536303,not_around_state_change_pm4w
stress_transition_4w,logistic_sequence_plus_l2b,217,0.0,0.05477816097470954,,,0.0,,0.012184846428756745,0.005730340651908911,0.006454505776847834,not_around_state_change_pm4w
stress_transition_4w,logistic_sequence_plus_qqq,217,0.0,0.03553120840874008,,,0.0,,0.0016028142596019237,0.005730340651908911,-0.0041275263923069875,not_around_state_change_pm4w
stress_transition_4w,random_forest_depth4,217,0.0,0.012918384865190542,,,0.0,,0.0025839144872403593,0.005730340651908911,-0.0031464261646685517,not_around_state_change_pm4w
stress_transition_8w,decision_tree_depth3,217,0.10599078341013825,0.17238576898350585,0.4273868220528911,0.7778723999208809,0.0,0.0,0.00785058797716874,0.009461095940455433,-0.001610507963286694,not_around_state_change_pm4w
stress_transition_8w,hist_gradient_depth3,217,0.10599078341013825,0.1788820927651477,0.4496862393545495,0.632741243062451,0.0,0.0,0.00501070993599545,0.009461095940455433,-0.004450386004459983,not_around_state_change_pm4w
stress_transition_8w,logistic_sequence_l2,217,0.10599078341013825,0.15345274375320678,0.4267144778126401,0.49932302810497675,0.0,0.0,0.0025367529080476026,0.009461095940455433,-0.006924343032407831,not_around_state_change_pm4w
stress_transition_8w,logistic_sequence_plus_l2b,217,0.10599078341013825,0.1715564673200882,0.5064993276557597,0.5921764823195371,0.0,0.0,-0.013063644571359586,0.009461095940455433,-0.02252474051181502,not_around_state_change_pm4w
stress_transition_8w,logistic_sequence_plus_qqq,217,0.10599078341013825,0.16245978367559266,0.5206185567010309,0.5174245585372059,0.0,0.0,0.004470059603291837,0.009461095940455433,-0.004991036337163596,not_around_state_change_pm4w
stress_transition_8w,random_forest_depth4,217,0.10599078341013825,0.11862698302911402,0.4400493052442851,0.40800359110979373,0.0,0.0,0.0048526294451090475,0.009461095940455433,-0.004608466495346386,not_around_state_change_pm4w
ggg1_tail_risk_4w,decision_tree_depth3,151,0.33112582781456956,0.24055206408169183,0.5905940594059406,0.7941804396396885,0.25,0.08,-0.0009484336539423779,0.0009621975075928399,-0.0019106311615352178,around_stress_start_pm4w
ggg1_tail_risk_4w,hist_gradient_depth3,151,0.33112582781456956,0.27127285232246695,0.5036633663366337,0.8321004215549822,0.375,0.12,-0.005054416856906892,0.0009621975075928399,-0.006016614364499732,around_stress_start_pm4w
ggg1_tail_risk_4w,logistic_sequence_l2,151,0.33112582781456956,0.27948364995650526,0.5213861386138614,0.9349104182335056,0.3125,0.1,-0.005477132527242912,0.0009621975075928399,-0.0064393300348357515,around_stress_start_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,151,0.33112582781456956,0.2782410723821532,0.5211881188118812,0.9635734030808605,0.25,0.08,0.0051167864032546015,0.0009621975075928399,0.004154588895661762,around_stress_start_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,151,0.33112582781456956,0.27452512208597285,0.5328712871287129,0.932388737111604,0.3125,0.1,-0.005477132527242912,0.0009621975075928399,-0.0064393300348357515,around_stress_start_pm4w
ggg1_tail_risk_4w,random_forest_depth4,151,0.33112582781456956,0.2319326830255716,0.5112871287128713,0.6624879480605478,0.125,0.04,-0.0011387028950209169,0.0009621975075928399,-0.0021009004026137567,around_stress_start_pm4w
ggg1_underperformance_4w,decision_tree_depth3,151,0.7019867549668874,0.21565797064119646,0.5755765199161426,0.6405565952192838,0.875,0.1320754716981132,0.0048848290383833315,0.0009621975075928399,0.003922631530790492,around_stress_start_pm4w
ggg1_underperformance_4w,hist_gradient_depth3,151,0.7019867549668874,0.2425948957458822,0.5218029350104822,0.7566725709956261,0.8125,0.12264150943396226,0.0025569453724832644,0.0009621975075928399,0.0015947478648904246,around_stress_start_pm4w
ggg1_underperformance_4w,logistic_sequence_l2,151,0.7019867549668874,0.25757957858772224,0.5079664570230608,0.8893616225566968,0.625,0.09433962264150944,0.0030647490449605963,0.0009621975075928399,0.0021025515373677564,around_stress_start_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_l2b,151,0.7019867549668874,0.33676562567665086,0.35555555555555557,1.2323235970241546,0.4375,0.0660377358490566,0.006659537748119386,0.0009621975075928399,0.005697340240526546,around_stress_start_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_qqq,151,0.7019867549668874,0.27264539967411416,0.4832285115303983,0.9503852265290713,0.5625,0.08490566037735849,0.004314333436164282,0.0009621975075928399,0.003352135928571442,around_stress_start_pm4w
ggg1_underperformance_4w,random_forest_depth4,151,0.7019867549668874,0.217275670177605,0.45010482180293504,0.6284061515201957,0.75,0.11320754716981132,-0.015420085015712577,0.0009621975075928399,-0.016382282523305418,around_stress_start_pm4w
recovery_quality_4w,decision_tree_depth3,84,0.34523809523809523,0.3430232020242577,0.5166144200626959,1.4710098305858883,0.4444444444444444,0.13793103448275862,0.0014127668250356112,-0.001506653166791239,0.00291941999182685,around_stress_start_pm4w
recovery_quality_4w,hist_gradient_depth3,84,0.34523809523809523,0.3208662622307463,0.5554858934169279,0.9035874229273771,0.4444444444444444,0.13793103448275862,0.00213753049362839,-0.001506653166791239,0.0036441836604196288,around_stress_start_pm4w
recovery_quality_4w,logistic_sequence_l2,84,0.34523809523809523,0.28108975425732075,0.6087774294670846,0.8779575127168646,0.7777777777777778,0.2413793103448276,0.0155983365210549,-0.001506653166791239,0.01710498968784614,around_stress_start_pm4w
recovery_quality_4w,logistic_sequence_plus_l2b,84,0.34523809523809523,0.3184819997907805,0.6445141065830721,1.129974967872609,0.7777777777777778,0.2413793103448276,0.012889587161516078,-0.001506653166791239,0.014396240328307316,around_stress_start_pm4w
recovery_quality_4w,logistic_sequence_plus_qqq,84,0.34523809523809523,0.2807904417123449,0.613166144200627,0.9032206684785596,0.6666666666666666,0.20689655172413793,0.011713137842728304,-0.001506653166791239,0.013219791009519543,around_stress_start_pm4w
recovery_quality_4w,random_forest_depth4,84,0.34523809523809523,0.23229539694254325,0.6758620689655174,0.6574111997562486,0.6666666666666666,0.20689655172413793,0.020083363855919897,-0.001506653166791239,0.021590017022711135,around_stress_start_pm4w
recovery_quality_8w,decision_tree_depth3,81,0.3950617283950617,0.2909318058385929,0.5902423469387755,0.9502015924297357,0.8888888888888888,0.25,0.018508060936546087,0.0031128236845252605,0.015395237252020827,around_stress_start_pm4w
recovery_quality_8w,hist_gradient_depth3,81,0.3950617283950617,0.31008951173700366,0.6224489795918368,0.8723999569878903,0.8888888888888888,0.25,0.02405805386594591,0.0031128236845252605,0.02094523018142065,around_stress_start_pm4w
recovery_quality_8w,logistic_sequence_l2,81,0.3950617283950617,0.2641437862841349,0.6664540816326531,0.8168031943600437,0.7777777777777778,0.21875,0.021257529927315704,0.0031128236845252605,0.018144706242790444,around_stress_start_pm4w
recovery_quality_8w,logistic_sequence_plus_l2b,81,0.3950617283950617,0.41949576162050156,0.4872448979591837,1.3778521676790616,0.6666666666666666,0.1875,0.02196868194033193,0.0031128236845252605,0.01885585825580667,around_stress_start_pm4w
recovery_quality_8w,logistic_sequence_plus_qqq,81,0.3950617283950617,0.25310316772766367,0.6760204081632654,0.7960894547502531,0.6666666666666666,0.1875,0.012493316401606483,0.0031128236845252605,0.009380492717081223,around_stress_start_pm4w
recovery_quality_8w,random_forest_depth4,81,0.3950617283950617,0.22420997795491,0.7302295918367346,0.640397147296733,0.7777777777777778,0.21875,0.016903738634633902,0.0031128236845252605,0.013790914950108642,around_stress_start_pm4w
stress_transition_4w,decision_tree_depth3,151,0.5496688741721855,0.46547484023170843,0.37181077250177186,2.6319954144012745,0.4375,0.08433734939759036,-0.004447026016811052,0.0009621975075928399,-0.005409223524403892,around_stress_start_pm4w
stress_transition_4w,hist_gradient_depth3,151,0.5496688741721855,0.4545569041061053,0.44091070163004964,2.0331103624158953,0.75,0.14457831325301204,-0.005819958276608368,0.0009621975075928399,-0.006782155784201208,around_stress_start_pm4w
stress_transition_4w,logistic_sequence_l2,151,0.5496688741721855,0.47112905885170775,0.45021261516654854,2.0933093619239047,0.375,0.07228915662650602,0.00514738164499761,0.0009621975075928399,0.0041851841374047705,around_stress_start_pm4w
stress_transition_4w,logistic_sequence_plus_l2b,151,0.5496688741721855,0.4604827162332892,0.4851169383416017,2.2629580032916876,0.5625,0.10843373493975904,0.0017817975392621227,0.0009621975075928399,0.0008196000316692828,around_stress_start_pm4w
stress_transition_4w,logistic_sequence_plus_qqq,151,0.5496688741721855,0.47234504591370235,0.44578313253012053,2.2332792965807355,0.5,0.0963855421686747,-0.004383096207728594,0.0009621975075928399,-0.005345293715321434,around_stress_start_pm4w
stress_transition_4w,random_forest_depth4,151,0.5496688741721855,0.42298717264941404,0.292611622962438,1.3125683081502193,0.5625,0.10843373493975904,-0.004122167399455444,0.0009621975075928399,-0.005084364907048284,around_stress_start_pm4w
stress_transition_8w,decision_tree_depth3,147,0.6122448979591837,0.4905433990934698,0.29551656920077973,2.3984082630395878,0.2,0.03333333333333333,0.022796799236695968,0.004477860060191763,0.018318939176504206,around_stress_start_pm4w
stress_transition_8w,hist_gradient_depth3,147,0.6122448979591837,0.4824373235122719,0.4219298245614035,1.7665558251271711,0.4666666666666667,0.07777777777777778,-0.01005503835981775,0.004477860060191763,-0.014532898420009514,around_stress_start_pm4w
stress_transition_8w,logistic_sequence_l2,147,0.6122448979591837,0.5132389594380103,0.33918128654970764,1.8864790863734358,0.26666666666666666,0.044444444444444446,-0.0008907817747882297,0.004477860060191763,-0.005368641834979993,around_stress_start_pm4w
stress_transition_8w,logistic_sequence_plus_l2b,147,0.6122448979591837,0.4839343487792711,0.4091617933723197,1.9530659228784026,0.6666666666666666,0.1111111111111111,0.0006655234597013374,0.004477860060191763,-0.003812336600490426,around_stress_start_pm4w
stress_transition_8w,logistic_sequence_plus_qqq,147,0.6122448979591837,0.5112809721492549,0.34639376218323586,1.9726078561372926,0.4,0.06666666666666667,-0.0011993997707782386,0.004477860060191763,-0.005677259830970002,around_stress_start_pm4w
stress_transition_8w,random_forest_depth4,147,0.6122448979591837,0.4042193048344267,0.2699805068226121,1.1395122062697325,0.2,0.03333333333333333,0.001806706557825503,0.004477860060191763,-0.0026711535023662605,around_stress_start_pm4w
ggg1_tail_risk_4w,decision_tree_depth3,695,0.2517985611510791,0.23813293261070478,0.4157527472527472,0.7081819248096706,0.21428571428571427,0.08571428571428572,0.012049804026297193,0.006626238396667903,0.00542356562962929,not_around_stress_start_pm4w
ggg1_tail_risk_4w,hist_gradient_depth3,695,0.2517985611510791,0.24865725745352765,0.46745604395604395,0.7406652967750256,0.2,0.08,0.010842109381137598,0.006626238396667903,0.004215870984469695,not_around_stress_start_pm4w
ggg1_tail_risk_4w,logistic_sequence_l2,695,0.2517985611510791,0.25337335994945903,0.505043956043956,0.8243569033211214,0.21428571428571427,0.08571428571428572,0.009643392973688592,0.006626238396667903,0.0030171545770206892,not_around_stress_start_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,695,0.2517985611510791,0.2704827785472821,0.4778681318681319,0.9564159032474482,0.22857142857142856,0.09142857142857143,0.009206992643378074,0.006626238396667903,0.0025807542467101707,not_around_stress_start_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,695,0.2517985611510791,0.25662979975758105,0.4936263736263736,0.8422677728370948,0.2857142857142857,0.11428571428571428,0.00862335524946907,0.006626238396667903,0.0019971168528011667,not_around_stress_start_pm4w
ggg1_tail_risk_4w,random_forest_depth4,695,0.2517985611510791,0.19464725453423012,0.46340659340659335,0.5811309980421395,0.2857142857142857,0.11428571428571428,0.009407539118985665,0.006626238396667903,0.0027813007223177616,not_around_stress_start_pm4w
ggg1_underperformance_4w,decision_tree_depth3,695,0.7323741007194244,0.20523796338459724,0.5260789657139235,0.7014719745261085,0.8,0.1100196463654224,0.009436058096273067,0.006626238396667903,0.0028098196996051636,not_around_stress_start_pm4w
ggg1_underperformance_4w,hist_gradient_depth3,695,0.7323741007194244,0.22295262793536638,0.5329023808014872,0.6944955949377533,0.7428571428571429,0.10216110019646366,0.011820693018658504,0.006626238396667903,0.005194454621990601,not_around_stress_start_pm4w
ggg1_underperformance_4w,logistic_sequence_l2,695,0.7323741007194244,0.2397697566189529,0.541362993007584,0.7881767042742958,0.7571428571428571,0.10412573673870335,0.010040769694291804,0.006626238396667903,0.0034145312976239014,not_around_stress_start_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_l2b,695,0.7323741007194244,0.24494302565744322,0.5465386484145595,0.8785058250243837,0.7285714285714285,0.10019646365422397,0.009780696648815075,0.006626238396667903,0.003154458252147172,not_around_stress_start_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_qqq,695,0.7323741007194244,0.24252290082994862,0.5209349979931133,0.8193780504827824,0.7857142857142857,0.10805500982318271,0.0086367218425029,0.006626238396667903,0.002010483445834998,not_around_stress_start_pm4w
