target,model,n_oos,positive_rate,brier,auc,log_loss,high_risk_decile_precision,high_risk_decile_recall,top_decile_avg_forward_return,overall_avg_forward_return,top_decile_return_lift,transition_window
ggg1_tail_risk_4w,decision_tree_depth3,629,0.2575516693163752,0.2314002932864744,0.4440479022920137,0.7217576118022351,0.2698412698412698,0.10493827160493827,0.006650360233704236,0.005575585990248772,0.0010747742434554638,around_state_change_pm4w
ggg1_tail_risk_4w,hist_gradient_depth3,629,0.2575516693163752,0.2519405009564491,0.4219671134374917,0.7668470553165215,0.14285714285714285,0.05555555555555555,0.01020863757713716,0.005575585990248772,0.004633051586888389,around_state_change_pm4w
ggg1_tail_risk_4w,logistic_sequence_l2,629,0.2575516693163752,0.25935984849538385,0.4964839929151135,0.878978420414561,0.23809523809523808,0.09259259259259259,0.0038750426414990748,0.005575585990248772,-0.0017005433487496972,around_state_change_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_l2b,629,0.2575516693163752,0.2722929827574711,0.4732862769979115,0.979086114933601,0.20634920634920634,0.08024691358024691,0.007591775045424539,0.005575585990248772,0.0020161890551757674,around_state_change_pm4w
ggg1_tail_risk_4w,logistic_sequence_plus_qqq,629,0.2575516693163752,0.262272718453573,0.48526185000132177,0.9004477488549949,0.2698412698412698,0.10493827160493827,0.005177586304906523,0.005575585990248772,-0.00039799968534224867,around_state_change_pm4w
ggg1_tail_risk_4w,random_forest_depth4,629,0.2575516693163752,0.19866430820294737,0.42650091204695056,0.5892832569188641,0.23809523809523808,0.09259259259259259,0.010943385413345826,0.005575585990248772,0.005367799423097054,around_state_change_pm4w
ggg1_underperformance_4w,decision_tree_depth3,629,0.7154213036565977,0.20712148182254406,0.587473618870267,0.6581778385566254,0.8253968253968254,0.11555555555555555,0.008157556418268385,0.005575585990248772,0.002581970428019613,around_state_change_pm4w
ggg1_underperformance_4w,hist_gradient_depth3,629,0.7154213036565977,0.22480437077634643,0.558808193668529,0.703389782948375,0.7936507936507936,0.1111111111111111,0.009551787438352806,0.005575585990248772,0.003976201448104034,around_state_change_pm4w
ggg1_underperformance_4w,logistic_sequence_l2,629,0.7154213036565977,0.24456469574217654,0.5495096213531968,0.8367154265135304,0.6984126984126984,0.09777777777777778,0.008927179365515405,0.005575585990248772,0.003351593375266633,around_state_change_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_l2b,629,0.7154213036565977,0.26337253366051644,0.5327622594661701,0.9679798447250404,0.6507936507936508,0.09111111111111111,0.00919268539099727,0.005575585990248772,0.003617099400748498,around_state_change_pm4w
ggg1_underperformance_4w,logistic_sequence_plus_qqq,629,0.7154213036565977,0.2539869594747106,0.5336436995654874,0.8865644247400206,0.7777777777777778,0.10888888888888888,0.007640892400019887,0.005575585990248772,0.002065306409771115,around_state_change_pm4w
ggg1_underperformance_4w,random_forest_depth4,629,0.7154213036565977,0.21390027834373898,0.4723153320918684,0.6205619289933583,0.746031746031746,0.10444444444444445,0.011074584315381587,0.005575585990248772,0.005498998325132815,around_state_change_pm4w
recovery_quality_4w,decision_tree_depth3,527,0.49335863377609107,0.31105126436010677,0.47675021607605883,1.134431175822539,0.3584905660377358,0.07307692307692308,0.001097516737362834,0.006169890515364419,-0.005072373778001585,around_state_change_pm4w
recovery_quality_4w,hist_gradient_depth3,527,0.49335863377609107,0.3265100247682431,0.4565471045808125,0.9170870247408233,0.49056603773584906,0.1,0.004108588912388761,0.006169890515364419,-0.002061301602975658,around_state_change_pm4w
recovery_quality_4w,logistic_sequence_l2,527,0.49335863377609107,0.3192464923612206,0.4990780754825699,0.9933146488402051,0.49056603773584906,0.1,0.006886769628618894,0.006169890515364419,0.0007168791132544754,around_state_change_pm4w
recovery_quality_4w,logistic_sequence_plus_l2b,527,0.49335863377609107,0.34874240633950737,0.5021175453759723,1.18149445773979,0.4528301886792453,0.09230769230769231,0.00617052602410536,0.006169890515364419,6.355087409414331e-07,around_state_change_pm4w
recovery_quality_4w,logistic_sequence_plus_qqq,527,0.49335863377609107,0.33059226929709973,0.48256986459233653,1.0704091733091028,0.4528301886792453,0.09230769230769231,0.005157171204826178,0.006169890515364419,-0.0010127193105382406,around_state_change_pm4w
recovery_quality_4w,random_forest_depth4,527,0.49335863377609107,0.26178916540614444,0.4752592912705272,0.7181743938835076,0.33962264150943394,0.06923076923076923,-0.0003896830360356705,0.006169890515364419,-0.006559573551400089,around_state_change_pm4w
recovery_quality_8w,decision_tree_depth3,524,0.5038167938931297,0.31701258716707964,0.45367861305361307,1.2019951442780907,0.41509433962264153,0.08333333333333333,0.005578945009510797,0.01311452508829285,-0.007535580078782054,around_state_change_pm4w
recovery_quality_8w,hist_gradient_depth3,524,0.5038167938931297,0.34175788244634075,0.4586611305361305,0.9928074600269188,0.41509433962264153,0.08333333333333333,0.006909224971273304,0.01311452508829285,-0.006205300117019546,around_state_change_pm4w
recovery_quality_8w,logistic_sequence_l2,524,0.5038167938931297,0.31838796873131964,0.49798951048951046,1.0412921233761094,0.5471698113207547,0.10984848484848485,0.014453176275175807,0.01311452508829285,0.0013386511868829568,around_state_change_pm4w
recovery_quality_8w,logistic_sequence_plus_l2b,524,0.5038167938931297,0.36561087965164574,0.4663607226107227,1.2782455111816682,0.39622641509433965,0.07954545454545454,0.007999907841327383,0.01311452508829285,-0.005114617246965467,around_state_change_pm4w
recovery_quality_8w,logistic_sequence_plus_qqq,524,0.5038167938931297,0.32300437511509233,0.5019959207459208,1.0752557744832774,0.5094339622641509,0.10227272727272728,0.01387919705187788,0.01311452508829285,0.0007646719635850292,around_state_change_pm4w
recovery_quality_8w,random_forest_depth4,524,0.5038167938931297,0.2630264093768955,0.499446386946387,0.72311419627046,0.5094339622641509,0.10227272727272728,0.009295913696104422,0.01311452508829285,-0.003818611392188429,around_state_change_pm4w
stress_transition_4w,decision_tree_depth3,629,0.13195548489666137,0.1212799268864648,0.5762390220221546,0.6869854284662349,0.20634920634920634,0.1566265060240964,0.006702377239194903,0.005575585990248772,0.0011267912489461313,around_state_change_pm4w
stress_transition_4w,hist_gradient_depth3,629,0.13195548489666137,0.12029741614465807,0.6101328390485017,0.5358648247668234,0.2857142857142857,0.21686746987951808,0.0025522750586498433,0.005575585990248772,-0.0030233109315989286,around_state_change_pm4w
stress_transition_4w,logistic_sequence_l2,629,0.13195548489666137,0.12698418871751344,0.604417670682731,0.5640752939828624,0.2222222222222222,0.1686746987951807,0.0030848063623895292,0.005575585990248772,-0.0024907796278592427,around_state_change_pm4w
stress_transition_4w,logistic_sequence_plus_l2b,629,0.13195548489666137,0.14884321562673436,0.599320358356503,0.6691197153582014,0.23809523809523808,0.18072289156626506,0.0006616052104685851,0.005575585990248772,-0.004913980779780187,around_state_change_pm4w
stress_transition_4w,logistic_sequence_plus_qqq,629,0.13195548489666137,0.1270681867330468,0.5865881106844962,0.5989769401623932,0.25396825396825395,0.1927710843373494,0.0024689987307509906,0.005575585990248772,-0.0031065872594977814,around_state_change_pm4w
stress_transition_4w,random_forest_depth4,629,0.13195548489666137,0.1110677068084365,0.6557107551083454,0.3880761171229284,0.25396825396825395,0.1927710843373494,0.003392047712094203,0.005575585990248772,-0.002183538278154569,around_state_change_pm4w
stress_transition_8w,decision_tree_depth3,625,0.184,0.17818692540618364,0.6027962489343563,0.8870770396780504,0.36507936507936506,0.2,0.006166282830704128,0.012030065370664584,-0.005863782539960455,around_state_change_pm4w
stress_transition_8w,hist_gradient_depth3,625,0.184,0.16445311398140017,0.6978601875532822,0.620862898197805,0.4444444444444444,0.24347826086956523,0.005978692573004161,0.012030065370664584,-0.006051372797660422,around_state_change_pm4w
stress_transition_8w,logistic_sequence_l2,625,0.184,0.1733833441136631,0.6016197783461209,0.6812034277914047,0.2857142857142857,0.1565217391304348,0.00634451925538729,0.012030065370664584,-0.0056855461152772934,around_state_change_pm4w
stress_transition_8w,logistic_sequence_plus_l2b,625,0.184,0.2043821921274754,0.6489855072463768,0.7772432888732338,0.23809523809523808,0.13043478260869565,0.00705317583407372,0.012030065370664584,-0.004976889536590864,around_state_change_pm4w
