state,overlay_absorption_improved_phase2b_regime_confidence_boost,overlay_absorption_improved_phasett_recovery_two_stage_bucket,lookthrough_absorption_improved_phase2b_regime_confidence_boost,lookthrough_absorption_improved_phasett_recovery_two_stage_bucket,total_absorption_improved_phase2b_regime_confidence_boost,total_absorption_improved_phasett_recovery_two_stage_bucket,overlay_cash_added_improved_phase2b_regime_confidence_boost,overlay_cash_added_improved_phasett_recovery_two_stage_bucket,post_overlay_risky_budget_improved_phase2b_regime_confidence_boost,post_overlay_risky_budget_improved_phasett_recovery_two_stage_bucket,final_etf_risky_budget_improved_phase2b_regime_confidence_boost,final_etf_risky_budget_improved_phasett_recovery_two_stage_bucket,overlay_absorption_delta_tt1_minus_prod,lookthrough_absorption_delta_tt1_minus_prod,total_absorption_delta_tt1_minus_prod,overlay_cash_added_delta_tt1_minus_prod,post_overlay_risky_budget_delta_tt1_minus_prod,final_etf_risky_budget_delta_tt1_minus_prod
calm_trend,0.006397781715447026,0.008020675077787698,0.03496425901213773,0.034073794265420454,0.04136204072758476,0.04209446934320815,0.006397781715446995,0.008020675077787708,0.9664835742167563,0.9648606808544157,0.9315193152046186,0.9307868865889952,0.0016228933623406716,-0.0008904647467172788,0.0007324286156233928,0.0016228933623407132,-0.0016228933623406716,-0.0007324286156233928
neutral_healthy_proxy,0.04001838354315612,0.04778395171622485,0.06383551667927512,0.05681971821684406,0.10385390022243124,0.10460366993306891,0.040018383543156025,0.047783951716224835,0.8507665993919975,0.8430010312189288,0.7869310827127224,0.7861813130020847,0.0077655681730687265,-0.007015798462431055,0.0007497697106376711,0.00776556817306881,-0.0077655681730687265,-0.0007497697106376711
neutral_mixed,0.15666763898891856,0.15792602180436544,0.0543205499231838,0.05288918001402476,0.21098818891210236,0.2108152018183902,0.1566676389889186,0.1579260218043655,0.6683323610110814,0.6670739781956345,0.6140118110878976,0.6141847981816098,0.001258382815446879,-0.0014313699091590415,-0.00017298709371216248,0.001258382815446879,-0.001258382815446879,0.00017298709371216248
recovery_confirmed,0.06383761565651913,0.06529400415731867,0.06183959185098231,0.04297533168150691,0.12567720750750144,0.10826933583882559,0.06383761565651912,0.0652940041573187,0.9361623843434809,0.9347059958426813,0.8743227924924986,0.8917306641611744,0.0014563885007995436,-0.0188642601694754,-0.017407871668675856,0.0014563885007995853,-0.0014563885007995436,0.017407871668675856
recovery_fragile,0.1235131707443986,0.12749099435961542,0.09470472958846876,0.08835367316541254,0.21821790033286736,0.21584466752502796,0.1235131707443986,0.12749099435961536,0.8764868292556014,0.8725090056403846,0.7817820996671326,0.784155332474972,0.003977823615216813,-0.006351056423056223,-0.0023732328078394094,0.003977823615216758,-0.003977823615216813,0.0023732328078394094
stressed_panic,0.5005910974661117,0.501094043954076,0.0980889764642312,0.09793972445514232,0.598680073930343,0.5990337684092183,0.5005910974661117,0.501094043954076,0.49067527807973976,0.49017233159177553,0.39258630161550856,0.3922326071366332,0.0005029464879642287,-0.00014925200908888492,0.0003536944788753438,0.0005029464879642287,-0.0005029464879642287,-0.0003536944788753438
