name,state,state_targeted,stage1_risky_budget,post_overlay_risky_budget,final_etf_risky_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,overlay_absorption_reduction_vs_prod,overlay_absorption_reduction_vs_tt1,total_absorption_reduction_vs_prod,total_absorption_reduction_vs_tt1,inferred_overlay_cash_source,regime_binding_share,target_vol_binding_share,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,self_gated_overlay_cut_reduction_vs_prod,non_self_gated_overlay_cut_reduction_vs_prod,overlay_absorption_delta_tt1_minus_prod,self_gated_cut_delta_tt1_minus_prod
improved_phaseuu_tt1_overlay_preserved_recovery,calm_trend,0.0,0.9728813559322034,0.9648938464720296,0.9308157734703671,0.007987509460173858,0.007987509460173792,0.034078073001662434,0.042065582461836226,-0.0015897277447267655,3.316561761390613e-05,-0.0007035417342514672,2.8886881371925632e-05,other_or_none,0.0,0.003389830508474576,6.185861881151356e-05,6.925063140954e-05,-9.293042434288146e-07,-2.945530458849148e-06,0.0016228933623406716,9.293042434288146e-07
improved_phaseuu_tt1_overlay_preserved_recovery,neutral_healthy_proxy,0.0,0.8907849829351536,0.8433027134964015,0.7864564867167604,0.04748226943875207,0.04748226943875211,0.05684622677964113,0.10432849621839324,-0.00746388589559599,0.0003016822774727368,-0.00047459599596200164,0.0002751737146756694,lighter_both_regime_relief,0.18771331058020477,0.0034129692832764505,0.004774886535755528,0.004315395669168533,-0.0019383981006136433,-0.0005936165905216758,0.0077655681730687265,0.0019390582895560775
improved_phaseuu_tt1_overlay_preserved_recovery,neutral_mixed,0.0,0.825,0.66710700447255,0.6142147299473791,0.15789299552745006,0.15789299552744995,0.05289227452517087,0.21078527005262082,-0.001225356538531397,3.30262769154821e-05,0.00020291885948153787,2.9931765769375396e-05,lighter_both_regime_relief,0.19,0.0,0.015116205681351469,0.01751162949293709,-0.000442349402588171,0.0003862461783623282,0.001258382815446879,0.00044275721820378165
improved_phaseuu_tt1_overlay_preserved_recovery,recovery_confirmed,1.0,1.0,0.9362907422260928,0.8931996259683384,0.06370925777390726,0.06370925777390724,0.043091116257754414,0.10680037403166165,0.00012835788261189585,0.0015847463834114395,0.018876833475839794,0.0014689618071639376,lighter_both_regime_relief,0.2727272727272727,0.0,0.008556695131775805,0.0056250801033079275,-0.0031995324889423594,0.003527693784332297,0.0014563885007995436,0.0031794547129723972
improved_phaseuu_tt1_overlay_preserved_recovery,recovery_fragile,1.0,1.0,0.8728547019320493,0.7844721170116813,0.1271452980679507,0.12714529806795072,0.08838258492036799,0.2155278829883187,-0.0036321273235521145,0.00034569629166469884,0.0026900173445486564,0.000316784536709247,lighter_both_regime_relief,0.24489795918367346,0.02040816326530612,0.003534119986916392,0.0028794389844962022,-0.0013222393777925718,0.0007056772764980346,0.003977823615216813,0.0014585094825686862
improved_phaseuu_tt1_overlay_preserved_recovery,stressed_panic,0.0,0.9912663755458515,0.4901814172643254,0.39224181094234367,0.5010849582815261,0.5010849582815261,0.09793960632198173,0.5990245646035078,-0.0004938608154143598,9.085672549868917e-06,-0.0003444906731648878,9.203805710455981e-06,lighter_both_regime_relief,0.2183406113537118,0.0,0.0453598716527137,0.04870363236340396,-0.00023614648081882184,0.0003135824965563652,0.0005029464879642287,0.00023566876841255718
improved_phaseuu_recovery_overlay_cash_cap,calm_trend,0.0,0.9728813559322034,0.9648606808544157,0.9307868865889952,0.008020675077787708,0.008020675077787698,0.034073794265420454,0.04209446934320815,-0.0016228933623406716,0.0,-0.0007324286156233928,0.0,other_or_none,0.0,0.003389830508474576,6.185861881151356e-05,6.925063140954e-05,-9.293042434288146e-07,-2.945530458849148e-06,0.0016228933623406716,9.293042434288146e-07
improved_phaseuu_recovery_overlay_cash_cap,neutral_healthy_proxy,0.0,0.8907849829351536,0.842937237687124,0.7861210092118758,0.04784774524802961,0.047847745248029594,0.056816228475248254,0.10466397372327785,-0.007829361704873472,-6.379353180474556e-05,-0.0008100735008466087,-6.030379020893761e-05,lighter_both_regime_relief,0.18771331058020477,0.0034129692832764505,0.0047755467246979625,0.004314846177113489,-0.0019390582895560775,-0.0005930670984666316,0.0077655681730687265,0.0019390582895560775
improved_phaseuu_recovery_overlay_cash_cap,neutral_mixed,0.0,0.825,0.6670739781956345,0.6141847981816098,0.1579260218043655,0.15792602180436544,0.05288918001402476,0.2108152018183902,-0.001258382815446879,0.0,0.00017298709371216248,0.0,lighter_both_regime_relief,0.19,0.0,0.01511661349696708,0.017511283241492034,-0.00044275721820378165,0.0003865924298073857,0.001258382815446879,0.00044275721820378165
improved_phaseuu_recovery_overlay_cash_cap,recovery_confirmed,1.0,1.0,0.934578942483987,0.89161056196496,0.06542105751601299,0.06542105751601301,0.04296838051902696,0.10838943803503998,-0.0015834418594938837,-0.0001270533586943401,0.017287769472461467,-0.00012010219621438889,lighter_both_regime_relief,0.2727272727272727,0.0,0.008531486498211522,0.0058143077232353105,-0.0031743238553780763,0.003338466164404914,0.0014563885007995436,0.0031794547129723972
improved_phaseuu_recovery_overlay_cash_cap,recovery_fragile,1.0,1.0,0.8725090056403846,0.784155332474972,0.12749099435961536,0.12749099435961542,0.08835367316541254,0.21584466752502796,-0.003977823615216813,0.0,0.0023732328078394094,0.0,lighter_both_regime_relief,0.24489795918367346,0.02040816326530612,0.0036703900916925064,0.002937412128419226,-0.0014585094825686862,0.0006477041325750107,0.003977823615216813,0.0014585094825686862
improved_phaseuu_recovery_overlay_cash_cap,stressed_panic,0.0,0.9912663755458515,0.49017233159177553,0.3922326071366332,0.501094043954076,0.501094043954076,0.09793972445514232,0.5990337684092183,-0.0005029464879642287,0.0,-0.0003536944788753438,0.0,lighter_both_regime_relief,0.2183406113537118,0.0,0.045359393940307434,0.04870393913044326,-0.00023566876841255718,0.00031327572951706656,0.0005029464879642287,0.00023566876841255718
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,0.0,0.9728813559322034,0.9649445550831298,0.9308648487157944,0.007936800849073587,0.007936800849073555,0.03407970636733537,0.04201650721640893,-0.001539019133626529,8.387422871414252e-05,-0.000654466488824168,7.796212679922476e-05,other_or_none,0.0,0.003389830508474576,6.185861881151356e-05,6.925063140954e-05,-9.293042434288146e-07,-2.945530458849148e-06,0.0016228933623406716,9.293042434288146e-07
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,0.0,0.8907849829351536,0.8435095123536491,0.7866568056350383,0.04727547058150451,0.0472754705815045,0.05685270671861087,0.10412817730011537,-0.007257087038348375,0.0005084811347203511,-0.00027427707768412635,0.0004754926329535447,lighter_both_regime_relief,0.18771331058020477,0.0034129692832764505,0.004775239502487004,0.004315099969448666,-0.001938751067345119,-0.0005933208908018087,0.0077655681730687265,0.0019390582895560775
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_mixed,0.0,0.825,0.667137025144675,0.6142440932232178,0.15786297485532502,0.15786297485532497,0.052892931921457165,0.21075590677678213,-0.0011953358664064107,6.304694904046837e-05,0.00023228213532022757,5.929504160806509e-05,lighter_both_regime_relief,0.19,0.0,0.015116546717793646,0.01751134004071681,-0.0004426904390303476,0.0003865356305826108,0.001258382815446879,0.00044275721820378165
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_confirmed,1.0,1.0,0.9376758038635281,0.8945442764587743,0.06232419613647185,0.06232419613647189,0.04313152740475379,0.10545572354122568,0.0015134195200472433,0.002969808020846787,0.020221483966275766,0.00281361229759991,lighter_both_regime_relief,0.2727272727272727,0.0,0.008250555902057838,0.005562912597998302,-0.002893393259224392,0.003589861289641923,0.0014563885007995436,0.0031794547129723972
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,1.0,1.0,0.8731209729510296,0.7847186757586848,0.12687902704897036,0.12687902704897036,0.08840229719234483,0.2152813242413152,-0.003365856304571757,0.0006119673106450563,0.002936576091552179,0.0005633432837127694,lighter_both_regime_relief,0.24489795918367346,0.02040816326530612,0.0034432950454941266,0.0028214427819267737,-0.0012314144363703063,0.0007636734790674631,0.003977823615216813,0.0014585094825686862
improved_phaseuu_tt1_budget_aware_lighter_both,stressed_panic,0.0,0.9912663755458515,0.49018840416388876,0.3922484686609815,0.5010779713819628,0.5010779713819628,0.09793993550290725,0.59901790688487,-0.0004868739158510049,1.607257211322377e-05,-0.00033783295452705087,1.586152434829291e-05,lighter_both_regime_relief,0.2183406113537118,0.0,0.045359892307688846,0.04870361894933663,-0.00023616713579396875,0.0003135959106237013,0.0005029464879642287,0.00023566876841255718
