weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,annual_allocation_turnover,high_confidence_share,average_growth_allocation,scenario,variant,cost_bps,window
53,2025-08-08,2026-08-07,0.7373162098150086,0.7558682545873772,2.0817122294430064,-0.13336875243003643,0.28583939089021815,1.2755242652054106,0.7358490566037735,0.24716981132075475,base,relative_13w_10_30,200,trailing_1y
32,2026-01-02,2026-08-07,0.615923148131452,0.34356565524496974,1.6973305340827214,-0.13336875243003643,0.3115623483253303,1.306765985390674,0.71875,0.24375,base,relative_13w_10_30,200,ytd
188,2023-01-06,2026-08-07,0.3024879964214118,1.5998672670708838,1.264982104615085,-0.22326954672924793,0.23017268746338773,1.6000521265615792,0.35638297872340424,0.20691489361702126,base,relative_13w_10_40,200,full_recent
157,2023-08-11,2026-08-07,0.298832705164193,1.2021320774287108,1.2029431795023704,-0.2232695467292487,0.2419514168908792,1.8955600138968258,0.4267515923566879,0.22802547770700635,base,relative_13w_10_40,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.44547502804048267,1.1042547356459274,1.513260526496876,-0.22326954672924837,0.2676075621924347,2.3028497946958657,0.5238095238095238,0.2571428571428571,base,relative_13w_10_40,200,trailing_2y
53,2025-08-08,2026-08-07,0.7709755803433216,0.7905476854544249,2.0677901460341164,-0.12689076158304502,0.29891357386637746,1.8019867192257262,0.7358490566037735,0.32075471698113206,base,relative_13w_10_40,200,trailing_1y
32,2026-01-02,2026-08-07,0.647236911588503,0.3595285994916302,1.695355935700096,-0.12689076158304513,0.3258569055161391,1.8349914022884368,0.71875,0.31562500000000004,base,relative_13w_10_40,200,ytd
188,2023-01-06,2026-08-07,0.3170369925476022,1.7064042907280057,1.3318792368868337,-0.23426087575552335,0.22633043395943822,1.259367642167355,0.324468085106383,0.19734042553191486,base,relative_26w_10_40,200,full_recent
157,2023-08-11,2026-08-07,0.31622464238177006,1.292370760072477,1.2769691431401697,-0.23426087575552368,0.23756579093623933,1.4876066185712575,0.3885350318471338,0.21656050955414008,base,relative_26w_10_40,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4871978141471991,1.228703321581143,1.6550961487135198,-0.20921116938757567,0.260924373229189,1.6017527070769386,0.5428571428571428,0.2628571428571428,base,relative_26w_10_40,200,trailing_2y
53,2025-08-08,2026-08-07,0.8250983822712636,0.8463371845359768,2.2413185721400453,-0.13684194528877458,0.287924781074169,0.7478933072232241,0.9245283018867925,0.3773584905660376,base,relative_26w_10_40,200,trailing_1y
32,2026-01-02,2026-08-07,0.802588274780998,0.4370596486509637,2.003291762104638,-0.1368419452887749,0.32029508701195286,0.5444517760194452,1.0,0.4,base,relative_26w_10_40,200,ytd
188,2023-01-06,2026-08-07,0.3058915749012785,1.6245135446177446,1.2754599589137563,-0.2274401809394554,0.2304061201670758,1.1475536360785596,0.2393617021276596,0.24787234042553188,base,dual_13_26w_20_40,200,full_recent
157,2023-08-11,2026-08-07,0.31170666283915516,1.2686957868438524,1.2434947993905725,-0.2274401809394555,0.2420916647062753,1.3377706673385283,0.28662420382165604,0.25732484076433115,base,dual_13_26w_20_40,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.47895372753993204,1.2038271551074455,1.595483737629061,-0.22744018093945506,0.2684494439005658,1.5464577711156011,0.3904761904761905,0.27809523809523806,base,dual_13_26w_20_40,200,trailing_2y
53,2025-08-08,2026-08-07,0.7846198553032215,0.8046090801333408,2.1265915447010575,-0.12706220075467156,0.29355457207935687,1.3363498438777608,0.6981132075471698,0.33962264150943383,base,dual_13_26w_20_40,200,trailing_1y
32,2026-01-02,2026-08-07,0.6993889248868341,0.3858576900509998,1.8078796205796346,-0.12706220075467145,0.32233987810349235,1.378891842615648,0.71875,0.34375,base,dual_13_26w_20_40,200,ytd
188,2023-01-06,2026-08-07,0.2913510757159452,1.5203912163775808,1.1959931663723946,-0.25113396392409204,0.23771104559740755,1.6202642474527886,0.2393617021276596,0.27180851063829786,base,dual_13_26w_20_50,200,full_recent
157,2023-08-11,2026-08-07,0.2942368594347431,1.1786898168311364,1.1563629646459175,-0.2511339639240914,0.25042009415639915,1.9038190427420636,0.28662420382165604,0.2859872611464968,base,dual_13_26w_20_50,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4702263221372882,1.177646163685388,1.5279459965678541,-0.2387125855767418,0.2780789325022856,2.195236469021311,0.3904761904761905,0.3171428571428571,base,dual_13_26w_20_50,200,trailing_2y
53,2025-08-08,2026-08-07,0.8066984462379587,0.8273670096824628,2.079340736897487,-0.13946838405949513,0.3082274679604226,1.8377109178529647,0.6981132075471698,0.4094339622641509,base,dual_13_26w_20_50,200,trailing_1y
32,2026-01-02,2026-08-07,0.731739027525732,0.4020336185029252,1.7902615505491293,-0.13946838405949524,0.3390148207556767,1.879336032500826,0.71875,0.415625,base,dual_13_26w_20_50,200,ytd
188,2023-01-06,2026-08-07,0.3025386013955569,1.6002324809089368,1.3127314219427955,-0.2051567858240102,0.22016349888001424,0.27121649965244254,0.324468085106383,0.19999999999999998,adverse,fixed_20,200,full_recent
157,2023-08-11,2026-08-07,0.3443796804078878,1.4436409532282775,1.4091638323799116,-0.2051567858240102,0.229035683285662,0.26598965093855653,0.3885350318471338,0.19999999999999996,adverse,fixed_20,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4937112123182903,1.248456881267952,1.7166582394346972,-0.2051567858240102,0.253055508990312,0.28321559687106695,0.5428571428571428,0.2,adverse,fixed_20,200,trailing_2y
53,2025-08-08,2026-08-07,0.7375142080051016,0.7560722156554152,2.189879087187133,-0.12687721094213422,0.2697927135721637,0.33277445056968874,0.9245283018867925,0.19999999999999993,adverse,fixed_20,200,trailing_1y
32,2026-01-02,2026-08-07,0.6324237608330281,0.3519919226155255,1.806502033497415,-0.1268772109421339,0.2958821878469175,0.36529315365768933,1.0,0.2,adverse,fixed_20,200,ytd
188,2023-01-06,2026-08-07,0.29733176378002457,1.562849078795041,1.2786568502306908,-0.2079137452227625,0.2234101942626582,1.2344715680681246,0.3617021276595745,0.17234042553191492,adverse,relative_13w_10_30,200,full_recent
157,2023-08-11,2026-08-07,0.3125113041187422,1.272900216605814,1.281174110395171,-0.2079137452227624,0.23392894775959727,1.3798274888762578,0.4267515923566879,0.18535031847133762,adverse,relative_13w_10_30,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.45498699689678257,1.1323089518567961,1.5851040341368114,-0.2079137452227624,0.2581153400852857,1.588499536805832,0.5238095238095238,0.20476190476190473,adverse,relative_13w_10_30,200,trailing_2y
53,2025-08-08,2026-08-07,0.7373162098150055,0.7558682545873738,2.0817122294430006,-0.13336875243003676,0.28583939089021815,1.2755242652054108,0.7358490566037735,0.24716981132075475,adverse,relative_13w_10_30,200,trailing_1y
32,2026-01-02,2026-08-07,0.6159231481314515,0.3435656552449695,1.6973305340827187,-0.13336875243003665,0.31156234832533025,1.3067659853906741,0.71875,0.24375,adverse,relative_13w_10_30,200,ytd
188,2023-01-06,2026-08-07,0.2830952360240522,1.4626207494533263,1.197235291315471,-0.22326954672924804,0.23070773807757947,1.775571951327843,0.3617021276595745,0.20851063829787236,adverse,relative_13w_10_40,200,full_recent
157,2023-08-11,2026-08-07,0.2962535432739657,1.1889557590685702,1.1937529615596905,-0.22326954672924837,0.2421886841931478,1.9946483299770674,0.4267515923566879,0.22802547770700635,adverse,relative_13w_10_40,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.44547502804048245,1.1042547356459265,1.5132605264968768,-0.22326954672924804,0.2676075621924348,2.3028497946958657,0.5238095238095238,0.2571428571428571,adverse,relative_13w_10_40,200,trailing_2y
53,2025-08-08,2026-08-07,0.7709755803433229,0.7905476854544262,2.0677901460341204,-0.12689076158304546,0.2989135738663775,1.8019867192257264,0.7358490566037735,0.32075471698113206,adverse,relative_13w_10_40,200,trailing_1y
32,2026-01-02,2026-08-07,0.6472369115885035,0.3595285994916304,1.6953559357000971,-0.12689076158304535,0.3258569055161392,1.8349914022884373,0.71875,0.31562500000000004,adverse,relative_13w_10_40,200,ytd
188,2023-01-06,2026-08-07,0.3020050970627597,1.596384070265946,1.280365839433035,-0.23426087575552468,0.22644375572270367,1.2697161495325262,0.324468085106383,0.19734042553191486,adverse,relative_26w_10_40,200,full_recent
157,2023-08-11,2026-08-07,0.3162246423817694,1.2923707600724743,1.276969143140167,-0.2342608757555248,0.23756579093623933,1.487606618571258,0.3885350318471338,0.21656050955414008,adverse,relative_26w_10_40,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4871978141471991,1.2287033215811425,1.6550961487135187,-0.20921116938757567,0.26092437322918893,1.6017527070769388,0.5428571428571428,0.2628571428571428,adverse,relative_26w_10_40,200,trailing_2y
53,2025-08-08,2026-08-07,0.8250983822712636,0.8463371845359766,2.2413185721400435,-0.1368419452887747,0.2879247810741691,0.7478933072232244,0.9245283018867925,0.3773584905660376,adverse,relative_26w_10_40,200,trailing_1y
32,2026-01-02,2026-08-07,0.8025882747809971,0.43705964865096325,2.0032917621046358,-0.13684194528877502,0.32029508701195286,0.5444517760194457,1.0,0.4,adverse,relative_26w_10_40,200,ytd
188,2023-01-06,2026-08-07,0.27604888188777754,1.4140766123842172,1.1702583573392022,-0.22744018093945506,0.23147551478755513,1.1662676676034827,0.2393617021276596,0.24787234042553188,adverse,dual_13_26w_20_40,200,full_recent
157,2023-08-11,2026-08-07,0.3117066628391567,1.2686957868438609,1.243494799390577,-0.22744018093945495,0.2420916647062754,1.3377706673385281,0.28662420382165604,0.25732484076433115,adverse,dual_13_26w_20_40,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.47895372753993337,1.2038271551074495,1.5954837376290636,-0.22744018093945528,0.268449443900566,1.546457771115601,0.3904761904761905,0.27809523809523806,adverse,dual_13_26w_20_40,200,trailing_2y
53,2025-08-08,2026-08-07,0.7846198553032246,0.8046090801333439,2.1265915447010606,-0.12706220075467156,0.2935545720793572,1.3363498438777606,0.6981132075471698,0.33962264150943383,adverse,dual_13_26w_20_40,200,trailing_1y
32,2026-01-02,2026-08-07,0.6993889248868395,0.38585769005100246,1.807879620579642,-0.12706220075467156,0.3223398781034928,1.378891842615648,0.71875,0.34375,adverse,dual_13_26w_20_40,200,ytd
188,2023-01-06,2026-08-07,0.2618406672977287,1.318302948747753,1.0945975335964242,-0.2511339639240906,0.23872990137746444,1.6389782789777114,0.2393617021276596,0.27180851063829786,adverse,dual_13_26w_20_50,200,full_recent
157,2023-08-11,2026-08-07,0.29423685943474487,1.1786898168311457,1.1563629646459228,-0.25113396392409093,0.2504200941563992,1.9038190427420636,0.28662420382165604,0.2859872611464968,adverse,dual_13_26w_20_50,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4702263221372909,1.1776461636853965,1.5279459965678588,-0.2387125855767407,0.2780789325022856,2.195236469021311,0.3904761904761905,0.3171428571428571,adverse,dual_13_26w_20_50,200,trailing_2y
53,2025-08-08,2026-08-07,0.8066984462379592,0.8273670096824632,2.0793407368974868,-0.13946838405949502,0.30822746796042266,1.8377109178529647,0.6981132075471698,0.4094339622641509,adverse,dual_13_26w_20_50,200,trailing_1y
32,2026-01-02,2026-08-07,0.731739027525736,0.4020336185029272,1.7902615505491355,-0.1394683840594948,0.33901482075567696,1.879336032500826,0.71875,0.415625,adverse,dual_13_26w_20_50,200,ytd
