Date,net_return,wealth,target_growth_allocation,pretrade_growth_allocation,allocation_turnover,outer_cost,high_confidence,growth_momentum_13w_prior,incumbent_momentum_13w_prior,growth_momentum_long_prior,incumbent_momentum_long_prior,drawdown
2023-01-06,-0.0012491583411576856,0.9987508416588423,0.2,0.2,0.0,0.0,False,,,,,0.0
2023-01-13,0.00367489653770936,1.0024211476688887,0.2,0.16805988418853485,0.031940115811465164,0.0006388023162293033,False,,,,,0.0
2023-01-20,0.023624055556901835,1.0261024005528319,0.2,0.1984477003652224,0.0015522996347775986,3.104599269555197e-05,False,,,,,0.0
2023-01-27,0.017318013460607462,1.0438724557375674,0.2,0.1967599066378313,0.003240093362168711,6.480186724337422e-05,False,,,,,0.0
2023-02-03,-0.010083745292651436,1.0333463117758952,0.2,0.20325268936722296,0.0032526893672229495,6.505378734445899e-05,False,,,,,-0.010083745292651436
2023-02-10,-0.006873324520866975,1.0262437872326184,0.2,0.20005156677482389,5.156677482387462e-05,1.0313354964774924e-06,False,,,,,-0.01688776095973632
2023-02-17,-0.02181753344382631,1.0038536790831518,0.2,0.19479629972994877,0.005203700270051237,0.00010407400540102474,False,,,,,-0.038336845114032236
2023-02-24,0.026580153121127825,1.0305362635843895,0.2,0.20445059671732793,0.00445059671732792,8.901193434655841e-05,False,,,,,-0.012775691206216244
2023-03-03,-0.045995995172430915,0.983135722579547,0.2,0.1985625630671863,0.0014374369328137016,2.874873865627403e-05,False,,,,,-0.05818405574760166
2023-03-10,0.014413387594341298,0.9973060388069287,0.2,0.18769510534114017,0.012304894658859838,0.0002460978931771967,False,,,,,-0.04460929750056131
2023-03-17,0.021561462056564284,1.0188094151214466,0.2,0.19151983990566757,0.008480160094332445,0.00016960320188664891,False,,,,,-0.024009677119425477
2023-03-24,0.04389781776996382,1.0635329251687713,0.2,0.20013019322440123,0.0001301932244012205,2.6038644880244103e-06,False,,,,,0.0
2023-03-31,-0.022596731538700232,1.039500557176164,0.2,0.20570829985577643,0.005708299855776422,0.00011416599711552843,False,,,,,-0.022596731538700232
2023-04-07,-0.03358867037777469,1.0045851156036607,0.2,0.19614691397079856,0.0038530860292014524,7.706172058402905e-05,False,-0.2215793939308941,0.11324116106884508,,,-0.055426407749206485
2023-04-14,-0.006020372821770703,0.998537138676525,0.2,0.17441573549549275,0.025584264504507265,0.0005116852900901453,False,-0.2182385499810704,0.06904729571235735,,,-0.0611130929321555
