cik10,company_name,recent_cagr,cagr_change
0001770787,"10X GENOMICS, INC.",1.0571483137691895,-0.006719365859150894
0001713683,"ZSCALER, INC.",1.0595479411906612,-0.004319738437679188
0001569345,"SPRINKLR, INC.",1.0598827022780157,-0.003984977350324659
0001653482,GITLAB INC.,1.0611469133144635,-0.0027207663138768545
0001107843,"QUALYS, INC.",1.0620484598759021,-0.0018192197524382614
0001902733,"NCINO, INC.",1.0638676796283395,-8.881784197001252e-16
0001585521,"ZOOM COMMUNICATIONS, INC.",1.0638676796283395,-8.881784197001252e-16
0001658566,PERMIAN RESOURCES CORP,1.06386767962834,-4.440892098500626e-16
0001640147,SNOWFLAKE INC.,1.06386767962834,-4.440892098500626e-16
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.06386767962834,-4.440892098500626e-16
0001078075,NETSCOUT SYSTEMS INC,1.06386767962834,-4.440892098500626e-16
0001621434,"BLACK STONE MINERALS, L.P.",1.0638676796283404,0.0
0001520006,MATADOR RESOURCES CO,1.0638676796283404,0.0
0001562088,"DUOLINGO, INC.",1.0638676796283404,0.0
0001734722,"UIPATH, INC.",1.0638676796283404,0.0
0001013462,ANSYS INC,1.0638676796283408,4.440892098500626e-16
0001580808,"A10 NETWORKS, INC.",1.0638676796283408,4.440892098500626e-16
0001171486,NATURAL RESOURCE PARTNERS LP,1.0638676796283408,4.440892098500626e-16
0001280452,MONOLITHIC POWER SYSTEMS INC,1.0638676796283408,4.440892098500626e-16
0001671933,"TRADE DESK, INC.",1.0638676796283408,4.440892098500626e-16
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.0638676796283408,4.440892098500626e-16
0001097864,ON SEMICONDUCTOR CORP,1.0638676796283408,4.440892098500626e-16
0001314727,SONOS INC,1.0638676796283408,4.440892098500626e-16
0001108524,"SALESFORCE, INC.",1.0638676796283417,1.3322676295501878e-15
0001393052,VEEVA SYSTEMS INC,1.0644494396410038,0.0005817600126634126
0000004127,SKYWORKS SOLUTIONS INC,1.0658628140953308,0.0019951344669904003
0001013857,PEGASYSTEMS INC,1.0665291813945483,0.002661501766207941
0000704532,ONTO INNOVATION INC.,1.0669531328146946,0.0030854531863542256
0001327567,PALO ALTO NETWORKS INC,1.067295775920178,0.0034280962918376012
0001698990,MAGNOLIA OIL & GAS CORP,1.0680765383534991,0.004208858725158748
0001506293,"PINTEREST, INC.",1.0682835781825837,0.004415898554243292
0000033213,EQT CORP,1.0685008748299052,0.004633195201564799
0001773383,"DYNATRACE, INC.",1.0708595579414237,0.006991878313083344
0001044777,ONESPAN INC.,1.0728625957304274,0.008994916102087025
0000917273,RAMBUS INC,1.0761677341594265,0.012300054531086069
0001124804,VERADIGM INC.,1.0784950448813508,0.01462736525301045
0001855747,"BLEND LABS, INC.",1.0789534378120047,0.01508575818366431
0001361113,VARONIS SYSTEMS INC,1.079256611540039,0.015388931911698656
0000851310,HARMONIC INC.,1.0832085340841417,0.01934085445580136
