decision_at,cik10,company_name_as_filed,sector,score,form4_score,influence_penalty,adjusted_score,intended_weight
2023-01-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.973080372542256,0.0,0.0,0.973080372542256,0.05
2023-01-01 00:00:00+00:00,0001280263,AMBARELLA INC,technology,0.9661321638003253,0.0,0.0,0.9661321638003253,0.05
2023-01-01 00:00:00+00:00,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9542995121470459,0.0,0.0,0.9542995121470459,0.05
2023-01-01 00:00:00+00:00,0001173489,CEVA INC,technology,0.9526831912482137,0.0,0.0,0.9526831912482137,0.05
2023-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,0.9470536638249644,0.0,0.0,0.9470536638249644,0.05
2023-01-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.9453092199280542,0.0,0.0,0.9453092199280542,0.05
2023-01-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,technology,0.9359936924062485,0.0,0.0,0.9359936924062485,0.05
2023-01-01 00:00:00+00:00,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9325126891046174,0.0,0.0,0.9325126891046174,0.05
2023-01-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9305987286256345,0.0,0.0,0.9305987286256345,0.05
2023-01-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",technology,0.9288759670822452,0.0,0.0,0.9288759670822452,0.05
2023-01-01 00:00:00+00:00,0000833640,POWER INTEGRATIONS INC,technology,0.9261952397378407,0.0,0.0,0.9261952397378407,0.05
2023-01-01 00:00:00+00:00,0001314727,SONOS INC,technology,0.9260119252944365,0.0,0.0,0.9260119252944365,0.05
2023-01-01 00:00:00+00:00,0001827075,CVENT HOLDING CORP.,technology,0.915285073670724,0.0,0.0,0.915285073670724,0.05
2023-01-01 00:00:00+00:00,0001810806,UNITY SOFTWARE INC.,technology,0.9077553836298231,0.0,0.0,0.9077553836298231,0.05
2023-01-01 00:00:00+00:00,0001671933,"TRADE DESK, INC.",technology,0.904976100133051,0.0,0.0,0.904976100133051,0.05
2023-01-01 00:00:00+00:00,0001326801,"META PLATFORMS, INC.",technology,0.89991425614744,0.0,0.0,0.89991425614744,0.05
2023-01-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,technology,0.8975745330902282,0.0,0.0,0.8975745330902282,0.05
2023-01-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.8889390430197606,0.0,0.0,0.8889390430197606,0.05
2023-01-01 00:00:00+00:00,0001288469,MAXLINEAR INC,technology,0.8846715616222343,0.0,0.0,0.8846715616222343,0.05
2023-01-01 00:00:00+00:00,0000808326,EMCORE CORP,technology,0.8845572364854877,0.0,0.0,0.8845572364854877,0.05
2023-04-01 00:00:00+00:00,0001628945,CUE HEALTH INC.,technology,0.9712748538011696,0.0,0.0,0.9712748538011696,0.05
2023-04-01 00:00:00+00:00,0001280263,AMBARELLA INC,technology,0.9660128098022834,0.0,0.0,0.9660128098022834,0.05
2023-04-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9656073517126148,0.0,0.0,0.9656073517126148,0.05
2023-04-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.9544416597048176,0.0,0.0,0.9544416597048176,0.05
2023-04-01 00:00:00+00:00,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9530960735171262,0.0,0.0,0.9530960735171262,0.05
2023-04-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.9485736563631301,0.0,0.0,0.9485736563631301,0.05
2023-04-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.9482283486494013,0.0,0.0,0.9482283486494013,0.05
2023-04-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",technology,0.9447507658033973,0.0,0.0,0.9447507658033973,0.05
2023-04-01 00:00:00+00:00,0001173489,CEVA INC,technology,0.9415360623781677,0.0,0.0,0.9415360623781677,0.05
2023-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,0.9387869674185465,0.0,0.0,0.9387869674185465,0.05
2023-04-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,technology,0.9321681982734614,0.0,0.0,0.9321681982734614,0.05
2023-04-01 00:00:00+00:00,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9299181286549707,0.0,0.0,0.9299181286549707,0.05
2023-04-01 00:00:00+00:00,0000833640,POWER INTEGRATIONS INC,technology,0.9197170704539126,0.0,0.0,0.9197170704539126,0.05
2023-04-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9167630186577556,0.0,0.0,0.9167630186577556,0.05
2023-04-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9154530771372877,0.0,0.0,0.9154530771372877,0.05
2023-04-01 00:00:00+00:00,0001827075,CVENT HOLDING CORP.,technology,0.9125480367585632,0.0,0.0,0.9125480367585632,0.05
2023-04-01 00:00:00+00:00,0001562088,"DUOLINGO, INC.",technology,0.8999922027290448,0.0,0.0,0.8999922027290448,0.05
2023-04-01 00:00:00+00:00,0001288469,"MAXLINEAR, INC",technology,0.8968109161793373,0.0,0.0,0.8968109161793373,0.05
2023-04-01 00:00:00+00:00,0001810806,UNITY SOFTWARE INC.,technology,0.8947635756056809,0.0,0.0,0.8947635756056809,0.05
2023-04-01 00:00:00+00:00,0001671933,"TRADE DESK, INC.",technology,0.8934068504594821,0.0,0.0,0.8934068504594821,0.05
2023-07-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9862595419847329,0.0,0.0,0.9862595419847329,0.05
2023-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.9811273558459483,0.0,0.0,0.9811273558459483,0.05
2023-07-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9554146720144909,0.0,0.0,0.9554146720144909,0.05
2023-07-01 00:00:00+00:00,0001280263,AMBARELLA INC,technology,0.9539828352093846,0.0,0.0,0.9539828352093846,0.05
2023-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,0.9460186023777692,0.0,0.0,0.9460186023777692,0.05
2023-07-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.9450582941590835,0.0,0.0,0.9450582941590835,0.05
2023-07-01 00:00:00+00:00,0001698990,MAGNOLIA OIL & GAS CORP,energy,0.9444458820315983,0.0,0.0,0.9444458820315983,0.05
2023-07-01 00:00:00+00:00,0001314727,SONOS INC,technology,0.941162432972499,0.0,0.0,0.941162432972499,0.05
2023-07-01 00:00:00+00:00,0001640147,SNOWFLAKE INC.,technology,0.9402883799830365,0.0,0.0,0.9402883799830365,0.05
2023-07-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.9381233737295325,0.0,0.0,0.9381233737295325,0.05
2023-07-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,technology,0.9316657322350168,0.0,0.0,0.9316657322350168,0.05
2023-07-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.9300585097971565,0.0,0.0,0.9300585097971565,0.05
2023-07-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9259556360604362,0.0,0.0,0.9259556360604362,0.05
2023-07-01 00:00:00+00:00,0001773383,"DYNATRACE, INC.",technology,0.9249608257500611,0.0,0.0,0.9249608257500611,0.05
2023-07-01 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,0.9154181222236599,0.0,0.0,0.9154181222236599,0.05
2023-07-01 00:00:00+00:00,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.9139316571067122,0.0,0.0,0.9139316571067122,0.05
2023-07-01 00:00:00+00:00,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9123503112376188,0.0,0.0,0.9123503112376188,0.05
2023-07-01 00:00:00+00:00,0001671933,"TRADE DESK, INC.",technology,0.9095987694253965,0.0,0.0,0.9095987694253965,0.05
