name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,post_overlay_budget_gap,final_etf_budget_gap,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,avg_target_vol_justified_extra_cash,avg_panic_guardrail_cash,avg_panic_justified_extra_cash,avg_excess_cash_not_guardrail,target_vol_shortfall_avg,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,inferred_overlay_cash_source
improved_phase2b_regime_confidence_boost,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9664835742167562,0.033516425783243604,0.9315193152046186,0.06848068479538143,0.006397781715446992,0.0063977817154469915,0.03496425901213783,0.04136204072758482,0.006397781715446992,0.04136204072758482,0.003389830508474576,0.0,0.0001272344155187757,0.00012723441551877558,0.0,0.0,0.006270547299928218,9.408669700213191e-20,6.092931456808475e-05,6.630510095069085e-05,lighter_both_regime_relief
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8507665993919976,0.14923340060800244,0.7869310827127224,0.21306891728727764,0.040018383543156025,0.04001838354315603,0.06383551667927517,0.1038539002224312,0.040018383543156025,0.1038539002224312,0.0034129692832764505,0.0,1.6205746275778836e-05,1.6205746275778836e-05,0.0,0.0,0.04000217779688025,0.0,0.002836488435141885,0.003721779078646857,lighter_both_regime_relief
improved_phase2b_regime_confidence_boost,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6683323610110814,0.3316676389889186,0.6140118110878975,0.3859881889121024,0.1566676389889185,0.1566676389889185,0.05432054992318397,0.21098818891210244,0.1566676389889185,0.21098818891210244,0.0,0.0,0.0,0.0,0.0,0.0,0.1566676389889185,0.0,0.014673856278763298,0.01789787567129942,lighter_both_regime_relief
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,1.0,2.523234146875355e-18,1.0,2.523234146875355e-18,0.9361623843434809,0.06383761565651912,0.8743227924924988,0.12567720750750142,0.06383761565651912,0.06383761565651913,0.06183959185098225,0.1256772075075014,0.06383761565651912,0.12567720750750142,0.0,0.0,0.0,0.0,0.0,0.0,0.06383761565651912,0.0,0.005357162642833446,0.009152773887640225,lighter_both_regime_relief
improved_phase2b_regime_confidence_boost,recovery_fragile,49,1.0,2.265761274745217e-18,1.0,2.265761274745217e-18,0.8764868292556013,0.12351317074439862,0.7817820996671325,0.21821790033286736,0.12351317074439862,0.12351317074439862,0.09470472958846875,0.21821790033286736,0.12351317074439862,0.21821790033286736,0.0,0.0,0.0,0.0,0.0,0.0,0.12351317074439862,0.0,0.0022118806091238202,0.003585116260994237,lighter_both_regime_relief
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.9912663755458515,0.008733624454148473,0.9912663755458515,0.008733624454148473,0.4906752780797398,0.5093247219202602,0.39258630161550856,0.6074136983844914,0.5005910974661117,0.5005910974661117,0.09808897646423119,0.598680073930343,0.5005910974661117,0.598680073930343,0.0,1.0,0.0003353491018264966,0.0003353491018264966,0.5093247219202602,0.5002557483642852,0.0,0.0,0.04512372517189488,0.04901721485996033,panic_guardrail
improved_phasett_recovery_two_stage_bucket,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9648606808544156,0.035139319145584325,0.9307868865889952,0.06921311341100478,0.008020675077787712,0.008020675077787713,0.034073794265420454,0.042094469343208166,0.008020675077787712,0.042094469343208166,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,0.007889565827566662,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8430010312189288,0.15699896878107125,0.7861813130020847,0.21381868699791529,0.04778395171622483,0.047783951716224835,0.056819718216844034,0.10460366993306888,0.04778395171622483,0.10460366993306887,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,0.04775554998769081,3.13789570739832e-19,0.0047755467246979625,0.004314846177113489,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6670739781956345,0.3329260218043655,0.6141847981816096,0.3858152018183903,0.15792602180436544,0.15792602180436544,0.052889180014024914,0.2108152018183903,0.15792602180436544,0.2108152018183903,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.15783257685106553,0.0,0.01511661349696708,0.017511283241492034,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9399999999999996,0.060000000000000005,0.9347059958426812,0.06529400415731872,0.8917306641611744,0.10826933583882555,0.0652940041573187,0.0652940041573187,0.042975331681506836,0.10826933583882555,0.005294004157318718,0.04826933583882556,0.0,0.0,0.003060038117816736,0.0,0.0,0.0,0.01590909090909091,0.0,0.008536617355805843,0.005817222319513329,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,recovery_fragile,49,1.0,0.0,0.9,0.09999999999999999,0.8725090056403845,0.12749099435961536,0.784155332474972,0.21584466752502793,0.12749099435961536,0.12749099435961536,0.0883536731654126,0.21584466752502793,0.02749099435961533,0.11584466752502791,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.0,0.0,0.07503938174067058,1.699320956058913e-18,0.0036703900916925064,0.002937412128419226,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4901723315917755,0.5098276684082245,0.3922326071366332,0.6077673928633668,0.501094043954076,0.501094043954076,0.09793972445514225,0.5990337684092183,0.501094043954076,0.5990337684092183,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5098276684082245,0.5007536501670156,0.0,0.0,0.045359393940307434,0.04870393913044326,panic_guardrail
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9649445550831297,0.0350554449168702,0.9308648487157944,0.06913515128420558,0.007936800849073595,0.007936800849073595,0.034079706367335386,0.042016507216408976,0.007936800849073595,0.042016507216408976,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,0.007805691598852544,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.843509512353649,0.15649048764635093,0.7866568056350381,0.21334319436496177,0.047275470581504525,0.04727547058150453,0.0568527067186108,0.10412817730011534,0.047275470581504525,0.10412817730011534,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,0.0472470688529705,3.13789570739832e-19,0.004775239502487004,0.004315099969448666,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6671370251446751,0.332862974855325,0.6142440932232179,0.38575590677678223,0.1578629748553249,0.1578629748553249,0.052892931921457234,0.21075590677678213,0.1578629748553249,0.21075590677678213,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.157769529902025,0.0,0.015116546717793646,0.01751134004071681,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9480000000000001,0.052000000000000005,0.937675803863528,0.06232419613647186,0.8945442764587742,0.10545572354122563,0.06232419613647186,0.06232419613647186,0.04313152740475376,0.10545572354122562,0.010324196136471873,0.05345572354122564,0.0,0.0,0.003060038117816736,6.400355567664782e-05,0.0,0.0,0.018454545454545473,0.0,0.008250555902057838,0.005562912597998302,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,49,1.0,0.0,0.888,0.112,0.8731209729510296,0.12687902704897036,0.7847186757586848,0.2152813242413152,0.12687902704897036,0.12687902704897036,0.08840229719234481,0.2152813242413152,0.014879027048970365,0.10328132424131518,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.0,0.0,0.07087611643454814,1.699320956058913e-18,0.0034432950454941266,0.0028214427819267737,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4901884041638887,0.5098115958361112,0.39224846866098156,0.6077515313390185,0.5010779713819628,0.5010779713819628,0.09793993550290712,0.59901790688487,0.5010779713819628,0.59901790688487,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5098115958361112,0.5007375775949024,0.0,0.0,0.045359892307688846,0.04870361894933663,panic_guardrail
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9659339162713918,0.03406608372860824,0.931825403273483,0.068174596726517,0.006947439660811625,0.006947439660811625,0.03410851299790878,0.041055952658720404,0.006947439660811625,0.041055952658720404,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,0.006816330410590574,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.865,0.13500000000000004,0.8482112542838964,0.15178874571610365,0.7912925899194301,0.20870741008057003,0.042573728651257206,0.042573728651257206,0.05691866436446644,0.09949239301572364,0.016788745716103646,0.07370741008057007,0.0034129692832764505,0.0,2.8401728534019087e-05,0.0,0.0,0.0,0.09876600039123655,3.13789570739832e-19,0.003545733981018044,0.003876499703859395,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6677188077124668,0.3322811922875333,0.6148505359478608,0.3851494640521392,0.15728119228753326,0.15728119228753326,0.05286827176460593,0.2101494640521392,0.15728119228753326,0.2101494640521392,0.0,0.0,9.344649945997597e-05,9.344649945997597e-05,0.0,0.0,0.1571877457880733,0.0,0.015131276919410385,0.017499334528014797,lighter_both_regime_relief
