name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,post_overlay_budget_gap,final_etf_budget_gap,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,avg_target_vol_justified_extra_cash,avg_panic_guardrail_cash,avg_panic_justified_extra_cash,avg_excess_cash_not_guardrail,target_vol_shortfall_avg,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,inferred_overlay_cash_source,overlay_absorption_reduction_vs_prod,overlay_absorption_reduction_vs_tt1,overlay_absorption_reduction_vs_uu,overlay_absorption_reduction_vs_vv,excess_cash_reduction_vs_prod,excess_cash_reduction_vs_tt1,excess_cash_reduction_vs_uu,excess_cash_reduction_vs_vv
improved_phaseww_recovery_budget_native_lighter_both,recovery_fragile,49,1.0,0.0,0.9050000000000001,0.09499999999999999,0.8327723537733902,0.16722764622660985,0.7478906929584384,0.25210930704156165,0.16722764622660985,0.1672276462266098,0.08488166081495184,0.25210930704156165,0.07222764622660982,0.15710930704156165,0.0,0.0,0.0,0.0,0.0,0.0,0.07677407561822162,0.0,0.0,0.0,other_or_none,-0.043714475482211176,-0.03973665186699443,-0.04034861917763943,-0.04013731609819185,0.046739095126176994,-0.0017346938775510412,-0.005897959183673487,-0.0017346938775510273
improved_phaseww_recovery_budget_native_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4891757844947932,0.5108242155052067,0.39130085728913944,0.6086991427108607,0.5020905910510582,0.5020905910510582,0.09787492720565388,0.5999655182567122,0.5020905910510582,0.5999655182567122,0.0,1.0,0.0,0.0,0.5108242155052067,0.5020905910510582,0.0,0.0,0.0,0.0,panic_guardrail,-0.0014994935849464985,-0.0009965470969822698,-0.0010126196690954936,-0.0013206001208638796,0.0,0.0,0.0,0.0
improved_phaseww_split_recovery_lighter_both,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9650631991509264,0.03493680084907359,0.9309818178240814,0.06901818217591874,0.007818156781276982,0.007818156781276984,0.03408138132684515,0.04189953810812213,0.007818156781276982,0.04189953810812213,0.0,0.0,0.0,0.0,0.0,0.0,0.007818156781276986,0.0,0.0,0.0,other_or_none,-0.0014203750658299923,0.00020251829651072965,0.00011864406779661142,-0.0008707171204653591,-0.0015476094813487674,7.140904628967666e-05,-1.246518242444157e-05,-0.0010018263706864112
improved_phaseww_split_recovery_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8392290635395264,0.1607709364604735,0.7826502291271776,0.21734977087282223,0.05155591939562711,0.05155591939562713,0.0565788344123487,0.10813475380797581,0.05155591939562711,0.10813475380797583,0.0,0.0,0.0,0.0,0.0,0.0,0.05155591939562711,0.0,0.0,0.0,other_or_none,-0.011537535852471095,-0.0037719676794022924,-0.004280448814122595,-0.008982190744369921,-0.011553741598746864,-0.0038003694079363007,-0.00430885054265661,0.04721008099560944
improved_phaseww_split_recovery_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6646253454866191,0.33537465451338105,0.6119147391267822,0.3880852608732178,0.160374654513381,0.16037465451338104,0.05271060635983675,0.21308526087321777,0.160374654513381,0.21308526087321777,0.0,0.0,0.0,0.0,0.0,0.0,0.160374654513381,0.0,0.0,0.0,other_or_none,-0.003707015524462537,-0.0024486327090156024,-0.0025116796580561263,-0.003093462225847776,-0.003707015524462509,-0.002542077662315484,-0.002605124611356008,-0.003186908725307719
improved_phaseww_split_recovery_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9549999999999997,0.04499999999999999,0.9302059565694228,0.06979404343057695,0.8873981554224447,0.11260184457755494,0.06979404343057695,0.06979404343057696,0.04280780114697795,0.11260184457755494,0.02479404343057697,0.06760184457755493,0.0,0.0,0.0,0.0,0.0,0.0,0.02786222524875881,0.0,0.0,0.0,other_or_none,-0.005956427774057832,-0.004500039273258261,-0.007469847294105103,-0.006088979303766312,0.03597539040776031,-0.011953134339667899,-0.009407679794213336,-0.011953134339667899
improved_phaseww_split_recovery_lighter_both,recovery_fragile,49,1.0,0.0,0.8949999999999999,0.10500000000000001,0.8270580680591044,0.17294193194089558,0.7427335152472482,0.2572664847527518,0.17294193194089558,0.17294193194089558,0.08432455281185623,0.2572664847527518,0.0679419319408956,0.1522664847527518,0.0,0.0,0.0,0.0,0.0,0.0,0.0733046878631196,0.0,0.0,0.0,other_or_none,-0.04942876119649696,-0.045450937581280215,-0.046062904891925216,-0.04585160181247763,0.05020848288127902,0.0017346938775509857,-0.0024285714285714605,0.0017346938775509996
improved_phaseww_split_recovery_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4890447801279811,0.5109552198720189,0.3911766214720609,0.6088233785279391,0.5022215954178704,0.5022215954178704,0.09786815865592019,0.6000897540737906,0.5022215954178704,0.6000897540737906,0.0,1.0,0.0,0.0,0.5109552198720189,0.5022215954178704,0.0,0.0,0.0,0.0,panic_guardrail,-0.0016304979517586249,-0.0011275514637943962,-0.00114362403590762,-0.001451604487676006,0.0,0.0,0.0,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9561739754955416,0.04382602450445833,0.9227195008318108,0.07728049916818944,0.016707380436661718,0.016707380436661718,0.03345447466373112,0.05016185510039283,0.016707380436661718,0.050161855100392824,0.0,0.0,0.0,0.0,0.0,0.0,0.016707380436661718,0.0,0.0,0.0,other_or_none,-0.010309598721214727,-0.008686705358874005,-0.008770579587588123,-0.009759940775850094,-0.010436833136733499,-0.008817814609095056,-0.008901688837809174,-0.009891050026071144
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8799999999999999,0.11999999999999998,0.8000260286622384,0.19997397133776143,0.7467697667707448,0.25323023322925525,0.09075895427291499,0.09075895427291497,0.053256261891493836,0.1440152161644088,0.07997397133776142,0.13323023322925523,0.0,0.0,0.0,0.0,0.0,0.0,0.10127453281444476,0.0,0.0,0.0,other_or_none,-0.05074057072975894,-0.04297500255669014,-0.04348348369141044,-0.048185225621657765,-0.06127235501756451,-0.05351898282675395,-0.05402746396147426,-0.0025085324232082123
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6572703667954581,0.34272963320454186,0.6049694159673991,0.395030584032601,0.16772963320454184,0.16772963320454187,0.0523009508280591,0.22003058403260095,0.16772963320454184,0.22003058403260098,0.0,0.0,0.0,0.0,0.0,0.0,0.16772963320454184,0.0,0.0,0.0,other_or_none,-0.011061994215623372,-0.009803611400176437,-0.009866658349216961,-0.010448440917008611,-0.011061994215623344,-0.009897056353476319,-0.009960103302516843,-0.010541887416468554
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9500000000000003,0.04999999999999998,0.9167968656603324,0.08320313433966793,0.8748189622461479,0.12518103775385214,0.08320313433966793,0.08320313433966793,0.04197790341418419,0.12518103775385214,0.03320313433966795,0.07518103775385213,0.0,0.0,0.0,0.0,0.0,0.0,0.03661222524875885,0.0,0.0,0.0,other_or_none,-0.0193655186831488,-0.01790913018234923,-0.02087893820319607,-0.01949807021285728,0.027225390407760265,-0.02070313433966794,-0.01815767979421338,-0.02070313433966794
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_fragile,49,1.0,0.0,0.9050000000000001,0.09499999999999999,0.8261851080552479,0.1738148919447522,0.7419729217137799,0.25802707828621996,0.1738148919447522,0.17381489194475216,0.08421218634146783,0.25802707828622,0.07881489194475218,0.16302707828621998,0.0,0.0,0.0,0.0,0.0,0.0,0.07881489194475222,0.0,0.0,0.0,other_or_none,-0.05030172120035355,-0.0463238975851368,-0.046935864895781804,-0.04672456181633422,0.0446982787996464,-0.0037755102040816363,-0.007938775510204082,-0.0037755102040816224
improved_phaseww_vv_direct_lighter_both_rewrite,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.48679681304857647,0.5132031869514235,0.3893429421656523,0.6106570578343476,0.504469562497275,0.504469562497275,0.09745387088292423,0.6019234333801993,0.504469562497275,0.6019234333801993,0.0,1.0,0.0,0.0,0.5132031869514235,0.504469562497275,0.0,0.0,0.0,0.0,panic_guardrail,-0.0038784650311632918,-0.003375518543199063,-0.003391591115312287,-0.003699571567080673,0.0,0.0,0.0,0.0
improved_phaseww_vv_shadow_polish,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9557638060040161,0.04423619399598376,0.9223369768760545,0.07766302312394543,0.017117549928187155,0.017117549928187155,0.03342682912796167,0.05054437905614882,0.017117549928187155,0.05054437905614882,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,0.016986440677966102,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief,-0.010719768212740163,-0.009096874850399441,-0.00918074907911356,-0.010170110267375531,-0.010715893378037883,-0.00909687485039944,-0.009180749079113558,-0.010170110267375528
improved_phaseww_vv_shadow_polish,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8769999999999997,0.123,0.7978979980068885,0.2021020019931114,0.7448028625065004,0.25519713749349954,0.09288698492826493,0.09288698492826492,0.05309513550038822,0.14598212042865313,0.07910200199311135,0.13219713749349957,0.0034129692832764505,0.0,2.8401728534019087e-05,0.0,0.0,0.0,0.10077282632980313,0.0,0.003208763379472453,0.0035559737449422377,lighter_both_regime_relief,-0.05286860138510888,-0.04510303321204008,-0.04561151434676038,-0.05031325627700771,-0.060770648532922876,-0.05301727634211231,-0.05352575747683262,-0.0020068259385665754
improved_phaseww_vv_shadow_polish,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6568003667954581,0.34319963320454194,0.6045300627380792,0.3954699372619207,0.16819963320454184,0.16819963320454184,0.052270304057378904,0.22046993726192077,0.16819963320454184,0.22046993726192077,0.0,0.0,9.344659575476976e-05,9.344659575476976e-05,0.0,0.0,0.1681061866087871,0.0,0.015134072766640418,0.017496993282274373,lighter_both_regime_relief,-0.011531994215623342,-0.010273611400176408,-0.010336658349216932,-0.010918440917008582,-0.011438547619868594,-0.010273609757721569,-0.010336656706762093,-0.010918440820713804
improved_phaseww_vv_shadow_polish,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9480000000000001,0.052000000000000005,0.9146859964443235,0.0853140035556766,0.8728294256982315,0.12717057430176856,0.0853140035556766,0.0853140035556766,0.04185657074609195,0.12717057430176856,0.033314003555676604,0.07517057430176857,0.0,0.0,0.003060038117816736,6.400355567664908e-05,0.0,0.0,0.03679545454545452,0.0,0.007814476715244446,0.0058264554502546785,lighter_both_regime_relief,-0.02147638789915747,-0.0200199993983579,-0.02298980741920474,-0.02160893942886595,0.027042161111064597,-0.02088636363636361,-0.018340909090909047,-0.02088636363636361
improved_phaseww_vv_shadow_polish,recovery_fragile,49,1.0,0.0,0.9,0.09999999999999999,0.8230830672389213,0.17691693276107867,0.7391750378193551,0.2608249621806449,0.17691693276107867,0.17691693276107867,0.0839080294195662,0.2608249621806449,0.0769169327610787,0.16082496218064485,0.02040816326530612,0.0,0.0016965703386823763,0.0,0.0,0.0,0.07691693276107874,0.0,0.0032247897547389493,0.002883233353173847,lighter_both_regime_relief,-0.053403762016680054,-0.04942593840146331,-0.05003790571210831,-0.04982660263266073,0.04659623798331988,-0.0018775510204081525,-0.006040816326530599,-0.0018775510204081386
improved_phaseww_vv_shadow_polish,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.48662650737172064,0.5133734926282794,0.38919132954934693,0.6108086704506532,0.5046398681741309,0.5046398681741309,0.09743517782237371,0.6020750459965047,0.5046398681741309,0.6020750459965047,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5133734926282794,0.5042994743870705,0.0,0.0,0.045410122502291844,0.04867164900631651,panic_guardrail,-0.004048770708019123,-0.003545824220054894,-0.0035618967921681177,-0.0038698772439365037,0.0,0.0,0.0,0.0
