name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,post_overlay_budget_gap,final_etf_budget_gap,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,avg_target_vol_justified_extra_cash,avg_panic_guardrail_cash,avg_panic_justified_extra_cash,avg_excess_cash_not_guardrail,target_vol_shortfall_avg,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,inferred_overlay_cash_source,overlay_absorption_reduction_vs_prod,overlay_absorption_reduction_vs_tt1,overlay_absorption_reduction_vs_uu,overlay_absorption_reduction_vs_vv,excess_cash_reduction_vs_prod,excess_cash_reduction_vs_tt1,excess_cash_reduction_vs_uu,excess_cash_reduction_vs_vv
improved_phaseww_confirmed_only_lighter_both,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9650631991509264,0.03493680084907359,0.9309814610361644,0.0690185389638357,0.007818156781276982,0.007818156781276986,0.03408173811476211,0.041899894896039104,0.007818156781276982,0.0418998948960391,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,0.007687047531055931,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief,-0.001420375065829994,0.00020251829651072792,0.00011864406779660969,-0.0008707171204653608,-0.0014165002311277127,0.0002025182965107314,0.00011864406779661316,-0.0008707171204653565
improved_phaseww_confirmed_only_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8436981232201837,0.15630187677981636,0.7868568807250774,0.21314311927492247,0.04708685971496996,0.047086859714969974,0.05684124249510608,0.10392810221007606,0.04708685971496996,0.10392810221007606,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,0.04705845798643594,3.13789570739832e-19,0.004777121025880806,0.004313458138135785,lighter_both_regime_relief,-0.007068476171813942,0.0006970920012548606,0.00018861086653455816,-0.004513131063712768,-0.007056280189555689,0.0006970920012548745,0.0001886108665345651,0.05170754240480061
improved_phaseww_confirmed_only_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6671304285877558,0.3328695714122443,0.6142505732299705,0.3857494267700295,0.15786957141224423,0.15786957141224423,0.05287985535778522,0.21074942677002945,0.15786957141224423,0.21074942677002945,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.15777612645894432,0.0,0.015119228177068131,0.017509065421906424,lighter_both_regime_relief,-0.0012019324233257245,5.645039212121006e-05,-6.596556919313823e-06,-0.0005883791247109638,-0.0011084874700258152,5.645039212121006e-05,-6.596556919313823e-06,-0.0005883806708710249
improved_phaseww_confirmed_only_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9549999999999997,0.04499999999999999,0.9400839201132023,0.05991607988679736,0.8969373529569874,0.10306264704301271,0.05991607988679735,0.059916079886797376,0.043146567156215294,0.1030626470430127,0.014916079886797367,0.0580626470430127,0.0,0.0,0.003060038117816736,0.0003622252487588342,0.0,0.0,0.020681818181818194,0.0,0.007416662788259848,0.005570603108115426,lighter_both_regime_relief,0.003921535769721755,0.005377924270521327,0.0024081162496744843,0.0037889842400132753,0.04315579747470093,-0.004772727272727283,-0.00222727272727272,-0.004772727272727283
improved_phaseww_confirmed_only_lighter_both,recovery_fragile,49,1.0,0.0,1.0,0.0,0.8733292546598964,0.12667074534010359,0.7849340544063973,0.21506594559360293,0.12667074534010359,0.12667074534010359,0.0883952002534993,0.21506594559360293,0.12667074534010359,0.21506594559360293,0.02040816326530612,0.0,0.0016965590486827833,0.0016965590486827818,0.0,0.0,0.1249741862914208,1.699320956058913e-18,0.0031709756128792716,0.002966101294272849,lighter_both_regime_relief,-0.003157574595704968,0.0008202490195117762,0.00020828170886677544,0.00041958478831435886,-0.0014610155470221875,-0.04993480455075022,-0.05409806985687267,-0.04993480455075021
improved_phaseww_confirmed_only_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49019402341783275,0.5098059765821671,0.39226269438645206,0.6077373056135481,0.5010723521280186,0.5010723521280187,0.09793132903138081,0.5990036811593995,0.5010723521280186,0.5990036811593996,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5098059765821671,0.5007319583409583,0.0,0.0,0.04536578967479982,0.048699828986941765,panic_guardrail,-0.0004812546619069602,2.1691826057268493e-05,5.619253944044722e-06,-0.00030236119782434123,0.0,0.0,0.0,0.0
improved_phaseww_fragile_defense_lighter_both,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9649784533882146,0.03502154661178546,0.9309013545869831,0.06909864541301695,0.007902902543988847,0.00790290254398885,0.034077098801231505,0.041980001345220355,0.007902902543988847,0.04198000134522035,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,0.007771793293767797,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief,-0.0015051208285418588,0.00011777253379886311,3.389830508474488e-05,-0.0009554628831772256,-0.0015012459938395792,0.00011777253379886485,3.3898305084746616e-05,-0.000955462883177223
improved_phaseww_fragile_defense_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8387000533006187,0.16129994669938139,0.782147722437632,0.21785227756236797,0.05208492963453496,0.05208492963453496,0.0565523308629866,0.10863726049752158,0.05208492963453496,0.10863726049752154,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,0.05205652790600094,3.13789570739832e-19,0.0047769488186586925,0.004313618288760293,lighter_both_regime_relief,-0.01206654609137893,-0.004300977918310127,-0.004809459053030429,-0.009511200983277755,-0.01205435010912069,-0.004300977918310127,-0.004809459053030436,0.04670947248523561
improved_phaseww_fragile_defense_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6644253454866191,0.3355746545133811,0.6117301490524077,0.38826985094759237,0.16057465451338104,0.16057465451338104,0.05269519643421131,0.2132698509475923,0.16057465451338104,0.2132698509475923,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.16048120956008113,0.0,0.015118717355303502,0.017509498630179452,lighter_both_regime_relief,-0.003907015524462543,-0.002648632709015608,-0.002711679658056132,-0.003293462225847782,-0.0038135705711626333,-0.002648632709015608,-0.002711679658056132,-0.003293463772007843
improved_phaseww_fragile_defense_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9500000000000003,0.04999999999999998,0.927365047478514,0.07263495252148605,0.884665979159086,0.11533402084091389,0.07263495252148605,0.07263495252148605,0.0426990683194278,0.11533402084091388,0.02263495252148606,0.06533402084091389,0.0,0.0,0.003060038117816736,0.000134952521486108,0.0,0.0,0.025909090909090892,0.0,0.00782565843501972,0.005766627208924391,lighter_both_regime_relief,-0.00879733686496692,-0.007340948364167349,-0.010310756385014191,-0.0089298883946754,0.03792852474742822,-0.009999999999999981,-0.007454545454545419,-0.009999999999999981
improved_phaseww_fragile_defense_lighter_both,recovery_fragile,49,1.0,0.0,0.89,0.11000000000000001,0.8242009252019615,0.17579907479803833,0.7401543319933594,0.2598456680066406,0.17579907479803833,0.17579907479803833,0.08404659320860226,0.2598456680066406,0.06579907479803838,0.14984566800664062,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.0,0.0,0.07156999398556856,0.0,0.003272261259776982,0.002880638815205255,lighter_both_regime_relief,-0.05228590405363971,-0.04830808043842297,-0.04892004774906797,-0.048708744669620385,0.05194317675883006,0.003469387755102027,-0.0006938775510204193,0.0034693877551020408
improved_phaseww_fragile_defense_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.48897927794457496,0.511020722055425,0.3911148247037905,0.6088851752962093,0.5022870976012765,0.5022870976012765,0.09786445324078437,0.6001515508420608,0.5022870976012765,0.6001515508420608,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.511020722055425,0.5019467038142161,0.0,0.0,0.045364230594955895,0.048700830897776666,panic_guardrail,-0.001696000135164799,-0.0011930536472005704,-0.0012091262193137942,-0.0015171066710821801,0.0,0.0,0.0,0.0
improved_phaseww_recovery_budget_native_lighter_both,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9648937076255024,0.03510629237449732,0.9308213090675672,0.0691786909324328,0.00798764830670071,0.007987648306700712,0.03407239855793549,0.04206004686463621,0.00798764830670071,0.04206004686463619,0.0,0.0,0.0,0.0,0.0,0.0,0.007987648306700713,0.0,0.0,0.0,other_or_none,-0.0015898665912537201,3.302677108700178e-05,-5.0847457627116455e-05,-0.001040208645889087,-0.0017171010067724953,-9.808247913405121e-05,-0.00018195670784816945,-0.001171317896110139
improved_phaseww_recovery_budget_native_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8392083655440719,0.1607916344559282,0.7826232681811708,0.21737673181882908,0.051576617391081776,0.05157661739108178,0.05658509736290088,0.10816171475398266,0.051576617391081776,0.10816171475398266,0.0,0.0,0.0,0.0,0.0,0.0,0.051576617391081776,0.0,0.0,0.0,other_or_none,-0.011558233847925752,-0.0037926656748569487,-0.004301146809577251,-0.009002888739824577,-0.011574439594201527,-0.003821067403390964,-0.004329548538111273,0.04718938300015477
improved_phaseww_recovery_budget_native_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6649253454866191,0.3350746545133811,0.6121883844731534,0.38781161552684673,0.160074654513381,0.160074654513381,0.052736961013465686,0.21281161552684671,0.160074654513381,0.2128116155268467,0.0,0.0,0.0,0.0,0.0,0.0,0.160074654513381,0.0,0.0,0.0,other_or_none,-0.0034070155244624867,-0.002148632709015552,-0.002211679658056076,-0.002793462225847726,-0.0034070155244624867,-0.0022420776623154615,-0.0023051246113559853,-0.0028869087253076964
improved_phaseww_recovery_budget_native_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9267045454545454,0.0732954545454545,0.8840444283048129,0.1159555716951872,0.07329545454545448,0.07329545454545451,0.04266011714973268,0.1159555716951872,0.018295454545454504,0.0609555716951872,0.0,0.0,0.0,0.0,0.0,0.0,0.022045454545454538,0.0,0.0,0.0,other_or_none,-0.00945783888893538,-0.008001450388135808,-0.010971258408982651,-0.00959039041864386,0.04179216111106458,-0.006136363636363627,-0.0035909090909090648,-0.006136363636363627
