rule_name,interaction_feature,features_used,rule_formula,economic_interpretation,target,model_source,oos_metric_lift,event_frequency,stability,redundancy_warning,next_recommended_phase,mean_abs_model_importance,subperiods_with_events,positive_return_lift_share,positive_precision_lift_share,min_subperiod_events,n_events,event_frequency_perf,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift,incrementality_flag,max_abs_correlation,max_corr_comparison,max_corr_comparison_type,max_event_overlap,max_overlap_comparison,event_frequency_inc,n_events_inc,return_lift_inc,precision_lift_inc,positive_subperiod_return_lift_share,tradeable_actionable,best_state,best_state_precision_lift,best_state_event_frequency,classification,reason
rule_int_efa_spy_strength_x_market_trend__forward_top_quantile_8w,int_efa_spy_strength_x_market_trend,ooo2_leadlag_EFA_minus_SPY_13w_signal|ooo2_market_trend_positive_signal,EFA-SPY lead/lag strength > 0 and market trend positive,international leadership signal under positive market trend,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.0016016225398004652,0.24687681829072117,0.3333333333333333,,QQQ2 or OOO5-style triple-barrier validation,0.007008611704734197,3,0.6666666666666666,0.0,1925,7213,0.24687681829072117,0.25953140163593513,0.25936954512783655,0.000161856508098579,0.012738145868425723,0.011136523328625258,0.0016016225398004652,INCREMENTAL_NEW_SIGNAL,0.6910810818160263,ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,relative_strength_leadlag,0.40186915887850466,ooo3event_efa_spy_market_trend_confirmed_top20_event,0.24687681829072117,7213,0.0016016225398004652,0.000161856508098579,0.6666666666666666,True,recovery_confirmed,0.0015508684863523858,0.14910394265232976,NEEDS_TRIPLE_BARRIER_VALIDATION,positive event-return lift but stability/coverage gates are not high-priority clean
rule_int_efa_spy_strength_x_market_trend__forward_risk_adjusted_top_quantile_8w,int_efa_spy_strength_x_market_trend,ooo2_leadlag_EFA_minus_SPY_13w_signal|ooo2_market_trend_positive_signal,EFA-SPY lead/lag strength > 0 and market trend positive,international leadership signal under positive market trend,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.0015669045351662456,0.2469359808284834,0.3333333333333333,,QQQ2 or OOO5-style triple-barrier validation,0.009645004176583344,3,0.6666666666666666,0.0,1925,7213,0.2469359808284834,0.25953140163593513,0.2594317014720986,9.97001638365358e-05,0.012738145868425723,0.011171241333259477,0.0015669045351662456,INCREMENTAL_NEW_SIGNAL,0.6910810818160263,ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,relative_strength_leadlag,0.40186915887850466,ooo3event_efa_spy_market_trend_confirmed_top20_event,0.2469359808284834,7213,0.0015669045351662456,9.97001638365358e-05,0.6666666666666666,True,recovery_confirmed,0.0015508684863523858,0.14910394265232976,NEEDS_TRIPLE_BARRIER_VALIDATION,positive event-return lift but stability/coverage gates are not high-priority clean
rule_int_efa_spy_strength_x_market_trend__forward_top_quantile_4w,int_efa_spy_strength_x_market_trend,ooo2_leadlag_EFA_minus_SPY_13w_signal|ooo2_market_trend_positive_signal,EFA-SPY lead/lag strength > 0 and market trend positive,international leadership signal under positive market trend,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.0012425393498759927,0.2504683721088667,0.3333333333333333,,QQQ2 or OOO5-style triple-barrier validation,0.006189944139869024,3,0.6666666666666666,0.0,2065,7353,0.2504683721088667,0.2594859241126071,0.25935892632080937,0.00012699779179775605,0.00670162522859469,0.0054590858787186974,0.0012425393498759927,INCREMENTAL_NEW_SIGNAL,0.6910810818160263,ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,relative_strength_leadlag,0.40186915887850466,ooo3event_efa_spy_market_trend_confirmed_top20_event,0.2504683721088667,7353,0.0012425393498759927,0.00012699779179775605,0.6666666666666666,True,recovery_confirmed,0.0015508684863523858,0.14910394265232976,NEEDS_TRIPLE_BARRIER_VALIDATION,positive event-return lift but stability/coverage gates are not high-priority clean
rule_int_efa_spy_strength_x_market_trend__forward_risk_adjusted_top_quantile_4w,int_efa_spy_strength_x_market_trend,ooo2_leadlag_EFA_minus_SPY_13w_signal|ooo2_market_trend_positive_signal,EFA-SPY lead/lag strength > 0 and market trend positive,international leadership signal under positive market trend,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.00121989021023908,0.25052810902896083,0.3333333333333333,,QQQ2 or OOO5-style triple-barrier validation,0.010846907428577756,3,0.6666666666666666,0.0,2065,7353,0.25052810902896083,0.2594859241126071,0.25942078364565585,6.514046695127451e-05,0.00670162522859469,0.00548173501835561,0.00121989021023908,INCREMENTAL_NEW_SIGNAL,0.6910810818160263,ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,relative_strength_leadlag,0.40186915887850466,ooo3event_efa_spy_market_trend_confirmed_top20_event,0.25052810902896083,7353,0.00121989021023908,6.514046695127451e-05,0.6666666666666666,True,recovery_confirmed,0.0015508684863523858,0.14910394265232976,NEEDS_TRIPLE_BARRIER_VALIDATION,positive event-return lift but stability/coverage gates are not high-priority clean
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.00012853216402523675,0.24296473810338926,0.6666666666666666,,QQQ2 or OOO5-style triple-barrier validation,0.159753751126724,3,0.6666666666666666,0.6666666666666666,1935,7097,0.24296473810338926,0.26349161617584893,0.2594317014720986,0.004059914703750334,0.011299773497284714,0.011171241333259477,0.00012853216402523675,INCREMENTAL_NEW_SIGNAL,0.35121762595139616,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2865569823434992,ooo2_market_trend_positive_signal,0.24296473810338926,7097,0.00012853216402523675,0.004059914703750334,0.6666666666666666,True,stressed_panic,0.03271077294944141,0.10397971127584861,NEEDS_TRIPLE_BARRIER_VALIDATION,positive event-return lift but stability/coverage gates are not high-priority clean
rule_int_market_trend_x_mom13__forward_top_quantile_4w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.00030193684953002276,0.24294035494089997,0.8333333333333333,,QQQ2 state-specific interaction validation,0.11799129090347173,3,0.6666666666666666,1.0,1970,7132,0.24294035494089997,0.2947279865395401,0.25935892632080937,0.03536906021873071,0.00576102272824872,0.0054590858787186974,0.00030193684953002276,INCREMENTAL_NEW_SIGNAL,0.35121762595139616,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2865569823434992,ooo2_market_trend_positive_signal,0.24294035494089997,7132,0.00030193684953002276,0.03536906021873071,0.6666666666666666,True,recovery_confirmed,0.0860751347437857,0.28745519713261647,PROMISING_STATE_SPECIFIC_SIGNAL,interaction is strongest in a specific state and needs state-specific validation
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.00027928770989311003,0.24299829642248721,0.8333333333333333,,QQQ2 state-specific interaction validation,0.08603438017826558,3,0.6666666666666666,1.0,1970,7132,0.24299829642248721,0.2748177229388671,0.25942078364565585,0.015396939293211231,0.00576102272824872,0.00548173501835561,0.00027928770989311003,INCREMENTAL_NEW_SIGNAL,0.35121762595139616,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2865569823434992,ooo2_market_trend_positive_signal,0.24299829642248721,7132,0.00027928770989311003,0.015396939293211231,0.6666666666666666,True,recovery_fragile,0.050136903283221956,0.24732949876746096,PROMISING_STATE_SPECIFIC_SIGNAL,interaction is strongest in a specific state and needs state-specific validation
rule_int_market_trend_x_mom13__forward_top_quantile_8w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.0001632501686594564,0.2429065270219393,0.8333333333333333,,QQQ2 state-specific interaction validation,0.155347339397264,3,0.6666666666666666,1.0,1935,7097,0.2429065270219393,0.29491334366633787,0.25936954512783655,0.035543798538501314,0.011299773497284714,0.011136523328625258,0.0001632501686594564,INCREMENTAL_NEW_SIGNAL,0.35121762595139616,z_l1_reversal_reversal_4w_score_tradable,style_layer1,0.2865569823434992,ooo2_market_trend_positive_signal,0.2429065270219393,7097,0.0001632501686594564,0.035543798538501314,0.6666666666666666,True,recovery_fragile,0.09396274712706276,0.24672131147540985,PROMISING_STATE_SPECIFIC_SIGNAL,interaction is strongest in a specific state and needs state-specific validation
