rule_name,target,subperiod,n_events,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,2010_2015,358,0.03347358578775129,0.26256983240223464,0.26339410939691443,-0.0008242769946797956,-0.0060591850837774805,0.0035440503000185226,-0.009603235383796004
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,2016_2020,687,0.07520525451559934,0.27074235807860264,0.2571428571428571,0.013599500935745523,0.008530860354000306,0.006819623226853916,0.0017112371271463898
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,2021_2026,479,0.05031512605042017,0.22964509394572025,0.2571428571428571,-0.02749776319713687,-0.008709803175447327,0.006374794816463079,-0.015084597991910406
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,2010_2015,358,0.03347358578775129,0.24022346368715083,0.26339410939691443,-0.0231706457097636,-0.004683466535335122,0.007314297407118801,-0.011997763942453924
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,2016_2020,687,0.07520525451559934,0.24890829694323144,0.2571428571428571,-0.008234560199625679,0.019978025073357508,0.013835204278374246,0.006142820794983262
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,2021_2026,479,0.051066098081023456,0.21085594989561587,0.2571428571428571,-0.046286907247241244,-0.010775067891686675,0.01297451572413913,-0.023749583615825805
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,2010_2015,931,0.08699308540459727,0.3050483351235231,0.2632218276957578,0.04182650742776528,0.0034553178990972644,0.003483188124790297,-2.7870225693032557e-05
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,2016_2020,809,0.08856048166392994,0.26823238566131025,0.2571428571428571,0.011089528518453129,-0.001911169529037513,0.006819623226853916,-0.008730792755891429
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,2021_2026,873,0.0917016806722689,0.27720504009163804,0.2571428571428571,0.020062182948780927,0.004754263014506371,0.006374794816463079,-0.0016205318019567082
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,2010_2015,931,0.08699308540459727,0.3523093447905478,0.2632218276957578,0.08908751709479001,0.011644719724897949,0.007222038265470979,0.00442268145942697
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,2016_2020,809,0.08856048166392994,0.2719406674907293,0.2571428571428571,0.014797810347872198,-0.002266629634763242,0.013835204278374246,-0.01610183391313749
