target,model,n_oos,positive_rate,brier,auc,log_loss,pearson_ic,spearman_ic,positive_spearman_ic_rate,top_minus_bottom_forward_return_spread,top_decile_precision
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,29350,0.25942078364565585,0.19440319029732636,0.5348786773758778,0.5790679109459769,-0.061179798178077435,-0.05882039761431969,0.4219858156028369,-0.005085241711915504,0.2780732860520095
target_etf_forward_risk_adjusted_top_quantile_4w,hist_gradient_depth3,29350,0.25942078364565585,0.19182607987086808,0.5636036997785785,0.5715872353273831,-0.03157070596968518,-0.03379154243777463,0.4598108747044917,-0.0007174730883157394,0.32210401891252954
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_base,29350,0.25942078364565585,0.1915532604345316,0.5557141920057187,0.5710053187272494,-0.06172136827535673,-0.0699361756307939,0.42789598108747046,-0.0035644345291457992,0.3117612293144208
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_interactions,29350,0.25942078364565585,0.1921825450515954,0.5596341631009417,0.5724081122767383,-0.044767176876833105,-0.043363638169645675,0.45508274231678486,-0.004611833187253639,0.3052600472813239
target_etf_forward_risk_adjusted_top_quantile_4w,naive_historical_class_rate,29350,0.25942078364565585,0.19212643559536266,0.5037383917563089,0.5724626201799253,-1.4170941197225686e-18,,0.0,-0.0003864384787102267,0.23079196217494088
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_depth4,29350,0.25942078364565585,0.19030816083520538,0.564776409494588,0.5676864873606863,-0.04846693475313327,-0.046606132387094275,0.4385342789598109,-0.004112349620479753,0.32239952718676124
target_etf_forward_risk_adjusted_top_quantile_4w,simple_momentum_rank,29350,0.25942078364565585,0.3337716777513065,0.5170999204920445,1.201392497209062,0.0069594146598304235,0.016662573045551774,0.5366430260047281,-0.0001496410069203196,0.2695035460992908
target_etf_forward_risk_adjusted_top_quantile_4w,state_only_lag1_rate,29350,0.25942078364565585,0.19212790967701512,0.5031829406129518,0.5724664662430415,-2.982728657840564e-18,,0.0,-0.0003864384787102267,0.23079196217494088
target_etf_forward_risk_adjusted_top_quantile_8w,decision_tree_depth3,29210,0.2594317014720986,0.19618815440620327,0.5452179178262051,0.5949461580213719,-0.08166683536969037,-0.08404519390948204,0.39429928741092635,-0.011526483530014245,0.2986935866983373
target_etf_forward_risk_adjusted_top_quantile_8w,hist_gradient_depth3,29210,0.2594317014720986,0.19106730865982025,0.5742344246317588,0.5705355994625985,-0.03472231348541212,-0.02673691050548672,0.47268408551068886,-0.0009604983301542094,0.3429334916864608
