rule_name,interaction_feature,features_used,rule_formula,economic_interpretation,target,model_source,oos_metric_lift,event_frequency,stability,redundancy_warning,next_recommended_phase,mean_abs_model_importance,subperiods_with_events,positive_return_lift_share,positive_precision_lift_share,min_subperiod_events
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,int_mom13_x_drawdown_repair,z_mom_13w|z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,positive momentum after relatively repaired drawdown,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.003346881682048684,0.09427597955706984,0.5,,,0.02304406307031065,3,0.3333333333333333,0.6666666666666666,631
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,int_mom13_x_drawdown_repair,z_mom_13w|z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,positive momentum after relatively repaired drawdown,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0056628417647026945,0.09469359808284834,0.5,,,0.022609562943207175,3,0.3333333333333333,0.6666666666666666,630
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0006348394946437113,0.2227748066900569,0.6666666666666666,,,0.04960516945899395,3,0.3333333333333333,1.0,1851
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,8.540449659861886e-05,0.22315775062463633,0.5,,,0.025402141294481814,3,0.3333333333333333,0.6666666666666666,1831
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.000657488634280624,0.22282793867120954,0.6666666666666666,,,0.051556634885464,3,0.3333333333333333,1.0,1851
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,int_mom26_x_ma_distance26,z_mom_26w|z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,medium-horizon momentum confirmed by distance above moving average,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,5.0686491964399213e-05,0.2232112290311537,0.3333333333333333,,,0.024266577627415662,3,0.3333333333333333,0.3333333333333333,1831
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0023542591505315187,0.1200054501481759,0.0,,,0.01776077036244355,3,0.0,0.0,1034
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.005746119019788557,0.12016976417838929,0.0,,,0.028084445773236794,3,0.0,0.0,1022
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0023769082901684314,0.12003407155025554,0.5,,,0.028046246201181315,3,0.0,1.0,1034
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,int_trend_consistency_x_lowdownsidevol,z_trend_consistency_13w|z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,consistent trend with muted downside volatility,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.005780837024422777,0.12019856213625471,0.5,,,0.04118656230295817,3,0.0,1.0,1022
rule_int_credit_strength_x_trend__forward_top_quantile_4w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0002053958992810096,0.16820519807882278,0.6666666666666666,,,0.024067564396376147,3,0.3333333333333333,1.0,1522
rule_int_credit_strength_x_trend__forward_top_quantile_8w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0010197980822771284,0.1682239791901975,0.6666666666666666,,,0.024517244816637074,3,0.3333333333333333,1.0,1522
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.00022804503891792234,0.16824531516183985,0.5,,,0.019618644440583054,3,0.3333333333333333,0.6666666666666666,1522
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,int_credit_strength_x_trend,ooo2_leadlag_HYG_minus_LQD_13w_signal|z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,credit/risk appetite strength plus asset-specific trend confirmation,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.001054516086911348,0.16826429305032523,0.5,,,0.020804425541344228,3,0.3333333333333333,0.6666666666666666,1522
rule_int_market_trend_x_mom13__forward_top_quantile_4w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.00030193684953002276,0.24294035494089997,0.8333333333333333,,,0.11799129090347173,3,0.6666666666666666,1.0,1970
rule_int_market_trend_x_mom13__forward_top_quantile_8w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.0001632501686594564,0.2429065270219393,0.8333333333333333,,,0.155347339397264,3,0.6666666666666666,1.0,1935
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.00027928770989311003,0.24299829642248721,0.8333333333333333,,,0.08603438017826558,3,0.6666666666666666,1.0,1970
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,int_market_trend_x_mom13,ooo2_market_trend_positive_signal|z_mom_13w,market trend positive and z_mom_13w > 0.5,market trend gate confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.00012853216402523675,0.24296473810338926,0.6666666666666666,,,0.159753751126724,3,0.6666666666666666,0.6666666666666666,1935
rule_int_breadth_x_mom13__forward_top_quantile_4w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0004498508765479496,0.29158292741083897,0.6666666666666666,,,0.03702003860730422,3,0.3333333333333333,1.0,2495
rule_int_breadth_x_mom13__forward_top_quantile_8w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0009153137949990033,0.2917821816065989,0.6666666666666666,,,0.02521932392814072,3,0.3333333333333333,1.0,2460
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0004725000161848623,0.29165247018739354,0.5,,,0.04424969173851771,3,0.3333333333333333,0.6666666666666666,2495
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,int_breadth_x_mom13,ooo2_breadth_ret13_positive_signal|z_mom_13w,breadth positive and z_mom_13w > 0.5,cross-asset breadth confirms asset momentum,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.000950031799633223,0.29185210544334134,0.3333333333333333,,,0.04619492421212359,3,0.3333333333333333,0.3333333333333333,2460
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,int_real_asset_strength_x_stress,z_rel_strength_GLD_13w|state_lag1_stressed_panic,lagged stressed_panic and z_rel_strength_GLD_13w > 0.5,real-asset relative strength during lagged stress,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.005774363383858722,0.051912661375481145,0.16666666666666666,,,0.06430270375818208,3,0.3333333333333333,0.0,358
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,int_real_asset_strength_x_stress,z_rel_strength_GLD_13w|state_lag1_stressed_panic,lagged stressed_panic and z_rel_strength_GLD_13w > 0.5,real-asset relative strength during lagged stress,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.006617517629393815,0.05216141287606531,0.16666666666666666,,,0.07831890524469254,3,0.3333333333333333,0.0,358
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,int_real_asset_strength_x_stress,z_rel_strength_GLD_13w|state_lag1_stressed_panic,lagged stressed_panic and z_rel_strength_GLD_13w > 0.5,real-asset relative strength during lagged stress,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.005797012523495635,0.05192504258943782,0.3333333333333333,,,0.05093525269478239,3,0.3333333333333333,0.3333333333333333,358
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,int_real_asset_strength_x_stress,z_rel_strength_GLD_13w|state_lag1_stressed_panic,lagged stressed_panic and z_rel_strength_GLD_13w > 0.5,real-asset relative strength during lagged stress,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.006652235634028034,0.05217391304347826,0.16666666666666666,,,0.04977692313403314,3,0.3333333333333333,0.0,358
rule_int_international_strength_x_calm__forward_top_quantile_4w,int_international_strength_x_calm,z_rel_strength_SPY_13w|state_lag1_calm_trend,lagged calm_trend and z_rel_strength_SPY_13w > 0.5,asset leadership versus SPY during calm trend states,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0032312877819975854,0.08900773239772457,0.5,,,0.03268579510213695,3,0.0,1.0,809
rule_int_international_strength_x_calm__forward_top_quantile_8w,int_international_strength_x_calm,z_rel_strength_SPY_13w|state_lag1_calm_trend,lagged calm_trend and z_rel_strength_SPY_13w > 0.5,asset leadership versus SPY during calm trend states,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0035815748250021227,0.08943423349419859,0.6666666666666666,,,0.06015021946192448,3,0.3333333333333333,1.0,809
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,int_international_strength_x_calm,z_rel_strength_SPY_13w|state_lag1_calm_trend,lagged calm_trend and z_rel_strength_SPY_13w > 0.5,asset leadership versus SPY during calm trend states,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.003253936921634498,0.0890289608177172,0.3333333333333333,,,0.025491139631306038,3,0.0,0.6666666666666666,809
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,int_international_strength_x_calm,z_rel_strength_SPY_13w|state_lag1_calm_trend,lagged calm_trend and z_rel_strength_SPY_13w > 0.5,asset leadership versus SPY during calm trend states,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0036162928296363424,0.08945566586785347,0.3333333333333333,,,0.05209996534134887,3,0.3333333333333333,0.3333333333333333,809
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,int_momentum_x_recovery_confirmed,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_confirmed,lagged recovery_confirmed and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum active during confirmed recovery,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.01390741008649005,0.016350444527710596,1.0,,,0.05515736389836205,3,1.0,1.0,72
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,int_momentum_x_recovery_confirmed,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_confirmed,lagged recovery_confirmed and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum active during confirmed recovery,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.02365285747425652,0.01642879145702844,0.8333333333333333,,,0.04333912357662106,3,0.6666666666666666,1.0,72
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,int_momentum_x_recovery_confirmed,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_confirmed,lagged recovery_confirmed and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum active during confirmed recovery,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.013884760946853137,0.016354344122657582,1.0,,,0.061114567295042915,3,1.0,1.0,72
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,int_momentum_x_recovery_confirmed,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_confirmed,lagged recovery_confirmed and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum active during confirmed recovery,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.0236181394696223,0.01643272851763095,0.6666666666666666,,,0.042608352894269265,3,0.6666666666666666,0.6666666666666666,72
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,int_momentum_x_recovery_fragile,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_fragile,lagged recovery_fragile and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum during fragile recovery,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.002536247548841359,0.014306638961746772,0.6666666666666666,,,0.025365973913198732,3,0.3333333333333333,1.0,84
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,int_momentum_x_recovery_fragile,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_fragile,lagged recovery_fragile and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum during fragile recovery,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.00481368325940451,0.014375192524899888,0.6666666666666666,,,0.020356394191407962,3,0.6666666666666666,0.6666666666666666,84
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_4w,int_momentum_x_recovery_fragile,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_fragile,lagged recovery_fragile and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum during fragile recovery,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0025588966884782715,0.014310051107325384,0.6666666666666666,,,0.02629336693722791,3,0.3333333333333333,1.0,84
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_8w,int_momentum_x_recovery_fragile,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable|state_lag1_recovery_fragile,lagged recovery_fragile and Layer 1 multi-horizon momentum score > 0.5,Layer 1 momentum during fragile recovery,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.00484840126403873,0.01437863745292708,0.6666666666666666,,,0.038244778107579626,3,0.6666666666666666,0.6666666666666666,84
rule_int_quality_x_highvol__forward_top_quantile_4w,int_quality_x_highvol,z_l1_quality_quality_score_tradable|z_vol_13w,Layer 1 quality score > 0.5 and z_vol_13w > 0.5,quality selection when realized volatility is elevated,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.004793389727419729,0.0023844398269577956,0.8333333333333333,,,0.060715035910630766,2,0.6666666666666666,1.0,14
rule_int_quality_x_highvol__forward_top_quantile_8w,int_quality_x_highvol,z_l1_quality_quality_score_tradable|z_vol_13w,Layer 1 quality score > 0.5 and z_vol_13w > 0.5,quality selection when realized volatility is elevated,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.01491489860533991,0.0023958654208166476,0.8333333333333333,,,0.086989399803362,2,0.6666666666666666,1.0,14
rule_int_quality_x_highvol__forward_risk_adjusted_top_quantile_4w,int_quality_x_highvol,z_l1_quality_quality_score_tradable|z_vol_13w,Layer 1 quality score > 0.5 and z_vol_13w > 0.5,quality selection when realized volatility is elevated,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,0.004770740587782816,0.002385008517887564,0.6666666666666666,,,0.05817125937278993,2,0.6666666666666666,0.6666666666666666,14
rule_int_quality_x_highvol__forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol,z_l1_quality_quality_score_tradable|z_vol_13w,Layer 1 quality score > 0.5 and z_vol_13w > 0.5,quality selection when realized volatility is elevated,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.01488018060070569,0.002396439575487847,0.6666666666666666,,,0.059366137133867236,2,0.6666666666666666,0.6666666666666666,14
rule_int_bab_x_highvol__forward_top_quantile_4w,int_bab_x_highvol,z_l1_bab_bab_score_asset_class_neutral_tradable|z_vol_13w,asset-class-neutral BAB score > 0.5 and z_vol_13w > 0.5,defensive BAB profile under high volatility,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.00033788611516260506,0.04571311782539088,0.6666666666666666,,,0.049106907624082465,3,0.3333333333333333,1.0,388
rule_int_bab_x_highvol__forward_top_quantile_8w,int_bab_x_highvol,z_l1_bab_bab_score_asset_class_neutral_tradable|z_vol_13w,asset-class-neutral BAB score > 0.5 and z_vol_13w > 0.5,defensive BAB profile under high volatility,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.003109881885014945,0.04569257623986035,0.5,,,0.05301052567629169,3,0.3333333333333333,0.6666666666666666,388
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_4w,int_bab_x_highvol,z_l1_bab_bab_score_asset_class_neutral_tradable|z_vol_13w,asset-class-neutral BAB score > 0.5 and z_vol_13w > 0.5,defensive BAB profile under high volatility,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0003605352547995178,0.045724020442930155,0.16666666666666666,,,0.037164722886543586,3,0.3333333333333333,0.0,388
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,int_bab_x_highvol,z_l1_bab_bab_score_asset_class_neutral_tradable|z_vol_13w,asset-class-neutral BAB score > 0.5 and z_vol_13w > 0.5,defensive BAB profile under high volatility,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0031445998896491648,0.04570352618966107,0.16666666666666666,,,0.03482343738920161,3,0.3333333333333333,0.0,388
rule_int_carry_x_lowvol__forward_top_quantile_4w,int_carry_x_lowvol,z_l1_carry_carry_score_tradable|z_vol_13w,carry score > 0.5 and z_vol_13w < -0.5,carry works best when volatility is controlled,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.001754787578308199,0.11905167421739278,0.16666666666666666,,,0.018478849933987927,3,0.3333333333333333,0.0,851
rule_int_carry_x_lowvol__forward_top_quantile_8w,int_carry_x_lowvol,z_l1_carry_carry_score_tradable|z_vol_13w,carry score > 0.5 and z_vol_13w < -0.5,carry works best when volatility is controlled,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.003510060861504168,0.1186980182770305,0.16666666666666666,,,0.037357808381741194,3,0.3333333333333333,0.0,851
rule_int_carry_x_lowvol__forward_risk_adjusted_top_quantile_4w,int_carry_x_lowvol,z_l1_carry_carry_score_tradable|z_vol_13w,carry score > 0.5 and z_vol_13w < -0.5,carry works best when volatility is controlled,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0017774367179451116,0.11908006814310051,0.6666666666666666,,,0.09124896759368319,3,0.3333333333333333,1.0,851
rule_int_carry_x_lowvol__forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol,z_l1_carry_carry_score_tradable|z_vol_13w,carry score > 0.5 and z_vol_13w < -0.5,carry works best when volatility is controlled,target_etf_forward_risk_adjusted_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,-0.0035447788661383877,0.1187264635398836,0.6666666666666666,,,0.1397920920287573,3,0.3333333333333333,1.0,851
rule_int_reversal_x_drawdown__forward_top_quantile_4w,int_reversal_x_drawdown,z_l1_reversal_reversal_4w_score_tradable|z_drawdown_26w,4w reversal score > 0.5 and z_drawdown_26w < -0.5,mean-reversion attempt in assets with relatively poor drawdowns,target_etf_forward_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.0012338210750714894,0.11646285383383861,0.6666666666666666,,,0.014033451284586673,3,0.3333333333333333,1.0,982
rule_int_reversal_x_drawdown__forward_top_quantile_8w,int_reversal_x_drawdown,z_l1_reversal_reversal_4w_score_tradable|z_drawdown_26w,4w reversal score > 0.5 and z_drawdown_26w < -0.5,mean-reversion attempt in assets with relatively poor drawdowns,target_etf_forward_top_quantile_8w,explicit_interaction_feature plus nonlinear model importance,0.003449971978537596,0.11654173939829551,0.6666666666666666,,,0.01613549340070248,3,0.3333333333333333,1.0,982
rule_int_reversal_x_drawdown__forward_risk_adjusted_top_quantile_4w,int_reversal_x_drawdown,z_l1_reversal_reversal_4w_score_tradable|z_drawdown_26w,4w reversal score > 0.5 and z_drawdown_26w < -0.5,mean-reversion attempt in assets with relatively poor drawdowns,target_etf_forward_risk_adjusted_top_quantile_4w,explicit_interaction_feature plus nonlinear model importance,-0.001256470214708402,0.11649063032367973,0.16666666666666666,,,0.016849067669015866,3,0.3333333333333333,0.0,982
