section,item,metric,value,notes
dataset,date_range,value,2005-01-07 to 2026-04-10,
dataset,rows,count,38850,ETF-date rows
dataset,tickers,count,35,"BIL,DBA,EEM,EFA,EWJ,GLD,HYG,IAU,IEF,IWM,LQD,MBB,PDBC,QQQ,SHY,SLV,SPY,TIP,TLT,USO,UUP,VEA,VNQ,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY"
dataset,base_features,count,95,selected for base models
dataset,interaction_features,count,23,explicit economic interaction set
feature_missingness,ooo3event_market_trend_breadth_confirmed_event,missingness,0.0009009009009009009,trend_breadth
feature_missingness,ooo3event_market_trend_recent_stress_filtered_event,missingness,0.0009009009009009009,drawdown_stress
feature_missingness,z_mom_13w,missingness,0.04144144144144144,momentum
feature_missingness,z_mom_26w,missingness,0.047747747747747746,momentum
feature_missingness,z_mom_52w,missingness,0.05945945945945946,momentum
feature_missingness,z_downside_vol_13w,missingness,0.005405405405405406,volatility_quality
feature_missingness,z_vol_13w,missingness,0.04144144144144144,volatility_quality
feature_missingness,z_downside_vol_26w,missingness,0.011711711711711712,volatility_quality
feature_missingness,z_vol_26w,missingness,0.047747747747747746,volatility_quality
feature_missingness,z_drawdown_26w,missingness,0.047747747747747746,drawdown_stress
feature_missingness,z_ma_distance_26w,missingness,0.04684684684684685,trend_breadth
feature_missingness,z_trend_consistency_13w,missingness,0.005405405405405406,trend_breadth
feature_missingness,z_rel_strength_SPY_13w,missingness,0.04144144144144144,relative_strength_leadlag
feature_missingness,z_rel_strength_TLT_13w,missingness,0.04144144144144144,relative_strength_leadlag
feature_missingness,z_rel_strength_GLD_13w,missingness,0.04144144144144144,relative_strength_leadlag
feature_missingness,z_rel_strength_HYG_13w,missingness,0.12334620334620335,relative_strength_leadlag
feature_missingness,z_rel_strength_LQD_13w,missingness,0.04144144144144144,relative_strength_leadlag
feature_missingness,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable,missingness,0.08378378378378379,momentum
feature_missingness,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,missingness,0.1063063063063063,momentum
feature_missingness,z_l1_xsmom_xsmom_asset_class_neutral_tradable,missingness,0.13534105534105534,momentum
feature_missingness,z_l1_xsmom_xsmom_score_tradable,missingness,0.08378378378378379,momentum
feature_missingness,z_l1_quality_quality_score_asset_class_neutral_tradable,missingness,0.13364221364221365,volatility_quality
feature_missingness,z_l1_quality_quality_score_tradable,missingness,0.08198198198198198,volatility_quality
feature_missingness,z_l1_bab_bab_score_asset_class_neutral_tradable,missingness,0.10226512226512227,style_layer1
feature_missingness,z_l1_bab_bab_score_tradable,missingness,0.0487001287001287,style_layer1
feature_missingness,z_l1_carry_carry_score_asset_class_neutral_tradable,missingness,0.2151866151866152,style_layer1
feature_missingness,z_l1_carry_carry_score_tradable,missingness,0.15065637065637066,style_layer1
feature_missingness,z_l1_carry_carry_yield_trailing_52w_tradable,missingness,0.15065637065637066,style_layer1
feature_missingness,z_l1_reversal_reversal_1w_asset_class_neutral_tradable,missingness,0.09202059202059203,style_layer1
feature_missingness,z_l1_reversal_reversal_1w_score_tradable,missingness,0.03783783783783784,style_layer1
feature_missingness,z_l1_reversal_reversal_4w_asset_class_neutral_tradable,missingness,0.09456885456885457,style_layer1
feature_missingness,z_l1_reversal_reversal_4w_score_tradable,missingness,0.04054054054054054,style_layer1
feature_missingness,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,missingness,0.06036036036036036,momentum
feature_missingness,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,missingness,0.06036036036036036,momentum
feature_missingness,ooo3_ggg1_trailing_vol_13w,missingness,0.008108108108108109,volatility_quality
feature_missingness,ooo3_ggg1_trailing_vol_26w,missingness,0.012612612612612612,volatility_quality
feature_missingness,ooo2_leadlag_DBA_minus_SPY_13w_signal,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo2_leadlag_EFA_minus_SPY_13w_signal,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo2_leadlag_GLD_minus_SPY_13w_signal,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo2_leadlag_HYG_minus_LQD_13w_signal,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo2_leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,missingness,0.006306306306306306,trend_breadth
feature_missingness,ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_DBA_minus_SPY_13w_signal__percentile,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,missingness,0.05405405405405406,relative_strength_leadlag
feature_missingness,ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_EFA_minus_SPY_13w_signal__abs_strength,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_EFA_minus_SPY_13w_signal__percentile,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo3_leadlag_EFA_minus_SPY_13w_signal__strength_scaled_score,missingness,0.05405405405405406,relative_strength_leadlag
feature_missingness,ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,missingness,0.006306306306306306,relative_strength_leadlag
feature_missingness,ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,missingness,0.05405405405405406,relative_strength_leadlag
feature_missingness,ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore,missingness,0.05225225225225225,relative_strength_leadlag
feature_missingness,ooo2_breadth_ret13_positive_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo2_breadth_ret13_positive_x_neutral_mixed_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo2_breadth_ret13_positive_x_recovery_confirmed_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo2_breadth_ret13_positive_x_stressed_panic_signal,missingness,0.0018018018018018018,drawdown_stress
feature_missingness,ooo2_breadth_ret26_positive_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo2_canary_breadth_pair_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__abs_strength,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,missingness,0.047747747747747746,trend_breadth
feature_missingness,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,missingness,0.047747747747747746,trend_breadth
feature_missingness,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__raw,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,missingness,0.05405405405405406,trend_breadth
feature_missingness,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,missingness,0.4045045045045045,trend_breadth
feature_missingness,ooo3_breadth_ret26_positive_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,missingness,0.0009009009009009009,regime_state_context
feature_missingness,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,missingness,0.0009009009009009009,trend_breadth
feature_missingness,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,missingness,0.0009009009009009009,volatility_quality
feature_missingness,regime_breadth_13w_mom,missingness,0.0009009009009009009,momentum
feature_missingness,regime_breadth_26w_mom,missingness,0.0009009009009009009,momentum
feature_missingness,regime_breadth_change_4w,missingness,0.0045045045045045045,trend_breadth
feature_missingness,regime_breadth_sma_43,missingness,0.0009009009009009009,trend_breadth
feature_missingness,regime_canary_breadth_default,missingness,0.0009009009009009009,trend_breadth
feature_missingness,regime_canary_breadth_pair,missingness,0.0009009009009009009,trend_breadth
feature_missingness,ooo2_market_trend_positive_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal__abs_strength,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal__direction_strength,missingness,0.047747747747747746,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal__percentile,missingness,0.047747747747747746,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal__raw,missingness,0.0018018018018018018,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal__strength_scaled_score,missingness,0.05405405405405406,trend_breadth
feature_missingness,ooo3_market_trend_positive_signal__zscore,missingness,0.07837837837837838,trend_breadth
feature_missingness,ooo3event_efa_spy_market_trend_confirmed_top20_event,missingness,0.0009009009009009009,trend_breadth
feature_missingness,ooo3event_market_trend_calm_neutral_event,missingness,0.0009009009009009009,trend_breadth
feature_missingness,ooo3event_market_trend_ex_high_vol_drawdown_event,missingness,0.0009009009009009009,volatility_quality
feature_missingness,ooo3event_market_trend_raw_event,missingness,0.0009009009009009009,trend_breadth
feature_missingness,ooo3event_market_trend_vol_scaled_score_event,missingness,0.0009009009009009009,volatility_quality
feature_missingness,regime_market_trend_positive,missingness,0.0009009009009009009,trend_breadth
feature_missingness,int_mom13_x_lowvol13,missingness,0.04144144144144144,explicit_interaction
feature_missingness,int_mom26_x_lowvol26,missingness,0.047747747747747746,explicit_interaction
feature_missingness,int_mom13_x_drawdown_repair,missingness,0.047747747747747746,explicit_interaction
feature_missingness,int_mom26_x_ma_distance26,missingness,0.047747747747747746,explicit_interaction
feature_missingness,int_trend_consistency_x_lowdownsidevol,missingness,0.005405405405405406,explicit_interaction
feature_missingness,int_credit_strength_x_trend,missingness,0.04684684684684685,explicit_interaction
feature_missingness,int_market_trend_x_mom13,missingness,0.04144144144144144,explicit_interaction
feature_missingness,int_breadth_x_mom13,missingness,0.04144144144144144,explicit_interaction
feature_missingness,int_real_asset_strength_x_stress,missingness,0.04144144144144144,explicit_interaction
feature_missingness,int_international_strength_x_calm,missingness,0.04144144144144144,explicit_interaction
feature_missingness,int_momentum_x_recovery_confirmed,missingness,0.08378378378378379,explicit_interaction
feature_missingness,int_momentum_x_recovery_fragile,missingness,0.08378378378378379,explicit_interaction
feature_missingness,int_quality_x_highvol,missingness,0.08198198198198198,explicit_interaction
feature_missingness,int_bab_x_highvol,missingness,0.10226512226512227,explicit_interaction
feature_missingness,int_carry_x_lowvol,missingness,0.15148005148005148,explicit_interaction
feature_missingness,int_reversal_x_drawdown,missingness,0.047747747747747746,explicit_interaction
feature_missingness,int_efa_spy_strength_x_market_trend,missingness,0.006306306306306306,explicit_interaction
feature_missingness,int_gld_spy_strength_x_stress,missingness,0.006306306306306306,explicit_interaction
feature_missingness,int_dba_spy_strength_x_inflation_proxy,missingness,0.46396396396396394,explicit_interaction
feature_missingness,int_ppp_equity_factor_x_lowvol_mom,missingness,0.2418018018018018,explicit_interaction
feature_missingness,int_ppp_duration_factor_x_quality,missingness,0.24296010296010295,explicit_interaction
feature_missingness,int_breadth_recovery_x_mom13,missingness,0.04144144144144144,explicit_interaction
feature_missingness,int_calm_neutral_trend_x_relspy,missingness,0.04144144144144144,explicit_interaction
