rule_name,target,n_events,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return,return_lift
rule_int_mom13_x_lowvol13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,1632,0.05559151139421603,0.20404411764705882,0.25935892632080937,-0.05531480867375055,0.004019957673405319,0.0054590858787186974,-0.0014391282053133787
rule_int_mom13_x_lowvol13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,1630,0.05578943765615908,0.17791411042944785,0.25936954512783655,-0.0814554346983887,0.0062944169427133385,0.011136523328625258,-0.004842106385911919
rule_int_mom13_x_lowvol13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,1632,0.05560477001703577,0.34191176470588236,0.25942078364565585,0.08249098106022651,0.004019957673405319,0.00548173501835561,-0.0014617773449502915
rule_int_mom13_x_lowvol13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,1630,0.055802807257788425,0.3294478527607362,0.2594317014720986,0.07001615128863758,0.0062944169427133385,0.011171241333259477,-0.004876824390546139
rule_int_mom26_x_lowvol26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,1392,0.04741628913036073,0.18031609195402298,0.25935892632080937,-0.07904283436678639,0.004740486907142483,0.0054590858787186974,-0.0007185989715762144
rule_int_mom26_x_lowvol26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,1392,0.047643495225382484,0.16810344827586207,0.25936954512783655,-0.09126609685197448,0.00899172286882133,0.011136523328625258,-0.002144800459803928
rule_int_mom26_x_lowvol26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,1392,0.04742759795570699,0.33405172413793105,0.25942078364565585,0.0746309404922752,0.004740486907142483,0.00548173501835561,-0.0007412481112131272
rule_int_mom26_x_lowvol26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,1392,0.04765491270112975,0.34770114942528735,0.2594317014720986,0.08826944795318875,0.00899172286882133,0.011171241333259477,-0.0021795184644381477
rule_int_mom13_x_drawdown_repair__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,2767,0.09425350001703171,0.23129743404409106,0.25935892632080937,-0.02806149227671831,0.0021348533363069262,0.0054590858787186974,-0.003324232542411771
rule_int_mom13_x_drawdown_repair__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,2766,0.0946709107711264,0.21330441070137382,0.25936954512783655,-0.046065134426462734,0.005508399568556783,0.011136523328625258,-0.005628123760068475
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,2767,0.09427597955706984,0.3035778821828695,0.25942078364565585,0.04415709853721367,0.0021348533363069262,0.00548173501835561,-0.003346881682048684
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,2766,0.09469359808284834,0.2928416485900217,0.2594317014720986,0.03340994711792311,0.005508399568556783,0.011171241333259477,-0.0056628417647026945
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,6540,0.2227748066900569,0.2824159021406728,0.25935892632080937,0.023056975819863434,0.004824246384074986,0.0054590858787186974,-0.0006348394946437113
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,6520,0.22315775062463633,0.2753067484662577,0.25936954512783655,0.015937203338421135,0.011221927825223877,0.011136523328625258,8.540449659861886e-05
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,6540,0.22282793867120954,0.2769113149847095,0.25942078364565585,0.01749053133905365,0.004824246384074986,0.00548173501835561,-0.000657488634280624
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,6520,0.2232112290311537,0.26579754601226996,0.2594317014720986,0.0063658445401713615,0.011221927825223877,0.011171241333259477,5.0686491964399213e-05
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,3523,0.1200054501481759,0.18478569401078626,0.25935892632080937,-0.07457323231002311,0.0031048267281871787,0.0054590858787186974,-0.0023542591505315187
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,3511,0.12016976417838929,0.16006835659356308,0.25936954512783655,-0.09930118853427347,0.005390404308836701,0.011136523328625258,-0.005746119019788557
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,3523,0.12003407155025554,0.3224524552937837,0.25942078364565585,0.06303167164812784,0.0031048267281871787,0.00548173501835561,-0.0023769082901684314
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,3511,0.12019856213625471,0.34349188265451436,0.2594317014720986,0.08406018118241576,0.005390404308836701,0.011171241333259477,-0.005780837024422777
rule_int_credit_strength_x_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,4938,0.16820519807882278,0.29202106115836374,0.25935892632080937,0.03266213483755437,0.005253689979437688,0.0054590858787186974,-0.0002053958992810096
rule_int_credit_strength_x_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,4915,0.1682239791901975,0.2901322482197355,0.25936954512783655,0.030762703091898935,0.01011672524634813,0.011136523328625258,-0.0010197980822771284
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,4938,0.16824531516183985,0.2760226812474686,0.25942078364565585,0.016601897601812743,0.005253689979437688,0.00548173501835561,-0.00022804503891792234
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,4915,0.16826429305032523,0.26653102746693796,0.2594317014720986,0.007099325994839367,0.01011672524634813,0.011171241333259477,-0.001054516086911348
rule_int_market_trend_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,7132,0.24294035494089997,0.2947279865395401,0.25935892632080937,0.03536906021873071,0.00576102272824872,0.0054590858787186974,0.00030193684953002276
rule_int_market_trend_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,7097,0.2429065270219393,0.29491334366633787,0.25936954512783655,0.035543798538501314,0.011299773497284714,0.011136523328625258,0.0001632501686594564
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,7132,0.24299829642248721,0.2748177229388671,0.25942078364565585,0.015396939293211231,0.00576102272824872,0.00548173501835561,0.00027928770989311003
rule_int_market_trend_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,7097,0.24296473810338926,0.26349161617584893,0.2594317014720986,0.004059914703750334,0.011299773497284714,0.011171241333259477,0.00012853216402523675
rule_int_breadth_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,8560,0.29158292741083897,0.2799065420560748,0.25935892632080937,0.020547615735265423,0.005009235002170748,0.0054590858787186974,-0.0004498508765479496
rule_int_breadth_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,8525,0.2917821816065989,0.2744868035190616,0.25936954512783655,0.015117258391225019,0.010221209533626254,0.011136523328625258,-0.0009153137949990033
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,8560,0.29165247018739354,0.2718457943925234,0.25942078364565585,0.012425010746867526,0.005009235002170748,0.00548173501835561,-0.0004725000161848623
rule_int_breadth_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,8525,0.29185210544334134,0.2592375366568915,0.2594317014720986,-0.0001941648152071207,0.010221209533626254,0.011171241333259477,-0.000950031799633223
rule_int_real_asset_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,1524,0.051912661375481145,0.21850393700787402,0.25935892632080937,-0.04085498931293535,-0.00031527750514002436,0.0054590858787186974,-0.005774363383858722
rule_int_real_asset_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,1524,0.05216141287606531,0.19488188976377951,0.25936954512783655,-0.06448765536405704,0.004519005699231443,0.011136523328625258,-0.006617517629393815
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,1524,0.05192504258943782,0.2559055118110236,0.25942078364565585,-0.0035152718346322387,-0.00031527750514002436,0.00548173501835561,-0.005797012523495635
rule_int_real_asset_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,1524,0.05217391304347826,0.23490813648293962,0.2594317014720986,-0.024523564989158975,0.004519005699231443,0.011171241333259477,-0.006652235634028034
rule_int_international_strength_x_calm__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,2613,0.08900773239772457,0.2843474933027172,0.25935892632080937,0.024988566981907823,0.002227798096721112,0.0054590858787186974,-0.0032312877819975854
rule_int_international_strength_x_calm__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,2613,0.08943423349419859,0.30501339456563337,0.25936954512783655,0.04564384943779681,0.007554948503623135,0.011136523328625258,-0.0035815748250021227
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,2613,0.0890289608177172,0.2671259089169537,0.25942078364565585,0.007705125271297852,0.002227798096721112,0.00548173501835561,-0.003253936921634498
rule_int_international_strength_x_calm__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,2613,0.08945566586785347,0.2621507845388442,0.2594317014720986,0.00271908306674562,0.007554948503623135,0.011171241333259477,-0.0036162928296363424
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,480,0.016350444527710596,0.37083333333333335,0.25935892632080937,0.11147440701252398,0.019366495965208747,0.0054590858787186974,0.01390741008649005
rule_int_momentum_x_recovery_confirmed__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,480,0.01642879145702844,0.3333333333333333,0.25936954512783655,0.07396378820549676,0.03478938080288178,0.011136523328625258,0.02365285747425652
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,480,0.016354344122657582,0.32083333333333336,0.25942078364565585,0.06141254968767751,0.019366495965208747,0.00548173501835561,0.013884760946853137
rule_int_momentum_x_recovery_confirmed__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,480,0.01643272851763095,0.25833333333333336,0.2594317014720986,-0.0010983681387652378,0.03478938080288178,0.011171241333259477,0.0236181394696223
rule_int_momentum_x_recovery_fragile__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,420,0.014306638961746772,0.3047619047619048,0.25935892632080937,0.04540297844109542,0.0029228383298773386,0.0054590858787186974,-0.002536247548841359
rule_int_momentum_x_recovery_fragile__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,420,0.014375192524899888,0.2904761904761905,0.25936954512783655,0.031106645348353945,0.006322840069220748,0.011136523328625258,-0.00481368325940451
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,420,0.014310051107325384,0.3047619047619048,0.25942078364565585,0.04534112111624894,0.0029228383298773386,0.00548173501835561,-0.0025588966884782715
rule_int_momentum_x_recovery_fragile__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,420,0.01437863745292708,0.2904761904761905,0.2594317014720986,0.031044489004091902,0.006322840069220748,0.011171241333259477,-0.00484840126403873
rule_int_quality_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,70,0.0023844398269577956,0.42857142857142855,0.25935892632080937,0.16921250225061918,0.010252475606138426,0.0054590858787186974,0.004793389727419729
rule_int_quality_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,70,0.0023958654208166476,0.4857142857142857,0.25936954512783655,0.22634474058644916,0.026051421933965167,0.011136523328625258,0.01491489860533991
rule_int_quality_x_highvol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,70,0.002385008517887564,0.3142857142857143,0.25942078364565585,0.05486493064005843,0.010252475606138426,0.00548173501835561,0.004770740587782816
rule_int_quality_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,70,0.002396439575487847,0.4,0.2594317014720986,0.14056829852790143,0.026051421933965167,0.011171241333259477,0.01488018060070569
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,1342,0.04571311782539088,0.312220566318927,0.25935892632080937,0.052861639998117604,0.005121199763556092,0.0054590858787186974,-0.00033788611516260506
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,1335,0.04569257623986035,0.29812734082397,0.25936954512783655,0.03875779569613347,0.008026641443610313,0.011136523328625258,-0.003109881885014945
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,1342,0.045724020442930155,0.19970193740685543,0.25942078364565585,-0.059718846238800416,0.005121199763556092,0.00548173501835561,-0.0003605352547995178
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,1335,0.04570352618966107,0.20224719101123595,0.2594317014720986,-0.05718451046086265,0.008026641443610313,0.011171241333259477,-0.0031445998896491648
rule_int_carry_x_lowvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,3495,0.11905167421739278,0.15593705293276108,0.25935892632080937,-0.10342187338804829,0.0037042983004104985,0.0054590858787186974,-0.001754787578308199
rule_int_carry_x_lowvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,3468,0.1186980182770305,0.14100346020761245,0.25936954512783655,-0.1183660849202241,0.00762646246712109,0.011136523328625258,-0.003510060861504168
rule_int_carry_x_lowvol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,3495,0.11908006814310051,0.3284692417739628,0.25942078364565585,0.06904845812830696,0.0037042983004104985,0.00548173501835561,-0.0017774367179451116
rule_int_carry_x_lowvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,3468,0.1187264635398836,0.3558246828143022,0.2594317014720986,0.09639298134220359,0.00762646246712109,0.011171241333259477,-0.0035447788661383877
rule_int_reversal_x_drawdown__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,3419,0.11646285383383861,0.3126645217899971,0.25935892632080937,0.05330559546918773,0.004225264803647208,0.0054590858787186974,-0.0012338210750714894
rule_int_reversal_x_drawdown__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,3405,0.11654173939829551,0.3406754772393539,0.25936954512783655,0.08130593211151732,0.014586495307162854,0.011136523328625258,0.003449971978537596
rule_int_reversal_x_drawdown__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,3419,0.11649063032367973,0.2064931266452179,0.25942078364565585,-0.052927657000437944,0.004225264803647208,0.00548173501835561,-0.001256470214708402
rule_int_reversal_x_drawdown__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,3405,0.11656966792194454,0.21292217327459617,0.2594317014720986,-0.046509528197502426,0.014586495307162854,0.011171241333259477,0.0034152539739033764
rule_int_efa_spy_strength_x_market_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,7353,0.2504683721088667,0.2594859241126071,0.25935892632080937,0.00012699779179775605,0.00670162522859469,0.0054590858787186974,0.0012425393498759927
rule_int_efa_spy_strength_x_market_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,7213,0.24687681829072117,0.25953140163593513,0.25936954512783655,0.000161856508098579,0.012738145868425723,0.011136523328625258,0.0016016225398004652
rule_int_efa_spy_strength_x_market_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,7353,0.25052810902896083,0.2594859241126071,0.25942078364565585,6.514046695127451e-05,0.00670162522859469,0.00548173501835561,0.00121989021023908
rule_int_efa_spy_strength_x_market_trend__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,7213,0.2469359808284834,0.25953140163593513,0.2594317014720986,9.97001638365358e-05,0.012738145868425723,0.011171241333259477,0.0015669045351662456
rule_int_gld_spy_strength_x_stress__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,3765,0.12824879926423,0.25816733067729086,0.25935892632080937,-0.001191595643518506,0.01169355791588618,0.0054590858787186974,0.006234472037167482
rule_int_gld_spy_strength_x_stress__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,3765,0.12886333299106684,0.25816733067729086,0.25936954512783655,-0.001202214450545691,0.02211243875184024,0.011136523328625258,0.010975915423214983
rule_int_gld_spy_strength_x_stress__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,3765,0.1282793867120954,0.25816733067729086,0.25942078364565585,-0.0012534529683649875,0.01169355791588618,0.00548173501835561,0.0062118228975305695
rule_int_gld_spy_strength_x_stress__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,3765,0.12889421431016776,0.25816733067729086,0.2594317014720986,-0.0012643707948077343,0.02211243875184024,0.011171241333259477,0.010941197418580764
rule_int_dba_spy_strength_x_inflation_proxy__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,0,0.0,,0.25935892632080937,,,0.0054590858787186974,
rule_int_dba_spy_strength_x_inflation_proxy__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,0,0.0,,0.25936954512783655,,,0.011136523328625258,
rule_int_dba_spy_strength_x_inflation_proxy__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,0,0.0,,0.25942078364565585,,,0.00548173501835561,
rule_int_dba_spy_strength_x_inflation_proxy__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,0,0.0,,0.2594317014720986,,,0.011171241333259477,
rule_int_ppp_equity_factor_x_lowvol_mom__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,0,0.0,,0.25935892632080937,,,0.0054590858787186974,
rule_int_ppp_equity_factor_x_lowvol_mom__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,0,0.0,,0.25936954512783655,,,0.011136523328625258,
rule_int_ppp_equity_factor_x_lowvol_mom__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,0,0.0,,0.25942078364565585,,,0.00548173501835561,
rule_int_ppp_equity_factor_x_lowvol_mom__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,0,0.0,,0.2594317014720986,,,0.011171241333259477,
rule_int_ppp_duration_factor_x_quality__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,0,0.0,,0.25935892632080937,,,0.0054590858787186974,
rule_int_ppp_duration_factor_x_quality__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,0,0.0,,0.25936954512783655,,,0.011136523328625258,
rule_int_ppp_duration_factor_x_quality__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,0,0.0,,0.25942078364565585,,,0.00548173501835561,
rule_int_ppp_duration_factor_x_quality__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,0,0.0,,0.2594317014720986,,,0.011171241333259477,
rule_int_breadth_recovery_x_mom13__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,388,0.013216609326566067,0.32989690721649484,0.25935892632080937,0.07053798089568547,0.016675231079249075,0.0054590858787186974,0.011216145200530377
rule_int_breadth_recovery_x_mom13__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,388,0.013279939761097991,0.327319587628866,0.25936954512783655,0.06795004250102943,0.03156256602524839,0.011136523328625258,0.02042604269662313
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,388,0.01321976149914821,0.26804123711340205,0.25942078364565585,0.008620453467746203,0.016675231079249075,0.00548173501835561,0.011193496060893465
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,388,0.013283122218418349,0.22938144329896906,0.2594317014720986,-0.030050258173129535,0.03156256602524839,0.011171241333259477,0.02039132469198891
rule_int_calm_neutral_trend_x_relspy__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,5954,0.2028136389958102,0.28904937856902924,0.25935892632080937,0.029690452248219867,0.005305703103531013,0.0054590858787186974,-0.00015338277518768453
rule_int_calm_neutral_trend_x_relspy__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,5919,0.20258753465448198,0.28619699273525934,0.25936954512783655,0.026827447607422783,0.009536373847515624,0.011136523328625258,-0.0016001494811096334
rule_int_calm_neutral_trend_x_relspy__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,5954,0.20286201022146508,0.2752771246221028,0.25942078364565585,0.015856340976446948,0.005305703103531013,0.00548173501835561,-0.00017603191482459726
rule_int_calm_neutral_trend_x_relspy__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,5919,0.20263608353303664,0.26305119107957425,0.2594317014720986,0.0036194896074756566,0.009536373847515624,0.011171241333259477,-0.001634867485743853
