target,model,split_id,feature,importance,abs_importance,importance_type,feature_family
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_vol_26w,0.323918062426353,0.323918062426353,coefficient,volatility_quality
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_ma_distance_26w,0.2803180973188897,0.2803180973188897,coefficient,trend_breadth
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_carry_carry_score_tradable,0.2122900008290987,0.2122900008290987,coefficient,style_layer1
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_carry_carry_score_asset_class_neutral_tradable,-0.1741353966476885,0.1741353966476885,coefficient,style_layer1
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_rel_strength_HYG_13w,0.15366175044306754,0.15366175044306754,coefficient,relative_strength_leadlag
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_bab_bab_score_tradable,0.1405054630688335,0.1405054630688335,coefficient,style_layer1
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_mom_52w,0.1339261368545612,0.1339261368545612,coefficient,momentum
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_quality_quality_score_asset_class_neutral_tradable,-0.12564847724088524,0.12564847724088524,coefficient,volatility_quality
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_vol_13w,-0.10468289585682343,0.10468289585682343,coefficient,volatility_quality
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_carry_carry_yield_trailing_52w_tradable,-0.10194015198455078,0.10194015198455078,coefficient,style_layer1
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_downside_vol_26w,0.09913605357405189,0.09913605357405189,coefficient,volatility_quality
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_xsmom_xsmom_score_tradable,-0.08776361456498889,0.08776361456498889,coefficient,momentum
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_downside_vol_13w,0.08006519842625798,0.08006519842625798,coefficient,volatility_quality
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,-0.07448953699728818,0.07448953699728818,coefficient,momentum
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_quality_quality_score_tradable,0.07017050285269731,0.07017050285269731,coefficient,volatility_quality
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_reversal_reversal_4w_asset_class_neutral_tradable,0.06246595323219141,0.06246595323219141,coefficient,style_layer1
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,0.059154580163763515,0.059154580163763515,coefficient,momentum
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_rel_strength_GLD_13w,-0.04604253820768328,0.04604253820768328,coefficient,relative_strength_leadlag
target_etf_forward_top_quantile_4w,logistic_l2_base,0,z_rel_strength_TLT_13w,-0.046042538207683,0.046042538207683,coefficient,relative_strength_leadlag
